rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
14,695,2025-26,Bristol Lewis,UW-Platteville,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,27,33.7037037037037,14.96,3.59,1.67,0.59,0.26,1.4814814814814814,2.3907165139682784,86
15,787,2025-26,Gavin Ralph,UW-River Falls,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,25,31.16,8.96,5.04,1.72,1.28,0.52,0.92,2.0587776077407605,85
16,803,2025-26,Andre Renta,UW-Eau Claire,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,25,25.56,13.64,3.24,3.28,0.8,0.16,2.24,2.014788340251254,84
17,858,2025-26,Max Love,UW-Platteville,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,27,26.14814814814815,12.37,4.67,1.96,1.11,0.67,2.4444444444444446,1.8353138308231336,84
18,950,2025-26,Micah Thompson,UW-River Falls,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,24,30.791666666666668,10.75,7.63,1.38,0.96,0.25,2.0833333333333335,1.524810912917918,82
19,951,2025-26,Joey LaChapell,UW-Oshkosh,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,22.115384615384617,12.35,2.19,3.31,0.81,0.08,1.8076923076923077,1.5084970597696927,82
20,969,2025-26,Xavier Lewis,UW-Eau Claire,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,25,23.84,11.28,6.16,1.08,0.48,0.52,1.6,1.4408168240052863,82
21,1048,2025-26,Isaac Verges,UW-Whitewater,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,25,22.84,10.04,4.44,1.88,1.2,0.16,1.52,1.1841532183872592,81
22,1063,2025-26,Aidan Shore,UW-Stout,C,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,25,19.96,6.48,5.32,0.76,0.32,2.44,1.68,1.1324931313284037,81
23,1113,2025-26,Logan Baumgartner,UW-Stevens Point,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,24.115384615384617,10.96,3.69,1.38,1.12,0.42,1.7307692307692308,0.9885303711936628,80
24,1161,2025-26,Carter Combs,UW-Stevens Point,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,32.69230769230769,6.12,5.92,3.19,1.15,0.08,1.4230769230769231,0.8893494279611258,80
25,1168,2025-26,Carter Thomas,UW-Oshkosh,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,21.692307692307693,10.85,2.92,1.08,0.85,0.31,1.0,0.8788715168393346,80
26,1177,2025-26,Richie Warren,UW-Whitewater,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,27,21.37037037037037,7.96,4.96,1.04,0.74,0.78,1.0,0.8538495486781704,79
27,1213,2025-26,Wesley Mboga,UW-Stout,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,30.076923076923077,9.19,4.92,0.69,0.81,0.08,0.5769230769230769,0.7643644243602867,79
28,1233,2025-26,Jeremy Wanguhu,UW-River Falls,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,14,28.857142857142858,10.29,2.93,3.21,1.14,0.21,2.357142857142857,0.7075300153756139,79
29,1250,2025-26,Domanyck Schwarzenberger,UW-Stout,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,24.46153846153846,12.77,2.73,1.23,0.65,0.12,1.5384615384615383,0.6708268519910844,78
30,1496,2025-26,AJ Uttech,UW-Stout,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,23,20.652173913043477,11.35,3.52,1.26,1.13,0.0,2.130434782608696,0.0240838441565016,75
31,1515,2025-26,Brock Marino,UW-Whitewater,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,21.615384615384617,9.12,5.54,0.69,0.54,0.23,1.3846153846153846,-0.0335490970396375,75
32,1574,2025-26,Lucas Rameker,UW-Platteville,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,27,25.37037037037037,6.26,3.93,1.74,0.63,0.26,0.7037037037037037,-0.2123613911208508,74
33,1645,2025-26,Miles Hettinger,UW-Platteville,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,15.73076923076923,7.46,4.0,0.73,0.85,0.62,1.3076923076923077,-0.3564906414590801,73
34,1649,2025-26,Aiden Wieczorek,UW-Platteville,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,27,30.37037037037037,8.11,4.3,1.59,0.74,0.07,1.4444444444444444,-0.3721053475171133,73
35,1670,2025-26,Josh Bocher,UW-Stevens Point,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,14,17.285714285714285,7.86,3.07,0.21,0.93,0.57,0.9285714285714286,-0.4256116271639433,73
36,1699,2025-26,Kenji Scales,UW-Eau Claire,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,19,30.73684210526316,9.74,3.63,1.79,0.42,0.11,1.8421052631578947,-0.5023485843471972,72
37,1715,2025-26,Luke Bara,UW-Whitewater,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,27,23.96296296296296,10.3,1.52,1.3,0.63,0.0,1.1851851851851851,-0.537723680490437,72
38,1813,2025-26,Will Boser,UW-Eau Claire,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,25,26.64,7.36,2.6,1.04,0.44,0.12,0.44,-0.7662682583151226,71
39,1851,2025-26,Jacob Butler,UW-La Crosse,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,27,21.11111111111111,4.48,4.44,0.74,0.81,0.67,0.7777777777777778,-0.8325715753219627,70
40,1888,2025-26,Reggie Postel,UW-River Falls,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,25,22.68,7.64,2.2,1.88,1.2,0.24,1.88,-0.9369510354718626,70
41,1939,2025-26,Oskar Kangas,UW-Oshkosh,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,17.73076923076923,5.54,3.65,0.73,0.96,0.35,0.8846153846153846,-1.0580994548061589,69
42,1957,2025-26,Jonah Rindfleisch,UW-Oshkosh,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,16.423076923076923,4.65,4.27,1.31,0.5,0.46,0.8461538461538461,-1.0961915988274935,69
43,1979,2025-26,Devon Fielding,UW-La Crosse,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,17,21.058823529411764,5.06,3.59,1.0,0.47,0.29,0.4117647058823529,-1.1333623962144477,69
44,2008,2025-26,Owen Havlik,UW-River Falls,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,23,28.73913043478261,6.91,2.91,2.04,0.43,0.09,1.3043478260869563,-1.198491324144392,68
45,2011,2025-26,Nate Nazos,UW-Oshkosh,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,19.923076923076923,3.5,2.85,2.0,1.27,0.12,0.7692307692307693,-1.209473724514848,68
46,2024,2025-26,Jake Quast,UW-Whitewater,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,16.53846153846154,6.31,3.12,0.65,1.0,0.08,0.8461538461538461,-1.2417659813794166,68
47,2054,2025-26,Aiden Hawkinson,UW-Oshkosh,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,15.5,6.73,2.08,0.85,0.85,0.12,0.7692307692307693,-1.3102752346739588,68
48,2383,2025-26,Roan Demovsky,UW-Eau Claire,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,25,17.2,5.44,1.88,2.04,0.56,0.16,1.32,-1.986515559284475,63
49,2399,2025-26,Nolan Stauffacher,UW-Stout,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,15.192307692307692,3.15,2.62,0.38,0.58,0.92,0.6153846153846154,-2.0106620512758537,63
50,2470,2025-26,Max Raimer,UW-Stevens Point,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,18.26923076923077,5.23,1.62,0.58,0.58,0.08,0.3461538461538461,-2.1363344841372767,62
51,2474,2025-26,Jack Crowley,UW-La Crosse,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,21,19.285714285714285,5.52,1.95,0.29,0.43,0.14,0.3333333333333333,-2.1489711696831315,62
52,2498,2025-26,Isaiah Moore,UW-Stevens Point,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,20,14.55,4.6,3.1,0.65,0.7,0.05,0.75,-2.204665566175646,62
53,2508,2025-26,Max Lucey,UW-Platteville,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,16.615384615384617,3.77,1.96,1.08,0.46,0.19,0.3076923076923077,-2.230322802266521,62
54,2519,2025-26,Reid Tengblad,UW-River Falls,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,25,10.88,4.44,2.44,0.52,0.28,0.72,0.84,-2.2469424208970867,62
55,2536,2025-26,Grant Manz,UW-Stevens Point,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,11.923076923076923,3.85,2.77,1.04,0.31,0.35,0.6538461538461539,-2.268377737097479,61
56,2606,2025-26,Henry Hoel,UW-Eau Claire,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,10,12.2,5.5,3.9,0.3,0.3,0.1,1.0,-2.3917858806689196,60
57,2642,2025-26,Logan Rindfleisch,UW-Oshkosh,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,25,12.92,3.8,2.52,0.76,0.48,0.2,0.52,-2.4413936660738575,60
58,2663,2025-26,Mason Stoik,UW-Stout,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,20.615384615384617,5.0,1.88,0.92,0.62,0.08,0.8846153846153846,-2.481055454160087,60
59,2675,2025-26,Tyler Haney,UW-Eau Claire,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,24,16.25,4.42,1.21,0.71,0.5,0.04,0.2083333333333333,-2.514443473008691,59
60,2679,2025-26,Joey Berezowitz,UW-Whitewater,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,27,12.77777777777778,2.93,1.07,1.19,1.04,0.07,0.4074074074074074,-2.518893461813976,59
61,2728,2025-26,Sam Ferge,UW-La Crosse,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,17,21.058823529411764,5.24,1.65,0.59,0.71,0.0,0.8235294117647058,-2.6290334471743764,59
62,2737,2025-26,Luke Reder,UW-Eau Claire,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,24,10.375,5.08,1.92,0.5,0.13,0.0,0.2916666666666667,-2.639217726332413,59
63,2803,2025-26,Matt Imig,UW-Oshkosh,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,14.307692307692308,3.31,1.15,2.27,0.46,0.0,0.8846153846153846,-2.810471005910169,58
64,2872,2025-26,Tyshawn Teague-Johnson,UW-Whitewater,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,16,11.375,4.5,2.19,0.25,0.13,0.31,0.625,-2.932457782718755,57
65,2882,2025-26,Vitorio Dante,UW-Oshkosh,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,24,10.0,3.29,2.83,0.17,0.33,0.25,0.4583333333333333,-2.9610602478968966,57
66,2944,2025-26,Drew Tengblad,UW-River Falls,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,24,11.833333333333334,3.75,1.54,0.33,0.5,0.21,0.5416666666666666,-3.0942411365343285,56
67,2977,2025-26,Gavin Johnson,UW-Stout,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,20,10.85,4.05,1.25,0.4,0.4,0.15,0.5,-3.1538569523351137,55
68,3077,2025-26,Carson Bauer,UW-La Crosse,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,27,17.925925925925927,3.56,2.0,0.15,0.33,0.15,0.5555555555555556,-3.396064136030031,54
69,3085,2025-26,JR Lukenbill,UW-Whitewater,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,24,12.666666666666666,2.75,1.63,0.63,0.42,0.17,0.5416666666666666,-3.4157928612369086,54
70,3117,2025-26,Kelton McEwen,UW-Whitewater,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,26,10.923076923076923,3.77,0.35,0.54,0.27,0.04,0.2692307692307692,-3.5108043656063312,54
71,3179,2025-26,Kaden MacKenzie,UW-Platteville,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,16,19.375,3.31,1.88,1.44,0.25,0.13,1.375,-3.707015159298178,53
72,3198,2025-26,Eli Schroeder,UW-La Crosse,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,22,10.272727272727272,3.41,0.86,0.32,0.27,0.05,0.4090909090909091,-3.775637362297952,52
73,3303,2025-26,Ben Goedheer,UW-La Crosse,F,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,18,10.055555555555555,2.83,1.61,0.17,0.22,0.0,0.5,-4.073477126766135,51
74,3355,2025-26,Carson Leuzinger,UW-Stout,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,21,10.142857142857142,1.43,0.86,0.76,0.29,0.0,0.4761904761904761,-4.4395733489945375,50
75,3366,2025-26,Brody Variano,UW-River Falls,G,Wisconsin Intercollegiate Athletic Conference (WIAC),wiac,16,12.8125,4.06,1.25,0.5,0.06,0.0,1.4375,-4.678200338463189,50
