rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
1,22,2025-26,"Iafrate,Dimetri",Wheaton,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,28,36.642857142857146,19.46,5.18,4.54,2.89,0.25,2.25,8.223196144788739,95
2,105,2025-26,"Farrell,Luke",Coast Guard,F,New England Women's and Men's Athletic Conference (NEWMAC),newmac,25,27.52,17.56,8.48,1.76,0.64,1.44,2.28,5.978648153816147,94
3,163,2025-26,"Molen,Justin",WPI,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,26,31.346153846153847,15.12,6.88,4.08,1.19,0.54,2.269230769230769,5.332422433688991,93
4,173,2025-26,"Margoupis,Jack",Salve Regina,F,New England Women's and Men's Athletic Conference (NEWMAC),newmac,15,32.06666666666667,20.2,6.33,1.8,0.73,0.4,2.1333333333333333,5.263650119578705,93
5,194,2025-26,"Iscandari,Aliaun",Clark,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,26,29.5,18.62,3.77,3.0,2.46,0.15,2.8461538461538463,5.088548083390272,93
6,209,2025-26,Timmy O'Toole,Babson,*,New England Women's and Men's Athletic Conference (NEWMAC),newmac,27,23.814814814814813,9.93,9.15,1.7,1.67,1.07,0.9629629629629628,4.97897655571984,92
7,288,2025-26,"John,Boluwasefe",Clark,F,New England Women's and Men's Athletic Conference (NEWMAC),newmac,23,31.130434782608695,14.74,6.83,1.52,1.35,1.3,2.391304347826087,4.433097638371513,91
8,358,2025-26,"Seymour,Sean",Salve Regina,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,27,35.51851851851852,16.33,4.59,2.04,0.89,0.59,1.8888888888888888,3.84638122204442,90
9,461,2025-26,"Bledsoe,Nathan",WPI,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,26,29.0,14.58,5.12,0.88,0.85,0.19,0.6923076923076923,3.3038128936265583,89
10,526,2025-26,Thomas Ferdinando,Babson,*,New England Women's and Men's Athletic Conference (NEWMAC),newmac,27,32.2962962962963,17.04,4.15,2.7,1.07,0.07,2.7037037037037037,3.0184688065181966,88
11,569,2025-26,Timmy Mulvey,Babson,*,New England Women's and Men's Athletic Conference (NEWMAC),newmac,27,33.7037037037037,16.15,2.04,2.37,1.15,0.04,1.7037037037037035,2.8382129004404546,88
12,594,2025-26,"Pridgen,Quentin",Clark,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,21,32.80952380952381,9.24,8.0,5.67,1.57,0.24,3.619047619047619,2.772834178684848,87
13,637,2025-26,"Evely,Josiah",Springfield,F,New England Women's and Men's Athletic Conference (NEWMAC),newmac,24,25.416666666666668,10.33,5.25,1.88,1.58,0.75,1.6666666666666667,2.5767549037246904,87
14,805,2025-26,"Hartley,Josh",Springfield,C,New England Women's and Men's Athletic Conference (NEWMAC),newmac,23,20.782608695652176,9.52,6.0,0.7,0.83,1.7,1.826086956521739,2.007506658972658,84
15,848,2025-26,"Morrissey,Eoin",Wheaton,F,New England Women's and Men's Athletic Conference (NEWMAC),newmac,28,32.5,11.64,7.36,1.82,0.82,0.36,2.2857142857142856,1.8773532761075324,84
16,888,2025-26,"Armant,Jacob",Emerson,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,25,28.88,12.28,3.76,3.12,1.12,0.08,2.24,1.7309834559200357,83
17,899,2025-26,"Spenard,Pat",Salve Regina,F,New England Women's and Men's Athletic Conference (NEWMAC),newmac,27,32.629629629629626,12.74,5.48,1.41,0.48,0.56,1.962962962962963,1.6819073052751334,83
18,915,2025-26,"MOWERY, Wyatt",MIT,0,New England Women's and Men's Athletic Conference (NEWMAC),newmac,23,23.434782608695652,8.91,5.61,1.57,0.52,1.91,2.3043478260869565,1.6188739373647814,83
19,919,2025-26,"Parks,Trevor",Coast Guard,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,24,27.5,10.46,3.75,1.33,1.08,0.79,1.375,1.6075370160784983,83
20,921,2025-26,"McMullen,Jack",Salve Regina,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,27,32.851851851851855,8.33,6.22,2.78,1.67,0.11,1.962962962962963,1.604933521558336,83
21,930,2025-26,"SPANN, Parker",MIT,0,New England Women's and Men's Athletic Conference (NEWMAC),newmac,15,32.8,12.4,6.27,1.93,1.27,0.4,3.0,1.5786805885886248,83
22,1013,2025-26,"DOBIE, Isaac",MIT,g,New England Women's and Men's Athletic Conference (NEWMAC),newmac,23,29.73913043478261,16.04,4.57,1.57,1.0,0.04,3.217391304347826,1.2899417675012104,82
23,1021,2025-26,"Frazer,Jordan",Coast Guard,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,25,27.6,10.12,4.64,2.36,1.2,0.24,1.92,1.2648925634880652,82
24,1081,2025-26,"Parent,Elijah",Coast Guard,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,25,31.44,12.52,2.68,2.4,1.04,0.12,2.12,1.0689815434713834,81
25,1119,2025-26,"Helmhold,Linus",Emerson,C,New England Women's and Men's Athletic Conference (NEWMAC),newmac,25,23.48,11.88,6.32,1.32,0.32,0.76,2.56,0.9798236053189318,80
26,1141,2025-26,"Newman,J.R.",WPI,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,26,30.53846153846154,10.38,3.73,1.92,1.19,0.12,1.6153846153846154,0.9322519172977368,80
27,1146,2025-26,"Reidy,Tim",WPI,G,New England Women's and Men's Athletic Conference (NEWMAC),newmac,26,28.576923076923077,12.77,1.77,1.31,0.81,0.08,1.1538461538461535,0.9258329015854384,80
