rank,global_rank,player_name,team,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
52,2121,"Maurchie,Ray",Augustana,College Conference of Illinois and Wisconsin (CCIW),cciw,25,18.08,4.44,4.56,0.72,0.36,0.72,1.0,-1.456751658113021,67
53,2194,"Sveiteris,Justin",North Central,College Conference of Illinois and Wisconsin (CCIW),cciw,26,16.26923076923077,4.96,3.69,0.73,0.38,0.54,0.8846153846153846,-1.622943593597103,66
54,2225,"Noyes,McGrady",Millikin,College Conference of Illinois and Wisconsin (CCIW),cciw,24,23.75,3.13,5.0,1.13,0.67,0.33,0.9166666666666666,-1.6812714289604198,65
55,2324,"Olson,Reid",Wheaton,College Conference of Illinois and Wisconsin (CCIW),cciw,26,20.692307692307693,6.69,1.38,1.69,0.31,0.0,0.9230769230769232,-1.8793968879101275,64
56,2334,"Kuehl,Brady",Illinois Wesleyan,College Conference of Illinois and Wisconsin (CCIW),cciw,27,13.555555555555555,4.11,2.56,0.67,0.37,0.89,0.8148148148148148,-1.9034286628745267,64
57,2363,"Smith, Jr.,Jerome",North Park,College Conference of Illinois and Wisconsin (CCIW),cciw,27,16.962962962962962,4.44,1.74,2.26,0.93,0.04,1.1851851851851851,-1.9455982377767724,64
58,2385,"Cherry,Jack",Elmhurst,College Conference of Illinois and Wisconsin (CCIW),cciw,28,18.642857142857142,4.86,2.39,1.96,0.5,0.11,1.1071428571428572,-1.9887893160756032,63
59,2413,"Williams,AJ",Carthage,College Conference of Illinois and Wisconsin (CCIW),cciw,26,20.53846153846154,5.15,2.04,0.81,0.46,0.15,0.4615384615384615,-2.024703317362343,63
60,2524,"Parker,Lucas",Carroll,College Conference of Illinois and Wisconsin (CCIW),cciw,24,15.666666666666666,4.83,2.17,0.38,0.46,0.08,0.25,-2.256153116520285,61
61,2571,"Garrison,Tyvin",North Park,College Conference of Illinois and Wisconsin (CCIW),cciw,26,16.884615384615383,4.15,2.42,0.73,0.85,0.15,0.7692307692307693,-2.3259933170665863,61
62,2610,"Davis,Tre",North Central,College Conference of Illinois and Wisconsin (CCIW),cciw,24,18.833333333333332,4.46,2.63,2.0,0.58,0.08,1.4583333333333333,-2.4024746592362813,60
63,2612,"Haith,Jabe",Carthage,College Conference of Illinois and Wisconsin (CCIW),cciw,25,11.64,4.36,2.0,0.88,0.44,0.12,0.48,-2.406819285506858,60
64,2620,"Pearson,Talen",Elmhurst,College Conference of Illinois and Wisconsin (CCIW),cciw,28,18.857142857142858,4.75,2.14,1.29,0.39,0.29,1.0714285714285714,-2.412957367986803,60
65,2641,"Marshall,EJ",Elmhurst,College Conference of Illinois and Wisconsin (CCIW),cciw,28,14.285714285714286,4.11,2.0,1.18,0.64,0.07,0.7142857142857143,-2.440463708435622,60
66,2802,"Cheney,Seth",North Central,College Conference of Illinois and Wisconsin (CCIW),cciw,21,15.571428571428571,5.57,2.14,0.29,0.24,0.0,0.6666666666666666,-2.8092206357031135,58
67,2824,"Neibch,Kyle",Wheaton,College Conference of Illinois and Wisconsin (CCIW),cciw,26,15.461538461538462,4.5,1.65,0.42,0.27,0.12,0.3846153846153846,-2.845029184974708,57
68,2858,"Anderson,Kobe",Millikin,College Conference of Illinois and Wisconsin (CCIW),cciw,24,17.125,3.83,1.13,2.08,0.96,0.08,1.5833333333333333,-2.912422072592536,57
69,2966,"DiSilvio,Tyler",North Central,College Conference of Illinois and Wisconsin (CCIW),cciw,19,12.105263157894736,3.84,2.21,0.63,0.11,0.0,0.4210526315789473,-3.1406419843721567,56
70,3048,"Workman,Caden",Augustana,College Conference of Illinois and Wisconsin (CCIW),cciw,18,12.666666666666666,2.72,1.94,0.5,0.39,0.11,0.3888888888888889,-3.340792800414727,54
71,3101,"Gray,Jahki",North Park,College Conference of Illinois and Wisconsin (CCIW),cciw,17,14.411764705882351,3.88,1.06,0.53,0.35,0.12,0.6470588235294118,-3.4613949928679326,54
72,3116,"Boldt,Nathan",Illinois Wesleyan,College Conference of Illinois and Wisconsin (CCIW),cciw,20,10.95,1.3,2.35,0.25,0.25,0.8,0.65,-3.504970661060363,54
73,3171,"Tarjan,Jimmy",Carroll,College Conference of Illinois and Wisconsin (CCIW),cciw,20,12.8,2.35,2.5,0.65,0.2,0.1,0.65,-3.695261255523631,53
74,3173,"Hedrick,Noah",Wheaton,College Conference of Illinois and Wisconsin (CCIW),cciw,22,11.318181818181818,2.0,1.73,0.86,0.36,0.14,0.5909090909090909,-3.697730411740463,53
75,3203,"Ruggles,Brady",Illinois Wesleyan,College Conference of Illinois and Wisconsin (CCIW),cciw,22,10.090909090909092,3.14,1.73,0.23,0.23,0.09,0.5454545454545454,-3.7830784380914335,52
76,3218,"Origliasso,Pat",Millikin,College Conference of Illinois and Wisconsin (CCIW),cciw,24,10.375,3.13,1.71,0.38,0.17,0.04,0.5416666666666666,-3.813786000606791,52
77,3254,"Andre,Ethan",Augustana,College Conference of Illinois and Wisconsin (CCIW),cciw,24,13.333333333333334,2.83,1.5,0.17,0.29,0.0,0.4166666666666667,-3.948391652317037,52
78,3314,"James,Jaydon",North Central,College Conference of Illinois and Wisconsin (CCIW),cciw,13,12.076923076923077,2.77,2.0,0.31,0.31,0.15,1.0,-4.146351900304119,51
79,3319,"Williams,David",Illinois Wesleyan,College Conference of Illinois and Wisconsin (CCIW),cciw,25,10.08,1.84,1.28,1.04,0.32,0.12,0.84,-4.1524972466491645,51
80,3334,"Nichols,Caden",Millikin,College Conference of Illinois and Wisconsin (CCIW),cciw,21,11.095238095238097,2.67,1.24,0.48,0.38,0.05,0.8571428571428571,-4.243270380428471,51
