rank,global_rank,player_name,team,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
1,12,"Rowe,Jayden",York,Middle Atlantic Conferences (MAC),mac,27,32.55555555555556,25.63,7.04,3.15,1.19,1.74,3.6666666666666665,9.198865221565988,96
2,17,"Yarbrough,Jevon",Hood,Middle Atlantic Conferences (MAC),mac,27,35.74074074074074,25.56,6.3,6.3,1.89,0.11,4.296296296296297,8.902326457154778,95
3,31,"Thomas,Jayden",DeSales,Middle Atlantic Conferences (MAC),mac,26,37.88461538461539,25.62,7.08,5.5,1.54,0.04,4.576923076923077,7.906930879586192,95
4,58,"Onyeka,Olise",Eastern,Middle Atlantic Conferences (MAC),mac,24,30.291666666666668,16.29,10.71,1.17,1.13,2.17,2.4583333333333335,7.073165551298017,94
5,71,"Dupree,Phanique",Albright,Middle Atlantic Conferences (MAC),mac,25,30.8,14.4,8.0,1.2,0.76,2.4,1.32,6.54230437360204,94
6,122,"Mitchell,Qadir",Albright,Middle Atlantic Conferences (MAC),mac,26,31.46153846153846,21.42,3.65,2.15,1.23,0.35,1.8846153846153848,5.778389038415293,94
7,149,"McWhite,Chase",Albright,Middle Atlantic Conferences (MAC),mac,22,29.454545454545453,12.5,8.73,2.77,1.18,1.68,2.272727272727273,5.462848676935506,93
8,168,"Hamilton,Elijah",Alvernia,Middle Atlantic Conferences (MAC),mac,24,33.375,17.75,7.38,1.21,0.92,1.0,2.0416666666666665,5.273266765723965,93
9,177,"Scholl,Tommy",Stevens,Middle Atlantic Conferences (MAC),mac,27,33.7037037037037,18.11,6.56,2.07,1.52,0.07,1.9259259259259256,5.236944373068707,93
10,203,Jake Karnish,King's,Middle Atlantic Conferences (MAC),mac,10,32.3,11.0,10.3,4.0,1.3,0.1,1.6,5.045627184282642,92
11,224,Ben Rodner-Tims,King's,Middle Atlantic Conferences (MAC),mac,25,33.92,18.08,5.24,4.16,1.08,0.24,2.92,4.82111974006195,92
12,235,"Cottrell,Robert",Alvernia,Middle Atlantic Conferences (MAC),mac,21,35.19047619047619,16.95,3.71,3.48,1.67,0.33,2.2857142857142856,4.761255918507951,92
13,252,"Gallagher,Jack",Misericordia,Middle Atlantic Conferences (MAC),mac,27,28.0,13.07,8.26,1.7,1.7,0.96,2.037037037037037,4.6652159848479275,92
14,296,"Johnson,Nas",Arcadia,Middle Atlantic Conferences (MAC),mac,21,32.333333333333336,17.76,4.19,3.81,1.1,0.19,2.619047619047619,4.370019908227439,91
15,298,"Chhabra,Harmehar",Stevens,Middle Atlantic Conferences (MAC),mac,27,29.96296296296296,14.3,6.37,4.67,0.93,0.59,2.8518518518518516,4.346612888284695,91
16,322,"Bright,Myles",Widener,Middle Atlantic Conferences (MAC),mac,25,30.68,19.48,4.08,2.6,1.08,0.0,2.48,4.133703000029215,91
17,335,"Dearry,Rasheem",Alvernia,Middle Atlantic Conferences (MAC),mac,25,33.6,16.12,4.84,2.0,1.56,0.12,1.76,4.0244061083641585,91
18,341,"Lynam,Jamison",Arcadia,Middle Atlantic Conferences (MAC),mac,26,33.19230769230769,17.69,2.65,3.0,1.65,0.08,2.3461538461538463,3.959593283112053,91
19,368,"Cox,Garrett",Hood,Middle Atlantic Conferences (MAC),mac,25,27.96,12.72,7.68,1.76,0.8,0.68,1.4,3.807812383080656,90
20,371,"Huseby,Jude",Hood,Middle Atlantic Conferences (MAC),mac,27,28.88888888888889,12.26,8.3,2.52,1.19,0.48,2.0,3.7980228018879862,90
21,390,"Robinson,Kullen",Hood,Middle Atlantic Conferences (MAC),mac,27,30.40740740740741,16.56,5.63,2.11,0.67,0.33,2.0,3.678641741837369,90
22,409,"Lyles,Caleb",Messiah,Middle Atlantic Conferences (MAC),mac,25,33.64,18.4,6.0,2.08,1.32,0.16,3.24,3.5964230705097338,90
23,415,"Prociak,Matt",Misericordia,Middle Atlantic Conferences (MAC),mac,27,30.51851851851852,15.15,7.26,1.3,0.41,0.37,1.4074074074074074,3.5772982879092874,90
24,422,"Okocha,Joshua",Arcadia,Middle Atlantic Conferences (MAC),mac,26,29.346153846153847,9.96,7.54,1.88,1.54,0.58,1.1538461538461535,3.556207736486912,90
25,480,"Maddison,Kyle",Stevens,Middle Atlantic Conferences (MAC),mac,27,33.2962962962963,14.33,3.85,3.78,1.56,0.22,2.6666666666666665,3.217824299985849,89
26,512,"Landis,Tate",York,Middle Atlantic Conferences (MAC),mac,27,30.03703703703704,13.26,3.26,3.48,1.74,0.19,2.1481481481481484,3.0785546603831553,88
27,538,"Beaman,Kole",Stevenson,Middle Atlantic Conferences (MAC),mac,25,29.6,14.28,4.4,1.36,0.92,0.4,1.24,2.9668495461142372,88
28,546,"Denvir,Frankie",FDU - Florham,Middle Atlantic Conferences (MAC),mac,25,27.04,12.84,4.96,2.56,1.48,0.12,1.8,2.928328866258523,88
29,550,"Herrin,Mike",Delaware Valley,Middle Atlantic Conferences (MAC),mac,25,27.76,15.92,5.6,1.56,1.28,0.16,2.44,2.915589599758909,88
30,585,"McBride,Johnny",Messiah,Middle Atlantic Conferences (MAC),mac,25,27.12,10.92,8.44,1.28,0.72,1.36,2.28,2.7981992222793304,87
31,589,"Redding,Antonio",Delaware Valley,Middle Atlantic Conferences (MAC),mac,25,35.04,17.48,2.96,2.88,0.96,0.04,2.68,2.7802077724460235,87
32,634,"Haberern,Cooper",York,Middle Atlantic Conferences (MAC),mac,27,30.814814814814813,12.19,4.78,0.63,0.93,0.41,0.4814814814814814,2.6038942947490056,87
33,686,"Stanley,Janye",Alvernia,Middle Atlantic Conferences (MAC),mac,25,32.0,13.92,5.44,1.76,0.92,0.44,2.2,2.4205120752302456,86
34,702,"Smith,Chris",FDU - Florham,Middle Atlantic Conferences (MAC),mac,25,31.04,14.6,5.68,1.12,0.64,0.6,2.16,2.3355555382453654,86
35,722,"Sejuste,Giovanni",Lebanon Valley,Middle Atlantic Conferences (MAC),mac,24,23.958333333333332,13.79,5.13,0.75,0.79,0.79,1.875,2.2651448514221304,86
36,732,"Bandy,Demarcus",Lebanon Valley,Middle Atlantic Conferences (MAC),mac,25,23.96,10.48,3.68,1.24,1.84,0.76,1.4,2.22280287995994,85
37,769,"Tang,Kyle",Lebanon Valley,Middle Atlantic Conferences (MAC),mac,25,31.92,10.4,3.36,4.56,1.92,0.08,2.64,2.110396433108334,85
38,774,"Sherman,DaRon",Eastern,Middle Atlantic Conferences (MAC),mac,24,31.291666666666668,9.33,4.17,3.13,2.25,0.17,2.0416666666666665,2.1033039293366795,85
39,820,"Wert,Ben",Messiah,Middle Atlantic Conferences (MAC),mac,19,26.63157894736842,13.21,4.26,0.68,0.95,0.58,1.5263157894736843,1.943173076253955,84
40,829,"Stanton,Jeremiah",Albright,Middle Atlantic Conferences (MAC),mac,25,30.64,12.68,3.12,5.12,0.64,0.16,2.88,1.923273203440176,84
41,851,Devin Kimmick,King's,Middle Atlantic Conferences (MAC),mac,25,28.72,8.68,6.92,2.96,0.44,0.4,1.44,1.8639086697058032,84
42,855,"Mallory,Karron",Hood,Middle Atlantic Conferences (MAC),mac,27,30.444444444444443,10.93,3.89,2.19,1.11,0.15,1.1851851851851851,1.851164667728996,84
43,866,"Reyes,Jay-Nelly",Widener,Middle Atlantic Conferences (MAC),mac,21,24.80952380952381,9.71,4.05,3.1,2.67,0.38,3.0,1.8094283008172751,84
44,911,"Creek,Mac",FDU - Florham,Middle Atlantic Conferences (MAC),mac,25,28.32,10.52,4.92,4.64,1.4,0.16,3.28,1.6313875966960878,83
45,942,"Segich,Kori",Widener,Middle Atlantic Conferences (MAC),mac,24,27.041666666666668,11.67,5.21,1.54,0.83,0.25,1.625,1.5490084157322237,83
46,946,"Jones,Mason",Alvernia,Middle Atlantic Conferences (MAC),mac,25,26.4,8.84,4.96,1.92,1.44,0.44,1.48,1.5365018635080645,83
47,989,"Parks,Josh",Arcadia,Middle Atlantic Conferences (MAC),mac,24,27.541666666666668,7.67,5.33,1.42,1.08,0.63,0.9166666666666666,1.3588392161339995,82
48,991,"Keppel,Luke",DeSales,Middle Atlantic Conferences (MAC),mac,26,32.53846153846154,12.69,4.62,1.88,0.77,0.12,2.0,1.3476983406673906,82
49,1034,"Troyer,Ben",York,Middle Atlantic Conferences (MAC),mac,27,19.333333333333332,9.74,4.11,0.89,1.3,0.26,0.8888888888888888,1.2146245703197966,81
50,1037,"Attivo,Corey",Arcadia,Middle Atlantic Conferences (MAC),mac,26,27.115384615384617,9.65,4.85,0.73,0.58,0.85,1.0384615384615383,1.2098298205258144,81
51,1123,"Aryee,Jacob",Widener,Middle Atlantic Conferences (MAC),mac,20,20.05,13.25,2.65,1.05,1.15,0.2,1.85,0.9755602253535172,80
52,1142,"Luddy,Kyle",Stevenson,Middle Atlantic Conferences (MAC),mac,25,27.72,8.44,5.24,1.68,0.44,0.4,0.88,0.931928836167065,80
53,1184,"Jackson,Myles",Stevenson,Middle Atlantic Conferences (MAC),mac,25,24.8,11.48,3.92,1.6,0.52,0.16,1.44,0.8313057362781755,79
54,1201,"Leming,Matt",Stevens,Middle Atlantic Conferences (MAC),mac,27,26.074074074074073,9.48,3.74,0.93,0.74,0.11,0.4074074074074074,0.789580075558511,79
55,1240,"Pagan,Noah",FDU - Florham,Middle Atlantic Conferences (MAC),mac,21,20.19047619047619,8.57,5.9,1.29,0.71,1.05,2.0952380952380953,0.6979463245772384,79
56,1261,"Taylor,Dejuan",Eastern,Middle Atlantic Conferences (MAC),mac,24,26.583333333333332,12.08,5.29,0.42,0.38,0.25,1.5416666666666667,0.6392585751152329,78
57,1283,"Wright,Darryl",Misericordia,Middle Atlantic Conferences (MAC),mac,26,25.03846153846154,4.88,3.12,4.42,1.85,0.15,1.7692307692307692,0.5943425633288439,78
58,1287,"Edwards-Saliu,Jordan",Messiah,Middle Atlantic Conferences (MAC),mac,20,26.0,7.85,8.3,0.4,0.6,0.4,1.3,0.592741577306277,78
59,1289,"Chandler,Arvel",Misericordia,Middle Atlantic Conferences (MAC),mac,27,27.88888888888889,7.93,3.48,2.59,0.81,0.26,1.148148148148148,0.586962957528891,78
60,1299,"Melvin,Reed",Lebanon Valley,Middle Atlantic Conferences (MAC),mac,17,23.529411764705884,11.59,2.94,0.71,0.82,0.18,1.1764705882352942,0.5513583984991671,78
61,1382,Sean Forrest,King's,Middle Atlantic Conferences (MAC),mac,16,23.5,8.38,4.5,1.56,0.31,0.5,1.0625,0.3548104802405199,77
62,1421,"Seguignol,Kendall",Stevenson,Middle Atlantic Conferences (MAC),mac,25,20.28,9.44,5.56,0.4,0.84,0.24,1.36,0.2542507255432502,76
63,1441,"Ihezue,Noah",Stevenson,Middle Atlantic Conferences (MAC),mac,25,22.8,8.52,3.32,2.2,1.4,0.28,1.96,0.2135901816522394,76
64,1456,Jaden Hall,King's,Middle Atlantic Conferences (MAC),mac,23,20.91304347826087,11.3,3.39,0.83,0.57,0.35,1.608695652173913,0.1515508346784002,76
