rank,global_rank,player_name,team,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
1,2,"Kinney,Elijah",Endicott College,The Commonwealth Coast Conference (CCC),ccc,24,29.291666666666668,21.96,11.67,1.29,0.96,2.67,1.75,11.184582951074963,99
2,16,"Montagnino,Marcus",Endicott College,The Commonwealth Coast Conference (CCC),ccc,27,33.148148148148145,22.26,7.85,4.41,1.7,0.19,2.2962962962962963,8.955894186448106,95
3,86,"Flowers-Smith,Javen",Nichols College,The Commonwealth Coast Conference (CCC),ccc,26,31.923076923076923,20.35,3.15,5.0,2.04,0.42,3.3846153846153846,6.274242162849619,94
4,111,"Vlajkovic,Luka",Western New England University,The Commonwealth Coast Conference (CCC),ccc,24,31.958333333333332,15.33,10.17,3.46,1.25,0.63,2.6666666666666665,5.903223913744833,94
5,121,"Brooks,Ryan",Gordon College,The Commonwealth Coast Conference (CCC),ccc,18,31.166666666666668,13.94,7.78,3.61,0.72,0.83,1.3333333333333333,5.801571835837627,94
6,151,"Torres,Adrian",University of New England,The Commonwealth Coast Conference (CCC),ccc,26,33.0,13.92,4.23,3.88,3.08,0.27,2.1153846153846154,5.455674016335621,93
7,286,"Miller,Finn",Roger Williams University,The Commonwealth Coast Conference (CCC),ccc,25,28.76,15.28,7.64,3.52,1.24,0.2,2.68,4.436203350009022,91
8,291,James Jones,Suffolk University,The Commonwealth Coast Conference (CCC),ccc,28,30.464285714285715,12.04,8.04,2.0,1.61,0.36,1.2142857142857142,4.4140207988095765,91
9,342,"St. Louis,Olivier",Nichols College,The Commonwealth Coast Conference (CCC),ccc,27,25.814814814814813,11.81,8.04,1.78,1.3,0.63,1.4444444444444444,3.948156631897816,91
10,389,"Lux,Adam",University of New England,The Commonwealth Coast Conference (CCC),ccc,26,31.884615384615383,16.15,6.15,1.42,0.88,0.15,1.5769230769230769,3.678926265590932,90
11,451,"Hammarlund,Ryan",Roger Williams University,The Commonwealth Coast Conference (CCC),ccc,23,29.695652173913043,13.04,4.7,2.09,1.65,0.22,1.391304347826087,3.365492361959375,89
12,463,"Sullivan,Caden",Endicott College,The Commonwealth Coast Conference (CCC),ccc,27,29.03703703703704,11.63,3.63,2.19,1.33,0.52,0.7037037037037037,3.30132505416055,89
13,519,"Mello,Dominic",Nichols College,The Commonwealth Coast Conference (CCC),ccc,27,35.96296296296296,15.93,4.19,3.07,0.85,0.26,2.5185185185185186,3.0482512278093985,88
14,521,Colin Mannke,Wentworth Institute of Technology,The Commonwealth Coast Conference (CCC),ccc,24,26.708333333333332,14.17,7.92,1.13,1.0,0.25,2.0,3.0450606194062333,88
15,590,Greg Keane,Suffolk University,The Commonwealth Coast Conference (CCC),ccc,28,22.571428571428573,8.54,3.54,1.0,0.32,2.93,1.1428571428571428,2.778778857360124,87
16,602,"Winters,Kyle",University of Hartford,The Commonwealth Coast Conference (CCC),ccc,24,35.75,15.46,5.13,2.83,0.75,0.04,2.4166666666666665,2.751366364162127,87
17,609,Drew Brander,Gordon College,The Commonwealth Coast Conference (CCC),ccc,15,27.6,12.8,5.87,2.33,0.8,0.2,1.6,2.7310682736023346,87
18,707,Harrison Neil,Suffolk University,The Commonwealth Coast Conference (CCC),ccc,28,22.964285714285715,9.54,5.07,2.25,1.07,0.61,1.1428571428571428,2.3284236333852575,86
19,713,"Houde,Matt",Western New England University,The Commonwealth Coast Conference (CCC),ccc,26,32.42307692307692,12.23,3.19,3.65,1.15,0.08,1.8846153846153848,2.2968380680684746,86
20,766,Alex Daniel,Gordon College,The Commonwealth Coast Conference (CCC),ccc,24,30.833333333333332,16.5,2.83,2.04,0.96,0.13,2.4583333333333335,2.118300516515414,85
21,801,"Thornton,Jayden",University of New England,The Commonwealth Coast Conference (CCC),ccc,25,27.2,14.96,2.4,1.12,1.4,0.0,1.52,2.022992605504293,84
22,838,Isaac Jarvis,Gordon College,The Commonwealth Coast Conference (CCC),ccc,21,26.047619047619047,11.62,6.81,0.9,0.43,0.9,1.8095238095238095,1.9019843989413237,84
23,840,Marquis White,Suffolk University,The Commonwealth Coast Conference (CCC),ccc,13,31.23076923076923,11.31,3.15,3.85,1.46,0.38,2.6153846153846154,1.899791327947676,84
24,873,Nick Verdile,Suffolk University,The Commonwealth Coast Conference (CCC),ccc,28,33.035714285714285,13.57,2.89,2.5,0.89,0.04,1.7857142857142858,1.781550875161272,84
25,892,"Mallinson,Tommy",Curry College,The Commonwealth Coast Conference (CCC),ccc,22,33.90909090909091,11.27,3.23,2.91,1.14,0.27,1.818181818181818,1.7158441265628894,83
26,975,"Hidalgo,Manny",Curry College,The Commonwealth Coast Conference (CCC),ccc,25,29.92,11.2,5.2,2.52,1.44,0.04,2.44,1.4224619382523869,82
27,981,"Chijioke,Kaosi",University of Hartford,The Commonwealth Coast Conference (CCC),ccc,19,26.05263157894737,11.53,7.79,1.32,0.53,0.37,2.263157894736842,1.394824905569233,82
28,996,"James,Kha Cao Ra",University of New England,The Commonwealth Coast Conference (CCC),ccc,26,24.03846153846154,7.85,6.65,1.38,1.12,0.96,1.8076923076923077,1.3391981105197976,82
29,1009,"Leclerc,Ashton",Roger Williams University,The Commonwealth Coast Conference (CCC),ccc,22,27.181818181818183,13.82,3.05,1.55,0.45,0.09,1.4545454545454546,1.3028296564771231,82
30,1027,"Clemente,Nethaniel",Curry College,The Commonwealth Coast Conference (CCC),ccc,17,21.823529411764707,10.47,7.41,0.82,0.59,0.94,2.2941176470588234,1.237279281011071,81
31,1056,"Sughrue,Philip",Roger Williams University,The Commonwealth Coast Conference (CCC),ccc,25,24.08,5.68,4.4,3.52,1.4,0.32,1.24,1.152478879224938,81
32,1089,"Predin,Jeremiah",Curry College,The Commonwealth Coast Conference (CCC),ccc,24,24.458333333333332,11.46,5.92,1.29,1.38,0.21,2.5,1.05160027735705,81
33,1126,"Olewiler,Kent",University of Hartford,The Commonwealth Coast Conference (CCC),ccc,10,27.1,10.7,4.4,1.6,1.4,0.2,2.0,0.9693551830025569,80
34,1150,"Higgins,Ryan",Roger Williams University,The Commonwealth Coast Conference (CCC),ccc,23,25.73913043478261,10.91,3.0,0.96,0.61,0.09,0.4782608695652174,0.916583609034775,80
35,1179,"Boen,Matt",Endicott College,The Commonwealth Coast Conference (CCC),ccc,24,25.125,7.83,3.71,1.96,1.17,0.46,1.125,0.8469478364738623,79
36,1194,Russell Dolabany,Wentworth Institute of Technology,The Commonwealth Coast Conference (CCC),ccc,25,26.24,11.4,2.72,1.4,1.2,0.04,1.4,0.8033835729467933,79
37,1207,"Petion,Joshua",University of Hartford,The Commonwealth Coast Conference (CCC),ccc,22,23.681818181818183,7.82,5.09,2.18,1.27,0.68,2.090909090909091,0.776010879260559,79
38,1236,"Eberhardt,River",University of Hartford,The Commonwealth Coast Conference (CCC),ccc,19,23.210526315789473,8.79,6.32,1.16,0.79,0.47,1.631578947368421,0.704439327051221,79
39,1344,"McCoy,Eddie",Western New England University,The Commonwealth Coast Conference (CCC),ccc,27,29.185185185185187,7.93,4.96,1.3,1.44,0.22,1.4814814814814814,0.4438480691682344,77
40,1416,Dylan Olson,Wentworth Institute of Technology,The Commonwealth Coast Conference (CCC),ccc,25,23.6,8.32,4.24,1.2,1.04,0.24,1.16,0.2749741660544631,76
41,1451,"Stack,Drew",University of Hartford,The Commonwealth Coast Conference (CCC),ccc,23,30.0,10.61,2.61,1.39,0.74,0.39,1.608695652173913,0.1808020369156769,76
42,1610,"Mickens,Avery",Western New England University,The Commonwealth Coast Conference (CCC),ccc,27,22.14814814814815,10.0,2.52,0.56,0.56,0.07,0.7407407407407407,-0.2841953073298328,74
43,1619,Donovan Holway,Wentworth Institute of Technology,The Commonwealth Coast Conference (CCC),ccc,22,21.727272727272727,6.86,4.45,0.82,0.77,0.64,1.181818181818182,-0.3012942672113883,74
44,1621,Sean Quanico,Gordon College,The Commonwealth Coast Conference (CCC),ccc,24,23.416666666666668,7.21,2.42,3.5,0.63,0.0,1.4166666666666667,-0.303678606941609,74
45,1639,"Kasper,Nate",Western New England University,The Commonwealth Coast Conference (CCC),ccc,25,25.32,8.4,3.56,2.44,1.36,0.08,2.36,-0.3422883692261776,73
46,1644,"Miller,Ben",University of Hartford,The Commonwealth Coast Conference (CCC),ccc,23,18.347826086956523,11.83,1.26,1.35,0.65,0.04,1.608695652173913,-0.3548370047992685,73
47,1656,"Andino,Isaiah",Curry College,The Commonwealth Coast Conference (CCC),ccc,24,24.958333333333332,11.54,2.54,1.79,0.71,0.33,2.5833333333333335,-0.3905374896700716,73
48,1749,Hatcher Nordquist,Suffolk University,The Commonwealth Coast Conference (CCC),ccc,27,21.96296296296296,7.96,3.19,2.52,1.19,0.04,2.185185185185185,-0.6309917198334406,72
49,1780,"Boudria,Owen",Roger Williams University,The Commonwealth Coast Conference (CCC),ccc,23,17.043478260869566,6.83,2.96,1.04,0.7,0.61,1.0869565217391304,-0.6984540593088688,71
50,1786,"Minarik,Ethan",Nichols College,The Commonwealth Coast Conference (CCC),ccc,27,23.51851851851852,9.33,2.04,1.04,0.52,0.07,0.9629629629629628,-0.7069998733877783,71
51,1895,"Broomfield,Jaron",University of Hartford,The Commonwealth Coast Conference (CCC),ccc,25,22.32,6.68,4.8,0.68,0.84,0.24,1.32,-0.9536766847102998,70
52,1906,Darrell Hardge,Nichols College,The Commonwealth Coast Conference (CCC),ccc,14,14.357142857142858,3.93,2.86,1.86,0.79,0.36,0.5,-0.9812453100423014,70
53,1911,"Forte,AJ",Endicott College,The Commonwealth Coast Conference (CCC),ccc,15,20.866666666666667,8.4,1.67,0.8,0.4,0.27,0.7333333333333333,-0.9959276089354876,70
