rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
37,1493,2025-26,Quinn Clark,New York,F,University Athletic Association (UAA),uaa,25,25.88,6.52,6.76,1.76,0.84,0.12,1.52,0.0248942013126478,75
38,1569,2025-26,Dj Courtney,Brandeis,0,University Athletic Association (UAA),uaa,19,29.31578947368421,8.32,2.79,1.95,0.58,0.37,1.3157894736842106,-0.202843025920285,74
39,1628,2025-26,Shyam Patel,Case Western Reserve,G,University Athletic Association (UAA),uaa,24,24.166666666666668,7.75,4.21,0.79,0.79,0.17,0.9166666666666666,-0.3200852044611055,73
40,1697,2025-26,Anand Dharmarajan,Case Western Reserve,G,University Athletic Association (UAA),uaa,25,22.76,10.36,1.64,1.0,0.6,0.0,1.0,-0.4925031210176929,73
41,1744,2025-26,Anthony Przybilla,Washington St. Louis,F,University Athletic Association (UAA),uaa,14,20.357142857142858,8.21,3.43,0.79,0.5,0.5,1.2142857142857142,-0.6011142257814672,72
42,1746,2025-26,Julian Scott,Case Western Reserve,G,University Athletic Association (UAA),uaa,25,18.08,5.4,4.24,2.6,1.0,0.16,1.56,-0.6151011439847403,72
43,1918,2025-26,Nolan Casey,Carnegie Mellon,F,University Athletic Association (UAA),uaa,25,18.56,4.92,5.12,1.88,0.28,0.32,1.12,-1.0051920881890557,70
44,2003,2025-26,Josh Kim,Washington St. Louis,G,University Athletic Association (UAA),uaa,25,15.2,6.2,2.08,2.24,0.6,0.2,1.16,-1.1844174913446008,68
45,2009,2025-26,Calvin Kapral,Washington St. Louis,C,University Athletic Association (UAA),uaa,25,15.64,7.0,3.76,0.76,0.16,0.4,0.96,-1.19919146935667,68
46,2083,2025-26,Gur Dhillon,Brandeis,0,University Athletic Association (UAA),uaa,23,15.652173913043478,7.04,2.52,0.65,0.43,0.26,0.7391304347826086,-1.3608004089384456,67
47,2132,2025-26,Ryan Weiss,Brandeis,0,University Athletic Association (UAA),uaa,25,21.92,5.8,2.6,0.72,0.44,0.04,0.2,-1.476778291833576,67
48,2134,2025-26,Noah Pit,Chicago,F,University Athletic Association (UAA),uaa,25,18.8,6.24,3.0,0.88,0.48,0.16,0.76,-1.4772802019131204,67
49,2169,2025-26,Theo Rocca,Washington St. Louis,G,University Athletic Association (UAA),uaa,25,14.68,6.28,2.84,0.92,0.52,0.08,0.76,-1.5543214545535768,66
50,2223,2025-26,Jake Davis,Washington St. Louis,F,University Athletic Association (UAA),uaa,19,16.157894736842106,5.11,3.79,0.53,0.42,0.32,0.6842105263157895,-1.6777780556653912,65
51,2231,2025-26,Alex Daniels,New York,G,University Athletic Association (UAA),uaa,25,16.4,6.0,2.56,1.04,0.24,0.12,0.56,-1.6934998483960988,65
52,2328,2025-26,Spencer Hall,Emory,F,University Athletic Association (UAA),uaa,25,13.52,4.08,2.8,1.08,0.72,0.28,0.72,-1.8889843900483376,64
53,2428,2025-26,Theo Murray,Rochester,0,University Athletic Association (UAA),uaa,24,15.666666666666666,6.71,1.21,0.83,0.42,0.04,0.6666666666666666,-2.0603703553971813,63
54,2480,2025-26,Will Grudzinski,Washington St. Louis,G,University Athletic Association (UAA),uaa,24,16.666666666666668,5.21,2.46,1.13,0.33,0.17,0.8333333333333334,-2.158093610752945,62
55,2511,2025-26,Jai Deshpande,Brandeis,*,University Athletic Association (UAA),uaa,15,16.333333333333332,6.4,1.93,0.27,0.4,0.0,0.5333333333333333,-2.234497389835236,62
56,2525,2025-26,Harris Jackson,Emory,G,University Athletic Association (UAA),uaa,25,15.4,4.92,2.28,1.0,0.28,0.28,0.76,-2.257229388125634,61
57,2556,2025-26,Phillip Lawrence,Chicago,G,University Athletic Association (UAA),uaa,25,15.4,5.84,1.04,0.96,0.36,0.04,0.52,-2.296343069860226,61
58,2722,2025-26,Luke Smith,Chicago,F,University Athletic Association (UAA),uaa,22,11.227272727272728,2.68,3.5,0.73,0.32,0.05,0.2272727272727272,-2.610916224065293,59
59,2807,2025-26,Dushie jr Bernard,Rochester,0,University Athletic Association (UAA),uaa,25,11.28,2.6,3.48,0.4,0.72,0.6,1.16,-2.81620117738283,58
60,3027,2025-26,Ian Brown,Carnegie Mellon,F,University Athletic Association (UAA),uaa,24,16.791666666666668,4.92,2.29,0.25,0.21,0.0,0.8333333333333334,-3.277257484424779,55
61,3121,2025-26,Kaan bek Ali,Brandeis,0,University Athletic Association (UAA),uaa,23,17.956521739130434,2.96,1.43,0.87,0.3,0.13,0.6521739130434783,-3.53291509255195,53
62,3146,2025-26,Anestis Hadjistamoulou,Case Western Reserve,G,University Athletic Association (UAA),uaa,24,10.0,4.25,0.67,0.83,0.17,0.0,0.6666666666666666,-3.5988976528582692,53
63,3264,2025-26,Luke Razi,Rochester,g,University Athletic Association (UAA),uaa,23,12.217391304347826,2.04,0.83,1.04,0.35,0.09,0.6086956521739131,-3.975280941581483,52
64,3296,2025-26,Jj Hayes,Brandeis,*,University Athletic Association (UAA),uaa,20,10.85,2.1,1.8,0.5,0.35,0.1,0.7,-4.059027196923816,51
65,3359,2025-26,Enrique Perez,Brandeis,0,University Athletic Association (UAA),uaa,20,10.1,1.3,1.8,0.75,0.25,0.0,0.8,-4.572759131237989,50
