rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
1,48,2025-26,Donte Dupriest,Neumann,F,Atlantic East Conference (AEC),aec,27,34.629629629629626,19.81,10.7,2.15,1.04,0.63,2.2962962962962963,7.317743091766871,95
2,113,2025-26,Tye-Rell Monroe,Saint Elizabeth University,G,Atlantic East Conference (AEC),aec,21,30.61904761904762,21.19,5.29,1.24,1.1,0.48,1.7142857142857142,5.882727603976358,94
3,117,2025-26,D.J. Johnson,Gwynedd Mercy Univ.,G,Atlantic East Conference (AEC),aec,25,30.04,13.68,5.96,3.32,2.6,0.36,1.56,5.858337667524121,94
4,304,2025-26,Josiah King,Saint Elizabeth University,G,Atlantic East Conference (AEC),aec,22,26.045454545454547,15.36,4.77,2.45,1.77,0.27,1.8636363636363635,4.2685059913854495,91
5,316,2025-26,Bryan Etienne,Neumann,G,Atlantic East Conference (AEC),aec,17,34.529411764705884,15.18,8.0,2.65,1.12,0.65,2.8823529411764706,4.170108196781445,91
6,365,2025-26,DJ Earl,Neumann,G,Atlantic East Conference (AEC),aec,23,34.78260869565217,18.0,4.22,2.91,1.91,0.35,3.5652173913043477,3.821144042548408,90
7,471,2025-26,Anthoney McClary,Marymount (VA),G,Atlantic East Conference (AEC),aec,20,27.15,14.1,5.95,1.9,1.1,0.2,1.65,3.2641120748435557,89
8,473,2025-26,Kenneth Rankin,Centenary (NJ),G,Atlantic East Conference (AEC),aec,26,31.076923076923077,16.35,5.58,2.15,1.27,0.31,2.8076923076923075,3.258250555578141,89
9,507,2025-26,Reuben McEachern,Marymount (VA),G,Atlantic East Conference (AEC),aec,25,31.16,10.12,5.12,3.16,2.16,0.08,1.6,3.090751160320808,88
10,535,2025-26,Michel Loftin,Marywood,G,Atlantic East Conference (AEC),aec,26,31.153846153846153,13.46,6.0,2.85,1.73,0.15,2.730769230769231,2.993608970664399,88
11,539,2025-26,Jayson Love,Neumann,G,Atlantic East Conference (AEC),aec,14,34.142857142857146,14.57,4.79,1.79,0.86,0.43,1.7142857142857142,2.96164227875587,88
12,553,2025-26,Jalen Snead,Gwynedd Mercy Univ.,G,Atlantic East Conference (AEC),aec,26,28.73076923076923,11.27,4.69,3.88,2.04,0.38,2.730769230769231,2.901663879329036,88
13,616,2025-26,Cameron Hatcher,Pratt Institute,F,Atlantic East Conference (AEC),aec,21,24.761904761904763,9.43,5.86,1.43,1.95,0.43,1.0952380952380951,2.70932353101157,87
14,619,2025-26,Kurt Thomas,Pratt Institute,F,Atlantic East Conference (AEC),aec,25,27.4,13.24,4.44,1.28,1.44,0.96,2.16,2.6918472559546673,87
15,682,2025-26,Christian Chambers,Immaculata,G,Atlantic East Conference (AEC),aec,24,24.541666666666668,12.25,4.5,0.88,1.0,1.29,1.7916666666666667,2.4287595558501285,86
16,685,2025-26,Trey Phillips,Pratt Institute,F,Atlantic East Conference (AEC),aec,15,26.266666666666666,10.93,7.27,0.93,0.53,1.53,2.066666666666667,2.4210900783936,86
17,720,2025-26,Dylan Crews,Immaculata,G,Atlantic East Conference (AEC),aec,25,26.84,14.08,3.72,2.36,1.36,0.48,2.64,2.274056840654141,86
18,736,2025-26,Dylan Harris,Gwynedd Mercy Univ.,G,Atlantic East Conference (AEC),aec,26,29.5,12.35,3.85,1.12,1.5,0.04,0.9615384615384616,2.2167375176421373,85
19,752,2025-26,Devin Strickland,Centenary (NJ),G,Atlantic East Conference (AEC),aec,26,29.192307692307693,12.19,2.77,1.5,1.27,0.42,1.0769230769230769,2.1535846366739264,85
20,753,2025-26,Shilo Bivins,Marywood,G,Atlantic East Conference (AEC),aec,26,28.384615384615383,9.88,7.27,1.77,1.04,0.31,1.4615384615384617,2.152539974541171,85
21,760,2025-26,Jasir Lane,Centenary (NJ),F,Atlantic East Conference (AEC),aec,25,27.28,7.28,10.2,1.52,1.24,0.68,1.88,2.1324347929665164,85
22,810,2025-26,Carl Highsmith Jr.,Marymount (VA),C,Atlantic East Conference (AEC),aec,19,23.94736842105263,10.68,5.84,1.47,0.58,1.47,2.210526315789474,1.9789179159668628,84
23,852,2025-26,Domenic Vacchiano,Immaculata,G,Atlantic East Conference (AEC),aec,19,24.05263157894737,8.47,6.37,1.26,1.37,0.63,1.263157894736842,1.8589076942254252,84
24,879,2025-26,Joe Macciocco,Marywood,G,Atlantic East Conference (AEC),aec,26,24.692307692307693,12.69,2.88,3.12,1.35,0.08,2.3076923076923075,1.7444037455173718,83
25,904,2025-26,Collin Himmelberg,Marywood,G,Atlantic East Conference (AEC),aec,26,26.23076923076923,13.5,3.88,1.73,0.88,0.08,1.7692307692307692,1.6453809700190989,83
26,934,2025-26,Elijah Fermaint,Pratt Institute,G,Atlantic East Conference (AEC),aec,25,32.52,7.6,5.04,4.52,1.32,0.04,2.0,1.5670146926284465,83
27,968,2025-26,Mekhi Davis,Pratt Institute,G,Atlantic East Conference (AEC),aec,25,25.88,10.56,4.52,2.12,1.2,0.32,1.84,1.4411887007700783,82
28,990,2025-26,Jarell Keel,Neumann,G,Atlantic East Conference (AEC),aec,17,28.88235294117647,6.29,8.76,1.82,1.35,0.71,2.0588235294117645,1.3478632448556418,82
29,1104,2025-26,Johnathan Quiles,Saint Elizabeth University,G,Atlantic East Conference (AEC),aec,19,21.473684210526315,11.26,1.95,1.42,0.74,0.26,0.7894736842105263,0.9999570178529796,80
30,1129,2025-26,Mandon Seapoe,Immaculata,G,Atlantic East Conference (AEC),aec,24,24.458333333333332,11.54,3.29,2.63,1.71,0.21,2.875,0.95819288070676,80
31,1251,2025-26,Bruce Smith,Gwynedd Mercy Univ.,G,Atlantic East Conference (AEC),aec,25,25.12,12.2,4.0,1.4,1.16,0.4,2.6,0.6688454369997763,78
32,1294,2025-26,Thomas Prendergast,Pratt Institute,G,Atlantic East Conference (AEC),aec,19,21.526315789473685,6.47,5.68,1.74,1.89,0.84,2.4210526315789473,0.570324054904187,78
33,1312,2025-26,Mazen Sayed,Gwynedd Mercy Univ.,G,Atlantic East Conference (AEC),aec,26,25.615384615384617,9.96,4.92,2.58,0.92,0.12,2.3461538461538463,0.5271981577740459,78
34,1335,2025-26,Izaiah Johnson Young-El,Neumann,G,Atlantic East Conference (AEC),aec,27,27.925925925925927,7.89,4.22,2.3,1.22,0.26,1.6666666666666667,0.4609391057270189,77
35,1356,2025-26,Andrew Quinn,Marywood,G,Atlantic East Conference (AEC),aec,25,22.6,10.08,2.84,1.92,0.68,0.12,1.24,0.4025323346565715,77
36,1436,2025-26,Justin Carbone,Centenary (NJ),G,Atlantic East Conference (AEC),aec,26,28.115384615384617,10.5,3.15,1.46,0.65,0.15,1.3846153846153846,0.2258375046620153,76
37,1576,2025-26,Joseph Mazzola,Saint Elizabeth University,F,Atlantic East Conference (AEC),aec,23,21.82608695652174,8.0,4.0,0.52,0.65,0.43,0.8695652173913043,-0.2200942462692818,74
38,1583,2025-26,Cam'Ron Martel,Saint Elizabeth University,F,Atlantic East Conference (AEC),aec,17,22.11764705882353,7.12,6.59,1.47,0.53,0.53,1.9411764705882353,-0.230975378902551,74
39,1698,2025-26,Naire Preston,Centenary (NJ),G,Atlantic East Conference (AEC),aec,26,22.53846153846154,8.35,2.15,1.27,1.23,0.19,1.3461538461538465,-0.4962567244840959,72
40,1734,2025-26,Ronier Peters,Marymount (VA),G,Atlantic East Conference (AEC),aec,18,19.055555555555557,7.61,4.28,1.56,0.78,0.11,1.5,-0.582618679115503,72
41,1789,2025-26,Ty Cheney,Marywood,G,Atlantic East Conference (AEC),aec,23,20.130434782608695,3.83,4.22,2.43,0.87,0.3,1.0,-0.7174673224295394,71
42,1960,2025-26,Brian Poore,Marymount (VA),G,Atlantic East Conference (AEC),aec,25,17.48,6.8,2.44,1.44,0.96,0.28,1.36,-1.1044086512306048,69
43,1993,2025-26,Jalen Flowers,Immaculata,G,Atlantic East Conference (AEC),aec,25,19.6,5.88,2.04,0.6,1.12,0.16,0.44,-1.1595482457205766,69
44,1996,2025-26,Jerome Lowrey,Marymount (VA),G,Atlantic East Conference (AEC),aec,25,23.2,5.2,3.56,1.52,1.0,0.16,1.12,-1.174122223799403,69
45,2018,2025-26,Jayden Williams,Immaculata,G,Atlantic East Conference (AEC),aec,22,17.40909090909091,4.68,2.32,2.41,1.27,0.09,1.2727272727272727,-1.229710818680963,68
46,2026,2025-26,Rodney Tullis Jr,Saint Elizabeth University,G,Atlantic East Conference (AEC),aec,23,18.565217391304348,6.7,2.22,1.78,1.0,0.35,1.6956521739130437,-1.244620749789327,68
47,2038,2025-26,Avery Oduro-Dompreh,Marymount (VA),F,Atlantic East Conference (AEC),aec,14,25.428571428571427,5.36,3.64,1.43,0.21,0.93,1.4285714285714286,-1.2770162863664578,68
48,2074,2025-26,Julian Phillips,Neumann,G,Atlantic East Conference (AEC),aec,15,28.866666666666667,6.6,3.93,1.33,0.2,0.6,1.6,-1.347806756204858,67
49,2138,2025-26,Max Pearcy,Marymount (VA),G,Atlantic East Conference (AEC),aec,22,21.818181818181817,6.73,2.86,1.73,0.41,0.05,1.2272727272727273,-1.4868866276941983,67
50,2204,2025-26,Thomas Graetz,Pratt Institute,G,Atlantic East Conference (AEC),aec,25,24.48,8.92,1.96,1.16,0.68,0.12,1.88,-1.641642876452368,66
51,2273,2025-26,Sebastian Roda,Pratt Institute,G,Atlantic East Conference (AEC),aec,24,16.916666666666668,5.79,2.58,1.21,1.08,0.17,1.4583333333333333,-1.7727828313778229,65
52,2276,2025-26,Duce Jackson,Immaculata,F,Atlantic East Conference (AEC),aec,18,13.72222222222222,6.33,3.89,0.61,0.39,0.17,1.1111111111111112,-1.778503790746767,65
53,2308,2025-26,James Bell,Marymount (VA),F,Atlantic East Conference (AEC),aec,20,18.85,6.95,2.4,1.0,0.25,0.35,1.25,-1.8466602400109875,64
54,2316,2025-26,Marquis Peoples Jr.,Immaculata,G,Atlantic East Conference (AEC),aec,15,11.133333333333333,4.87,1.8,0.73,0.53,0.6,0.6666666666666666,-1.8606361474398248,64
55,2404,2025-26,Darnelle Forrest,Centenary (NJ),G,Atlantic East Conference (AEC),aec,26,18.46153846153846,5.54,3.31,1.38,0.65,0.31,1.6923076923076923,-2.0164755946366606,63
56,2500,2025-26,Joshua Hughes,Marymount (VA),F,Atlantic East Conference (AEC),aec,20,17.8,6.25,3.0,0.95,0.15,0.5,1.55,-2.208154181082405,62
57,2522,2025-26,Lawrence Reid,Saint Elizabeth University,F,Atlantic East Conference (AEC),aec,20,13.8,4.0,3.05,0.85,0.45,1.05,1.6,-2.254672703064693,61
58,2539,2025-26,Devin Benson,Gwynedd Mercy Univ.,G,Atlantic East Conference (AEC),aec,23,13.130434782608695,6.35,1.87,0.48,0.35,0.0,0.6086956521739131,-2.270538025316255,61
59,2622,2025-26,Robbie Conyer,Immaculata,G,Atlantic East Conference (AEC),aec,23,12.565217391304348,4.83,2.61,0.43,0.35,0.17,0.5652173913043478,-2.4152839330535376,60
60,2680,2025-26,Pedro Lugo,Marywood,F,Atlantic East Conference (AEC),aec,26,12.923076923076923,3.42,2.69,0.19,0.08,1.27,1.0384615384615383,-2.5234883908105292,59
61,2757,2025-26,Bowen Gugger,Immaculata,F,Atlantic East Conference (AEC),aec,21,17.428571428571427,3.33,3.33,1.38,0.67,0.43,1.619047619047619,-2.6883540987075927,58
62,2805,2025-26,Aarick Salata,Neumann,G,Atlantic East Conference (AEC),aec,22,13.318181818181818,3.64,1.23,1.5,0.36,0.05,0.5454545454545454,-2.8131866975043,58
63,2811,2025-26,Zaiyin Keys,Gwynedd Mercy Univ.,G,Atlantic East Conference (AEC),aec,26,10.307692307692308,5.0,1.38,0.54,0.38,0.0,0.5,-2.824657034119193,58
64,2845,2025-26,Kevin Telesford,Immaculata,F,Atlantic East Conference (AEC),aec,25,11.96,4.56,2.12,0.64,0.28,0.28,0.92,-2.891436177064969,57
65,2895,2025-26,Alex Lorenzo,Saint Elizabeth University,G,Atlantic East Conference (AEC),aec,21,11.285714285714286,3.52,1.9,0.14,0.62,0.1,0.3333333333333333,-2.978936315553021,57
66,2903,2025-26,Jake Okon,Gwynedd Mercy Univ.,G,Atlantic East Conference (AEC),aec,26,10.653846153846152,2.69,1.58,0.54,0.65,0.23,0.3461538461538461,-2.9906454231359696,56
67,2950,2025-26,Noah Perry,Marywood,G,Atlantic East Conference (AEC),aec,25,20.2,6.28,1.68,1.56,0.36,0.04,1.96,-3.1060914595380975,56
68,2956,2025-26,Roman Carone,Centenary (NJ),F,Atlantic East Conference (AEC),aec,14,11.642857142857142,3.21,2.71,0.29,0.36,0.07,0.4285714285714285,-3.126966094136935,56
69,2972,2025-26,Jayden Wiggins,Marymount (VA),G,Atlantic East Conference (AEC),aec,22,10.909090909090908,3.05,1.41,0.77,0.32,0.23,0.4090909090909091,-3.1442894485923256,55
70,2990,2025-26,Mason Fritz,Pratt Institute,G,Atlantic East Conference (AEC),aec,22,10.363636363636363,3.32,1.27,0.95,0.27,0.14,0.4545454545454545,-3.176432657871102,55
71,3012,2025-26,Chris Defendre,Saint Elizabeth University,F,Atlantic East Conference (AEC),aec,24,11.458333333333334,1.17,2.71,0.33,0.42,0.5,0.3333333333333333,-3.239085904599423,55
72,3045,2025-26,Jack Martin,Centenary (NJ),G,Atlantic East Conference (AEC),aec,24,15.291666666666666,3.0,1.38,1.08,0.5,0.25,0.9166666666666666,-3.335408952713223,55
73,3080,2025-26,Jeremiah Alexander,Immaculata,G,Atlantic East Conference (AEC),aec,20,14.95,4.15,2.45,0.3,0.35,0.25,1.15,-3.406808943388364,54
74,3184,2025-26,Edwim Mercado,Saint Elizabeth University,G,Atlantic East Conference (AEC),aec,24,13.875,2.63,1.5,1.42,0.79,0.04,1.375,-3.721723612442734,53
75,3199,2025-26,Michael Salvatore,Centenary (NJ),G,Atlantic East Conference (AEC),aec,15,13.066666666666666,2.73,1.33,0.73,0.47,0.0,0.6666666666666666,-3.776161607227453,52
76,3221,2025-26,Dashon Lewis,Gwynedd Mercy Univ.,F,Atlantic East Conference (AEC),aec,24,13.416666666666666,2.42,2.75,0.54,0.13,0.33,1.0,-3.8180120444659575,52
77,3223,2025-26,CJ Miles,Neumann,G,Atlantic East Conference (AEC),aec,21,13.095238095238097,2.71,2.1,1.05,0.24,0.14,1.0952380952380951,-3.8269676346930135,52
78,3324,2025-26,Emeer Coombs,Neumann,G,Atlantic East Conference (AEC),aec,18,12.11111111111111,2.06,0.83,0.94,0.44,0.0,0.7222222222222222,-4.18984983576512,51
79,3341,2025-26,Jordan Lomax,Saint Elizabeth University,G,Atlantic East Conference (AEC),aec,14,13.714285714285714,0.93,1.79,1.07,0.93,0.14,1.3571428571428572,-4.28606500064642,51
80,3343,2025-26,Julian Castro,Saint Elizabeth University,G,Atlantic East Conference (AEC),aec,13,10.461538461538462,2.0,1.15,1.0,0.46,0.08,1.0769230769230769,-4.338210851205575,51
