rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
1,5,2025-26,Marquis Ratcliff,Moravian,f,Landmark Conference,landmark_conference,25,34.24,22.36,8.72,2.44,0.88,2.56,2.24,10.301415376027258,98
2,25,2025-26,"Finarelli,Austin",Elizabethtown,G,Landmark Conference,landmark_conference,26,33.73076923076923,21.19,5.12,2.46,3.08,0.15,1.7307692307692308,8.178451715056164,95
3,55,2025-26,"Lesko,Lucas",Wilkes,F,Landmark Conference,landmark_conference,25,33.56,19.04,7.36,2.6,0.88,1.08,1.68,7.226114936594427,94
4,102,2025-26,Porter Kelly,Moravian,g,Landmark Conference,landmark_conference,17,35.88235294117647,18.0,4.06,4.29,1.71,0.24,2.0588235294117645,6.058854989010504,94
5,142,2025-26,"Musial,David",Drew,F,Landmark Conference,landmark_conference,26,26.384615384615383,10.88,8.27,3.08,2.5,0.54,1.4615384615384617,5.577292973839059,93
6,190,2025-26,"Ruoff,CJ",Catholic,G,Landmark Conference,landmark_conference,26,32.53846153846154,19.73,3.92,4.42,0.81,0.12,2.6153846153846154,5.145122837670008,93
7,215,2025-26,"Spatola,Jon",Scranton,G,Landmark Conference,landmark_conference,25,34.36,11.76,5.04,5.48,2.2,0.24,2.16,4.939648209004977,92
8,244,2025-26,"Herbert,Brian",Catholic,F,Landmark Conference,landmark_conference,22,30.772727272727273,16.73,4.82,2.64,0.91,0.64,1.7727272727272727,4.720029954827087,92
9,251,2025-26,Ty Kocak,Juniata,*,Landmark Conference,landmark_conference,25,29.4,17.4,4.92,2.32,1.52,0.32,2.08,4.670011991132359,92
10,326,2025-26,"Machado,Woody",Elizabethtown,G,Landmark Conference,landmark_conference,26,30.26923076923077,13.19,6.65,1.42,1.54,0.81,1.6153846153846154,4.075109869954379,91
11,330,2025-26,Chad Kratzer,Moravian,g,Landmark Conference,landmark_conference,25,29.72,17.76,4.24,2.72,1.52,0.16,2.6,4.0538999549783945,91
12,429,2025-26,"Yusavage,Eli",Drew,G,Landmark Conference,landmark_conference,23,28.652173913043477,16.87,2.91,2.39,1.09,0.09,1.6521739130434785,3.530933739453001,89
13,482,2025-26,"Ackerman,Colin",Wilkes,G,Landmark Conference,landmark_conference,28,30.964285714285715,12.82,5.07,4.54,1.18,0.25,2.642857142857143,3.211686121752356,89
14,509,2025-26,"Tornabene,Sammy",Scranton,F,Landmark Conference,landmark_conference,24,27.166666666666668,17.83,6.13,2.0,0.67,0.54,3.3333333333333335,3.085140142941071,88
15,520,2025-26,"Becker,Eli",Wilkes,F,Landmark Conference,landmark_conference,28,30.607142857142858,13.54,6.5,0.96,1.14,0.64,1.7857142857142858,3.045689419994535,88
16,558,2025-26,"Argento,Jack",Wilkes,G,Landmark Conference,landmark_conference,28,34.57142857142857,13.5,6.54,3.04,0.82,0.14,2.3214285714285716,2.8721619042613087,88
17,563,2025-26,"Lavitt,Brandon",Susquehanna,F,Landmark Conference,landmark_conference,28,28.571428571428573,12.14,6.25,2.18,0.86,0.29,1.4285714285714286,2.8561864568193016,88
18,580,2025-26,"Carr,Brendan",Scranton,G,Landmark Conference,landmark_conference,26,30.884615384615383,13.38,3.81,1.54,1.42,0.31,1.3076923076923077,2.8023746119179447,87
19,642,2025-26,"Ntiamoah,Jamie",Catholic,G,Landmark Conference,landmark_conference,15,27.133333333333333,7.27,7.6,1.87,1.0,0.67,0.6666666666666666,2.5578451760130165,87
20,676,2025-26,Princeton Layton,Lycoming,0,Landmark Conference,landmark_conference,16,28.4375,14.38,4.38,1.69,0.94,0.5,2.0625,2.443952811033369,86
21,680,2025-26,"Valentine,Isaiah",Lycoming,G,Landmark Conference,landmark_conference,24,34.375,12.71,4.42,3.0,0.71,0.25,1.75,2.4335210468674795,86
22,700,2025-26,Hayden Pardoe,Lycoming,0,Landmark Conference,landmark_conference,23,29.130434782608695,12.04,6.65,1.48,1.04,0.52,1.9565217391304348,2.3646696394137305,86
