rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
48,1729,2025-26,Major Hurley,La Verne,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,17,19.352941176470587,5.35,5.41,1.29,1.0,0.24,1.1764705882352942,-0.5659293610697903,72
49,1732,2025-26,Perry Rainey,Occidental,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,22,18.954545454545453,7.41,4.23,1.41,0.55,0.45,1.5,-0.5747917710302509,72
50,1798,2025-26,Peter Noble,Occidental,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,26,19.923076923076923,7.42,2.12,1.08,0.69,0.19,0.6153846153846154,-0.7426262383811149,71
51,1861,2025-26,Peyton Guerrero,Whittier,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,18.25,9.54,2.25,1.0,0.42,0.13,1.2083333333333333,-0.869776693581037,70
52,1880,2025-26,Aidan Crawford,California Lutheran,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,22,19.818181818181817,8.64,3.05,1.18,0.68,0.09,1.4545454545454546,-0.9155031914273593,70
53,1893,2025-26,Sam Lind,Pomona-Pitzer,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,23,25.217391304347824,8.65,2.83,0.61,0.57,0.26,1.173913043478261,-0.9462169171851156,70
54,1917,2025-26,James Frye,Claremont-Mudd-Scripps,g,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,17.75,6.0,4.42,1.54,0.29,0.08,0.8333333333333334,-1.0036334549032482,70
55,1931,2025-26,Donovan Ware,Redlands,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,27,18.25925925925926,5.3,2.26,0.96,1.07,0.11,0.2962962962962963,-1.036272114344755,69
56,2037,2025-26,Jackson Gray,La Verne,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,27.083333333333332,7.29,2.83,0.92,0.25,0.13,0.7083333333333334,-1.275741265239725,68
57,2094,2025-26,Ryan Rodrigue,Caltech,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,25.0,8.54,2.13,1.42,0.96,0.04,1.875,-1.3849626786267288,67
58,2128,2025-26,Cooper Bladow,Pomona-Pitzer,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,22,18.272727272727273,6.32,2.45,1.05,0.64,0.05,0.7272727272727273,-1.470588727938377,67
59,2139,2025-26,Andrew Pipersburgh,California Lutheran,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,21,14.38095238095238,3.62,6.0,0.62,0.24,0.38,0.6190476190476191,-1.4892131584411543,67
60,2209,2025-26,Josh DeVore,California Lutheran,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,26,15.115384615384617,6.0,3.62,0.85,0.35,0.19,0.9230769230769232,-1.6538440924476785,66
61,2270,2025-26,Luke Farrington,Chapman,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,25,18.28,4.52,2.36,0.96,0.44,0.28,0.32,-1.76740419448143,65
62,2283,2025-26,Nathan Mattera,Redlands,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,27,17.666666666666668,4.0,1.59,1.22,1.04,0.15,0.4444444444444444,-1.7970169343970963,65
63,2333,2025-26,Isaiah Bennett,La Verne,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,16,14.875,5.06,1.38,1.25,1.13,0.13,0.9375,-1.895981476123254,64
64,2496,2025-26,Micah Breaux,Occidental,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,21,11.142857142857142,3.57,2.71,1.43,0.52,0.57,1.1428571428571428,-2.202841713864202,62
65,2523,2025-26,Dylan Mansour,Chapman,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,27,16.0,5.26,2.81,0.59,0.96,0.15,1.2592592592592593,-2.255163134638044,61
66,2569,2025-26,Jacob Koretz,Occidental,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,26,20.692307692307693,4.42,1.81,1.96,0.65,0.08,1.1538461538461535,-2.3242915570572875,61
67,2589,2025-26,Daniel Cojocaru,Chapman,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,21,14.333333333333334,4.71,1.86,1.76,0.24,0.19,0.9523809523809524,-2.3574125253386273,61
68,2598,2025-26,Joe Jack,Chapman,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,26,13.038461538461538,5.15,2.27,0.35,0.62,0.23,0.8076923076923077,-2.3813895583240887,60
69,2604,2025-26,Luke Jacobson,Claremont-Mudd-Scripps,f,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,11.208333333333334,4.25,2.46,0.54,0.46,0.33,0.625,-2.39038753496117,60
70,2626,2025-26,Samuel Gibbs,Claremont-Mudd-Scripps,g,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,25,13.8,3.12,2.36,1.16,0.68,0.08,0.48,-2.427492774231318,60
71,2669,2025-26,Percy Whittaker,La Verne,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,21,11.0,4.95,2.14,0.43,0.48,0.1,0.5714285714285714,-2.500032585112953,60
72,2673,2025-26,Connor Fitzgerald,Pomona-Pitzer,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,20,12.3,4.8,1.35,0.9,0.3,0.15,0.45,-2.505458361845484,59
73,2817,2025-26,Julian Daaboul,La Verne,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,19,10.526315789473683,1.89,2.16,0.42,0.58,0.68,0.4736842105263157,-2.8339134115253426,58
74,2820,2025-26,Camden Hyde,California Lutheran,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,26,11.961538461538462,2.69,2.65,1.0,0.31,0.31,0.6153846153846154,-2.838931044583332,58
75,2910,2025-26,Makaio Morphy,California Lutheran,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,26,14.461538461538462,4.38,1.31,1.0,0.5,0.15,0.9615384615384616,-3.0095305727938912,56
76,2917,2025-26,Bryson Bryker,Pomona-Pitzer,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,13.041666666666666,2.83,1.75,0.92,0.42,0.08,0.3333333333333333,-3.0242167016544395,56
77,2957,2025-26,TJ Tittelfitz,Chapman,F,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,21,12.095238095238097,4.14,2.43,0.43,0.33,0.0,0.6666666666666666,-3.128073047778701,56
78,2983,2025-26,Sharodd Lewis,La Verne,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,12,11.083333333333334,3.33,3.08,0.5,0.33,0.17,0.8333333333333334,-3.160428343552676,55
79,2998,2025-26,Andrew Koclanes,Caltech,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,18.125,2.46,2.13,1.46,0.46,0.0,0.75,-3.2165033675829737,55
80,3015,2025-26,Ido Geffen,Caltech,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,12.416666666666666,3.71,2.46,0.54,0.38,0.13,0.875,-3.2424524796547596,55
81,3063,2025-26,Nathan Noronha,Claremont-Mudd-Scripps,g,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,22,12.227272727272728,3.95,0.95,0.86,0.73,0.0,0.9545454545454546,-3.372075912140345,54
82,3118,2025-26,Clyde Rosenberg,Pomona-Pitzer,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,13,10.0,3.23,2.08,0.15,0.23,0.0,0.3076923076923077,-3.521887969346672,54
83,3145,2025-26,Reagan Cornish,Pomona-Pitzer,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,19,12.894736842105264,3.11,1.16,0.68,0.37,0.0,0.4736842105263157,-3.5908314616250516,53
84,3160,2025-26,Jackson Bernardo,Chapman,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,23,12.434782608695652,1.91,1.43,1.26,0.57,0.0,0.6956521739130435,-3.6632307811109337,53
85,3193,2025-26,PJ Jourdain,California Lutheran,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,19,10.578947368421051,3.53,0.84,0.58,0.32,0.0,0.5789473684210527,-3.763451692366884,53
86,3349,2025-26,Alex Kim,Chapman,F,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,13,11.846153846153848,2.54,2.23,0.31,0.15,0.08,1.0,-4.412851236657903,50
