rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
1,32,2025-26,Alex McCleery Brown,Occidental,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,22,32.63636363636363,19.23,10.09,1.95,2.18,0.27,1.8636363636363635,7.880613231004174,95
2,54,2025-26,Reid Jones,Claremont-Mudd-Scripps,g,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,25,31.36,15.24,5.0,1.96,3.84,0.72,1.32,7.238332253697857,94
3,60,2025-26,Tochi Onyeador,Whittier,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,30.291666666666668,9.21,11.17,1.13,1.54,3.0,1.3333333333333333,6.967665060213178,94
4,109,2025-26,Will Householter,Claremont-Mudd-Scripps,g,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,25,33.72,18.92,3.04,3.52,1.88,0.2,1.84,5.93091242636001,94
5,162,2025-26,Lucas Gordon,Redlands,F,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,27,23.37037037037037,14.48,8.7,1.33,1.3,1.07,1.6666666666666667,5.332864763073844,93
6,176,2025-26,Joey Kennedy,Claremont-Mudd-Scripps,f,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,25,24.72,11.56,7.84,3.76,1.2,1.12,1.8,5.242761509804339,93
7,237,2025-26,Jake Heberle,Chapman,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,27,31.555555555555557,18.22,6.04,2.3,0.67,0.63,2.259259259259259,4.754096310939868,92
8,246,2025-26,Nasir Luna,Occidental,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,32.083333333333336,18.0,4.63,3.21,0.58,0.17,1.7083333333333333,4.70852765515407,92
9,257,2025-26,Dorian Glogovac,Caltech,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,35.416666666666664,23.63,7.42,2.17,1.29,0.33,4.958333333333333,4.628954798894015,92
10,263,2025-26,Nicky Clotfelter,Occidental,F,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,28.458333333333332,14.96,6.75,3.08,0.71,1.08,2.4166666666666665,4.597448084719393,92
11,289,2025-26,Jhace Boston,Redlands,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,25,23.04,12.0,5.28,3.08,1.44,1.64,2.28,4.429216413945796,91
12,311,2025-26,Cahal Connolly,Claremont-Mudd-Scripps,c,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,25,28.56,13.48,7.0,1.76,1.04,0.76,1.4,4.2316969390713535,91
13,327,2025-26,Charlie Hutchinson,Pomona-Pitzer,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,32.833333333333336,13.46,7.5,2.63,0.75,0.83,2.0416666666666665,4.063994399716568,91
14,375,2025-26,Jonathan Duley,Whittier,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,23,31.60869565217391,18.26,1.7,2.22,1.09,0.17,1.565217391304348,3.776757729510852,90
15,466,2025-26,Higgy Katoa,La Verne,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,21,28.61904761904762,12.29,2.33,3.67,1.95,0.24,1.6666666666666667,3.28353441827298,89
16,576,2025-26,Cruz Billings,Chapman,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,27,29.11111111111111,14.7,2.78,5.26,0.78,0.11,2.888888888888889,2.818767871539037,87
17,677,2025-26,Jake Hlywiak,Redlands,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,27,24.59259259259259,13.15,2.67,2.04,1.0,0.15,0.925925925925926,2.440287864361645,86
18,724,2025-26,Chinecherem Nwanevu,Whittier,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,17,25.88235294117647,7.12,5.65,2.18,2.47,0.53,1.588235294117647,2.2525687759161563,86
19,735,2025-26,Omari Ferguson,Redlands,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,27,21.37037037037037,11.7,2.96,2.7,2.52,0.15,2.407407407407407,2.216873862627644,85
20,757,2025-26,Derek Sangster,Redlands,F,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,27,20.185185185185187,11.04,4.78,0.93,1.11,0.52,0.925925925925926,2.138323421260912,85
21,797,2025-26,Matthew Diekman,Pomona-Pitzer,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,27.75,11.42,4.0,2.54,1.08,0.04,1.2916666666666667,2.041339373352297,85
22,944,2025-26,Kyle Jasper,Pomona-Pitzer,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,27.875,12.33,2.67,2.5,1.08,0.0,1.5833333333333333,1.5439271916633237,83
23,960,2025-26,Brandon Andrews,Whittier,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,22.458333333333332,13.04,3.17,2.25,0.88,0.04,1.7916666666666667,1.4708592371528193,82
24,970,2025-26,Jaden Mathis,Whittier,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,27.666666666666668,11.33,2.92,1.33,0.92,0.0,0.5416666666666666,1.4374741103263635,82
25,1090,2025-26,Chase Williamson,Caltech,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,23,30.043478260869566,10.87,4.74,2.39,0.87,0.3,2.217391304347826,1.0504973242818527,81
26,1091,2025-26,Carlos Bedolla,La Verne,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,13,21.23076923076923,10.08,4.15,1.0,0.46,1.23,1.6153846153846154,1.0457826122359597,81
27,1120,2025-26,Jaden Young,California Lutheran,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,23,24.39130434782609,12.61,2.0,2.09,0.74,0.04,1.4782608695652173,0.9777513929702826,80
28,1136,2025-26,Joe Keegan,Chapman,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,27,23.333333333333332,9.11,4.22,1.0,0.59,0.81,1.0,0.9399210139158152,80
29,1149,2025-26,Cam Brown,Redlands,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,26,18.5,7.88,3.92,3.23,1.15,0.19,1.5769230769230769,0.9186698307387682,80
30,1237,2025-26,Finnegan Fancher,Caltech,C,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,25,29.8,8.28,4.28,1.0,0.52,1.04,1.12,0.702144014341882,79
31,1310,2025-26,Charlie Treene,Pomona-Pitzer,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,22,21.954545454545453,6.27,4.77,0.91,0.68,1.05,0.7727272727272727,0.529203446800844,78
32,1334,2025-26,Tony Angelo,California Lutheran,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,13,16.76923076923077,5.46,3.46,3.23,1.08,0.31,1.0,0.4666433598276153,77
33,1343,2025-26,Matthew Verkamp,California Lutheran,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,26,26.76923076923077,11.38,5.23,1.65,0.77,0.04,2.269230769230769,0.4452059388193654,77
34,1364,2025-26,Kason White,La Verne,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,23,23.782608695652176,11.43,4.52,0.65,0.7,0.78,2.3043478260869565,0.3894330543646449,77
35,1387,2025-26,Bryce Whitaker,Whittier,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,24.458333333333332,8.08,3.04,4.04,0.79,0.08,1.9166666666666667,0.3494373962453829,77
36,1403,2025-26,Ryder Mjoen,California Lutheran,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,26,19.76923076923077,9.81,2.31,1.69,0.62,0.04,0.7692307692307693,0.3124848036718011,76
37,1446,2025-26,James Christian,La Verne,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,24,20.166666666666668,11.0,2.42,1.63,1.17,0.21,2.0,0.1937127799868765,76
38,1519,2025-26,Cody Shen,California Lutheran,0,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,21,19.38095238095238,7.67,3.14,1.9,1.1,0.0,1.0476190476190477,-0.0449761104258759,75
39,1525,2025-26,Brady Karich,Claremont-Mudd-Scripps,g,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,25,27.8,4.04,2.88,4.56,1.24,0.48,1.88,-0.0595854184730778,75
40,1550,2025-26,Josh Balami,Caltech,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,17,29.176470588235293,12.35,3.94,2.59,0.65,0.18,3.3529411764705883,-0.1330433587408723,74
41,1556,2025-26,Chozen Amadi,Redlands,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,26,20.692307692307693,9.58,2.04,1.96,0.73,0.04,1.2692307692307692,-0.1550569950288364,74
42,1560,2025-26,Atticus Boba,Occidental,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,26,24.346153846153847,5.65,3.35,3.12,0.73,0.35,1.2692307692307692,-0.1690095300985409,74
43,1566,2025-26,Ze'ev Remer,California Lutheran,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,22,20.863636363636363,6.09,2.86,3.59,0.82,0.14,1.4090909090909092,-0.180761476608906,74
44,1573,2025-26,Stuart Florescu,Caltech,C,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,23,27.26086956521739,9.09,4.96,1.96,0.61,0.35,2.3043478260869565,-0.2103611573873838,74
45,1592,2025-26,Ethan Hanning,Occidental,G,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,13,19.23076923076923,10.0,3.85,0.85,0.38,0.15,1.2307692307692308,-0.2445836634236791,74
46,1637,2025-26,Cody Aquino,La Verne,*,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,23,23.217391304347824,8.96,2.61,1.39,0.74,0.3,1.3478260869565215,-0.3410682865900202,73
47,1682,2025-26,Scott Schulz,Chapman,F,Southern California Intercollegiate Athletic Conference (SCIAC),sciac,27,22.59259259259259,5.19,4.85,1.19,0.7,0.33,0.6296296296296297,-0.4650781963665497,73
