rank,global_rank,player_name,team,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
15,599,"Efe Isik,Ali",Whitman,Northwest Conference (NWC),nwc,25,28.36,13.52,5.0,3.2,1.12,0.4,2.6,2.7618869264386205,87
16,673,"Natche,Sydney",George Fox ,Northwest Conference (NWC),nwc,24,24.083333333333332,18.08,3.96,1.38,1.17,0.25,3.0416666666666665,2.451513867723267,86
17,723,"Sarenac,Milos",Whitman,Northwest Conference (NWC),nwc,16,21.125,11.19,9.06,2.19,0.5,0.25,2.125,2.2618159867457543,86
18,834,Dayton Magana,Linfield,Northwest Conference (NWC),nwc,24,30.625,13.17,2.71,2.79,1.25,0.08,2.0,1.912850614881224,84
19,842,"Tennathur,Anujan",Willamette,Northwest Conference (NWC),nwc,24,26.5,11.13,5.88,1.58,2.0,0.46,2.625,1.896465089703812,84
20,853,"Bast,Marcus",Lewis & Clark,Northwest Conference (NWC),nwc,26,27.73076923076923,9.77,3.96,4.85,1.12,0.27,2.5,1.8585534623528197,84
21,871,"Hamilton,Trevon",Puget Sound,Northwest Conference (NWC),nwc,26,23.23076923076923,9.46,4.12,2.62,2.31,0.12,2.0384615384615383,1.794703438117382,84
22,936,"Mackay,Ryder",Pacific,Northwest Conference (NWC),nwc,25,24.28,9.76,5.6,1.0,1.16,0.68,1.48,1.5655787673080723,83
23,982,Chase Bennett,Linfield,Northwest Conference (NWC),nwc,24,31.958333333333332,8.5,3.13,4.0,1.0,0.0,1.25,1.3934484082761789,82
24,1004,"Baumgartner,Brody",Pacific,Northwest Conference (NWC),nwc,25,24.2,8.32,6.56,1.48,0.8,0.44,1.16,1.311654105729124,82
25,1023,"Arcan,Yigit",Lewis & Clark,Northwest Conference (NWC),nwc,24,21.541666666666668,9.58,3.83,1.75,1.21,0.5,1.4166666666666667,1.2523287292140095,82
26,1025,"Smith,Henry",Pacific Lutheran ,Northwest Conference (NWC),nwc,25,28.04,11.0,2.96,1.48,0.76,0.32,0.92,1.2406295481434642,81
27,1066,"Fotu,Jacob",Whitman,Northwest Conference (NWC),nwc,24,22.833333333333332,11.46,4.25,2.5,0.71,0.25,2.0833333333333335,1.127236475880732,81
28,1075,"Uperesa-Thomas,Dra",Willamette,Northwest Conference (NWC),nwc,25,19.72,7.4,4.28,2.0,1.96,0.76,2.0,1.083958153526928,81
29,1103,Garrett Callsen,Linfield,Northwest Conference (NWC),nwc,24,25.0,12.67,5.83,0.88,0.46,0.54,2.2916666666666665,1.00086408968552,80
30,1327,Nalu Vargas,Linfield,Northwest Conference (NWC),nwc,24,29.916666666666668,9.38,6.75,1.88,0.71,0.29,2.3333333333333335,0.4863497581175768,77
31,1329,"Looney,Colton",Whitworth,Northwest Conference (NWC),nwc,27,23.11111111111111,11.59,4.15,1.3,0.3,0.22,1.5555555555555556,0.4845405805087146,77
32,1359,"Hester,Davis",Willamette,Northwest Conference (NWC),nwc,27,26.925925925925927,9.41,3.59,0.81,1.11,0.26,1.1111111111111112,0.3935162442707354,77
33,1376,"Cook,Ian",Puget Sound,Northwest Conference (NWC),nwc,26,23.153846153846153,10.08,5.23,1.27,0.58,0.85,2.3846153846153846,0.3687952114936321,77
34,1377,"Brown,Joe",Lewis & Clark,Northwest Conference (NWC),nwc,21,19.952380952380953,7.29,3.38,1.1,0.76,0.43,0.3333333333333333,0.36632593889272,77
35,1405,"Uyesugi,Kody",Lewis & Clark,Northwest Conference (NWC),nwc,26,25.384615384615383,9.69,1.92,1.5,0.85,0.04,0.6923076923076923,0.3111067737527643,76
36,1437,"Marte,Noah",George Fox ,Northwest Conference (NWC),nwc,23,19.304347826086957,12.13,1.87,0.65,0.65,0.13,1.0869565217391304,0.2247094198133208,76
37,1487,"Sande,Kellen",Willamette,Northwest Conference (NWC),nwc,27,25.296296296296298,8.74,3.19,2.7,1.59,0.07,2.3703703703703702,0.0509046910313746,75
38,1522,"Jackson,Taien",Lewis & Clark,Northwest Conference (NWC),nwc,26,26.692307692307693,8.88,3.5,2.0,0.5,0.27,1.4615384615384617,-0.0530788257616454,75
39,1528,"Perasso,Dom",Pacific Lutheran ,Northwest Conference (NWC),nwc,22,25.181818181818183,9.77,4.05,0.95,0.41,0.27,1.2727272727272727,-0.0648500954326208,75
40,1664,"Elicagaray,Marcel",Whitman,Northwest Conference (NWC),nwc,24,23.708333333333332,8.58,3.17,1.21,0.88,0.04,1.1666666666666667,-0.4170180405956689,73
41,1712,"Parlin,Kobe",Whitworth,Northwest Conference (NWC),nwc,15,20.2,10.27,2.87,2.27,0.8,0.07,2.4,-0.5278366277040797,72
42,1720,"Perry,Deacon",Willamette,Northwest Conference (NWC),nwc,27,17.77777777777778,5.96,3.96,0.48,1.22,0.81,1.2962962962962965,-0.5465091510130513,72
43,1777,Kohsuke Fujiwara,Linfield,Northwest Conference (NWC),nwc,24,28.416666666666668,6.33,4.33,1.5,0.58,0.29,1.125,-0.6900582564309776,71
44,1778,"Lazarevic,Djordje",Whitman,Northwest Conference (NWC),nwc,20,26.25,7.9,3.25,1.8,1.05,0.1,1.75,-0.6908609666737442,71
45,1801,"Edwards,Ty",Whitworth,Northwest Conference (NWC),nwc,27,24.25925925925926,5.56,5.67,2.56,0.48,0.48,2.074074074074074,-0.7501440642744819,71
46,1814,"Schramm,Cory",George Fox ,Northwest Conference (NWC),nwc,24,23.5,3.54,5.96,0.79,0.71,0.71,0.8333333333333334,-0.7664122371111456,71
47,1836,"Lawrence,Dre",George Fox ,Northwest Conference (NWC),nwc,25,19.44,4.92,3.96,2.24,1.12,0.24,1.44,-0.8021283960401814,71
48,1839,"Brown,Julian",Pacific Lutheran ,Northwest Conference (NWC),nwc,19,21.0,5.26,4.0,1.89,1.16,0.16,1.3157894736842106,-0.8034010712537187,71
49,1926,"Baker,Dezman",Puget Sound,Northwest Conference (NWC),nwc,21,26.0,6.95,3.81,1.52,0.86,0.05,1.4761904761904765,-1.028420363164915,69
50,1949,"Hepper,Mack",Pacific Lutheran ,Northwest Conference (NWC),nwc,22,24.363636363636363,5.91,3.45,1.55,0.73,0.27,1.181818181818182,-1.088756843123564,69
51,1965,"Mitchell,Jamar",George Fox ,Northwest Conference (NWC),nwc,21,17.476190476190474,7.43,4.29,0.76,0.52,0.48,1.619047619047619,-1.1098420129918412,69
52,2036,"Centner,Jake",George Fox ,Northwest Conference (NWC),nwc,24,22.416666666666668,6.38,4.92,0.92,0.5,0.17,1.2916666666666667,-1.2748547628564977,68
53,2090,"Rice,Cam",Pacific Lutheran ,Northwest Conference (NWC),nwc,24,17.166666666666668,6.13,3.46,1.29,0.08,0.42,0.9583333333333334,-1.3694327929512753,67
54,2163,"Higgins,Ken",Whitman,Northwest Conference (NWC),nwc,25,21.24,6.96,2.32,0.72,0.48,0.04,0.64,-1.5424806849598474,66
55,2290,Logan Morrill,Linfield,Northwest Conference (NWC),nwc,24,14.333333333333334,5.79,3.71,0.5,0.17,0.54,1.0416666666666667,-1.8067146755443912,65
56,2407,"Saucedo,Aaydan",Puget Sound,Northwest Conference (NWC),nwc,26,18.384615384615383,5.92,2.08,1.0,0.54,0.0,0.7692307692307693,-2.0185565331947,63
57,2469,"Wiggins,Pearson",Willamette,Northwest Conference (NWC),nwc,26,17.46153846153846,3.12,4.23,0.23,0.27,0.81,0.7307692307692307,-2.133952499834244,62
58,2471,"Turner,Beckett",Puget Sound,Northwest Conference (NWC),nwc,24,16.75,6.58,3.75,1.17,0.46,0.13,1.8333333333333333,-2.143574566662669,62
59,2473,"Stringfellow,Tyler",Willamette,Northwest Conference (NWC),nwc,27,12.0,5.93,1.44,0.67,0.63,0.15,0.7407407407407407,-2.148401170174429,62
60,2479,"Dzesi,Bernard",Whitman,Northwest Conference (NWC),nwc,20,15.5,4.95,3.85,1.7,0.55,0.25,1.8,-2.157901131600111,62
61,2497,"Gokberk,Sarp",Whitman,Northwest Conference (NWC),nwc,21,22.095238095238095,4.48,4.19,1.76,0.48,0.14,1.619047619047619,-2.203629591981415,62
62,2503,Gavin Perdue,Linfield,Northwest Conference (NWC),nwc,21,18.142857142857142,5.71,2.1,1.05,0.19,0.19,0.8095238095238095,-2.2153930975257667,62
63,2557,"Johnson,Romyn",Pacific,Northwest Conference (NWC),nwc,24,12.416666666666666,4.29,3.0,0.58,0.33,0.5,0.8333333333333334,-2.2986658917350713,61
64,2568,"Gehring,Anthony",Pacific,Northwest Conference (NWC),nwc,24,14.333333333333334,5.38,2.75,0.71,0.21,0.0,0.5833333333333334,-2.3241540104767533,61
65,2652,"Krohn,Nate",Whitworth,Northwest Conference (NWC),nwc,25,13.44,4.56,2.08,1.92,0.6,0.2,1.48,-2.4588631015835767,60
66,2661,"Beard,Donovan",Lewis & Clark,Northwest Conference (NWC),nwc,20,13.3,5.0,0.9,0.95,0.65,0.15,0.7,-2.480400670764431,60
67,2697,"Heard,Vanndon",George Fox ,Northwest Conference (NWC),nwc,20,10.5,0.85,3.05,0.45,0.15,1.2,0.35,-2.551681866475823,59
68,2730,"Westermeyer,Dylan",Whitworth,Northwest Conference (NWC),nwc,27,13.407407407407408,4.19,1.48,1.0,0.48,0.15,0.5925925925925926,-2.631855572343407,59
69,2762,"Cervantes,Nico",George Fox ,Northwest Conference (NWC),nwc,24,15.333333333333334,5.21,1.46,1.21,0.54,0.04,1.0833333333333333,-2.702737212355358,58
70,2785,"Caldera,Brian",Whitworth,Northwest Conference (NWC),nwc,24,11.458333333333334,3.25,1.46,1.25,0.33,0.33,0.5833333333333334,-2.774573012519634,58
71,2797,"Berry,Caleb",Pacific Lutheran ,Northwest Conference (NWC),nwc,25,21.76,6.04,2.84,1.92,0.56,0.04,2.36,-2.803800391813022,58
72,2812,"Brown,Jaren",Pacific,Northwest Conference (NWC),nwc,24,13.5,3.88,2.38,1.17,0.54,0.33,1.2916666666666667,-2.8250083433706465,58
73,3106,"Williams,Anthony",George Fox ,Northwest Conference (NWC),nwc,25,11.48,4.16,1.0,1.68,0.24,0.04,1.24,-3.47216306145782,54
74,3120,"Birdsall,Jett",Pacific,Northwest Conference (NWC),nwc,25,10.88,3.2,0.6,0.92,0.44,0.0,0.48,-3.5274014377024887,54
75,3130,"Johnson,Luke",Whitman,Northwest Conference (NWC),nwc,18,11.0,2.44,1.28,0.61,0.39,0.11,0.3333333333333333,-3.557831265145902,53
76,3135,"Rodriguez,Jake",Lewis & Clark,Northwest Conference (NWC),nwc,22,13.590909090909092,2.27,1.05,1.05,0.82,0.05,0.7727272727272727,-3.560212646060554,53
77,3183,Donovan Johnson,Linfield,Northwest Conference (NWC),nwc,24,15.541666666666666,1.88,2.63,1.0,0.42,0.08,0.9166666666666666,-3.719792057650632,53
78,3201,"Witt,Julian",Whitman,Northwest Conference (NWC),nwc,19,15.105263157894736,3.42,2.68,0.47,0.42,0.05,1.2105263157894737,-3.778144901391708,52
79,3213,"Santana,Xavier",Whitman,Northwest Conference (NWC),nwc,11,11.545454545454543,2.09,2.55,1.36,0.64,0.0,1.3636363636363635,-3.805976637869235,52
80,3242,"Wilcher,Darius",Lewis & Clark,Northwest Conference (NWC),nwc,12,11.0,2.33,1.33,0.25,0.17,0.08,0.1666666666666666,-3.9001727290917216,52
81,3261,"Fried,Ben",Whitworth,Northwest Conference (NWC),nwc,19,11.894736842105264,1.95,0.89,1.21,0.58,0.0,0.7894736842105263,-3.9688687309019466,52
82,3283,"Bener,Mehmet",Whitman,Northwest Conference (NWC),nwc,17,12.294117647058824,4.47,0.29,1.24,0.35,0.06,1.4705882352941178,-4.016212591822085,51
83,3369,"Sibley,Jeremiah",Pacific Lutheran ,Northwest Conference (NWC),nwc,13,14.076923076923077,4.23,2.31,1.46,0.46,0.0,2.8461538461538463,-4.774085894139544,50
