rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
46,1603,2025-26,"Desimone,Jayden",Thomas,G,North Atlantic Conference (NAC),nac,26,20.576923076923077,9.54,1.81,0.88,1.0,0.08,0.9230769230769232,-0.2699751038590696,74
47,1612,2025-26,"Colin,Noah",SUNY Delhi,G,North Atlantic Conference (NAC),nac,23,28.956521739130434,7.48,3.74,2.13,1.13,0.17,1.7391304347826086,-0.2881028957452298,74
48,1655,2025-26,"Graffeo - Jackson,Anthony",SUNY Delhi,F,North Atlantic Conference (NAC),nac,24,20.125,4.96,3.79,0.71,0.67,1.17,0.7916666666666666,-0.3869282284700488,73
49,1717,2025-26,"Walston,Pierce",Husson ,G,North Atlantic Conference (NAC),nac,16,13.9375,3.31,4.0,3.69,1.44,0.06,1.5625,-0.5440970751481518,72
50,1762,2025-26,Jaxon Miles,Lesley,0,North Atlantic Conference (NAC),nac,21,18.52380952380953,7.48,2.95,0.81,0.95,0.19,0.9047619047619048,-0.671166002732606,72
51,1768,2025-26,"Corson,Isiah",Thomas,F,North Atlantic Conference (NAC),nac,24,17.125,6.21,4.67,0.75,0.46,0.58,0.9583333333333334,-0.6808738233285163,72
52,1794,2025-26,"Wright,Andrew",SUNY Cobleskill,C,North Atlantic Conference (NAC),nac,24,21.875,8.21,5.83,0.63,0.29,0.13,1.375,-0.7258460493835128,71
53,1812,2025-26,"Kocha,Max",VTSU Lyndon,F,North Atlantic Conference (NAC),nac,25,21.28,7.0,4.64,3.4,0.8,0.16,2.72,-0.7660323410930285,71
54,1868,2025-26,"Henke,Ty",Husson ,F,North Atlantic Conference (NAC),nac,26,19.923076923076923,7.54,2.85,0.81,0.54,0.23,0.7692307692307693,-0.8858793427715289,70
55,1870,2025-26,"Holland,Conor",SUNY Cobleskill,G,North Atlantic Conference (NAC),nac,25,18.92,7.48,2.72,1.44,1.16,0.2,1.6,-0.8916468578708501,70
56,1873,2025-26,Jarod Johnson,Lesley,0,North Atlantic Conference (NAC),nac,21,23.0,10.38,2.0,2.81,0.76,0.05,2.761904761904762,-0.902316183287554,70
57,1887,2025-26,"Moreno,Aleix",UMaine-Presque Isle,F,North Atlantic Conference (NAC),nac,27,15.77777777777778,6.22,4.78,1.07,0.78,0.33,1.4074074074074074,-0.934508113020598,70
58,1904,2025-26,Gabe Hagar,Maine Maritime,0,North Atlantic Conference (NAC),nac,21,22.428571428571427,6.33,3.48,1.05,0.95,0.1,0.9523809523809524,-0.9788641244695389,70
59,1940,2025-26,"Ford,MJ",SUNY Cobleskill,G,North Atlantic Conference (NAC),nac,17,15.588235294117649,7.82,1.59,1.53,0.76,0.06,1.0588235294117647,-1.05883419145237,69
60,1959,2025-26,Tarell Joseph,Lesley,*,North Atlantic Conference (NAC),nac,24,18.416666666666668,7.33,3.29,2.21,0.71,0.08,1.8333333333333333,-1.1017360440083706,69
61,2078,2025-26,"Wilder Jr.,Bruce",SUNY Cobleskill,G,North Atlantic Conference (NAC),nac,20,16.4,8.45,2.0,1.15,1.2,0.15,1.95,-1.353957033091783,67
62,2079,2025-26,"Martin,Tariq",UMaine-Presque Isle,G,North Atlantic Conference (NAC),nac,26,20.807692307692307,5.81,5.5,0.88,0.62,0.38,1.6538461538461535,-1.3540216595584933,67
63,2161,2025-26,"Barzilay,Niv",VTSU Johnson,G,North Atlantic Conference (NAC),nac,10,18.1,6.6,1.4,1.7,1.1,0.0,1.3,-1.5405604286336445,66
64,2331,2025-26,"Penubothula,Daniel",SUNY Cobleskill,G,North Atlantic Conference (NAC),nac,11,11.727272727272728,4.73,3.18,0.36,0.55,0.55,0.8181818181818182,-1.894289489746753,64
65,2340,2025-26,"Askenazi,Martin",VTSU Johnson,G,North Atlantic Conference (NAC),nac,21,21.0,6.38,2.71,1.67,1.05,0.05,1.9523809523809523,-1.910454115291464,64
66,2364,2025-26,Moses Semuhoza,Lesley,*,North Atlantic Conference (NAC),nac,20,18.55,8.0,3.95,1.0,0.25,0.2,2.05,-1.948736888601452,64
67,2382,2025-26,"Philliips,Andrew",VTSU Johnson,F,North Atlantic Conference (NAC),nac,20,16.65,5.2,3.4,0.3,0.3,0.3,0.6,-1.9847289266653831,63
68,2418,2025-26,"Bates,Ty",VTSU Lyndon,F,North Atlantic Conference (NAC),nac,22,12.545454545454543,3.64,2.86,0.41,0.68,0.64,0.6818181818181818,-2.035929067420476,63
69,2430,2025-26,"Yamashita,James",UMaine-Presque Isle,G,North Atlantic Conference (NAC),nac,28,18.928571428571427,6.68,1.5,0.82,0.36,0.0,0.6428571428571429,-2.0614293866457185,63
70,2438,2025-26,"Frierson,Darone",VTSU Johnson,F,North Atlantic Conference (NAC),nac,25,28.16,5.4,3.08,1.16,0.48,0.08,1.08,-2.0822630609513686,63
71,2482,2025-26,"Rainwater,Xavier",VTSU Lyndon,G,North Atlantic Conference (NAC),nac,25,12.88,4.44,2.36,1.4,0.68,0.32,1.16,-2.1630633558826795,62
72,2513,2025-26,"Fitzgerald,Greg",VTSU Johnson,G,North Atlantic Conference (NAC),nac,10,15.8,4.5,1.3,1.4,0.4,0.0,0.3,-2.237930845648566,62
73,2517,2025-26,"Eckhart,Noah",Maine Maritime,G,North Atlantic Conference (NAC),nac,26,23.576923076923077,2.88,4.31,1.62,0.5,0.42,1.3461538461538465,-2.2416365046035738,62
74,2558,2025-26,"Daby,Spencer",SUNY Cobleskill,G,North Atlantic Conference (NAC),nac,10,13.8,5.9,2.3,0.4,0.5,0.1,0.8,-2.2988243003418045,61
75,2563,2025-26,Dylan Hosford,VTSU Lyndon,0,North Atlantic Conference (NAC),nac,10,11.2,2.7,2.6,0.8,0.9,0.1,0.3,-2.313641329215731,61
76,2624,2025-26,"Chisholm,Jordan",VTSU Johnson,G,North Atlantic Conference (NAC),nac,13,16.0,6.85,0.77,0.46,0.23,0.0,0.4615384615384615,-2.417617658257724,60
77,2647,2025-26,Sammy Nzeyimana,Lesley,*,North Atlantic Conference (NAC),nac,25,24.56,4.76,2.4,2.36,0.52,0.2,1.84,-2.4500820327486705,60
78,2664,2025-26,"Mason,Solomon",SUNY Delhi,G,North Atlantic Conference (NAC),nac,18,16.22222222222222,2.5,1.89,2.06,1.0,0.06,0.9444444444444444,-2.482016012377601,60
79,2677,2025-26,Hill Wade,Maine Maritime,0,North Atlantic Conference (NAC),nac,15,16.733333333333334,2.73,3.6,0.73,0.13,1.13,1.2666666666666666,-2.5171512200415376,59
80,2691,2025-26,"Minihan,Spencer",Thomas,F,North Atlantic Conference (NAC),nac,25,18.28,2.44,3.72,1.16,0.72,0.16,0.88,-2.5398241072562797,59
81,2694,2025-26,"Fabian,Fermin",SUNY Cobleskill,C,North Atlantic Conference (NAC),nac,11,15.363636363636363,3.91,3.45,0.55,0.64,0.55,1.3636363636363635,-2.545101299924026,59
82,2708,2025-26,"Creech,AJ",UMaine-Presque Isle,G,North Atlantic Conference (NAC),nac,28,20.071428571428573,5.14,1.79,0.96,0.89,0.07,1.25,-2.583403769471531,59
83,2793,2025-26,Aaron Feaster,Lesley,0,North Atlantic Conference (NAC),nac,25,15.44,5.24,3.04,0.68,0.48,0.16,1.44,-2.7923137400175153,58
84,2825,2025-26,"Germain,Giovanni",SUNY Delhi,G,North Atlantic Conference (NAC),nac,22,15.409090909090908,4.77,2.0,0.64,0.36,0.09,0.7727272727272727,-2.8453255185062414,57
85,2855,2025-26,"Martin,Chad",VTSU Lyndon,G,North Atlantic Conference (NAC),nac,22,19.454545454545453,1.55,3.59,1.91,1.0,0.18,1.5454545454545454,-2.904561394463526,57
86,2873,2025-26,"Dancy,Josiah",Maine Maritime,G,North Atlantic Conference (NAC),nac,25,17.04,3.56,1.4,2.68,0.76,0.0,1.68,-2.9386642963757934,57
87,2878,2025-26,"Poissant,Zander",SUNY Cobleskill,F,North Atlantic Conference (NAC),nac,26,12.615384615384617,3.08,2.19,0.69,0.65,0.19,0.6923076923076923,-2.9500459993584416,57
88,2935,2025-26,"Hathorn,Christian",VTSU Lyndon,G,North Atlantic Conference (NAC),nac,17,13.176470588235292,3.82,1.82,1.53,0.82,0.12,1.5294117647058822,-3.069090578604222,56
89,3043,2025-26,Tristan Robbins,UMaine-Farmington,0,North Atlantic Conference (NAC),nac,26,11.923076923076923,2.85,2.35,0.96,0.23,0.31,0.9230769230769232,-3.3333714272293835,55
90,3062,2025-26,"Traynor,Owen",VTSU Lyndon,G,North Atlantic Conference (NAC),nac,14,12.5,4.79,1.07,0.86,0.14,0.0,0.7857142857142857,-3.3715428167548915,54
91,3087,2025-26,"Hebert,Nate",Thomas,G,North Atlantic Conference (NAC),nac,25,12.2,5.12,0.76,0.4,0.24,0.08,0.76,-3.4198170890205377,54
92,3167,2025-26,Braden Camire,UMaine-Farmington,0,North Atlantic Conference (NAC),nac,25,10.68,2.96,1.48,0.48,0.4,0.04,0.56,-3.6912107973675465,53
93,3196,2025-26,"Kim,Jayden",Thomas,G,North Atlantic Conference (NAC),nac,21,11.571428571428571,3.57,0.86,1.14,0.33,0.0,0.9523809523809524,-3.7737320086203865,52
94,3204,2025-26,"Russman,Vince",Maine Maritime,F,North Atlantic Conference (NAC),nac,22,11.545454545454543,1.91,1.36,0.45,0.23,0.36,0.4090909090909091,-3.783167938242089,52
95,3287,2025-26,"Cureton,Faron",Thomas,G,North Atlantic Conference (NAC),nac,11,10.545454545454543,2.73,1.0,0.18,0.64,0.18,0.8181818181818182,-4.033118276445847,51
96,3315,2025-26,"Matlock,Chase",VTSU Johnson,G,North Atlantic Conference (NAC),nac,12,12.166666666666666,2.5,1.67,0.08,0.42,0.0,0.5833333333333334,-4.147307463236448,51
97,3318,2025-26,"Bradley,Tre",VTSU Johnson,G,North Atlantic Conference (NAC),nac,13,14.615384615384617,3.0,1.77,1.46,0.23,0.0,1.4615384615384617,-4.1511967784378765,51
98,3328,2025-26,"Adams,Brady",Thomas,G,North Atlantic Conference (NAC),nac,21,11.333333333333334,3.62,0.57,0.29,0.24,0.0,0.6666666666666666,-4.196787269427619,51
99,3360,2025-26,Mateo Duran,Lesley,0,North Atlantic Conference (NAC),nac,21,10.714285714285714,3.14,1.1,0.33,0.43,0.0,1.1904761904761905,-4.587430023952525,50
