rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
20,567,2025-26,"Doby,Mekhi",Aurora,G,Northern Athletics Collegiate Conference (NACC),nacc,25,28.96,13.2,4.64,2.8,0.88,0.92,2.44,2.8443439574815903,88
21,592,2025-26,"Lindert,Derek",Marian,G,Northern Athletics Collegiate Conference (NACC),nacc,28,28.107142857142858,14.93,2.43,1.36,1.18,0.14,0.9642857142857144,2.77418832313039,87
22,646,2025-26,"Pytleski,Connor",St. Norbert,G,Northern Athletics Collegiate Conference (NACC),nacc,26,28.423076923076923,12.04,6.12,1.96,1.12,0.23,1.6538461538461535,2.545689891671038,87
23,719,2025-26,"Dillon,Jaxson",Lakeland,G,Northern Athletics Collegiate Conference (NACC),nacc,22,30.681818181818183,15.91,3.59,1.27,1.5,0.14,2.363636363636364,2.2788515766509834,86
24,738,2025-26,"Cummings,Chase",MSOE,G,Northern Athletics Collegiate Conference (NACC),nacc,26,33.03846153846154,11.08,5.0,2.04,0.85,0.19,1.0,2.2110885655828776,85
25,754,2025-26,"Garrett,Vic",Concordia Chicago,F,Northern Athletics Collegiate Conference (NACC),nacc,11,19.0,9.27,6.82,0.36,1.09,1.0,1.0909090909090908,2.1467292494012344,85
26,835,2025-26,"Cordelli,Carson",MSOE,F,Northern Athletics Collegiate Conference (NACC),nacc,27,27.74074074074074,10.19,5.15,3.04,0.67,0.15,1.3703703703703705,1.9113112152815912,84
27,860,2025-26,"Braun,Parker",Lakeland,G,Northern Athletics Collegiate Conference (NACC),nacc,26,30.576923076923077,6.96,6.19,2.04,1.31,0.46,0.8846153846153846,1.828504092944907,84
28,877,2025-26,"Cox,Ryan",St. Norbert,G,Northern Athletics Collegiate Conference (NACC),nacc,27,26.703703703703702,9.22,5.22,2.81,0.59,0.41,1.2592592592592593,1.752907463320306,83
29,924,2025-26,"Glasgow,Connor",Benedictine,F,Northern Athletics Collegiate Conference (NACC),nacc,26,26.46153846153846,10.12,6.0,1.35,0.77,0.38,1.2307692307692308,1.5998771113403865,83
30,987,2025-26,"Ortiz,Nicolas",Illinois Tech,G,Northern Athletics Collegiate Conference (NACC),nacc,24,28.875,11.38,4.29,1.96,1.04,0.08,1.625,1.3705779274629493,82
31,1031,2025-26,"Freiburger,Mason",St. Norbert,F,Northern Athletics Collegiate Conference (NACC),nacc,27,24.40740740740741,9.7,5.96,1.37,0.59,0.26,1.1111111111111112,1.2204354075006532,81
32,1118,2025-26,"Sammons,Ryan",Benedictine,G,Northern Athletics Collegiate Conference (NACC),nacc,25,30.16,11.12,3.12,2.96,0.48,0.04,1.56,0.9802541647442236,80
33,1145,2025-26,"Jackson,Cooper",Rockford,F,Northern Athletics Collegiate Conference (NACC),nacc,26,24.923076923076923,9.88,5.81,1.58,0.46,0.58,1.7692307692307692,0.9260530322451412,80
34,1147,2025-26,"Eggemeyer,Luke",Concordia Wisconsin,F,Northern Athletics Collegiate Conference (NACC),nacc,25,25.64,7.2,5.2,1.28,0.84,0.92,1.12,0.9251464842095912,80
35,1153,2025-26,"Williams,Darrian",Concordia Chicago,G,Northern Athletics Collegiate Conference (NACC),nacc,28,24.857142857142858,10.57,3.21,2.11,1.36,0.32,2.0357142857142856,0.909805763093388,80
36,1186,2025-26,"Davis III,John",Illinois Tech,G,Northern Athletics Collegiate Conference (NACC),nacc,24,29.958333333333332,11.38,3.0,2.33,1.33,0.29,2.4166666666666665,0.8270527441474289,79
37,1188,2025-26,"Daugherty,Elijah",Dominican,G,Northern Athletics Collegiate Conference (NACC),nacc,24,21.791666666666668,12.29,2.46,1.75,0.71,0.04,1.4166666666666667,0.8160490235515454,79
38,1256,2025-26,"Oregon,DeVon",Rockford,G,Northern Athletics Collegiate Conference (NACC),nacc,17,24.235294117647054,10.06,3.65,1.82,1.24,0.18,1.7647058823529411,0.6592717002746555,78
39,1281,2025-26,"Johnson,Ethan",MSOE,C,Northern Athletics Collegiate Conference (NACC),nacc,24,19.875,7.04,5.63,1.71,0.5,0.79,1.2916666666666667,0.5979500039683434,78
40,1328,2025-26,"Hogan,Kamren",Rockford,G,Northern Athletics Collegiate Conference (NACC),nacc,26,24.03846153846154,9.15,4.42,2.15,0.96,0.08,1.6538461538461535,0.4863097361990087,77
41,1331,2025-26,"Brown,Aaron",Concordia Chicago,F,Northern Athletics Collegiate Conference (NACC),nacc,28,22.321428571428573,10.14,6.29,0.54,0.29,0.39,1.4285714285714286,0.4737159355926552,77
42,1406,2025-26,"Haslett,Marvin",Marian,G,Northern Athletics Collegiate Conference (NACC),nacc,28,24.714285714285715,12.07,1.86,1.29,1.14,0.18,1.8571428571428572,0.3110737152075953,76
43,1411,2025-26,"Steffensmeier,Logan",Edgewood,F,Northern Athletics Collegiate Conference (NACC),nacc,27,22.074074074074073,7.63,4.85,1.15,0.59,0.7,1.1851851851851851,0.2853179108866522,76
44,1414,2025-26,"Hardyman,Hunter",Edgewood,G,Northern Athletics Collegiate Conference (NACC),nacc,27,23.62962962962963,9.19,2.3,1.07,0.74,0.52,0.8518518518518519,0.2771182517003249,76
45,1422,2025-26,"Tousana,Trent",Edgewood,G,Northern Athletics Collegiate Conference (NACC),nacc,27,24.96296296296296,9.41,3.59,3.07,0.78,0.07,2.074074074074074,0.2534975571343503,76
46,1443,2025-26,"Tucker,Ryan",Benedictine,F,Northern Athletics Collegiate Conference (NACC),nacc,23,27.0,8.09,3.87,1.13,1.04,0.26,1.0,0.2052099660876387,76
47,1475,2025-26,"Uhlenbrauck,Cole",St. Norbert,F,Northern Athletics Collegiate Conference (NACC),nacc,27,23.703703703703702,9.0,3.33,1.11,0.44,0.3,0.7777777777777778,0.0889379405120446,75
48,1501,2025-26,"Appel,Bryce",Wisconsin Lutheran,F,Northern Athletics Collegiate Conference (NACC),nacc,25,21.28,10.8,4.12,0.8,0.28,0.4,1.56,0.009645082957374,75
49,1506,2025-26,"Miller,Tre",Rockford,G,Northern Athletics Collegiate Conference (NACC),nacc,22,27.681818181818183,9.73,3.5,2.64,1.18,0.0,2.409090909090909,-0.0036319504767654,75
50,1513,2025-26,"Dudley,Isaiah",Illinois Tech,F,Northern Athletics Collegiate Conference (NACC),nacc,23,23.47826086956522,8.48,6.22,0.87,0.74,0.43,1.8695652173913044,-0.0301060573739961,75
51,1518,2025-26,"Lowery,Tallis",Concordia Chicago,G,Northern Athletics Collegiate Conference (NACC),nacc,13,26.846153846153847,10.54,3.31,3.62,0.77,0.15,3.076923076923077,-0.0365355616919984,75
52,1551,2025-26,"Mellock,Isaiah",Wisconsin Lutheran,G,Northern Athletics Collegiate Conference (NACC),nacc,23,23.60869565217391,9.74,4.61,1.7,0.87,0.3,2.391304347826087,-0.1384931311707109,74
53,1580,2025-26,"Stuckey,Luke",Rockford,G,Northern Athletics Collegiate Conference (NACC),nacc,26,31.384615384615383,7.62,2.73,1.31,0.85,0.38,0.9230769230769232,-0.2262124704241203,74
54,1638,2025-26,"Agee,Adrian",Rockford,G,Northern Athletics Collegiate Conference (NACC),nacc,20,23.8,9.75,3.55,1.3,0.35,0.35,1.6,-0.3417297515640311,73
55,1689,2025-26,"Crapia,Dominic",Dominican,F,Northern Athletics Collegiate Conference (NACC),nacc,25,27.84,5.64,4.36,1.48,1.24,0.2,1.16,-0.4824095371068249,73
56,1696,2025-26,"Justic,Max",Lakeland,G,Northern Athletics Collegiate Conference (NACC),nacc,26,28.73076923076923,7.73,2.23,1.81,1.5,0.12,1.6153846153846154,-0.4917978315624949,73
57,1722,2025-26,"McCoy,Brandon",Benedictine,G,Northern Athletics Collegiate Conference (NACC),nacc,24,26.125,8.75,1.75,1.04,1.29,0.08,1.2083333333333333,-0.5515212912842801,72
58,1795,2025-26,"Blackman,Javanni",Concordia Wisconsin,G,Northern Athletics Collegiate Conference (NACC),nacc,26,22.73076923076923,6.5,2.08,1.58,1.27,0.31,1.1923076923076923,-0.7267902007288247,71
59,1815,2025-26,"Guthrie,Matthew",Concordia Chicago,F,Northern Athletics Collegiate Conference (NACC),nacc,28,17.642857142857142,5.68,3.64,0.5,0.29,1.11,0.8214285714285714,-0.7683458778628391,71
60,1847,2025-26,"Houden,Avery",Edgewood,G,Northern Athletics Collegiate Conference (NACC),nacc,26,17.03846153846154,6.42,3.73,0.42,0.38,0.73,0.7692307692307693,-0.8209961068798074,71
61,1916,2025-26,"LaPlant,Nathan",Benedictine,F,Northern Athletics Collegiate Conference (NACC),nacc,26,21.03846153846154,7.58,2.96,0.58,0.46,0.58,1.1153846153846154,-1.0020780711499668,70
62,1922,2025-26,"Gretzinger,Will",Edgewood,G,Northern Athletics Collegiate Conference (NACC),nacc,21,23.80952380952381,10.19,1.67,1.1,0.33,0.05,1.2857142857142858,-1.0147931177826874,70
63,2004,2025-26,"Anderson,Jonah",Edgewood,G,Northern Athletics Collegiate Conference (NACC),nacc,25,18.44,3.48,3.04,3.08,1.52,0.2,1.76,-1.1881880309152295,68
64,2014,2025-26,"Hilt,Severin",Concordia Wisconsin,G,Northern Athletics Collegiate Conference (NACC),nacc,25,22.72,7.12,2.32,0.96,0.84,0.08,0.92,-1.2174942308876031,68
65,2023,2025-26,"Bowser,Payton",Edgewood,G,Northern Athletics Collegiate Conference (NACC),nacc,27,18.74074074074074,7.04,1.89,1.44,0.48,0.11,0.7777777777777778,-1.2404576864749108,68
66,2043,2025-26,"Luehring,Trey",Wisconsin Lutheran,G,Northern Athletics Collegiate Conference (NACC),nacc,24,18.25,6.46,2.08,1.42,0.96,0.08,1.0416666666666667,-1.2901590753944612,68
67,2064,2025-26,"Krolak,Harper",Marian,G,Northern Athletics Collegiate Conference (NACC),nacc,26,27.807692307692307,5.81,2.69,3.0,0.65,0.08,1.6923076923076923,-1.3274040966701333,68
68,2080,2025-26,"Johnson,Ryker",Concordia Chicago,G,Northern Athletics Collegiate Conference (NACC),nacc,28,20.571428571428573,6.11,4.5,1.64,0.71,0.39,2.0,-1.3588104519716315,67
69,2093,2025-26,"Werth,Aidan",Benedictine,F,Northern Athletics Collegiate Conference (NACC),nacc,26,19.26923076923077,6.19,3.12,0.69,0.23,0.38,0.6153846153846154,-1.3844086997449876,67
70,2118,2025-26,"Lathos,Cam",St. Norbert,F,Northern Athletics Collegiate Conference (NACC),nacc,25,13.52,6.88,2.8,0.48,0.08,0.2,0.36,-1.4423878931994265,67
71,2181,2025-26,"Yangoua,Honore",Concordia Chicago,G,Northern Athletics Collegiate Conference (NACC),nacc,28,19.0,6.07,4.11,1.29,1.0,0.43,2.142857142857143,-1.5711732807384118,66
72,2196,2025-26,"Konieczny,Emmitt",Lakeland,G,Northern Athletics Collegiate Conference (NACC),nacc,23,23.565217391304348,5.22,1.74,0.74,1.0,0.04,0.3478260869565217,-1.6236335398280786,66
73,2202,2025-26,"Galati,Nick",Illinois Tech,G,Northern Athletics Collegiate Conference (NACC),nacc,20,21.05,7.6,1.5,0.55,0.5,0.15,0.75,-1.6398123047245838,66
74,2206,2025-26,"Hans,Sam",Wisconsin Lutheran,G,Northern Athletics Collegiate Conference (NACC),nacc,24,22.0,6.58,3.92,1.25,0.54,0.0,1.4166666666666667,-1.6461519591831166,66
75,2234,2025-26,"Anamndu,Lucas",Wisconsin Lutheran,G,Northern Athletics Collegiate Conference (NACC),nacc,24,24.333333333333332,7.63,2.17,1.75,0.75,0.04,1.8333333333333333,-1.696709515750552,65
76,2284,2025-26,"Strok,AC",Edgewood,G,Northern Athletics Collegiate Conference (NACC),nacc,27,20.0,5.0,3.22,0.89,0.78,0.07,0.8148148148148148,-1.7973553586422746,65
77,2287,2025-26,"Orozco,Jazz",Marian,G,Northern Athletics Collegiate Conference (NACC),nacc,28,21.464285714285715,3.68,2.04,1.25,1.64,0.04,0.8928571428571429,-1.8027308019117505,65
78,2294,2025-26,"Grade,Jaeden",St. Norbert,G,Northern Athletics Collegiate Conference (NACC),nacc,27,17.40740740740741,5.19,1.78,1.63,0.48,0.04,0.5925925925925926,-1.817758452632853,65
79,2313,2025-26,"Johnson,Zerrick",Aurora,G,Northern Athletics Collegiate Conference (NACC),nacc,27,16.51851851851852,7.56,2.59,0.7,0.37,0.07,1.148148148148148,-1.8512939442160024,64
80,2390,2025-26,"Pelszynski,Adrian",Dominican,F,Northern Athletics Collegiate Conference (NACC),nacc,12,18.0,8.5,2.42,0.83,0.75,0.08,2.0,-1.9966018588309948,63
81,2397,2025-26,"Dopirak,Matus",MSOE,F,Northern Athletics Collegiate Conference (NACC),nacc,26,13.0,5.81,2.15,1.15,0.42,0.04,0.7692307692307693,-2.0069180985238564,63
82,2410,2025-26,"Breitenbach,Max",Marian,G,Northern Athletics Collegiate Conference (NACC),nacc,22,13.545454545454543,3.64,3.14,0.55,0.45,0.64,0.6363636363636364,-2.0199586903595947,63
83,2437,2025-26,"Greene,Alex",Concordia Wisconsin,F,Northern Athletics Collegiate Conference (NACC),nacc,26,16.423076923076923,4.42,3.35,0.54,0.54,0.27,0.6923076923076923,-2.074961334607937,63
84,2439,2025-26,"Wagner,Austin",Wisconsin Lutheran,F,Northern Athletics Collegiate Conference (NACC),nacc,22,15.181818181818182,6.45,2.45,0.59,0.32,0.14,0.8636363636363636,-2.083558928787192,63
85,2450,2025-26,"Jendusa,Joey",MSOE,G,Northern Athletics Collegiate Conference (NACC),nacc,26,19.615384615384617,5.92,2.12,1.58,0.54,0.19,1.4230769230769231,-2.1056951711813325,62
86,2494,2025-26,"LeFevre,Chase",Dominican,F,Northern Athletics Collegiate Conference (NACC),nacc,14,21.785714285714285,3.29,3.64,1.43,0.71,0.14,1.0,-2.1970473491227276,62
87,2532,2025-26,"Robinson,Jacob",Concordia Chicago,G,Northern Athletics Collegiate Conference (NACC),nacc,25,15.76,8.36,1.0,1.32,0.4,0.08,1.72,-2.2644231907460477,61
88,2562,2025-26,"Fuller,Emmanuel",Dominican,F,Northern Athletics Collegiate Conference (NACC),nacc,18,13.166666666666666,4.56,2.39,0.17,0.94,0.17,0.6666666666666666,-2.3089756413868554,61
89,2574,2025-26,"Filipovic,Igor",Illinois Tech,G,Northern Athletics Collegiate Conference (NACC),nacc,10,17.3,3.3,4.3,0.8,0.7,0.1,0.9,-2.3318058307365126,61
90,2582,2025-26,"Shoto,Bryce",Illinois Tech,G,Northern Athletics Collegiate Conference (NACC),nacc,18,23.27777777777778,7.44,2.72,1.72,0.67,0.06,2.4444444444444446,-2.347224873332432,61
91,2634,2025-26,"Willard,AJ",Concordia Chicago,G,Northern Athletics Collegiate Conference (NACC),nacc,28,17.964285714285715,3.14,2.18,0.79,1.0,0.11,0.5357142857142857,-2.437349685200735,60
92,2640,2025-26,"Pryor,Kenton",Concordia Chicago,G,Northern Athletics Collegiate Conference (NACC),nacc,28,14.25,3.18,2.57,1.18,0.82,0.11,0.75,-2.440306178888285,60
93,2689,2025-26,"Bost,Rashawn",Marian,G,Northern Athletics Collegiate Conference (NACC),nacc,26,11.5,4.46,1.15,0.88,0.46,0.12,0.3846153846153846,-2.539601789166979,59
94,2715,2025-26,"Geske,Charlie",St. Norbert,F,Northern Athletics Collegiate Conference (NACC),nacc,25,11.0,5.0,1.64,0.76,0.24,0.04,0.44,-2.603341639224353,59
95,2780,2025-26,"Hill,Sebastian",Concordia Chicago,G,Northern Athletics Collegiate Conference (NACC),nacc,18,11.166666666666666,5.61,1.06,0.67,0.39,0.06,0.7222222222222222,-2.755692733911989,58
96,2837,2025-26,"Raabe,Trey",Wisconsin Lutheran,F,Northern Athletics Collegiate Conference (NACC),nacc,11,10.181818181818182,2.91,1.91,0.64,0.55,0.36,0.5454545454545454,-2.868665721124304,57
97,2942,2025-26,"Willadsen,Zane",Edgewood,F,Northern Athletics Collegiate Conference (NACC),nacc,26,10.76923076923077,3.12,2.38,0.42,0.08,0.5,0.5769230769230769,-3.084129224730414,56
98,2946,2025-26,"Wit,Isaac",MSOE,F,Northern Athletics Collegiate Conference (NACC),nacc,23,14.652173913043478,3.48,2.48,0.61,0.22,0.43,0.9130434782608696,-3.0988100342873657,56
99,2949,2025-26,"Lubbers,Ben",Wisconsin Lutheran,F,Northern Athletics Collegiate Conference (NACC),nacc,25,15.32,3.08,2.4,0.36,0.28,0.32,0.52,-3.1040240165079687,56
100,2988,2025-26,"Grunloh,Donovan",Rockford,G,Northern Athletics Collegiate Conference (NACC),nacc,23,14.782608695652174,3.17,2.09,0.7,0.35,0.13,0.5652173913043478,-3.1748016477403675,55
101,2992,2025-26,"Mittelstadt,Adison",Lakeland,G,Northern Athletics Collegiate Conference (NACC),nacc,19,10.947368421052632,4.05,1.68,0.84,0.47,0.21,1.0526315789473684,-3.180843389555166,55
102,3008,2025-26,"Brown,Ryan",St. Norbert,G,Northern Athletics Collegiate Conference (NACC),nacc,26,13.923076923076923,2.65,1.58,0.73,0.31,0.15,0.2692307692307692,-3.236059526957037,55
103,3036,2025-26,"Davison,JD",Concordia Wisconsin,F,Northern Athletics Collegiate Conference (NACC),nacc,25,10.6,1.12,2.72,0.16,0.32,0.64,0.36,-3.3198309185288957,55
104,3040,2025-26,"Jones,Joseph",Dominican,F,Northern Athletics Collegiate Conference (NACC),nacc,24,12.958333333333334,3.75,1.46,0.5,0.38,0.13,0.625,-3.3261925650572435,55
105,3097,2025-26,"Guyton,Jaden",Concordia Wisconsin,G,Northern Athletics Collegiate Conference (NACC),nacc,25,10.92,3.48,1.4,0.52,0.56,0.0,0.64,-3.4546206391558396,54
106,3122,2025-26,"Arenz,Pierce",Wisconsin Lutheran,G,Northern Athletics Collegiate Conference (NACC),nacc,22,11.818181818181818,2.27,1.09,1.36,0.77,0.05,0.9090909090909092,-3.540856650543229,53
107,3129,2025-26,"Johnson,Micai",Marian,G,Northern Athletics Collegiate Conference (NACC),nacc,16,11.125,2.75,1.13,0.69,0.38,0.0,0.3125,-3.5550876332846943,53
108,3133,2025-26,"Ndiaye,Ismael",Dominican,G,Northern Athletics Collegiate Conference (NACC),nacc,25,22.92,4.2,1.2,2.04,0.72,0.08,2.08,-3.55965710847317,53
109,3197,2025-26,"Valente,CJ",MSOE,F,Northern Athletics Collegiate Conference (NACC),nacc,27,11.22222222222222,2.26,1.59,0.67,0.19,0.04,0.3333333333333333,-3.774028779391462,52
110,3206,2025-26,"Salman,Omar",Illinois Tech,G,Northern Athletics Collegiate Conference (NACC),nacc,22,11.681818181818182,3.95,0.86,0.23,0.41,0.0,0.6363636363636364,-3.789566959213348,52
111,3209,2025-26,"O'Brien,Dean",Dominican,F,Northern Athletics Collegiate Conference (NACC),nacc,19,15.736842105263158,4.05,2.0,0.47,0.32,0.05,1.1578947368421053,-3.793739044974227,52
112,3211,2025-26,"Walter,Kaleb",Edgewood,F,Northern Athletics Collegiate Conference (NACC),nacc,19,10.473684210526317,3.42,2.26,0.42,0.16,0.05,0.8421052631578947,-3.804617197256239,52
113,3230,2025-26,"Hill,Dom",Wisconsin Lutheran,G,Northern Athletics Collegiate Conference (NACC),nacc,21,14.047619047619047,3.33,1.38,0.62,0.57,0.0,1.0,-3.855387324240549,52
114,3236,2025-26,"Christjohn,Jacob",Concordia Wisconsin,G,Northern Athletics Collegiate Conference (NACC),nacc,26,12.884615384615383,3.0,0.65,0.23,0.42,0.0,0.3076923076923077,-3.885567896744172,52
115,3280,2025-26,"Kuzmanovic,Obrad",Illinois Tech,F,Northern Athletics Collegiate Conference (NACC),nacc,22,20.318181818181817,4.09,2.86,0.68,0.32,0.14,1.8636363636363635,-4.010092724146697,51
116,3295,2025-26,"Walsh,Owen",Illinois Tech,G,Northern Athletics Collegiate Conference (NACC),nacc,12,15.75,3.5,1.25,0.08,0.58,0.17,1.0833333333333333,-4.057879089586357,51
117,3302,2025-26,"Parker,Hudson",Benedictine,G,Northern Athletics Collegiate Conference (NACC),nacc,26,11.692307692307692,2.04,1.46,1.08,0.38,0.04,0.8846153846153846,-4.070869696035322,51
118,3337,2025-26,"Hubanks,Isaiah",Edgewood,G,Northern Athletics Collegiate Conference (NACC),nacc,25,10.16,1.8,1.6,0.6,0.16,0.04,0.52,-4.254281334668465,51
119,3363,2025-26,"Brown,Blaise",Dominican,F,Northern Athletics Collegiate Conference (NACC),nacc,23,10.782608695652174,1.04,1.26,0.78,0.39,0.09,0.8260869565217391,-4.628052540309075,50
