rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
1,6,2025-26,"Landers,Logan",Concordia Wisconsin,F,Northern Athletics Collegiate Conference (NACC),nacc,26,33.46153846153846,25.19,11.42,2.46,0.73,0.96,2.5,9.955494632718588,98
2,38,2025-26,"Dopirak,Mason",MSOE,G,Northern Athletics Collegiate Conference (NACC),nacc,26,33.92307692307692,26.08,6.19,2.46,1.0,0.12,2.423076923076923,7.733074294296445,95
3,94,2025-26,"Verhagen,Casey",Concordia Wisconsin,G,Northern Athletics Collegiate Conference (NACC),nacc,26,35.88461538461539,21.23,2.96,4.96,1.73,0.04,3.0384615384615383,6.141010028542242,94
4,99,2025-26,"Hunter,Asanjai",Lakeland,G,Northern Athletics Collegiate Conference (NACC),nacc,24,33.291666666666664,19.63,4.0,3.63,2.0,0.17,2.4166666666666665,6.077152946280093,94
5,119,2025-26,"Mason,Noah",Benedictine,F,Northern Athletics Collegiate Conference (NACC),nacc,25,27.88,16.64,7.8,2.44,1.36,0.88,2.24,5.8424946486112646,94
6,146,2025-26,"Richardson,Devon",Aurora,C,Northern Athletics Collegiate Conference (NACC),nacc,28,29.928571428571427,14.29,11.64,0.86,0.29,1.75,1.9642857142857144,5.52034951694969,93
7,199,2025-26,"Madrigal,Juan",Aurora,F,Northern Athletics Collegiate Conference (NACC),nacc,28,33.357142857142854,16.32,5.29,2.5,1.39,0.57,1.7142857142857142,5.074186076413058,93
8,226,2025-26,"Ayeni,Andrew",Marian,F,Northern Athletics Collegiate Conference (NACC),nacc,28,32.642857142857146,15.39,6.64,3.68,2.07,0.25,2.9642857142857144,4.807263513036051,92
9,250,2025-26,"Mrotek,Peyton",Lakeland,G,Northern Athletics Collegiate Conference (NACC),nacc,26,33.69230769230769,16.85,5.88,1.96,0.77,0.77,1.8076923076923077,4.6790106442102335,92
10,264,2025-26,"Murphy,Braydon",Dominican,F,Northern Athletics Collegiate Conference (NACC),nacc,24,27.083333333333332,12.58,8.88,1.79,1.04,1.54,2.25,4.592005016422806,92
11,303,2025-26,"Vassilakis,Alex",Marian,G,Northern Athletics Collegiate Conference (NACC),nacc,28,32.892857142857146,12.32,8.93,1.54,1.29,0.25,1.0357142857142858,4.278790217213357,91
12,334,2025-26,"Hillmer,Jeffery",Aurora,G,Northern Athletics Collegiate Conference (NACC),nacc,28,35.107142857142854,12.0,5.89,2.21,1.14,0.86,1.1428571428571428,4.03273817649674,91
13,338,2025-26,"Burroughs,Jonathan",MSOE,F,Northern Athletics Collegiate Conference (NACC),nacc,21,30.333333333333332,15.1,4.52,1.95,1.14,1.19,2.142857142857143,3.9807691977046185,91
14,373,2025-26,"Carter,Garrison",Illinois Tech,F,Northern Athletics Collegiate Conference (NACC),nacc,25,31.0,16.68,5.64,1.36,1.04,0.4,1.92,3.7778594246232102,90
15,385,2025-26,"Stuckey,Will",St. Norbert,G,Northern Athletics Collegiate Conference (NACC),nacc,27,31.185185185185187,13.44,3.81,3.96,1.07,0.15,1.4814814814814814,3.708292489334473,90
16,420,2025-26,"Bell,Jaden",Rockford,G,Northern Athletics Collegiate Conference (NACC),nacc,26,31.5,12.42,6.5,2.35,1.31,0.27,1.4615384615384617,3.565642699213146,90
17,456,2025-26,"Paszkowski,Frank",Dominican,F,Northern Athletics Collegiate Conference (NACC),nacc,25,28.36,15.04,3.68,1.04,1.2,0.52,1.16,3.342798230576015,89
18,499,2025-26,"Rauls,Cullen",Aurora,G,Northern Athletics Collegiate Conference (NACC),nacc,26,31.692307692307693,14.85,2.58,2.19,1.54,0.46,1.8461538461538465,3.131976165775784,89
19,557,2025-26,"Chisom,Ja'Quell",Wisconsin Lutheran,F,Northern Athletics Collegiate Conference (NACC),nacc,24,30.083333333333332,14.92,7.63,1.04,0.83,0.5,2.4166666666666665,2.8823248797083023,88
