rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
33,1317,2025-26,M Johnson,Plattsburgh,,State University of New York Athletic Conference (SUNYAC),sunyac,24,28.7,9.2,6.8,1.3,0.6,0.1,1.6,0.5092089687907264,78
34,1413,2025-26,I Austin,Cortland,,State University of New York Athletic Conference (SUNYAC),sunyac,26,23.4,10.4,2.7,1.3,1.0,0.0,1.2,0.2787742190340091,76
35,1440,2025-26,M Smith,Canton,,State University of New York Athletic Conference (SUNYAC),sunyac,21,22.5,9.4,2.1,1.5,1.2,0.1,1.1,0.2186133716593598,76
36,1450,2025-26,S Williams,Fredonia,,State University of New York Athletic Conference (SUNYAC),sunyac,25,27.4,10.8,2.3,2.9,0.7,0.0,2.0,0.1812909199359823,76
37,1516,2025-26,N Raymond,Cortland,,State University of New York Athletic Conference (SUNYAC),sunyac,27,20.1,9.3,2.6,2.5,0.7,0.1,1.6,-0.0357559447716583,75
38,1549,2025-26,F Fowler,Oswego,,State University of New York Athletic Conference (SUNYAC),sunyac,27,23.4,7.1,2.6,2.2,1.4,0.1,1.3,-0.1326195761525533,74
39,1552,2025-26,J Opare,Buffalo State,,State University of New York Athletic Conference (SUNYAC),sunyac,25,21.7,8.6,2.7,2.1,0.9,0.1,1.4,-0.141040437737961,74
40,1572,2025-26,T Hardy,Potsdam,,State University of New York Athletic Conference (SUNYAC),sunyac,25,23.7,10.5,3.6,1.1,0.8,0.3,2.0,-0.2086242497130334,74
41,1578,2025-26,B Kemokai,Potsdam,,State University of New York Athletic Conference (SUNYAC),sunyac,25,22.8,7.8,2.2,0.8,1.5,0.3,1.0,-0.2246282186574495,74
42,1681,2025-26,J Singh,Potsdam,,State University of New York Athletic Conference (SUNYAC),sunyac,25,23.6,8.6,3.2,1.6,1.4,0.2,2.1,-0.463093859130399,73
43,1694,2025-26,T Keane,New Paltz,,State University of New York Athletic Conference (SUNYAC),sunyac,26,28.9,4.5,4.2,3.0,1.6,0.1,1.8,-0.490845726627053,73
44,1743,2025-26,E Strong,Buffalo State,,State University of New York Athletic Conference (SUNYAC),sunyac,25,21.5,6.3,4.0,1.1,0.9,0.4,1.1,-0.5995748474424829,72
45,1882,2025-26,B Brown,Potsdam,,State University of New York Athletic Conference (SUNYAC),sunyac,25,27.0,6.0,2.6,1.3,1.9,0.2,1.6,-0.9172801435761008,70
46,1998,2025-26,P Evans,Oneonta,,State University of New York Athletic Conference (SUNYAC),sunyac,21,19.8,6.1,3.3,2.1,0.5,0.0,1.1,-1.1782287132757572,68
47,2096,2025-26,C Williams,Fredonia,,State University of New York Athletic Conference (SUNYAC),sunyac,25,20.2,7.0,2.6,1.4,0.5,0.1,1.1,-1.388970384361243,67
48,2101,2025-26,E Johnson Jr.,Canton,,State University of New York Athletic Conference (SUNYAC),sunyac,24,20.4,6.2,4.7,0.8,0.3,0.5,1.4,-1.4045502607793665,67
49,2109,2025-26,C Whyte-Luciano,Oswego,,State University of New York Athletic Conference (SUNYAC),sunyac,28,13.7,6.9,1.9,0.6,0.5,0.1,0.4,-1.429176576688657,67
50,2116,2025-26,E Baksh,Potsdam,,State University of New York Athletic Conference (SUNYAC),sunyac,24,24.4,8.8,4.7,1.3,0.8,0.2,2.8,-1.4381639589500592,67
51,2157,2025-26,X Leveille,Cortland,,State University of New York Athletic Conference (SUNYAC),sunyac,27,17.1,7.1,2.3,0.3,0.3,0.5,0.8,-1.5372807659991077,66
52,2198,2025-26,Z Johnson,Buffalo State,,State University of New York Athletic Conference (SUNYAC),sunyac,23,20.9,6.7,2.0,1.1,1.0,0.3,1.5,-1.6260168777766018,66
53,2210,2025-26,S Booth,Oneonta,,State University of New York Athletic Conference (SUNYAC),sunyac,26,17.3,6.6,2.8,0.3,0.3,0.0,0.3,-1.6548561934573485,66
54,2216,2025-26,R Wiggins,Morrisville,,State University of New York Athletic Conference (SUNYAC),sunyac,25,17.5,6.0,1.9,1.2,1.6,0.1,1.6,-1.6644242084265102,66
55,2255,2025-26,E Gbekou,Canton,,State University of New York Athletic Conference (SUNYAC),sunyac,25,19.8,7.7,1.4,1.1,0.5,0.0,1.0,-1.739383191907225,65
56,2259,2025-26,B Kopp,Fredonia,,State University of New York Athletic Conference (SUNYAC),sunyac,16,23.9,8.3,2.0,2.6,0.6,0.0,2.4,-1.7421639211134607,65
57,2289,2025-26,S Shury-Muse,Morrisville,,State University of New York Athletic Conference (SUNYAC),sunyac,16,11.9,4.6,3.9,0.6,0.5,0.1,0.5,-1.80505667917228,65
58,2299,2025-26,H Shabazz,Buffalo State,,State University of New York Athletic Conference (SUNYAC),sunyac,23,19.3,6.6,2.7,1.2,0.9,0.1,1.6,-1.8242875649518673,64
59,2310,2025-26,H Herlihy,Oneonta,,State University of New York Athletic Conference (SUNYAC),sunyac,26,20.0,4.7,2.8,1.2,0.4,0.1,0.5,-1.8495870598257933,64
60,2321,2025-26,T Borges,Morrisville,,State University of New York Athletic Conference (SUNYAC),sunyac,26,15.1,5.3,2.9,0.5,0.4,0.4,0.7,-1.86878791563036,64
61,2322,2025-26,G Armbrewster,Cortland,,State University of New York Athletic Conference (SUNYAC),sunyac,27,21.9,4.7,2.4,1.9,0.4,0.0,0.7,-1.875682815485444,64
62,2330,2025-26,D McKnight Jr.,Plattsburgh,,State University of New York Athletic Conference (SUNYAC),sunyac,25,19.0,5.6,2.0,0.6,0.6,0.5,0.9,-1.8914404794833464,64
63,2367,2025-26,D Brooks,Fredonia,,State University of New York Athletic Conference (SUNYAC),sunyac,17,18.1,6.2,3.0,0.8,0.4,0.2,1.1,-1.9612051122831515,64
64,2406,2025-26,T Cooper,Morrisville,,State University of New York Athletic Conference (SUNYAC),sunyac,22,14.1,4.5,3.2,0.5,0.5,0.3,0.6,-2.018050973132012,63
65,2442,2025-26,L Cox,Potsdam,,State University of New York Athletic Conference (SUNYAC),sunyac,24,11.4,4.3,2.7,0.1,0.2,0.8,0.5,-2.0885069934422713,63
66,2460,2025-26,O Sy,New Paltz,,State University of New York Athletic Conference (SUNYAC),sunyac,23,14.1,4.5,2.7,0.8,0.7,0.4,1.0,-2.11661946044632,62
67,2490,2025-26,B Cheng,Buffalo State,,State University of New York Athletic Conference (SUNYAC),sunyac,16,20.0,5.1,2.8,1.8,0.4,0.1,1.3,-2.180089601910426,62
68,2577,2025-26,C McDonald,Cortland,,State University of New York Athletic Conference (SUNYAC),sunyac,24,10.0,2.8,3.7,0.5,0.5,0.3,0.4,-2.3347401941701875,61
69,2608,2025-26,P Emling,Oswego,,State University of New York Athletic Conference (SUNYAC),sunyac,22,10.8,3.5,2.2,0.7,0.8,0.1,0.4,-2.397563935749087,60
70,2711,2025-26,C Hartig,Plattsburgh,,State University of New York Athletic Conference (SUNYAC),sunyac,26,14.4,3.2,3.3,0.4,0.4,0.3,0.5,-2.5884156229598134,59
71,2771,2025-26,W Beard,Buffalo State,,State University of New York Athletic Conference (SUNYAC),sunyac,22,12.4,4.3,1.9,0.5,0.6,0.1,0.6,-2.7265639572693585,58
72,2774,2025-26,J Douglas,Fredonia,,State University of New York Athletic Conference (SUNYAC),sunyac,24,12.4,4.9,2.6,0.4,0.2,0.5,1.1,-2.7359403445882133,58
73,2777,2025-26,B Ozen,Potsdam,,State University of New York Athletic Conference (SUNYAC),sunyac,23,13.8,4.5,2.6,0.3,0.1,0.4,0.7,-2.750368921198595,58
74,2810,2025-26,R Skvorc,Buffalo State,,State University of New York Athletic Conference (SUNYAC),sunyac,19,15.7,4.7,1.9,0.4,0.4,0.1,0.6,-2.8243331309806816,58
75,2851,2025-26,J Noelizaire,New Paltz,,State University of New York Athletic Conference (SUNYAC),sunyac,26,15.9,3.6,2.8,1.0,0.6,0.3,1.3,-2.8973107360736745,57
76,2934,2025-26,C Nastasi,Canton,,State University of New York Athletic Conference (SUNYAC),sunyac,21,16.3,5.1,2.2,0.7,0.6,0.0,1.3,-3.067305146353078,56
77,2953,2025-26,A Webb,Buffalo State,,State University of New York Athletic Conference (SUNYAC),sunyac,25,14.6,3.8,3.3,0.4,0.2,0.2,0.9,-3.1165152954745072,56
78,2961,2025-26,A Andrews,Fredonia,,State University of New York Athletic Conference (SUNYAC),sunyac,21,12.3,3.6,2.3,0.5,0.2,0.3,0.7,-3.1341684444054003,56
79,3000,2025-26,A Leonard,New Paltz,,State University of New York Athletic Conference (SUNYAC),sunyac,25,13.2,4.4,1.4,0.5,0.6,0.0,0.8,-3.2188377911416293,55
80,3050,2025-26,M Scott,Buffalo State,,State University of New York Athletic Conference (SUNYAC),sunyac,23,10.0,4.7,0.8,0.7,0.2,0.0,0.6,-3.3439238084120335,54
81,3091,2025-26,G Pacheco,Cortland,,State University of New York Athletic Conference (SUNYAC),sunyac,23,11.9,4.0,1.3,0.6,0.5,0.1,0.9,-3.4399291350473513,54
82,3161,2025-26,J Sidle,Canton,,State University of New York Athletic Conference (SUNYAC),sunyac,24,10.0,2.9,1.2,0.7,0.5,0.0,0.6,-3.665193442173434,53
83,3226,2025-26,K Laditan,Fredonia,,State University of New York Athletic Conference (SUNYAC),sunyac,25,14.9,2.0,3.7,0.8,0.4,0.2,1.4,-3.833532731729385,52
84,3227,2025-26,C Bastedo,Potsdam,,State University of New York Athletic Conference (SUNYAC),sunyac,16,11.3,2.0,1.2,1.0,0.5,0.0,0.6,-3.8444460994365146,52
85,3274,2025-26,J Francois,Canton,,State University of New York Athletic Conference (SUNYAC),sunyac,23,11.7,2.6,1.5,0.4,0.4,0.0,0.6,-3.988167882558648,51
86,3332,2025-26,M MacDonald,Fredonia,,State University of New York Athletic Conference (SUNYAC),sunyac,25,13.9,2.3,1.7,1.4,0.1,0.0,1.1,-4.234465846723438,51
