rank,global_rank,season,player_name,team,position,conference,conference_code,gp,mpg,ppg,rpg,apg,spg,bpg,tov_pg,composite_score,rating
13,514,2025-26,"Miller,Will",Ohio Northern,G,Ohio Athletic Conference (OAC),oac,27,28.96296296296296,15.63,4.26,1.96,1.56,0.07,2.1481481481481484,3.0781685365250957,88
14,604,2025-26,"Harris,Aiden",Ohio Northern,F,Ohio Athletic Conference (OAC),oac,27,26.14814814814815,13.15,4.56,1.44,1.52,0.33,1.5555555555555556,2.7501058553448914,87
15,636,2025-26,"Jones,Jarius",Otterbein,G,Ohio Athletic Conference (OAC),oac,25,20.64,12.96,5.08,1.92,1.4,0.04,1.64,2.5868338668607667,87
16,641,2025-26,"Finkenbine,McKane",Capital,G,Ohio Athletic Conference (OAC),oac,25,32.44,13.96,2.92,4.68,1.4,0.04,3.0,2.565915109665558,87
17,703,2025-26,"Mitchell,Chris",Capital,F,Ohio Athletic Conference (OAC),oac,25,26.24,9.44,9.12,2.12,1.4,0.48,2.44,2.3353612681655163,86
18,706,2025-26,"Guerra-Howard,Jaiden",Marietta,G,Ohio Athletic Conference (OAC),oac,25,28.36,12.32,4.08,4.32,0.92,0.32,2.64,2.3319751425886723,86
19,716,2025-26,"Wisniewski,Mason",Marietta,F,Ohio Athletic Conference (OAC),oac,25,23.84,11.4,6.64,0.76,0.68,0.8,1.36,2.282270068796868,86
20,778,2025-26,"Vazquez,Marcos",Heidelberg,G,Ohio Athletic Conference (OAC),oac,26,30.23076923076923,13.35,4.46,5.38,0.54,0.08,3.3846153846153846,2.0860661496698474,85
21,789,2025-26,Shaun Vaden,Mount Union,0,Ohio Athletic Conference (OAC),oac,26,15.26923076923077,4.81,4.35,0.54,0.5,3.38,1.0384615384615383,2.05689511727206,85
22,867,2025-26,"Golan,Ben",Wilmington,F,Ohio Athletic Conference (OAC),oac,24,22.875,10.63,4.0,1.25,0.63,1.17,1.3333333333333333,1.805885645674929,84
23,869,2025-26,Kevin Hamilton,Mount Union,*,Ohio Athletic Conference (OAC),oac,26,30.153846153846153,12.35,2.15,3.62,1.35,0.04,2.1538461538461537,1.799720680051561,84
24,893,2025-26,"Maag,Theo",Ohio Northern,F,Ohio Athletic Conference (OAC),oac,27,22.96296296296296,11.7,5.78,0.85,0.48,0.52,1.2592592592592593,1.7138486680210805,83
25,933,2025-26,"Gainey,Jarveil",Heidelberg,G,Ohio Athletic Conference (OAC),oac,26,24.653846153846153,12.15,5.73,0.46,0.5,0.27,1.0384615384615383,1.5685568094120763,83
26,935,2025-26,"Barrino,J'Allen",Muskingum,G,Ohio Athletic Conference (OAC),oac,13,22.692307692307693,10.77,5.38,2.62,1.08,0.15,2.076923076923077,1.5657899612671669,83
27,976,2025-26,"Pestello,AJ",Baldwin Wallace,F,Ohio Athletic Conference (OAC),oac,23,23.956521739130434,10.35,4.87,1.52,0.74,0.74,1.608695652173913,1.419272512253681,82
28,983,2025-26,"Bosma,Brady",Heidelberg,F,Ohio Athletic Conference (OAC),oac,27,31.59259259259259,10.59,4.22,1.04,0.63,0.3,0.6296296296296297,1.39154633172598,82
29,1045,2025-26,"Richardson,Isaac",Baldwin Wallace,F,Ohio Athletic Conference (OAC),oac,23,27.652173913043477,11.83,6.13,0.7,0.87,0.26,1.826086956521739,1.2028866491345578,81
30,1050,2025-26,"Emig,Owen",Muskingum,G,Ohio Athletic Conference (OAC),oac,26,29.846153846153847,16.04,2.38,1.88,0.62,0.12,2.576923076923077,1.1672936361355988,81
31,1072,2025-26,"Baskerville IV,Titus",Baldwin Wallace,G,Ohio Athletic Conference (OAC),oac,23,29.26086956521739,10.3,2.96,3.7,0.87,0.26,2.130434782608696,1.1052136309943608,81
32,1176,2025-26,"Tucker,Dallas",Capital,G,Ohio Athletic Conference (OAC),oac,23,26.08695652173913,11.13,2.57,2.0,1.13,0.17,1.6521739130434785,0.8541566866120993,79
33,1223,2025-26,"Devault,Brett",Muskingum,F,Ohio Athletic Conference (OAC),oac,26,22.5,4.92,5.65,1.81,1.15,0.77,1.0,0.7270122482357502,79
34,1266,2025-26,"Beech,Brock",Baldwin Wallace,G,Ohio Athletic Conference (OAC),oac,17,24.176470588235293,8.47,3.82,1.06,0.76,0.47,0.7058823529411765,0.6272576444216107,78
35,1288,2025-26,"Byers,Josh",Baldwin Wallace,G,Ohio Athletic Conference (OAC),oac,22,29.545454545454547,10.36,3.14,0.91,0.82,0.14,0.8181818181818182,0.589455354443785,78
36,1321,2025-26,"Theado,Dominic",Otterbein,F,Ohio Athletic Conference (OAC),oac,27,19.62962962962963,9.37,5.11,0.85,0.44,0.37,1.037037037037037,0.5026950978830398,78
37,1361,2025-26,"Mitchell,Julian",Capital,F,Ohio Athletic Conference (OAC),oac,23,29.39130434782609,10.61,2.74,1.04,0.57,0.3,1.0,0.3928512824990158,77
38,1365,2025-26,Kevin Moore,Mount Union,*,Ohio Athletic Conference (OAC),oac,26,26.192307692307693,8.92,3.69,0.88,0.81,0.42,0.9230769230769232,0.3893828174574734,77
39,1380,2025-26,"Garito,Chase",Otterbein,F,Ohio Athletic Conference (OAC),oac,27,19.03703703703704,9.0,3.7,1.41,0.3,0.78,1.2592592592592593,0.3623466858130122,77
40,1384,2025-26,"Scowden,Troy",Otterbein,F,Ohio Athletic Conference (OAC),oac,27,19.59259259259259,9.52,4.0,1.0,0.63,0.48,1.2592592592592593,0.3531003991793754,77
41,1391,2025-26,"Gossom,Riley",Heidelberg,F,Ohio Athletic Conference (OAC),oac,27,26.925925925925927,9.56,2.67,0.78,0.63,0.26,0.4814814814814814,0.3416095102792252,77
42,1433,2025-26,"Studer,Mason",Ohio Northern,G,Ohio Athletic Conference (OAC),oac,27,26.444444444444443,5.44,4.56,2.44,1.48,0.0,1.0740740740740742,0.229984792231206,76
43,1545,2025-26,"Miles,Carson",Wilmington,G,Ohio Athletic Conference (OAC),oac,26,21.692307692307693,6.12,2.69,1.54,1.27,0.35,0.7307692307692307,-0.1230288306121116,75
44,1547,2025-26,Caleb Laurich,Mount Union,*,Ohio Athletic Conference (OAC),oac,25,19.88,6.08,5.6,1.04,0.28,0.64,0.8,-0.1311266900867578,75
45,1634,2025-26,"Gaston,Conye",Ohio Northern,G,Ohio Athletic Conference (OAC),oac,26,16.76923076923077,8.08,3.0,1.42,0.96,0.27,1.3076923076923077,-0.3287398304411497,73
46,1650,2025-26,"Piatt-Brown,Carter",Otterbein,G,Ohio Athletic Conference (OAC),oac,27,25.185185185185187,4.78,4.41,2.44,0.85,0.37,1.1851851851851851,-0.3784426372060565,73
47,1752,2025-26,"Walker,Nathan",Muskingum,G,Ohio Athletic Conference (OAC),oac,26,22.46153846153846,6.54,4.0,0.92,0.69,0.19,0.6923076923076923,-0.6406658261452243,72
48,1764,2025-26,"Germany,Micah",Otterbein,G,Ohio Athletic Conference (OAC),oac,27,26.03703703703704,8.44,2.48,1.0,0.85,0.26,1.2222222222222223,-0.6714308823373103,72
49,1811,2025-26,"Gowen,Brody",Capital,C,Ohio Athletic Conference (OAC),oac,15,17.666666666666668,6.2,5.07,0.67,0.07,0.67,0.8666666666666667,-0.7656789951153651,71
50,1829,2025-26,"DeBrosse,Matt",Wilmington,G,Ohio Athletic Conference (OAC),oac,26,19.076923076923077,8.08,2.23,1.27,1.08,0.04,1.2307692307692308,-0.7965792640157087,71
51,1907,2025-26,Jarrett Taylor,Mount Union,0,Ohio Athletic Conference (OAC),oac,19,14.842105263157896,2.16,4.74,0.89,1.05,0.84,0.631578947368421,-0.9824099515504964,70
52,1910,2025-26,"Ceesay,Alieu",Muskingum,G,Ohio Athletic Conference (OAC),oac,22,20.40909090909091,7.68,3.09,1.32,0.86,0.32,1.681818181818182,-0.9924846262770212,70
53,1954,2025-26,"Huber,Reece",Otterbein,G,Ohio Athletic Conference (OAC),oac,21,21.095238095238095,4.57,3.67,1.24,0.71,0.33,0.6190476190476191,-1.093343929925513,69
54,2057,2025-26,"Green,Gabe",Wilmington,G,Ohio Athletic Conference (OAC),oac,26,20.03846153846154,7.19,2.54,0.77,0.85,0.08,1.0,-1.3182500696540111,68
55,2081,2025-26,"Langford,Noah",Ohio Northern,G,Ohio Athletic Conference (OAC),oac,27,22.25925925925926,4.56,2.93,2.07,0.96,0.04,1.0,-1.3589363822588207,67
56,2167,2025-26,"Reynolds,Myles",Baldwin Wallace,G,Ohio Athletic Conference (OAC),oac,23,16.304347826086957,7.78,2.48,1.09,0.57,0.0,1.2608695652173914,-1.5522824595001916,66
57,2207,2025-26,Dante Collier,Mount Union,0,Ohio Athletic Conference (OAC),oac,26,15.423076923076923,6.69,1.88,0.58,0.31,0.15,0.3846153846153846,-1.6465119462623974,66
58,2224,2025-26,"Towns,Phil",Muskingum,G,Ohio Athletic Conference (OAC),oac,26,16.0,7.19,1.42,2.12,0.69,0.0,1.5384615384615383,-1.6791374696680972,65
59,2292,2025-26,"Davies,Cade",Capital,G,Ohio Athletic Conference (OAC),oac,25,17.08,6.44,2.52,0.68,0.36,0.2,0.8,-1.8120241954393888,65
60,2387,2025-26,"McGuirt,Zach",Wilmington,F,Ohio Athletic Conference (OAC),oac,24,15.375,4.46,2.96,0.29,0.79,0.38,0.7083333333333334,-1.9912560399421413,63
61,2400,2025-26,"Perkins,Torrien",Capital,F,Ohio Athletic Conference (OAC),oac,10,18.0,6.1,2.8,1.1,0.6,0.2,1.4,-2.011948350665517,63
62,2420,2025-26,"Ensley,Kamran",Capital,C,Ohio Athletic Conference (OAC),oac,22,17.0,3.95,2.55,0.91,0.36,0.41,0.4545454545454545,-2.0386683277277404,63
63,2434,2025-26,"Solomon,Daiyaan",Baldwin Wallace,G,Ohio Athletic Conference (OAC),oac,19,15.736842105263158,4.0,3.16,0.95,0.68,0.0,0.5263157894736842,-2.0669521344595942,63
64,2489,2025-26,Jack Dunbar,Mount Union,0,Ohio Athletic Conference (OAC),oac,26,11.961538461538462,4.46,1.62,0.96,0.77,0.19,0.6153846153846154,-2.1782411302499938,62
65,2501,2025-26,"Collins,Trenton",Marietta,F,Ohio Athletic Conference (OAC),oac,23,19.60869565217391,4.09,3.61,0.52,0.43,0.3,0.6956521739130435,-2.210555351401859,62
66,2510,2025-26,"Carden,Darius",Marietta,G,Ohio Athletic Conference (OAC),oac,23,17.956521739130434,4.96,2.65,0.48,0.48,0.13,0.5652173913043478,-2.234072167551421,62
67,2651,2025-26,"Powell,Luke",Marietta,C,Ohio Athletic Conference (OAC),oac,25,14.76,4.08,3.8,0.28,0.12,0.76,1.08,-2.4564358717581625,60
68,2687,2025-26,"Crosby,Roman",Muskingum,F,Ohio Athletic Conference (OAC),oac,26,13.23076923076923,5.35,2.23,0.81,0.12,0.27,0.8846153846153846,-2.5349835608683637,59
69,2696,2025-26,"Griffith,Andrew",Baldwin Wallace,F,Ohio Athletic Conference (OAC),oac,23,16.565217391304348,4.65,1.22,1.52,0.3,0.13,0.7391304347826086,-2.549891404434097,59
70,2749,2025-26,"McClardy,Braylan",Baldwin Wallace,G,Ohio Athletic Conference (OAC),oac,23,14.391304347826088,3.52,2.09,0.83,0.52,0.09,0.4347826086956521,-2.672792930326677,58
71,2756,2025-26,"Darden,Terrell",Muskingum,F,Ohio Athletic Conference (OAC),oac,24,13.041666666666666,3.25,3.0,0.33,0.42,0.13,0.2916666666666667,-2.686580644917658,58
72,2871,2025-26,"Stuart,Bryce",Ohio Northern,G,Ohio Athletic Conference (OAC),oac,27,14.296296296296296,3.56,2.11,0.33,0.56,0.11,0.4444444444444444,-2.931457917149994,57
73,2940,2025-26,"Blake,Deuce",Marietta,G,Ohio Athletic Conference (OAC),oac,12,15.083333333333334,3.0,3.58,0.17,0.5,0.17,0.75,-3.0807821070530457,56
74,2981,2025-26,"Lawal,Abba",Heidelberg,F,Ohio Athletic Conference (OAC),oac,20,10.9,2.7,2.85,0.4,0.2,0.65,0.9,-3.1590683626481595,55
75,3170,2025-26,"Solomon,Ben",Marietta,G,Ohio Athletic Conference (OAC),oac,18,11.944444444444445,2.89,1.22,1.39,0.44,0.11,1.1111111111111112,-3.6917559186642497,53
76,3241,2025-26,"Molton,Adisa",Ohio Northern,G,Ohio Athletic Conference (OAC),oac,25,11.72,2.68,1.16,1.16,0.56,0.0,1.04,-3.9001456819584774,52
77,3250,2025-26,"Jarrett,Hayden",Marietta,G,Ohio Athletic Conference (OAC),oac,23,10.08695652173913,1.65,1.57,0.87,0.43,0.04,0.5652173913043478,-3.9274621825061313,52
78,3252,2025-26,"Morris,J.J.",Ohio Northern,F,Ohio Athletic Conference (OAC),oac,27,10.25925925925926,3.19,1.37,0.41,0.07,0.19,0.6666666666666666,-3.9358899086264167,52
79,3282,2025-26,"Timberlake,Nick",Baldwin Wallace,G,Ohio Athletic Conference (OAC),oac,15,10.0,3.07,0.8,0.07,0.27,0.0,0.2666666666666666,-4.013983608767672,51
