conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,composite_score,rank,rating,global_rank
ll,Liberty League (LL),2025-26,msoc,Vassar,"Tobolski, Arden",0,,21,20,20,0,0,36,69,38,16,11,1,1,3.45,1.8,1.9,0.55,0.8,25,1,1,0,4,2,4,0.2,22,0,2,0,1.1,0.1,0.0,0.0,0,,1527:00,0,0.0,0.0,,,,,,,,,,,,,,,,,20.22938668086531,1,99,9
ll,Liberty League (LL),2025-26,msoc,Vassar,"Fiske, Jared",0,,12,20,20,0,0,21,40,33,7,13,0,0,2.0,1.05,1.65,0.65,0.35,8,1,0,0,5,0,3,0.15,18,0,0,0,0.9,0.0,0.0,0.0,0,,1641:00,0,0.0,0.0,,,,,,,,,,,,,,,,,16.093944535980814,2,96,40
ll,Liberty League (LL),2025-26,msoc,Bard,"Betelu, Mateo",0,,10,13,13,0,0,22,56,18,4,7,3,3,4.31,1.69,1.38,0.538,0.308,15,0,1,0,1,5,2,0.154,24,0,3,0,1.85,0.23,0.0,0.0,0,,950:00,0,0.0,0.0,,,,,,,,,,,,,,,,,8.372828005591437,3,94,237
ll,Liberty League (LL),2025-26,msoc,Hobart,"Leitner, Brady",0,,10,18,18,0,0,25,40,19,1,9,1,0,2.22,1.39,1.06,0.5,0.056,16,3,0,0,2,2,4,0.222,42,0,7,0,2.33,0.39,0.0,0.0,0,,1269:00,0,0.0,0.0,,,,,,,,,,,,,,,,,8.016616289323315,4,93,282
ll,Liberty League (LL),2025-26,msoc,RIT,"Diallo, Idriss",0,,17,16,16,0,0,16,25,15,5,5,0,0,1.56,1.0,0.94,0.313,0.313,11,1,0,0,2,2,2,0.125,17,0,1,0,1.06,0.06,0.0,0.0,0,,1010:00,0,0.0,0.0,,,,,,,,,,,,,,,,,7.140215716040503,5,92,301
ll,Liberty League (LL),2025-26,msoc,Bard,"Olson, Emmett",0,,22,18,18,0,0,16,26,15,7,4,1,1,1.44,0.89,0.83,0.222,0.389,12,0,0,0,2,2,1,0.056,19,0,4,0,1.06,0.22,0.0,0.0,0,,1530:00,0,0.0,0.0,,,,,,,,,,,,,,,,,7.133284205036203,6,91,291
ll,Liberty League (LL),2025-26,msoc,St. Lawrence,"Petrone, Nicholas",0,,10,16,16,0,0,25,43,13,3,5,0,0,2.69,1.56,0.81,0.313,0.188,20,0,0,0,0,2,1,0.063,9,0,0,0,0.56,0.0,0.0,0.0,0,,1325:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.346067708568111,7,91,393
ll,Liberty League (LL),2025-26,msoc,RIT,"Dake, Selorm",0,,11,16,13,0,0,15,25,14,2,6,0,0,1.56,0.94,0.88,0.375,0.125,9,2,0,0,3,0,3,0.188,22,0,0,0,1.38,0.0,0.0,0.0,0,,1005:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.2608534145189525,8,90,422
ll,Liberty League (LL),2025-26,msoc,Hobart,"Phillips, Quinn",0,,5,19,19,0,0,18,51,14,4,5,2,2,2.68,0.95,0.74,0.263,0.211,13,2,0,0,0,5,0,0.0,26,0,4,0,1.37,0.21,0.0,0.0,0,,1373:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.258156866027538,9,90,402
ll,Liberty League (LL),2025-26,msoc,St. Lawrence,"Campbell, Ryan",0,,11,16,14,0,0,24,41,12,2,5,1,0,2.56,1.5,0.75,0.313,0.125,19,0,0,0,4,0,3,0.188,7,0,0,0,0.44,0.0,0.0,0.0,0,,1054:00,0,0.0,0.0,,,,,,,,,,,,,,,,,5.681984224126584,10,89,489
