conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,composite_score,rank,rating,global_rank
lec,Little East Conference (LEC),2025-26,mhockey,UMass Boston,"Strapon, Carson",,0,15,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.0,1,99,1
lec,Little East Conference (LEC),2025-26,mhockey,Western Connecticut,"Blassingame, Tylee",,0,21,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,8.0,6.0,14.0,0.571,0.75,0.0,1.0,-1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.1874632123784142,2,96,2
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Marcoux, Raphael",,0,2,26,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,0.0,0.0,0.0,,0.0,17.0,13.0,4.0,23.0,0.0,33.0,10.0,9.0,1.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,3,94,484
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Holland, Will",,0,3,26,23,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,18:00,0,0,0,0,0,0,9,0.0,0.0,0.0,,0.0,35.0,6.0,29.0,24.0,0.0,80.0,16.0,14.0,2.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,4,93,485
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Dion, Nolan",,0,6,26,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,7,14:00,0,0,0,0,0,0,7,0.0,0.0,0.0,,0.0,19.0,19.0,0.0,24.0,0.0,42.0,7.0,6.0,1.0,0.02,0.0,0.0,,,,,,,,,,,,,,,,,,,5,92,486
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Kramer, Joseph",,0,7,13,2,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,06:00,0,0,0,0,0,0,3,2.0,0.0,2.0,1.0,200.0,5.0,3.0,2.0,6.0,0.0,24.0,5.0,3.0,2.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,,6,91,487
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Woudenberg, Nolan",,0,8,26,1,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8,16:00,0,0,0,0,0,0,8,0.0,0.0,0.0,,0.0,15.0,10.0,5.0,14.0,0.0,34.0,7.0,5.0,2.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,,7,91,488
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Beals, CJ",,0,9,22,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,0.0,0.0,,0.0,12.0,8.0,4.0,11.0,0.0,29.0,5.0,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,8,90,489
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Andriole, Charlie",,0,10,26,23,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,8,16:00,0,0,0,0,0,0,8,0.0,1.0,1.0,0.0,0.0,36.0,4.0,32.0,25.0,0.0,79.0,18.0,10.0,8.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,9,89,490
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Cavanagh, Danny",,0,11,26,1,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,192.0,176.0,368.0,0.522,0.92,17.0,7.0,10.0,8.0,0.0,51.0,13.0,10.0,3.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,,10,89,491
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Umlah, Cam",,0,12,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,0.0,0.0,0.0,,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,11,88,492
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Pehrkon, Reid",,0,14,20,0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,06:00,0,0,0,0,0,0,3,24.0,23.0,47.0,0.511,0.96,11.0,10.0,1.0,6.0,0.0,32.0,5.0,2.0,3.0,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,,12,88,493
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Schmitt, Egan",,0,15,26,23,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,5,10:00,0,0,0,0,0,0,5,247.0,224.0,471.0,0.524,0.91,31.0,11.0,19.0,7.0,0.0,65.0,24.0,16.0,8.0,0.12,0.0,0.0,,,,,,,,,,,,,,,,,,,13,87,494
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Brown, Evan",,0,16,26,23,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,4,08:00,0,0,0,0,0,0,4,2.0,4.0,6.0,0.333,2.0,33.0,10.0,23.0,3.0,0.0,39.0,32.0,23.0,9.0,0.23,0.0,0.0,,,,,,,,,,,,,,,,,,,14,87,495
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Fallon, Jimmy",,0,17,26,23,0.0,,0.0,0.0,0.0,3.0,1.0,0.0,4.0,4.0,3.0,0,00:00,0,0,0,0,0,0,0,2.0,1.0,3.0,0.667,0.5,32.0,10.0,22.0,1.0,0.0,96.0,34.0,15.0,19.0,0.2,0.0,0.0,,,,,,,,,,,,,,,,,,,15,86,496
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Sibold, Sam",,0,18,21,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,13.0,12.0,25.0,0.52,0.92,8.0,8.0,0.0,10.0,0.0,33.0,5.0,4.0,1.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,16,86,497
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Driscoll, Ian",,0,19,26,2,0.0,,1.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,8,16:00,0,0,0,0,0,0,8,191.0,179.0,370.0,0.516,0.94,18.0,7.0,11.0,6.0,0.0,71.0,18.0,9.0,9.0,0.13,0.0,0.0,,,,,,,,,,,,,,,,,,,17,86,498
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Joslin, Cam",,0,20,26,0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6,12:00,0,0,0,0,0,0,6,122.0,133.0,255.0,0.478,1.09,19.0,13.0,6.0,15.0,0.0,34.0,11.0,8.0,3.0,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,,18,85,499
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Murphy, Ryan",,0,21,26,2,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3,06:00,0,0,0,0,0,0,3,20.0,17.0,37.0,0.541,0.85,14.0,9.0,5.0,5.0,0.0,49.0,18.0,13.0,5.0,0.1,0.0,0.0,,,,,,,,,,,,,,,,,,,19,85,500
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Grant, Brian",,0,22,25,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,06:00,0,0,0,0,0,0,3,0.0,0.0,0.0,,0.0,19.0,15.0,4.0,21.0,0.0,43.0,5.0,3.0,2.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,20,84,501
lec,Little East Conference (LEC),2025-26,mhockey,Babson,"Senier, Sean",,0,23,23,1,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1,02:00,0,0,0,0,0,0,1,9.0,5.0,14.0,0.643,0.56,10.0,7.0,3.0,3.0,0.0,38.0,9.0,2.0,7.0,0.18,0.0,0.0,,,,,,,,,,,,,,,,,,,21,84,502
