conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,composite_score,rank,rating,global_rank
mac,Middle Atlantic Conferences (MAC),2025-26,mhockey,Alvernia,"Terhaar, Jack",,0,2,25,8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,0.0,0.0,,0.0,23.0,14.0,9.0,24.0,0.0,28.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,1,99,790
mac,Middle Atlantic Conferences (MAC),2025-26,mhockey,Alvernia,"Henry, Matthew",,0,3,23,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4,08:00,0,0,0,0,0,0,4,0.0,0.0,0.0,,0.0,16.0,14.0,2.0,12.0,0.0,34.0,6.0,4.0,2.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,,2,95,791
mac,Middle Atlantic Conferences (MAC),2025-26,mhockey,Alvernia,"Saadeh, AJ",,0,5,19,2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,16:00,0,0,0,0,0,0,8,0.0,0.0,0.0,,0.0,7.0,8.0,-1.0,9.0,0.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,3,94,792
mac,Middle Atlantic Conferences (MAC),2025-26,mhockey,Alvernia,"Becnel, Charles",,0,7,19,1,0.0,,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0,00:00,0,0,0,0,0,0,0,22.0,31.0,53.0,0.415,1.41,10.0,13.0,-3.0,7.0,0.0,22.0,10.0,5.0,5.0,0.23,0.0,0.0,,,,,,,,,,,,,,,,,,,4,92,793
mac,Middle Atlantic Conferences (MAC),2025-26,mhockey,Alvernia,"Davies, Matthew",,0,8,23,6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,16:00,0,0,0,0,0,0,8,0.0,0.0,0.0,,0.0,16.0,15.0,1.0,13.0,0.0,35.0,8.0,8.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,5,91,794
mac,Middle Atlantic Conferences (MAC),2025-26,mhockey,Alvernia,"Laville, Jake",,0,9,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,6,90,795
mac,Middle Atlantic Conferences (MAC),2025-26,mhockey,Alvernia,"White, Will",,0,11,25,11,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6,12:00,0,0,0,0,0,0,6,0.0,0.0,0.0,,0.0,21.0,12.0,9.0,26.0,0.0,34.0,9.0,7.0,2.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,,7,90,796
mac,Middle Atlantic Conferences (MAC),2025-26,mhockey,Alvernia,"Imbriano, Matthew",,0,12,22,2,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7,25:00,0,0,1,0,0,1,5,150.0,157.0,307.0,0.489,1.05,9.0,8.0,1.0,15.0,0.0,43.0,7.0,4.0,3.0,0.07,0.0,0.0,,,,,,,,,,,,,,,,,,,8,89,797
mac,Middle Atlantic Conferences (MAC),2025-26,mhockey,Alvernia,"Servizzi, Vincent",,0,14,26,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,5.0,12.0,17.0,0.294,2.4,12.0,9.0,3.0,11.0,0.0,35.0,9.0,5.0,4.0,0.11,0.0,0.0,,,,,,,,,,,,,,,,,,,9,88,798
mac,Middle Atlantic Conferences (MAC),2025-26,mhockey,Alvernia,"Ochitwa, Lucas",,0,15,16,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,16:00,0,0,0,0,0,0,8,0.0,0.0,0.0,,0.0,7.0,10.0,-3.0,12.0,0.0,18.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,10,87,799
