conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,global_rank,rating
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Widener,"Matchett, Josh",0,,14,87,36,0.24,217.0,36.0,88.0,718.0,28.0,1647.0,0.0,22.0,75.0,285.0,0.0,0.0,21.0,3.0,100.0,58.0,7.0,52.0,6.0,142.0,4.0,1.01,8.25,1.15,0.67,0.25,1.63,3.52850414982598,75,84
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevenson,"Laukhuff,Tanner",0,,6,29,8,0.226,164.0,32.0,69.0,2.0,0.0,7.0,0.0,10.0,20.0,88.0,0.0,0.0,147.0,12.0,47.0,11.0,1.0,10.0,1.0,85.0,0.0,2.38,0.07,1.62,0.38,0.34,2.93,3.5096154118112737,76,83
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Valley Forge,"Confer, Clay",0,,11,73,38,0.196,454.0,86.0,175.0,17.0,9.0,137.0,0.0,34.0,33.0,235.0,0.0,0.0,329.0,22.0,131.0,17.0,5.0,10.0,7.0,221.0,0.0,2.4,0.23,1.79,0.23,0.47,3.03,3.496268123742941,77,83
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,NJCU,"Ayllon, Robert",0,,18,11,2,0.255,47.0,9.0,21.0,1.0,0.0,5.0,0.0,8.0,4.0,31.0,0.0,0.0,29.0,1.0,12.0,1.0,2.0,1.0,0.0,29.5,0.0,1.91,0.09,1.09,0.09,0.73,2.68,3.496251746018657,78,83
e8,Empire 8 (E8),2025-26,mvb,St. John Fisher,"Newman, Gavin",0,,8,94,66,0.195,118.0,18.0,41.0,850.0,15.0,1478.0,0.0,42.0,81.0,401.0,0.0,0.0,7.0,0.0,152.0,50.0,5.0,34.0,16.0,116.0,2.0,0.44,9.04,1.62,0.53,0.45,1.23,3.4933701284701666,79,83
skyline_conference,Skyline Conference,2025-26,mvb,Sarah Lawrence,"Buckley, Lucas",0,,14,78,59,0.179,435.0,86.0,164.0,18.0,0.0,77.0,0.0,45.0,64.0,273.0,0.0,0.0,396.0,37.0,119.0,29.0,7.0,21.0,8.0,227.5,0.0,2.1,0.23,1.53,0.37,0.58,2.92,3.4916037018705204,80,83
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Gallaudet University,Zachary Bippus,0,,9,73,55,0.099,624.0,135.0,197.0,11.0,5.0,101.0,0.0,11.0,42.0,240.0,0.0,0.0,242.0,14.0,148.0,46.0,10.0,41.0,5.0,233.5,0.0,2.7,0.15,2.03,0.63,0.15,3.2,3.4760958442510552,81,83
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,MSOE,"Clausz, Tommy",0,,12,92,43,0.34,376.0,53.0,181.0,11.0,1.0,69.0,0.0,19.0,55.0,340.0,0.0,0.0,28.0,0.0,76.0,98.0,8.0,74.0,24.0,261.0,0.0,1.97,0.12,0.83,1.07,0.21,2.84,3.4424700778304147,82,83
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Rutgers-Newark,"Roco, Massimo",0,,21,119,32,0.391,463.0,80.0,261.0,5.0,1.0,35.0,0.0,44.0,107.0,315.0,0.0,0.0,12.0,2.0,39.0,106.0,6.0,88.0,18.0,367.0,1.0,2.19,0.04,0.33,0.89,0.37,3.08,3.4069611443512846,83,83
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Thiel,"Lowell, Ben",0,,21,81,36,0.236,123.0,13.0,42.0,762.0,11.0,1656.0,0.0,25.0,64.0,304.0,0.0,0.0,6.0,1.0,142.0,45.0,8.0,38.0,7.0,93.0,0.0,0.52,9.41,1.75,0.56,0.31,1.15,3.4005905959249647,84,83
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Wisconsin,"Scott, Reid",0,,11,85,33,0.163,737.0,129.0,249.0,7.0,2.0,64.0,0.0,15.0,22.0,208.0,0.0,0.0,17.0,4.0,130.0,36.0,4.0,35.0,1.0,282.5,3.0,2.93,0.08,1.53,0.42,0.18,3.32,3.3993398055578137,85,83
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Geneva,"Puhl, Evan",0,,14,89,51,0.327,474.0,46.0,201.0,5.0,5.0,47.0,0.0,19.0,31.0,303.0,0.0,0.0,17.0,3.0,46.0,75.0,8.0,62.0,13.0,264.0,0.0,2.26,0.06,0.52,0.84,0.21,2.97,3.3944590125410303,86,82
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Saint Elizabeth University,"Ibezim, Kennedy",0,,5,84,41,0.221,447.0,91.0,190.0,8.0,4.0,79.0,0.0,35.0,77.0,218.0,0.0,0.0,16.0,0.0,55.0,52.0,15.0,30.0,22.0,262.0,0.0,2.26,0.1,0.65,0.62,0.42,3.12,3.363658661814658,87,82
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph College,"Beentjes, Mats",0,,17,99,48,0.216,716.0,111.0,266.0,11.0,4.0,81.0,0.0,24.0,35.0,354.0,0.0,0.0,504.0,21.0,209.0,34.0,2.0,25.0,9.0,311.5,0.0,2.69,0.11,2.11,0.34,0.24,3.15,3.3287663535804697,88,82
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Arcadia,"Clendening, Josh",0,,14,96,69,0.22,650.0,95.0,238.0,11.0,2.0,44.0,0.0,34.0,72.0,332.0,0.0,0.0,15.0,1.0,105.0,49.0,2.0,40.0,9.0,301.0,0.0,2.48,0.11,1.09,0.51,0.35,3.14,3.3258006124390116,89,82
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Widener,"Martino, Michael",0,,20,95,42,0.242,644.0,113.0,269.0,22.0,3.0,87.0,0.0,27.0,44.0,401.0,0.0,0.0,442.0,23.0,95.0,33.0,1.0,28.0,5.0,315.0,1.0,2.83,0.23,1.0,0.35,0.28,3.32,3.3204066794855867,90,82
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Rockford,"Dixon, Isaiah",0,,3,92,44,0.168,738.0,142.0,266.0,9.0,2.0,70.0,0.0,32.0,86.0,293.0,0.0,0.0,369.0,40.0,94.0,30.0,6.0,19.0,11.0,318.5,1.0,2.89,0.1,1.02,0.33,0.35,3.46,3.298096816222448,91,82
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Messiah,"Givens, Ryan",0,,22,94,58,0.429,366.0,38.0,195.0,3.0,2.0,28.0,0.0,32.0,64.0,234.0,0.0,0.0,1.0,1.0,30.0,75.0,4.0,59.0,16.0,272.5,0.0,2.07,0.03,0.32,0.8,0.34,2.9,3.2944894633740742,92,82
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Rockford,"Karpenko, Danny",0,,1,74,34,0.314,331.0,34.0,138.0,10.0,1.0,33.0,0.0,31.0,63.0,264.0,0.0,0.0,12.0,0.0,50.0,54.0,3.0,36.0,18.0,205.0,2.0,1.86,0.14,0.68,0.73,0.42,2.77,3.2940542985225516,93,82
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,King's,"Maskiell, Ben",0,,19,84,80,0.236,144.0,18.0,52.0,653.0,22.0,1543.0,0.0,54.0,70.0,383.0,0.0,0.0,6.0,0.0,113.0,16.0,5.0,13.0,3.0,115.5,0.0,0.62,7.77,1.35,0.19,0.64,1.38,3.2792099782818167,94,82
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Lakeland,"Busalacchi, Ben",0,,6,82,40,0.118,536.0,147.0,210.0,27.0,1.0,117.0,0.0,26.0,95.0,262.0,0.0,0.0,533.0,39.0,149.0,38.0,4.0,26.0,12.0,261.0,0.0,2.56,0.33,1.82,0.46,0.32,3.18,3.2170468471312157,95,82
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Pratt Institute,"Raymond, Jason",0,,14,68,29,0.133,460.0,86.0,147.0,2.0,1.0,50.0,0.0,34.0,42.0,244.0,0.0,0.0,208.0,22.0,96.0,23.0,3.0,18.0,5.0,195.0,0.0,2.16,0.03,1.41,0.34,0.5,2.87,3.2124614615535863,96,82
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Arcadia,"Gonzalez, Danny",0,,3,91,64,0.161,678.0,156.0,265.0,35.0,7.0,153.0,0.0,27.0,70.0,338.0,0.0,0.0,523.0,22.0,147.0,19.0,7.0,13.0,6.0,304.5,0.0,2.91,0.38,1.62,0.21,0.3,3.35,3.1568424285360837,97,81
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Grove City,"Malcolm, Tieg",0,,9,96,65,0.28,322.0,67.0,157.0,2.0,2.0,41.0,0.0,42.0,98.0,321.0,0.0,0.0,9.0,1.0,33.0,97.0,6.0,73.0,24.0,259.5,0.0,1.64,0.02,0.34,1.01,0.44,2.7,3.1408336820853484,98,81
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Chicago,"Mosher, Elijah",0,,11,104,43,0.344,157.0,18.0,72.0,1002.0,21.0,2502.0,0.0,13.0,44.0,353.0,0.0,0.0,9.0,1.0,262.0,45.0,3.0,41.0,4.0,109.5,5.0,0.69,9.63,2.52,0.43,0.13,1.05,3.110252478980798,99,81
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Long Island,"Piscitelli, Umberto",0,,10,9,3,0.259,54.0,7.0,21.0,2.0,0.0,10.0,0.0,4.0,7.0,33.0,0.0,0.0,56.0,5.0,21.0,0.0,0.0,0.0,0.0,25.0,0.0,2.33,0.22,2.33,0.0,0.44,2.78,3.0759342428579304,100,81
e8,Empire 8 (E8),2025-26,mvb,Poly,"Aubrey, Jason",0,,1,22,10,0.302,126.0,21.0,59.0,4.0,1.0,19.0,0.0,1.0,13.0,67.0,0.0,0.0,58.0,6.0,25.0,10.0,0.0,8.0,2.0,66.0,0.0,2.68,0.18,1.14,0.45,0.05,3.0,3.073672493482922,101,81
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Ramapo,"Meyer, JoJo",0,,19,96,30,0.273,132.0,11.0,47.0,991.0,13.0,2271.0,0.0,18.0,20.0,441.0,0.0,0.0,7.0,3.0,187.0,38.0,6.0,35.0,3.0,85.5,2.0,0.49,10.32,1.95,0.4,0.19,0.89,3.0666372852654717,102,81
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Messiah,"Sharp, Brandon",0,,9,100,59,0.478,113.0,5.0,59.0,1001.0,23.0,2038.0,0.0,8.0,19.0,432.0,0.0,0.0,11.0,2.0,183.0,54.0,9.0,46.0,8.0,98.0,1.0,0.59,10.01,1.83,0.54,0.08,0.98,3.065492877696987,103,81
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Ramapo,"Tracz, Jan",0,,1,99,30,0.391,363.0,41.0,183.0,4.0,2.0,37.0,0.0,47.0,91.0,408.0,0.0,0.0,5.0,1.0,66.0,64.0,12.0,48.0,16.0,270.0,0.0,1.85,0.04,0.67,0.65,0.47,2.73,3.06343486272658,104,81
e8,Empire 8 (E8),2025-26,mvb,Houghton,"Sproull, Elijah",0,,15,67,32,0.076,437.0,109.0,142.0,165.0,18.0,504.0,0.0,24.0,51.0,211.0,0.0,0.0,86.0,5.0,90.0,18.0,1.0,14.0,4.0,177.0,0.0,2.12,2.46,1.34,0.27,0.36,2.64,3.0048165786829317,105,81
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Ramapo,"Cascone, Brady",0,,17,89,27,0.2,689.0,147.0,285.0,12.0,2.0,69.0,0.0,16.0,65.0,271.0,0.0,0.0,428.0,15.0,116.0,15.0,4.0,8.0,7.0,312.0,0.0,3.2,0.13,1.3,0.17,0.18,3.51,3.0039750481471934,106,81
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Hiram,"Tani, Kekoa",0,,3,14,4,0.217,69.0,11.0,26.0,33.0,3.0,113.0,0.0,3.0,6.0,54.0,0.0,0.0,37.0,3.0,30.0,4.0,0.0,3.0,1.0,31.5,1.0,1.86,2.36,2.14,0.29,0.21,2.25,2.995125444576959,107,81
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Long Island,"Anderson, Tyler",0,,24,83,30,0.236,441.0,57.0,161.0,10.0,0.0,54.0,0.0,20.0,51.0,270.0,0.0,0.0,0.0,0.0,152.0,59.0,2.0,54.0,5.0,213.0,0.0,1.94,0.12,1.83,0.71,0.24,2.57,2.9769754902500396,108,80
skyline_conference,Skyline Conference,2025-26,mvb,Old Westbury,"Villamill, Damien",0,,9,75,49,0.136,557.0,71.0,147.0,14.0,5.0,116.0,0.0,37.0,28.0,287.0,0.0,0.0,325.0,28.0,153.0,17.0,4.0,15.0,2.0,193.5,0.0,1.96,0.19,2.04,0.23,0.49,2.58,2.9766219216456005,109,80
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Lynchburg,"Jackson, Bryce",0,,22,73,33,0.293,229.0,41.0,108.0,10.0,3.0,45.0,0.0,27.0,56.0,230.0,0.0,0.0,39.0,1.0,50.0,71.0,6.0,59.0,12.0,176.5,0.0,1.48,0.14,0.68,0.97,0.37,2.42,2.9622735195309913,110,80
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Saint Elizabeth University,"Peters, Kodi",0,,7,77,37,0.203,595.0,82.0,203.0,4.0,4.0,110.0,0.0,22.0,51.0,278.0,0.0,0.0,423.0,26.0,138.0,13.0,4.0,13.0,0.0,231.5,0.0,2.64,0.05,1.79,0.17,0.29,3.01,2.9527670382153746,111,80
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Long Island,"Foglia, Hank",0,,20,85,30,0.399,326.0,45.0,175.0,3.0,1.0,21.0,0.0,0.0,2.0,3.0,0.0,0.0,10.0,0.0,16.0,96.0,3.0,82.0,14.0,230.0,0.0,2.06,0.04,0.19,1.13,0.0,2.71,2.9387803543097677,112,80
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Roanoke College,"Cummins, Michael",0,,23,111,51,0.199,749.0,139.0,288.0,12.0,4.0,71.0,0.0,33.0,85.0,435.0,0.0,0.0,483.0,20.0,169.0,43.0,3.0,37.0,6.0,345.5,0.0,2.59,0.11,1.52,0.39,0.3,3.11,2.9136841782457688,113,80
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevenson,"Pezzino,Anthony",0,,18,63,33,0.139,459.0,107.0,171.0,12.0,1.0,39.0,0.0,5.0,31.0,199.0,0.0,0.0,407.0,15.0,126.0,25.0,2.0,22.0,3.0,190.0,0.0,2.71,0.19,2.0,0.4,0.08,3.02,2.9119569823440257,114,80
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,St. Norbert,"Whitney, Michael",0,,20,83,33,0.17,165.0,26.0,54.0,747.0,15.0,1725.0,0.0,26.0,80.0,268.0,0.0,0.0,4.0,1.0,134.0,31.0,7.0,22.0,9.0,100.0,2.0,0.65,9.0,1.61,0.37,0.31,1.2,2.911736088009616,115,80
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Dominican,"Dahman, Tanner",0,,10,76,32,0.247,421.0,66.0,170.0,10.0,2.0,78.0,0.0,29.0,65.0,241.0,0.0,0.0,349.0,19.0,118.0,23.0,4.0,20.0,3.0,212.0,0.0,2.24,0.13,1.55,0.3,0.38,2.79,2.879943051736202,116,80
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Kean,"Pugliano, Danny",0,,15,84,24,0.343,388.0,67.0,200.0,10.0,2.0,36.0,0.0,17.0,47.0,249.0,0.0,0.0,17.0,0.0,42.0,52.0,2.0,48.0,4.0,245.0,1.0,2.38,0.12,0.5,0.62,0.2,2.92,2.870451424770265,117,80
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,MSOE,"Rings, Parker",0,,16,96,42,0.166,151.0,16.0,41.0,924.0,16.0,2301.0,0.0,12.0,17.0,451.0,0.0,0.0,1.0,1.0,186.0,53.0,2.0,48.0,5.0,82.0,2.0,0.43,9.63,1.94,0.55,0.13,0.85,2.8615418910793022,118,80
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Marian,"Calderon,Adrian",0,,9,89,32,0.199,597.0,123.0,242.0,15.0,0.0,46.0,0.0,16.0,56.0,118.0,0.0,0.0,311.0,19.0,141.0,31.0,3.0,23.0,8.0,277.5,0.0,2.72,0.17,1.58,0.35,0.18,3.12,2.8614478985213863,119,80
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Wisconsin,"Beres, Lucas",0,,15,85,31,0.294,299.0,47.0,135.0,4.0,1.0,27.0,0.0,22.0,54.0,294.0,0.0,0.0,18.0,0.0,36.0,90.0,9.0,68.0,22.0,213.0,1.0,1.59,0.05,0.42,1.06,0.26,2.51,2.8420975757733817,120,79
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Grove City,"Kessler, Andrew",0,,19,93,61,0.249,362.0,73.0,163.0,7.0,2.0,29.0,0.0,21.0,59.0,268.0,0.0,0.0,0.0,0.0,50.0,96.0,15.0,70.0,26.0,245.0,0.0,1.75,0.08,0.54,1.03,0.23,2.63,2.8394890740108543,121,79
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph-Macon College,"Van Essendelft, Phillip",0,,11,87,40,0.388,356.0,44.0,182.0,14.0,1.0,49.0,0.0,15.0,32.0,289.0,0.0,0.0,2.0,0.0,44.0,67.0,3.0,59.0,8.0,234.5,0.0,2.09,0.16,0.51,0.77,0.17,2.7,2.8186797334840294,122,79
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Hiram,Matthew Albano,0,,17,96,41,0.232,155.0,14.0,50.0,904.0,26.0,2078.0,0.0,22.0,39.0,377.0,0.0,0.0,6.0,0.0,174.0,36.0,8.0,33.0,3.0,91.5,0.0,0.52,9.42,1.81,0.38,0.23,0.95,2.8101356309255303,123,79
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Roanoke College,"Rutkowski, Jackson",0,,1,100,50,0.182,693.0,146.0,272.0,15.0,3.0,59.0,0.0,27.0,56.0,294.0,0.0,0.0,406.0,14.0,116.0,30.0,3.0,26.0,4.0,316.0,1.0,2.72,0.15,1.16,0.3,0.27,3.16,2.7944835299236703,124,79
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Thiel,"Proudfoot, Kaleb",0,,51,107,48,0.413,484.0,42.0,242.0,3.0,0.0,28.0,0.0,2.0,7.0,35.0,0.0,0.0,3.0,0.0,35.0,89.0,15.0,58.0,31.0,304.0,0.0,2.26,0.03,0.33,0.83,0.02,2.84,2.778682290943231,125,79
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Lancaster Bible College,"Hoover, Carson",0,,8,59,27,0.258,330.0,66.0,151.0,7.0,0.0,32.0,0.0,14.0,34.0,207.0,0.0,0.0,243.0,7.0,86.0,11.0,1.0,9.0,2.0,171.5,0.0,2.56,0.12,1.46,0.19,0.24,2.91,2.7537600858903253,126,79
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Thiel,"Dies, Jake",0,,13,66,30,0.227,309.0,59.0,129.0,12.0,1.0,54.0,0.0,17.0,36.0,227.0,0.0,0.0,16.0,1.0,70.0,42.0,1.0,33.0,9.0,171.5,0.0,1.95,0.18,1.06,0.64,0.26,2.6,2.747362678116507,127,79
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,King's,"Bousquet, Greg",0,,17,84,73,0.2,496.0,88.0,187.0,13.0,3.0,63.0,0.0,11.0,31.0,239.0,0.0,0.0,155.0,14.0,135.0,50.0,10.0,30.0,20.0,233.0,0.0,2.23,0.15,1.61,0.6,0.13,2.77,2.746898515555731,128,79
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Gallaudet University,Troy Holcomb,0,,12,80,59,0.189,228.0,23.0,66.0,498.0,20.0,1792.0,0.0,25.0,57.0,289.0,0.0,0.0,18.0,2.0,173.0,33.0,7.0,32.0,1.0,108.0,2.0,0.83,6.23,2.16,0.41,0.31,1.35,2.7453644250122893,129,79
skyline_conference,Skyline Conference,2025-26,mvb,Mount Saint Vincent,"Barrancos, Matthew",0,,8,42,52,0.022,93.0,26.0,28.0,258.0,24.0,860.0,0.0,18.0,38.0,143.0,0.0,0.0,6.0,4.0,68.0,17.0,8.0,17.0,0.0,54.5,2.0,0.67,6.14,1.62,0.4,0.43,1.3,2.7428483012901896,130,79
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Rutgers-Newark,"Solodky, Alex",0,,20,63,16,0.16,381.0,102.0,163.0,10.0,2.0,37.0,0.0,12.0,24.0,200.0,0.0,0.0,262.0,9.0,74.0,22.0,2.0,21.0,1.0,186.5,0.0,2.59,0.16,1.17,0.35,0.19,2.96,2.7397195333966424,131,79
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Arcadia,"Kodidek, Riley",0,,9,94,68,0.185,124.0,22.0,45.0,827.0,21.0,1995.0,0.0,25.0,98.0,356.0,0.0,0.0,15.0,3.0,212.0,41.0,2.0,35.0,6.0,93.5,1.0,0.48,8.8,2.26,0.44,0.27,0.99,2.7139522233950255,132,78
skyline_conference,Skyline Conference,2025-26,mvb,Mount Saint Vincent,"Hanna, Tyler",0,,11,47,51,0.258,182.0,31.0,78.0,3.0,2.0,25.0,0.0,18.0,30.0,110.0,0.0,0.0,2.0,2.0,14.0,33.0,4.0,26.0,7.0,116.0,1.0,1.66,0.06,0.3,0.7,0.38,2.47,2.7064206355340708,133,78
pac,Presidents Athletic Conference (PAC),2025-26,mvb,Saint Vincent,Jackson Genicola,0,,6,88,78,0.101,159.0,31.0,47.0,724.0,23.0,1874.0,0.0,30.0,64.0,375.0,0.0,0.0,10.0,2.0,223.0,24.0,4.0,22.0,2.0,90.0,2.0,0.53,8.23,2.53,0.27,0.34,1.02,2.702214855828964,134,78
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,Rutgers-Newark,"Suarez, Michael",0,,23,93,26,0.18,646.0,151.0,267.0,14.0,1.0,52.0,0.0,13.0,64.0,224.0,0.0,0.0,501.0,21.0,100.0,36.0,4.0,32.0,4.0,300.0,1.0,2.87,0.15,1.08,0.39,0.14,3.23,2.6847466199637164,135,78
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Virginia Wesleyan,"Harris, Christian",0,,11,83,33,0.207,551.0,107.0,221.0,17.0,2.0,65.0,0.0,13.0,37.0,281.0,0.0,0.0,524.0,24.0,122.0,24.0,3.0,18.0,6.0,249.0,3.0,2.66,0.2,1.47,0.29,0.16,3.0,2.6771610887552284,136,78
njac,New Jersey Athletic Conference (NJAC),2025-26,mvb,NJCU,"Casais, Alex",0,,22,97,31,0.119,135.0,21.0,37.0,992.0,21.0,2148.0,0.0,24.0,36.0,421.0,0.0,0.0,4.0,1.0,157.0,30.0,2.0,27.0,3.0,77.5,5.0,0.38,10.23,1.62,0.31,0.25,0.8,2.650103949716155,137,78
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,mvb,Pratt Institute,"Wang, Max",0,,10,67,31,0.058,414.0,96.0,120.0,42.0,8.0,185.0,0.0,32.0,35.0,216.0,0.0,0.0,334.0,23.0,140.0,15.0,1.0,10.0,5.0,162.0,0.0,1.79,0.63,2.09,0.22,0.48,2.42,2.6486639842333983,138,78
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Wisconsin Lutheran,"Wempner, Drew",0,,15,99,47,0.287,453.0,61.0,191.0,9.0,3.0,66.0,0.0,24.0,59.0,288.0,0.0,0.0,2.0,0.0,52.0,74.0,5.0,44.0,30.0,267.0,0.0,1.93,0.09,0.53,0.75,0.24,2.7,2.6378567604565517,139,78
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,St. Norbert,"Kornaus, Kaden",0,,8,82,34,0.186,597.0,121.0,232.0,15.0,1.0,74.0,0.0,10.0,38.0,275.0,0.0,0.0,524.0,20.0,124.0,20.0,2.0,15.0,5.0,254.5,0.0,2.83,0.18,1.51,0.24,0.12,3.1,2.6356109848625873,140,78
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevenson,"Farrell,Brian",0,,10,18,6,0.242,62.0,16.0,31.0,0.0,0.0,4.0,0.0,2.0,4.0,32.0,0.0,0.0,0.0,0.0,9.0,17.0,0.0,12.0,5.0,44.0,0.0,1.72,0.0,0.5,0.94,0.11,2.44,2.6329390530048347,141,78
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Eastern Mennonite University,"Odom, Daeman",0,,17,100,44,0.308,400.0,41.0,164.0,4.0,0.0,22.0,0.0,14.0,32.0,192.0,0.0,0.0,2.0,0.0,23.0,110.0,3.0,84.0,26.0,246.0,0.0,1.64,0.04,0.23,1.1,0.14,2.46,2.6277553145610177,142,78
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Randolph-Macon College,"Matthews, Bryce",0,,35,92,46,0.19,646.0,104.0,227.0,8.0,1.0,40.0,0.0,8.0,46.0,272.0,0.0,0.0,1.0,0.0,137.0,50.0,3.0,43.0,7.0,263.5,0.0,2.47,0.09,1.49,0.54,0.09,2.86,2.598688788232599,143,78
e8,Empire 8 (E8),2025-26,mvb,St. John Fisher,"Baker, Jake",0,,9,27,22,0.221,181.0,30.0,70.0,7.0,1.0,21.0,0.0,2.0,14.0,77.0,0.0,0.0,127.0,4.0,41.0,6.0,0.0,4.0,2.0,76.0,0.0,2.59,0.26,1.52,0.22,0.07,2.81,2.5928668655914886,144,78
skyline_conference,Skyline Conference,2025-26,mvb,St. Joseph's-Long Island,"Kerns, Declan",0,,13,13,2,0.367,49.0,6.0,24.0,2.0,1.0,9.0,0.0,4.0,4.0,45.0,0.0,0.0,32.0,0.0,22.0,4.0,0.0,4.0,0.0,30.0,0.0,1.85,0.15,1.69,0.31,0.31,2.31,2.579858836354578,145,78
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,Concordia Wisconsin,"Kolozsy, Owen",0,,14,57,18,0.126,357.0,73.0,118.0,25.0,1.0,94.0,0.0,11.0,49.0,186.0,0.0,0.0,378.0,22.0,107.0,28.0,3.0,25.0,3.0,144.5,0.0,2.07,0.44,1.88,0.49,0.19,2.54,2.568581705090362,146,77
mac,Middle Atlantic Conferences (MAC),2025-26,mvb,Stevens,"Olcott, Alex",0,,21,71,26,0.235,443.0,67.0,171.0,15.0,1.0,60.0,0.0,9.0,47.0,296.0,0.0,0.0,417.0,22.0,128.0,25.0,3.0,19.0,6.0,195.5,0.0,2.41,0.21,1.8,0.35,0.13,2.75,2.5527261259018355,147,77
odac,Old Dominion Athletic Conference (ODAC),2025-26,mvb,Virginia Wesleyan,"Brinkley, Landon",0,,18,72,17,0.226,368.0,74.0,157.0,9.0,1.0,53.0,0.0,23.0,40.0,261.0,0.0,0.0,309.0,12.0,103.0,20.0,2.0,17.0,3.0,191.5,0.0,2.18,0.13,1.43,0.28,0.32,2.66,2.5403251269847997,148,77
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvb,St. Norbert,"Nelson, Kade",0,,6,84,32,0.34,288.0,32.0,130.0,4.0,2.0,31.0,0.0,30.0,53.0,321.0,0.0,0.0,4.0,1.0,48.0,61.0,4.0,43.0,18.0,199.5,1.0,1.55,0.05,0.57,0.73,0.36,2.38,2.524623169008156,149,77
