conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,rank,rating,global_rank
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Endicott College,"Shinney,Emma",0,G,05,26,26,150,338,13,54,126,68,381,11,67,155,927,29,156,185,59,1,89,0,0,0.44,0.24,0.54,14.65,7.12,5.96,2.58,0.42,3.423076923076923,12.826676330323878,1,99,35
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Roger Williams University,"Coppola,Sophia",0,G,01,26,26,122,340,30,95,107,82,356,57,25,17,734,56,125,181,48,0,54,0,0,0.36,0.32,0.77,13.69,6.96,0.65,0.96,2.19,2.076923076923077,9.787521491688729,2,95,206
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Nichols College,Alyvia Smith,0,*,1,25,25,141,396,73,224,69,54,409,10,39,22,819,24,77,101,51,1,48,0,0,0.36,0.33,0.78,16.36,4.04,0.88,1.56,0.4,1.92,9.404127742171669,3,93,215
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Suffolk University,"Bono, Allison",0,g,03,24,24,132,281,6,28,63,45,315,10,40,65,805,49,137,186,60,0,85,1,0,0.47,0.21,0.71,13.13,7.75,2.71,1.67,0.42,3.5416666666666665,9.273838301494827,4,91,226
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Western New England University,"Hedge,Sophie",0,G,10,27,27,126,303,61,151,72,62,375,5,26,48,777,45,129,174,62,0,55,0,0,0.42,0.4,0.86,13.89,6.44,1.78,0.96,0.19,2.037037037037037,8.785064357653596,5,90,279
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Wentworth Institute of Technology,Taylor Garabedian,0,*,35,23,23,101,302,5,34,124,78,285,12,34,52,895,63,166,229,46,0,94,0,0,0.33,0.15,0.63,12.39,9.96,2.26,1.48,0.52,4.086956521739131,8.497647031233564,6,89,338
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,University of Hartford,"Naszimento,Ava",0,C,15,23,21,114,230,0,0,102,60,288,13,30,46,619,54,72,126,54,1,56,1,0,0.5,0.0,0.59,12.52,5.48,2.0,1.3,0.57,2.4347826086956523,8.30282682938627,7,88,346
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Western New England University,"Blasetti,Perry",0,G,01,27,27,110,238,22,70,78,51,293,15,36,60,791,76,120,196,62,0,48,2,0,0.46,0.31,0.65,10.85,7.26,2.22,1.33,0.56,1.7777777777777777,8.295591974980592,8,87,348
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Gordon College,"Ciccarello,Woynitu",0,G,02,25,25,110,370,55,217,72,56,331,4,46,38,715,14,70,84,55,1,44,2,0,0.3,0.25,0.78,13.24,3.36,1.52,1.84,0.16,1.76,7.517668347500911,9,86,459
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Gordon College,"McGarvey,Leah",0,G,34,25,25,124,290,14,45,101,71,333,6,31,34,789,44,56,100,60,0,58,2,0,0.43,0.31,0.7,13.32,4.0,1.36,1.24,0.24,2.32,7.39150027709251,10,86,474
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,University of Hartford,"Sabia,Lauren",0,G,20,21,6,89,202,26,77,48,30,234,6,27,30,554,27,100,127,30,0,36,0,0,0.44,0.34,0.63,11.14,6.05,1.43,1.29,0.29,1.7142857142857142,7.225553947881875,11,85,498
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Western New England University,"Winter,Paige",0,G,21,28,28,80,192,49,123,35,21,230,11,55,136,877,18,66,84,45,0,58,2,0,0.42,0.4,0.6,8.21,3.0,4.86,1.96,0.39,2.0714285714285716,6.95310411245323,12,84,546
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Endicott College,"Wladkowski,Tricia",0,F,25,25,17,95,209,12,39,46,34,236,16,23,39,645,44,107,151,65,0,30,1,0,0.45,0.31,0.74,9.44,6.04,1.56,0.92,0.64,1.2,6.680919780616801,13,83,595
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Suffolk University,"Moreau, Jordan",0,g,23,22,22,89,249,22,84,82,68,268,9,19,36,748,28,66,94,46,0,62,1,0,0.36,0.26,0.83,12.18,4.27,1.64,0.86,0.41,2.8181818181818183,6.382413147690673,14,83,650
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Endicott College,"Bracey,Aleah",0,G,03,26,26,114,276,61,158,51,41,330,4,16,18,851,12,66,78,36,0,38,0,0,0.41,0.39,0.8,12.69,3.0,0.69,0.62,0.15,1.4615384615384615,6.186290967523652,15,82,666
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,University of Hartford,"Marchesani,Ella",0,G,00,27,25,102,270,57,146,91,68,329,5,28,17,757,13,73,86,90,0,56,7,0,0.38,0.39,0.75,12.19,3.19,0.63,1.04,0.19,2.074074074074074,5.738013114541266,16,82,758
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Nichols College,Summer Klein,0,*,10,19,17,61,143,14,43,37,28,164,4,39,28,385,22,65,87,40,0,33,1,0,0.43,0.33,0.76,8.63,4.58,1.47,2.05,0.21,1.736842105263158,5.526786369036225,17,81,817
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Nichols College,Adriana Romano,0,*,11,25,25,81,235,8,31,62,35,205,1,54,85,681,26,96,122,46,0,79,0,0,0.34,0.26,0.56,8.2,4.88,3.4,2.16,0.04,3.16,5.477305977196736,18,81,840
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,University of New England,Sydney Jenisch,0,*,23,26,25,105,315,27,98,48,38,275,1,32,27,672,37,52,89,37,0,38,1,0,0.33,0.28,0.79,10.58,3.42,1.04,1.23,0.04,1.4615384615384615,5.288962584049055,19,80,866
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,University of New England,Gabby Soter,0,*,10,26,26,47,153,19,87,60,49,162,6,53,58,665,32,105,137,63,0,22,0,0,0.31,0.22,0.82,6.23,5.27,2.23,2.04,0.23,0.8461538461538461,4.988424998232524,20,79,950
ccc,The Commonwealth Coast Conference (CCC),2025-26,wbball,Endicott College,"Wallin,Tenley",0,G,02,26,26,103,257,24,92,36,23,253,4,19,42,843,22,70,92,51,0,49,0,0,0.4,0.26,0.64,9.73,3.54,1.62,0.73,0.15,1.8846153846153846,4.918869479725053,21,79,937
