conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,rank,rating,global_rank
mwc,Midwest Conference (MWC),2025-26,wbball,Knox,"Medina,Bria",0,G,50,26,26,197,420,21,59,229,199,614,5,70,104,937,25,114,139,73,0,97,1,0,0.47,0.36,0.87,23.62,5.35,4.0,2.69,0.19,3.730769230769231,15.055412425842524,1,99,3
mwc,Midwest Conference (MWC),2025-26,wbball,Cornell College,"Knowles,Erin",0,F,4,25,25,171,373,19,74,179,129,490,29,40,43,790,52,120,172,57,0,87,1,0,0.46,0.26,0.72,19.6,6.88,1.72,1.6,1.16,3.48,11.918442815970739,2,94,31
mwc,Midwest Conference (MWC),2025-26,wbball,Illinois Col.,"Patterson,Jayln",0,F,34,25,25,141,313,17,66,91,64,363,36,30,34,622,70,102,172,83,0,51,6,0,0.45,0.26,0.7,14.52,6.88,1.36,1.2,1.44,2.04,9.495979543473585,3,92,132
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Havlovitz,Laney",0,G,3,27,26,129,271,19,69,141,97,374,2,80,107,800,37,85,122,51,0,82,0,0,0.48,0.28,0.69,13.85,4.52,3.96,2.96,0.07,3.037037037037037,9.436877216795299,4,91,135
mwc,Midwest Conference (MWC),2025-26,wbball,Knox,"Nidez Acuña,Nayeli",0,F,0,26,26,142,277,4,20,99,72,360,25,51,44,822,43,136,179,72,0,70,0,0,0.51,0.2,0.73,13.85,6.88,1.69,1.96,0.96,2.6923076923076925,9.139676265351293,5,90,166
mwc,Midwest Conference (MWC),2025-26,wbball,Knox,"Callahan,Kylee",0,G,31,26,26,135,325,13,67,70,52,335,8,63,99,868,50,118,168,71,0,101,3,0,0.42,0.19,0.74,12.88,6.46,3.81,2.42,0.31,3.8846153846153846,8.610499205185002,6,89,214
mwc,Midwest Conference (MWC),2025-26,wbball,Lawrence,"Adams,Kate",0,G,15,25,23,123,327,68,198,87,68,382,18,61,23,782,22,65,87,51,0,46,0,0,0.38,0.34,0.78,15.28,3.48,0.92,2.44,0.72,1.84,8.526485405801433,7,88,213
mwc,Midwest Conference (MWC),2025-26,wbball,Beloit,"Johnson,Hailey",0,F,25,25,24,113,281,17,65,121,95,338,39,31,34,786,51,128,179,74,0,78,4,0,0.4,0.26,0.79,13.52,7.16,1.36,1.24,1.56,3.12,8.310987338726674,8,87,250
mwc,Midwest Conference (MWC),2025-26,wbball,Lawrence,"Brennan,Charlotte",0,G,11,26,26,99,249,9,51,82,67,274,7,44,126,815,30,75,105,56,0,62,0,0,0.4,0.18,0.82,10.54,4.04,4.85,1.69,0.27,2.3846153846153846,7.526580376068309,9,86,353
mwc,Midwest Conference (MWC),2025-26,wbball,Monmouth (IL),"Goodrich,Ella",0,F,25,10,10,40,101,4,16,55,33,117,4,23,10,264,22,53,75,29,1,27,1,0,0.4,0.25,0.6,11.7,7.5,1.0,2.3,0.4,2.7,7.001768004979927,10,85,422
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Van Horn,Halle",0,G,31,24,23,96,193,4,23,53,44,240,25,31,42,606,60,98,158,58,0,47,3,0,0.5,0.17,0.83,10.0,6.58,1.75,1.29,1.04,1.9583333333333333,6.8950414140473,11,84,450
mwc,Midwest Conference (MWC),2025-26,wbball,Lawrence,"Morey,Sophie",0,F,24,27,27,111,225,0,0,98,73,295,24,24,35,686,74,85,159,44,0,41,0,0,0.49,0.0,0.74,10.93,5.89,1.3,0.89,0.89,1.5185185185185186,6.801843904089715,12,83,458
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Schlieve,Sophie",0,F,40,27,26,103,234,1,2,91,65,272,34,43,26,614,87,103,190,69,0,58,0,0,0.44,0.5,0.71,10.07,7.04,0.96,1.59,1.26,2.1481481481481484,6.603587044512812,13,83,502
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Rauwolf,Natalie",0,G,11,27,27,115,253,52,104,28,20,302,6,41,36,695,36,54,90,43,0,36,0,0,0.45,0.5,0.71,11.19,3.33,1.33,1.52,0.22,1.3333333333333333,5.918896423097724,14,82,599
mwc,Midwest Conference (MWC),2025-26,wbball,Monmouth (IL),"Stearns,Kynlee",0,G,2,25,25,100,298,20,90,113,77,297,1,35,54,779,13,100,113,52,0,72,0,0,0.34,0.22,0.68,11.88,4.52,2.16,1.4,0.04,2.88,5.820290195432566,15,81,621
mwc,Midwest Conference (MWC),2025-26,wbball,Illinois Col.,"Oestreicher,Kallie",0,G,0,25,25,101,263,53,139,40,30,285,4,39,49,628,8,55,63,36,0,59,0,0,0.38,0.38,0.75,11.4,2.52,1.96,1.56,0.16,2.36,5.345855275289828,16,81,701
mwc,Midwest Conference (MWC),2025-26,wbball,Ripon,"Nelson,Karsyn",0,G,4,25,24,92,237,9,30,57,41,234,8,52,50,628,33,56,89,63,0,46,2,0,0.39,0.3,0.72,9.36,3.56,2.0,2.08,0.32,1.84,5.272796503747136,17,80,730
mwc,Midwest Conference (MWC),2025-26,wbball,Illinois Col.,"DeSutter,Cora",0,F,40,25,24,69,162,5,15,100,76,219,14,30,39,555,45,101,146,50,0,57,1,0,0.43,0.33,0.76,8.76,5.84,1.56,1.2,0.56,2.28,4.936815852714751,18,80,813
