conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,rank,rating,global_rank
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Manzanarez,Krystyna",0,G,11,27,27,171,407,53,166,102,76,471,11,108,79,834,37,72,109,62,1,68,0,0,0.42,0.32,0.75,17.44,4.04,2.93,4.0,0.41,2.5185185185185186,12.469052651501666,1,99,37
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,St. Norbert,"Thiry,Taylor",0,F,15,26,26,165,330,2,10,106,89,421,10,37,75,657,61,126,187,51,0,59,0,0,0.5,0.2,0.84,16.19,7.19,2.88,1.42,0.38,2.269230769230769,11.73335877158908,2,95,58
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Concordia Chicago,"Yonemura,Ai",0,G,12,24,24,152,396,43,142,74,55,402,9,55,93,745,15,59,74,68,0,81,1,0,0.38,0.3,0.74,16.75,3.08,3.88,2.29,0.38,3.375,10.82349283371593,3,93,101
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Fischbach,Kylie",0,F,15,27,27,141,282,23,75,74,65,370,7,57,81,695,65,81,146,93,0,58,7,0,0.5,0.31,0.88,13.7,5.41,3.0,2.11,0.26,2.1481481481481484,9.912163897420742,4,92,152
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Wisconsin Lutheran,"Stevens,Margie",0,F,44,28,28,162,375,37,121,75,54,415,21,39,38,722,39,105,144,69,0,66,3,0,0.43,0.31,0.72,14.82,5.14,1.36,1.39,0.75,2.357142857142857,9.036815963148335,5,91,229
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Rockford,"Simpson,Te",0,C,24,24,23,132,323,1,19,154,78,343,15,20,49,778,65,170,235,60,1,120,0,0,0.41,0.05,0.51,14.29,9.79,2.04,0.83,0.63,5.0,8.799145458934412,6,90,289
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,MSOE,"Kerley,Lana",0,G,32,25,25,131,305,55,133,57,43,360,12,18,27,712,26,144,170,41,0,53,0,0,0.43,0.41,0.75,14.4,6.8,1.08,0.72,0.48,2.12,8.655341918790544,7,89,276
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Benedictine,"Jarvis,Allison",0,G,11,26,26,125,267,26,73,99,75,351,3,47,30,724,60,76,136,41,0,50,0,0,0.47,0.36,0.76,13.5,5.23,1.15,1.81,0.12,1.9230769230769231,8.022278730769218,8,89,334
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Wisconsin Lutheran,"Cole,Abby",0,F,22,28,28,109,207,21,56,103,70,309,11,27,42,655,102,96,198,79,0,57,5,0,0.53,0.38,0.68,11.04,7.07,1.5,0.96,0.39,2.0357142857142856,7.311022971028473,9,88,449
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Aurora,"Anderson,Alina",0,F,23,25,24,82,176,32,77,25,18,214,17,49,61,663,50,96,146,42,1,32,0,0,0.47,0.42,0.72,8.56,5.84,2.44,1.96,0.68,1.28,7.135696592159434,10,87,492
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Concordia Chicago,"King,Grace",0,F,11,24,24,106,218,10,34,54,45,267,6,32,29,692,59,89,148,79,0,34,3,0,0.49,0.29,0.83,11.13,6.17,1.21,1.33,0.25,1.4166666666666667,7.135370351132377,11,87,465
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Wisconsin Lutheran,"Frey,Kenly",0,G,10,27,27,114,287,32,110,95,75,335,3,39,67,767,20,63,83,49,1,57,0,0,0.4,0.29,0.79,12.41,3.07,2.48,1.44,0.11,2.111111111111111,7.04837112179665,12,86,484
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,MSOE,"Hill,Halena",0,G,24,25,25,115,313,39,129,72,56,325,5,21,37,722,33,75,108,46,0,48,0,0,0.37,0.3,0.78,13.0,4.32,1.48,0.84,0.2,1.92,6.896975420366659,13,85,506
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Wisconsin Lutheran,"Hill,Jayden",0,G,24,28,28,94,205,0,2,45,27,215,4,60,68,673,81,148,229,60,0,41,2,0,0.46,0.0,0.6,7.68,8.18,2.43,2.14,0.14,1.4642857142857142,6.807578576148972,14,85,531
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Dominican,"Saunders,Lia",0,G,21,25,25,107,280,27,90,71,53,294,6,51,58,699,20,47,67,61,0,60,2,0,0.38,0.3,0.75,11.76,2.68,2.32,2.04,0.24,2.4,6.587901538558993,15,84,549
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Benedictine,"Drendel,Abby",0,G,31,24,15,87,191,22,64,96,66,262,2,30,38,625,51,77,128,38,1,39,0,0,0.46,0.34,0.69,10.92,5.33,1.58,1.25,0.08,1.625,6.55114981202482,16,84,547
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbball,Concordia Chicago,"Jackson,Naveya",0,G,23,23,7,93,248,26,86,119,87,299,5,36,21,455,15,77,92,59,2,55,2,0,0.38,0.3,0.73,13.0,4.0,0.91,1.57,0.22,2.391304347826087,6.492021253611945,17,83,554
