conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,rank,rating,global_rank
landmark_conference,Landmark Conference,2025-26,wbball,Scranton,"Kranson,Kaci",0,G,11,27,27,189,361,42,98,103,84,504,3,38,31,631,65,83,148,24,0,45,0,0,0.52,0.43,0.82,18.67,5.48,1.15,1.41,0.11,1.6666666666666667,10.87926653497622,1,99,56
landmark_conference,Landmark Conference,2025-26,wbball,Susquehanna,"Roth,Julia",0,G,21,25,25,138,307,2,9,98,59,337,12,55,57,716,102,134,236,60,0,52,1,0,0.45,0.22,0.6,13.48,9.44,2.28,2.2,0.48,2.08,9.629059419798411,2,94,100
landmark_conference,Landmark Conference,2025-26,wbball,Elizabethtown,"Mummert,Makenna",0,G,2,28,28,178,409,30,95,113,99,485,9,22,77,939,38,52,90,66,0,67,1,0,0.44,0.32,0.88,17.32,3.21,2.75,0.79,0.32,2.392857142857143,9.428998257793905,3,93,125
landmark_conference,Landmark Conference,2025-26,wbball,Juniata,"Bodtorf,Bri",0,G,21,23,23,126,323,12,65,99,63,327,21,45,71,774,35,159,194,39,0,97,1,0,0.39,0.18,0.64,14.22,8.43,3.09,1.96,0.91,4.217391304347826,8.940009278735431,4,91,134
landmark_conference,Landmark Conference,2025-26,wbball,Scranton,"Bennett,Elizabeth",0,F,15,27,1,125,252,35,93,59,49,334,31,21,31,521,56,70,126,24,0,15,0,0,0.5,0.38,0.83,12.37,4.67,1.15,0.78,1.15,0.5555555555555556,7.871013934759852,5,90,302
landmark_conference,Landmark Conference,2025-26,wbball,Catholic,"Scoblick,Anna",0,G,13,23,22,106,243,2,6,99,50,264,17,41,87,627,53,72,125,45,0,60,1,0,0.44,0.33,0.51,11.48,5.43,3.78,1.78,0.74,2.608695652173913,7.736196338978264,6,89,264
landmark_conference,Landmark Conference,2025-26,wbball,Susquehanna,"George,Carly",0,F,12,26,26,126,243,1,10,59,41,294,16,21,57,640,58,146,204,69,0,45,2,0,0.52,0.1,0.69,11.31,7.85,2.19,0.81,0.62,1.7307692307692308,7.527103886205815,7,88,298
landmark_conference,Landmark Conference,2025-26,wbball,Scranton,"Gorski,Katie",0,G,5,27,27,118,229,13,44,65,49,298,29,40,41,591,47,110,157,49,0,35,0,0,0.52,0.3,0.75,11.04,5.81,1.52,1.48,1.07,1.2962962962962963,7.4695821557289435,8,87,336
landmark_conference,Landmark Conference,2025-26,wbball,Susquehanna,"Pinckert,Julia",0,G,0,26,26,98,222,39,96,40,29,264,1,50,109,748,33,116,149,55,0,65,2,0,0.44,0.41,0.73,10.15,5.73,4.19,1.92,0.04,2.5,6.756018440513967,9,86,367
landmark_conference,Landmark Conference,2025-26,wbball,Elizabethtown,"Kennedy,Allyia",0,F,31,28,28,119,241,10,44,84,70,318,24,26,51,670,66,141,207,76,0,79,3,0,0.49,0.23,0.83,11.36,7.39,1.82,0.93,0.86,2.8214285714285716,6.687351847544691,10,85,406
landmark_conference,Landmark Conference,2025-26,wbball,Moravian,Lizzie Lustig,0,f,24,26,26,120,273,13,42,74,62,315,8,27,44,801,34,90,124,41,0,51,0,0,0.44,0.31,0.84,12.12,4.77,1.69,1.04,0.31,1.9615384615384615,6.363869772640122,11,84,486
landmark_conference,Landmark Conference,2025-26,wbball,Goucher,"Edens,Nia",0,F,22,24,8,95,310,32,146,82,52,274,6,70,50,625,12,85,97,67,1,61,4,0,0.31,0.22,0.63,11.42,4.04,2.08,2.92,0.25,2.5416666666666665,6.197789787779534,12,84,510
landmark_conference,Landmark Conference,2025-26,wbball,Catholic,"Catania,Carly",0,G,30,27,27,101,208,22,67,45,35,259,6,43,48,710,57,95,152,53,0,30,0,0,0.49,0.33,0.78,9.59,5.63,1.78,1.59,0.22,1.1111111111111112,6.002351769574336,13,83,535
landmark_conference,Landmark Conference,2025-26,wbball,Wilkes,"Warren,Maliyah",0,F,1,25,25,112,324,22,106,78,50,296,32,15,18,691,20,113,133,45,0,57,0,0,0.35,0.21,0.64,11.84,5.32,0.72,0.6,1.28,2.28,5.875645422889156,14,82,592
landmark_conference,Landmark Conference,2025-26,wbball,Susquehanna,"Maffei,Zoie",0,F,24,24,1,80,168,6,19,64,50,216,8,23,73,524,37,115,152,57,0,42,1,0,0.48,0.32,0.78,9.0,6.33,3.04,0.96,0.33,1.75,5.83581644990288,15,82,532
landmark_conference,Landmark Conference,2025-26,wbball,Scranton,"Romanowski,Kaeli",0,G,1,27,27,51,117,12,36,28,24,138,7,104,116,641,64,85,149,40,0,31,0,0,0.44,0.33,0.86,5.11,5.52,4.3,3.85,0.26,1.1481481481481481,5.763134975184079,16,81,536
landmark_conference,Landmark Conference,2025-26,wbball,Wilkes,"Matos,Yamirelis",0,G,11,25,24,102,308,15,72,131,80,299,1,43,56,778,45,94,139,52,0,93,1,0,0.33,0.21,0.61,11.96,5.56,2.24,1.72,0.04,3.72,5.463470384669164,17,81,605
landmark_conference,Landmark Conference,2025-26,wbball,Scranton,"Lamanna,Meghan",0,G,20,26,24,95,210,57,134,25,20,267,4,25,56,622,14,38,52,24,0,15,0,0,0.45,0.43,0.8,10.27,2.0,2.15,0.96,0.15,0.5769230769230769,5.448937274686544,18,80,663
landmark_conference,Landmark Conference,2025-26,wbball,Lycoming,"McCracken,Jocelyn",0,G,22,25,23,98,244,0,3,46,36,232,14,31,53,714,49,85,134,52,0,58,1,0,0.4,0.0,0.78,9.28,5.36,2.12,1.24,0.56,2.32,4.950820273051902,19,80,717
landmark_conference,Landmark Conference,2025-26,wbball,Catholic,"Kraft,Lauren",0,G,25,26,23,86,223,52,159,27,18,242,16,42,19,547,24,86,110,56,0,38,2,0,0.39,0.33,0.67,9.31,4.23,0.73,1.62,0.62,1.4615384615384615,4.653457800805708,20,79,837
