conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,rank,rating,global_rank
asc,American Southwest Conference (ASC),2025-26,wbball,Hardin-Simmons,"Berry,Jacqueline",0,G,1,27,27,156,378,2,13,166,87,401,19,68,79,879,56,126,182,71,0,71,1,0,0.41,0.15,0.52,14.85,6.74,2.93,2.52,0.7,2.6296296296296298,9.610177165331725,1,99,84
asc,American Southwest Conference (ASC),2025-26,wbball,Howard Payne,"Panuco,Caitlyn",0,G,0,27,27,111,238,19,57,202,148,389,2,39,104,882,30,94,124,57,0,89,0,0,0.47,0.33,0.73,14.41,4.59,3.85,1.44,0.07,3.2962962962962963,8.00448384959513,2,92,202
asc,American Southwest Conference (ASC),2025-26,wbball,Howard Payne,"Parsons,Caitlyn",0,F,10,27,26,120,266,2,11,115,60,302,31,37,26,792,86,177,263,72,0,49,1,0,0.45,0.18,0.52,11.19,9.74,0.96,1.37,1.15,1.8148148148148149,7.4937660699853215,3,89,273
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Okoye,Rachel",0,G,5,24,19,100,232,3,35,102,80,283,7,66,75,691,58,92,150,64,0,90,2,0,0.43,0.09,0.78,11.79,6.25,3.13,2.75,0.29,3.75,7.10343979019705,4,86,332
asc,American Southwest Conference (ASC),2025-26,wbball,East Texas Baptist,"Jones,Macey",0,F,13,25,24,121,247,1,6,109,60,303,41,13,16,453,58,68,126,74,0,69,3,0,0.49,0.17,0.55,12.12,5.04,0.64,0.52,1.64,2.76,5.973567692079405,5,84,522
asc,American Southwest Conference (ASC),2025-26,wbball,East Texas Baptist,"Ayala,Hannah",0,F,22,24,18,69,164,12,43,68,51,201,11,30,37,652,75,171,246,43,0,51,1,0,0.42,0.28,0.75,8.38,10.25,1.54,1.25,0.46,2.125,5.505691406816945,6,83,571
asc,American Southwest Conference (ASC),2025-26,wbball,Mary Hardin-Baylor,"Bruder,Josie",0,F,21,23,20,88,235,46,126,52,42,264,10,29,35,674,21,84,105,35,0,42,1,0,0.37,0.37,0.81,11.48,4.57,1.52,1.26,0.43,1.826086956521739,5.4885690251676325,7,81,558
asc,American Southwest Conference (ASC),2025-26,wbball,Hardin-Simmons,"Croft,Caroline",0,G,11,27,27,79,209,23,66,68,55,236,6,47,103,776,25,78,103,57,0,46,0,0,0.38,0.35,0.81,8.74,3.81,3.81,1.74,0.22,1.7037037037037037,5.280526190364583,8,79,601
asc,American Southwest Conference (ASC),2025-26,wbball,East Texas Baptist,"Bickford,Tiffany",0,G,33,25,9,80,237,25,107,59,52,237,4,38,42,744,22,82,104,31,0,46,0,0,0.34,0.23,0.88,9.48,4.16,1.68,1.52,0.16,1.84,4.124225890848956,9,78,852
asc,American Southwest Conference (ASC),2025-26,wbball,Hardin-Simmons,"Gay,MaeSyn",0,F,23,27,27,84,202,1,7,49,30,199,23,42,27,533,54,82,136,63,0,24,1,0,0.42,0.14,0.61,7.37,5.04,1.0,1.56,0.85,0.8888888888888888,4.081754690468007,10,77,879
