conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,rank,rating,global_rank
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Oshkosh,"Perlberg, Samantha",0,,5,124,56,0.252,1478.0,188.0,560.0,26.0,5.0,135.0,0.0,31.0,27.0,488.0,0.0,0.0,623.0,29.0,434.0,60.0,3.0,49.0,11.0,626.5,1.0,4.52,0.21,3.5,0.48,0.25,5.05,6.250473677140562,1,99,10
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Whitewater,"Krzus, Aubrie",0,,21,117,43,0.349,378.0,39.0,171.0,1138.0,25.0,3027.0,0.0,40.0,34.0,418.0,0.0,0.0,1.0,0.0,218.0,95.0,4.0,85.0,10.0,263.5,1.0,1.46,9.73,1.86,0.81,0.34,2.25,5.462376510527005,2,94,22
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Eau Claire,"Stanwood, Abby",0,,3,126,47,0.264,1280.0,185.0,523.0,13.0,5.0,145.0,0.0,42.0,49.0,481.0,0.0,0.0,601.0,27.0,352.0,30.0,2.0,28.0,2.0,581.0,0.0,4.15,0.1,2.79,0.24,0.33,4.61,5.085880234558181,3,93,38
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Stout,Brooke McCune,0,,4,93,52,0.273,930.0,120.0,374.0,13.0,5.0,141.0,0.0,20.0,31.0,305.0,0.0,0.0,424.0,36.0,267.0,29.0,5.0,25.0,4.0,410.5,0.0,4.02,0.14,2.87,0.31,0.22,4.41,5.083059908884308,4,91,37
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Eau Claire,"Leeke, Bailey",0,,8,116,40,0.287,1107.0,121.0,439.0,21.0,2.0,127.0,0.0,24.0,43.0,333.0,0.0,0.0,417.0,26.0,216.0,59.0,0.0,52.0,7.0,496.0,1.0,3.78,0.18,1.86,0.51,0.21,4.28,4.748624669079642,5,90,51
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Whitewater,"Dix, Abbie",0,,23,114,43,0.295,767.0,101.0,327.0,15.0,2.0,52.0,0.0,11.0,23.0,242.0,0.0,0.0,17.0,1.0,58.0,164.0,10.0,136.0,28.0,434.0,0.0,2.87,0.13,0.51,1.44,0.1,3.81,4.624662545035031,6,89,40
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Platteville,"McDonald, Kierney",0,,12,94,42,0.304,693.0,96.0,307.0,19.0,3.0,102.0,0.0,2.0,3.0,49.0,0.0,0.0,7.0,1.0,25.0,105.0,11.0,72.0,33.0,378.0,0.0,3.27,0.2,0.27,1.12,0.02,4.02,4.585473962031826,7,88,45
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Oshkosh,"Juergens, Grace",0,,7,124,57,0.208,1248.0,142.0,402.0,12.0,4.0,106.0,0.0,50.0,29.0,507.0,0.0,0.0,827.0,40.0,367.0,32.0,4.0,28.0,4.0,470.0,1.0,3.24,0.1,2.96,0.26,0.4,3.79,4.223628654801742,8,87,120
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-River Falls,"Adebisi, Blessing",0,,21,103,48,0.304,616.0,86.0,273.0,7.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,98.0,9.0,65.0,33.0,338.5,0.0,2.65,0.07,0.09,0.95,0.0,3.29,3.1437644871346513,9,86,253
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Platteville,"Radecke, Brooklyn",0,,4,107,47,0.167,954.0,138.0,297.0,12.0,4.0,129.0,0.0,35.0,28.0,370.0,0.0,0.0,684.0,32.0,309.0,24.0,1.0,24.0,0.0,344.0,0.0,2.78,0.11,2.89,0.22,0.33,3.21,3.1361090727589613,10,85,357
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Stevens Point,"Thomka, Carly",0,,23,112,42,0.244,688.0,81.0,249.0,7.0,1.0,45.0,0.0,38.0,33.0,367.0,0.0,0.0,8.0,0.0,78.0,90.0,8.0,73.0,17.0,340.5,0.0,2.22,0.06,0.7,0.8,0.34,3.04,3.1330916042520114,11,85,289
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Whitewater,"DiMotto, Gaby",0,,10,117,32,0.182,839.0,163.0,316.0,6.0,0.0,28.0,0.0,52.0,50.0,385.0,0.0,0.0,147.0,9.0,121.0,51.0,1.0,47.0,4.0,395.5,0.0,2.7,0.05,1.03,0.44,0.44,3.38,3.1166948466889535,12,84,340
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-La Crosse,"Sexton, Kayla",0,,7,124,48,0.143,1129.0,157.0,318.0,11.0,1.0,130.0,0.0,42.0,14.0,381.0,0.0,0.0,521.0,35.0,335.0,46.0,7.0,41.0,5.0,385.5,0.0,2.56,0.09,2.7,0.37,0.34,3.11,3.085158004585326,13,83,366
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Oshkosh,"Grier, Lauren",0,,14,103,48,0.318,471.0,71.0,221.0,6.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,130.0,6.0,88.0,42.0,307.0,0.0,2.15,0.06,0.22,1.26,0.0,2.98,3.026906458547384,14,82,262
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Whitewater,"Ward, Delaney",0,,11,11,1,0.489,45.0,5.0,27.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,3.0,8.0,0.0,6.0,2.0,32.0,0.0,2.45,0.0,0.27,0.73,0.0,2.91,2.6997323661656867,15,82,403
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Stout,Emma Barton,0,,11,88,50,0.3,413.0,45.0,169.0,7.0,3.0,56.0,0.0,25.0,34.0,302.0,0.0,0.0,6.0,0.0,46.0,76.0,3.0,62.0,14.0,239.0,1.0,1.92,0.08,0.52,0.86,0.28,2.72,2.675686592635333,16,81,435
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-River Falls,"Noth, Lauren",0,,18,111,50,0.159,869.0,137.0,275.0,20.0,7.0,145.0,0.0,38.0,23.0,411.0,0.0,0.0,716.0,47.0,269.0,20.0,2.0,18.0,2.0,324.0,1.0,2.48,0.18,2.42,0.18,0.34,2.92,2.569810189510451,17,81,570
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Stevens Point,"Shaw, Lauren",0,,18,93,33,0.168,766.0,132.0,261.0,10.0,4.0,63.0,0.0,13.0,24.0,179.0,0.0,0.0,203.0,15.0,138.0,26.0,2.0,26.0,0.0,287.0,0.0,2.81,0.11,1.48,0.28,0.14,3.09,2.4121062317459465,18,80,583
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Eau Claire,"Kiebel, Alex",0,,2,127,40,0.167,84.0,6.0,20.0,1129.0,18.0,2718.0,0.0,60.0,60.0,559.0,0.0,0.0,3.0,0.0,313.0,20.0,2.0,17.0,3.0,91.5,0.0,0.16,8.89,2.46,0.16,0.47,0.72,2.2954770242103226,19,80,690
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-River Falls,"Goldsberry, Ava",0,,15,65,30,0.094,552.0,107.0,159.0,8.0,1.0,66.0,0.0,11.0,8.0,192.0,0.0,0.0,301.0,23.0,138.0,17.0,4.0,16.0,1.0,179.0,0.0,2.45,0.12,2.12,0.26,0.17,2.75,2.245187362108231,20,79,669
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Oshkosh,"Borrowman, Riley",0,,2,106,51,0.245,376.0,57.0,149.0,19.0,0.0,83.0,0.0,31.0,36.0,416.0,0.0,0.0,2.0,1.0,115.0,107.0,8.0,93.0,14.0,240.5,1.0,1.41,0.18,1.08,1.01,0.29,2.27,2.2179633748489382,21,79,597
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-Stevens Point,"Strege, Hannah",0,,17,123,44,0.23,274.0,21.0,84.0,930.0,35.0,2882.0,0.0,30.0,20.0,407.0,0.0,0.0,8.0,0.0,283.0,25.0,8.0,24.0,1.0,127.0,1.0,0.68,7.56,2.3,0.2,0.24,1.03,2.2068060146535693,22,78,695
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wvball,UW-La Crosse,"Wilson, Maddy",0,,16,121,49,0.228,521.0,81.0,200.0,16.0,3.0,79.0,0.0,38.0,45.0,413.0,0.0,0.0,3.0,1.0,74.0,98.0,20.0,86.0,12.0,293.0,0.0,1.65,0.13,0.61,0.81,0.31,2.42,2.003366841113073,23,78,702
