conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,rank,rating,global_rank
saa,Southern Athletic Association (SAA),2025-26,wvball,Berry,"Whitehead, Madie",0,,7,128,65,0.25,1243.0,171.0,482.0,17.0,4.0,125.0,0.0,44.0,56.0,422.0,0.0,0.0,4.0,1.0,296.0,86.0,5.0,82.0,4.0,571.0,0.0,3.77,0.13,2.31,0.67,0.34,4.46,5.8405250951630645,1,99,27
saa,Southern Athletic Association (SAA),2025-26,wvball,Trinity,"Whatley, Reagan",0,,7,108,62,0.244,1061.0,116.0,375.0,22.0,0.0,125.0,0.0,48.0,46.0,460.0,0.0,0.0,528.0,27.0,335.0,55.0,2.0,53.0,2.0,451.5,1.0,3.47,0.2,3.1,0.51,0.44,4.18,5.803926426281687,2,94,30
saa,Southern Athletic Association (SAA),2025-26,wvball,Centre,"Bietz, Syd",0,,19,105,56,0.214,1049.0,169.0,393.0,12.0,4.0,148.0,0.0,40.0,47.0,437.0,0.0,0.0,714.0,52.0,320.0,31.0,4.0,21.0,10.0,453.5,0.0,3.74,0.11,3.05,0.3,0.38,4.32,5.34304518402027,3,92,56
saa,Southern Athletic Association (SAA),2025-26,wvball,Millsaps,"Baer, Ally",0,,14,126,73,0.289,878.0,101.0,355.0,12.0,3.0,119.0,0.0,73.0,49.0,425.0,0.0,0.0,18.0,1.0,113.0,69.0,3.0,58.0,11.0,468.0,0.0,2.82,0.1,0.9,0.55,0.58,3.71,4.735275258051851,4,91,108
saa,Southern Athletic Association (SAA),2025-26,wvball,Sewanee,"Gann, Savannah",0,,18,100,56,0.168,935.0,160.0,317.0,21.0,2.0,107.0,0.0,45.0,42.0,332.0,0.0,0.0,489.0,34.0,209.0,27.0,3.0,23.0,4.0,377.5,0.0,3.17,0.21,2.09,0.27,0.45,3.78,4.3500683243102465,5,90,157
saa,Southern Athletic Association (SAA),2025-26,wvball,Southwestern,"Ahrens, Tatum",0,,17,94,47,0.196,828.0,120.0,282.0,15.0,4.0,107.0,0.0,33.0,11.0,326.0,0.0,0.0,587.0,29.0,257.0,31.0,1.0,30.0,1.0,331.0,2.0,3.0,0.16,2.73,0.33,0.35,3.52,4.337073442908997,6,88,153
saa,Southern Athletic Association (SAA),2025-26,wvball,Berry,"Brovet, Ava",0,,18,128,66,0.16,332.0,28.0,81.0,1273.0,29.0,3564.0,0.0,52.0,51.0,513.0,0.0,0.0,11.0,0.0,255.0,80.0,5.0,75.0,5.0,175.5,4.0,0.63,9.95,1.99,0.63,0.41,1.37,4.104128498432923,7,87,136
saa,Southern Athletic Association (SAA),2025-26,wvball,Rhodes,"Short, Caroline",0,,7,108,57,0.169,1009.0,163.0,334.0,20.0,7.0,138.0,0.0,38.0,25.0,392.0,0.0,0.0,600.0,49.0,248.0,21.0,4.0,19.0,2.0,383.5,0.0,3.09,0.19,2.3,0.19,0.35,3.55,3.8101644140980784,8,86,257
saa,Southern Athletic Association (SAA),2025-26,wvball,Berry,"Underwood, Lura",0,,16,128,55,0.22,936.0,110.0,316.0,16.0,3.0,113.0,0.0,73.0,66.0,551.0,0.0,0.0,532.0,19.0,237.0,31.0,1.0,26.0,5.0,407.0,0.0,2.47,0.13,1.85,0.24,0.57,3.18,3.440606923727387,9,86,374
saa,Southern Athletic Association (SAA),2025-26,wvball,Southwestern,"Jurgens, Kendall",0,,1,92,51,0.378,444.0,33.0,201.0,11.0,1.0,58.0,0.0,8.0,10.0,120.0,0.0,0.0,8.0,0.0,30.0,89.0,2.0,81.0,8.0,257.5,3.0,2.18,0.12,0.33,0.97,0.09,2.8,3.338740242077371,10,85,350
