conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,rank,rating,global_rank
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Eureka,"Company, Alyssa",0,,16,90,52,0.163,777.0,131.0,258.0,11.0,8.0,93.0,0.0,43.0,34.0,289.0,0.0,0.0,444.0,52.0,218.0,33.0,2.0,14.0,19.0,327.0,5.0,2.87,0.12,2.42,0.37,0.48,3.63,5.320537880556538,1,99,140
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Ratermann, Emma",0,,30,120,63,0.206,253.0,35.0,87.0,1178.0,35.0,3287.0,0.0,53.0,54.0,483.0,0.0,0.0,11.0,0.0,255.0,62.0,5.0,61.0,1.0,171.5,6.0,0.73,9.82,2.13,0.52,0.44,1.43,5.058353260866408,2,94,145
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Grohmann, Abby",0,,25,116,63,0.162,1130.0,199.0,382.0,21.0,3.0,105.0,0.0,27.0,8.0,475.0,0.0,0.0,802.0,51.0,285.0,29.0,4.0,23.0,6.0,426.5,0.0,3.29,0.18,2.46,0.25,0.23,3.68,4.901219396341591,3,92,235
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Evers, Elaina",0,,14,120,65,0.137,1169.0,192.0,352.0,12.0,4.0,89.0,0.0,31.0,43.0,460.0,0.0,0.0,456.0,35.0,278.0,51.0,4.0,49.0,2.0,409.5,0.0,2.93,0.1,2.32,0.43,0.26,3.41,4.424300458749171,4,91,333
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,MUW,"Neeb, Megan",0,,10,121,59,0.146,1147.0,206.0,373.0,15.0,17.0,180.0,0.0,34.0,53.0,412.0,0.0,0.0,536.0,53.0,286.0,34.0,8.0,21.0,13.0,430.5,2.0,3.08,0.12,2.36,0.28,0.28,3.56,4.3436455230539535,5,90,367
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Rowland, Paige",0,,3,115,75,0.219,740.0,99.0,261.0,7.0,4.0,81.0,0.0,44.0,44.0,345.0,0.0,0.0,362.0,42.0,192.0,73.0,3.0,52.0,21.0,352.0,0.0,2.27,0.06,1.67,0.63,0.38,3.06,4.330355771527769,6,89,320
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,MUW,"Letson, Skye",0,,22,122,61,0.233,962.0,145.0,369.0,5.0,9.0,69.0,0.0,0.0,4.0,16.0,0.0,0.0,6.0,2.0,53.0,73.0,11.0,57.0,16.0,413.5,0.0,3.02,0.04,0.43,0.6,0.0,3.39,4.25328843380815,7,88,392
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Lyon,"Cleveland, Cristen",0,,6,92,52,0.196,657.0,108.0,237.0,12.0,8.0,117.0,0.0,36.0,32.0,327.0,0.0,0.0,619.0,33.0,266.0,16.0,2.0,14.0,2.0,282.0,1.0,2.58,0.13,2.89,0.17,0.39,3.07,4.108780017162425,8,87,398
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Nolte, Meghan",0,,11,122,79,0.369,558.0,58.0,264.0,21.0,3.0,117.0,0.0,29.0,17.0,418.0,0.0,0.0,46.0,3.0,147.0,64.0,2.0,56.0,8.0,329.0,1.0,2.16,0.17,1.2,0.52,0.24,2.7,3.6260903187068436,9,86,542
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Hansen, Samantha",0,,7,115,70,0.332,527.0,68.0,243.0,2.0,2.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,47.0,100.0,4.0,75.0,25.0,305.5,0.0,2.11,0.02,0.41,0.87,0.0,2.66,3.546057616087949,10,85,587
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Blackburn,"Frey, Kenadee",0,,21,106,49,0.114,325.0,31.0,68.0,692.0,28.0,2421.0,0.0,50.0,18.0,383.0,0.0,0.0,25.0,1.0,352.0,21.0,3.0,20.0,1.0,129.0,1.0,0.64,6.53,3.32,0.2,0.47,1.22,3.533991427478834,11,84,516
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,MUW,"McBrayer, Madyson",0,,18,105,50,0.137,892.0,152.0,274.0,8.0,9.0,119.0,0.0,34.0,49.0,348.0,0.0,0.0,403.0,36.0,172.0,22.0,1.0,13.0,9.0,323.5,1.0,2.61,0.08,1.64,0.21,0.32,3.08,3.418869212674791,12,84,641
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Lyon,"Fuller, Avery",0,,11,103,48,0.257,456.0,75.0,192.0,10.0,3.0,76.0,0.0,52.0,59.0,324.0,0.0,0.0,49.0,4.0,77.0,51.0,5.0,41.0,10.0,274.5,2.0,1.86,0.1,0.75,0.5,0.5,2.67,3.3147610710947384,13,83,629
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Webster,"Zablonski, Megan",0,,25,102,58,0.186,645.0,101.0,221.0,23.0,8.0,139.0,0.0,30.0,44.0,239.0,0.0,0.0,495.0,26.0,242.0,31.0,2.0,23.0,8.0,270.5,0.0,2.17,0.23,2.37,0.3,0.29,2.65,3.1824435376171993,14,82,701
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,MUW,"Kennedy, Kinsley",0,,24,122,61,0.078,244.0,12.0,31.0,1119.0,40.0,3293.0,0.0,47.0,28.0,465.0,0.0,0.0,15.0,1.0,299.0,18.0,2.0,14.0,4.0,89.0,1.0,0.25,9.17,2.45,0.15,0.39,0.73,3.155308539581508,15,82,632
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Jackson, Katelynn",0,,10,117,78,0.158,778.0,139.0,262.0,18.0,9.0,96.0,0.0,36.0,41.0,314.0,0.0,0.0,606.0,46.0,266.0,34.0,8.0,29.0,5.0,317.5,0.0,2.24,0.15,2.27,0.29,0.31,2.71,3.130911970294556,16,81,731
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"VanOverschelde, Landrey",0,,6,117,77,0.269,145.0,19.0,58.0,834.0,27.0,2100.0,0.0,68.0,44.0,580.0,0.0,0.0,4.0,0.0,257.0,3.0,2.0,3.0,0.0,127.5,0.0,0.5,7.13,2.2,0.03,0.58,1.09,2.963070038614489,17,80,687
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Spalding,"Anderson, Adreonna",0,,16,81,44,0.16,307.0,62.0,111.0,6.0,2.0,43.0,0.0,25.0,18.0,263.0,0.0,0.0,11.0,0.0,51.0,64.0,6.0,27.0,37.0,186.5,3.0,1.37,0.07,0.63,0.79,0.31,2.3,2.9581048663499523,18,80,760
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Spalding,"Reynolds, Sophi",0,,23,101,48,0.187,348.0,37.0,102.0,539.0,32.0,1823.0,0.0,44.0,43.0,326.0,0.0,0.0,10.0,1.0,158.0,14.0,2.0,8.0,6.0,156.0,1.0,1.01,5.34,1.56,0.14,0.44,1.54,2.926061887455466,19,79,728
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Webster,"Tarlos, Eva",0,,15,93,56,0.21,390.0,73.0,155.0,11.0,9.0,70.0,0.0,23.0,28.0,236.0,0.0,0.0,28.0,4.0,49.0,65.0,8.0,46.0,19.0,220.0,1.0,1.67,0.12,0.53,0.7,0.25,2.37,2.8724451107049447,20,79,798
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Legendre, Kennedy",0,,31,116,49,0.285,643.0,92.0,275.0,6.0,2.0,53.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,51.0,56.0,5.0,55.0,1.0,303.5,0.0,2.37,0.05,0.44,0.48,0.0,2.62,2.864919968386573,21,78,851
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Westminster,"Hasselbacher, Kylie",0,,23,109,70,0.205,662.0,131.0,267.0,2.0,2.0,40.0,0.0,11.0,14.0,94.0,0.0,0.0,50.0,10.0,61.0,40.0,2.0,31.0,9.0,302.5,0.0,2.45,0.02,0.56,0.37,0.1,2.78,2.8521073152975718,22,78,865
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"Hicks, Lainey",0,,26,119,65,0.24,504.0,79.0,200.0,12.0,2.0,54.0,0.0,1.0,1.0,6.0,0.0,0.0,12.0,2.0,40.0,113.0,11.0,97.0,16.0,265.5,1.0,1.68,0.1,0.34,0.95,0.01,2.23,2.8352394454506213,23,77,849
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Spalding,"Martinez, Paloma",0,,12,96,48,0.126,755.0,168.0,263.0,1.0,4.0,53.0,0.0,5.0,3.0,32.0,0.0,0.0,73.0,5.0,65.0,20.0,1.0,13.0,7.0,281.5,0.0,2.74,0.01,0.68,0.21,0.05,2.93,2.790312970686228,24,77,941
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Lyon,"McCoy, Mollie",0,,28,103,27,0.233,604.0,103.0,244.0,6.0,8.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,56.0,45.0,6.0,41.0,4.0,268.5,1.0,2.37,0.06,0.54,0.44,0.0,2.61,2.7612760624934736,25,76,924
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Blackburn,"Black, Rylea",0,,10,92,44,0.271,457.0,49.0,173.0,5.0,4.0,54.0,0.0,1.0,1.0,12.0,0.0,0.0,19.0,1.0,30.0,63.0,4.0,43.0,20.0,215.5,1.0,1.88,0.05,0.33,0.68,0.01,2.34,2.7032289371951768,26,76,922
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Blackburn,"Mitchell, Zoe",0,,12,102,48,0.207,536.0,41.0,152.0,7.0,4.0,94.0,0.0,20.0,17.0,316.0,0.0,0.0,21.0,2.0,75.0,74.0,6.0,54.0,20.0,219.0,0.0,1.49,0.07,0.74,0.73,0.2,2.15,2.684709896736217,27,75,901
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Lyon,"Beary, Keeley",0,,21,101,54,0.162,536.0,103.0,190.0,11.0,3.0,59.0,0.0,5.0,5.0,88.0,0.0,0.0,104.0,5.0,64.0,66.0,11.0,50.0,16.0,236.0,2.0,1.88,0.11,0.63,0.65,0.05,2.34,2.559309692371942,28,75,1022
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Webster,"White, Grace",0,,2,77,44,0.266,334.0,46.0,135.0,3.0,7.0,58.0,0.0,2.0,3.0,35.0,0.0,0.0,11.0,4.0,35.0,51.0,3.0,38.0,13.0,169.0,1.0,1.75,0.04,0.45,0.66,0.03,2.19,2.4543148357537654,29,74,1051
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Lyon,"Cervantes, Isabel",0,,3,73,37,0.111,333.0,63.0,100.0,239.0,10.0,753.0,0.0,20.0,29.0,161.0,0.0,0.0,8.0,0.0,84.0,17.0,7.0,17.0,0.0,128.5,5.0,1.37,3.27,1.15,0.23,0.27,1.76,2.417565517894697,30,74,1023
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Greenville,"deJesus, Mia",0,,9,120,61,0.239,427.0,70.0,172.0,7.0,1.0,54.0,0.0,3.0,19.0,84.0,0.0,0.0,9.0,3.0,28.0,118.0,8.0,93.0,25.0,246.5,1.0,1.43,0.06,0.23,0.98,0.03,2.05,2.3842814998383886,31,74,1092
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Blackburn,"Ward, Rean",0,,18,102,49,0.144,776.0,102.0,214.0,12.0,6.0,129.0,0.0,9.0,14.0,177.0,0.0,0.0,308.0,43.0,149.0,24.0,0.0,24.0,0.0,235.0,0.0,2.1,0.12,1.46,0.24,0.09,2.3,2.1376797060525874,32,73,1251
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wvball,Lyon,"Twist, Reyleigh",0,,34,74,26,0.112,375.0,60.0,102.0,6.0,7.0,74.0,0.0,33.0,28.0,272.0,0.0,0.0,360.0,32.0,158.0,13.0,4.0,13.0,0.0,141.5,1.0,1.38,0.08,2.14,0.18,0.45,1.91,1.9598606251327484,33,73,1263
