conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,rank,rating,global_rank
asc,American Southwest Conference (ASC),2025-26,wvball,East Texas Baptist,"Mosley, Graycee",0,,13,116,106,0.311,1236,147,532,40,6,205,0,39,21,450,0,0,557,25,425,42,2,37,5,594.5,1,4.59,0.34,3.66,0.36,0.34,5.13,6.846587786857601,1,99,6
asc,American Southwest Conference (ASC),2025-26,wvball,Mary Hardin-Baylor,"Harrington, Kendall",0,,1,114,56,0.202,420,23,108,1051,17,2950,0,54,22,480,0,0,16,0,316,67,11,59,8,199.5,3,0.95,9.22,2.77,0.59,0.47,1.75,5.031837003810899,2,92,60
asc,American Southwest Conference (ASC),2025-26,wvball,Hardin-Simmons,"Jespersen, Leigh",0,,3,93,35,0.151,817,141,264,19,1,122,0,49,53,348,0,0,707,28,295,25,5,22,3,327.0,0,2.84,0.2,3.17,0.27,0.53,3.52,3.8202145515791956,3,89,172
asc,American Southwest Conference (ASC),2025-26,wvball,Mary Hardin-Baylor,"Weddel, Makenzie",0,,17,13,4,0.225,102,13,36,1,0,4,0,1,1,11,0,0,21,1,20,3,0,3,0,38.5,0,2.77,0.08,1.54,0.23,0.08,2.96,2.8413240243480833,4,87,453
asc,American Southwest Conference (ASC),2025-26,wvball,Hardin-Simmons,"Hernandez, Jadyn",0,,1,77,30,0.243,366,57,146,8,3,36,0,2,6,34,0,0,8,2,26,98,20,79,19,206.5,2,1.9,0.1,0.34,1.27,0.03,2.68,2.764214164480992,5,85,358
asc,American Southwest Conference (ASC),2025-26,wvball,Hardin-Simmons,"O'Shaughnessy, Molly",0,,2,14,1,0.257,74,7,26,5,0,11,0,6,1,44,0,0,35,1,16,6,0,6,0,35.0,0,1.86,0.36,1.14,0.43,0.43,2.5,2.7573597758982498,6,84,456
asc,American Southwest Conference (ASC),2025-26,wvball,Mary Hardin-Baylor,"Hughes, Natalie",0,,24,110,56,0.327,529,62,235,15,6,122,0,22,53,416,0,0,11,0,104,97,8,73,24,317.5,1,2.14,0.14,0.95,0.88,0.2,2.89,2.7465465835459257,7,82,397
asc,American Southwest Conference (ASC),2025-26,wvball,East Texas Baptist,"Hornsby, Lara",0,,6,116,7,0.254,804,141,345,12,8,103,0,23,24,358,0,0,304,23,125,27,2,22,5,384.0,1,2.97,0.1,1.08,0.23,0.2,3.31,2.630591245971632,8,81,493
asc,American Southwest Conference (ASC),2025-26,wvball,Hardin-Simmons,"Allen, Abbi",0,,21,100,35,0.25,569,70,212,2,1,38,0,0,1,2,0,0,5,0,52,109,13,101,8,270.5,3,2.12,0.02,0.52,1.09,0.0,2.71,2.6155411705667975,9,80,417
asc,American Southwest Conference (ASC),2025-26,wvball,Howard Payne,"Bennett, Tara",0,,2,82,69,0.143,705,103,204,30,6,166,0,21,17,245,0,0,422,28,188,16,2,11,5,235.5,0,2.49,0.37,2.29,0.2,0.26,2.87,2.5485832048422665,10,79,549
asc,American Southwest Conference (ASC),2025-26,wvball,East Texas Baptist,"Hancock, Anita",0,,18,116,106,0.316,506,65,225,8,3,67,0,0,0,1,0,0,12,1,34,131,10,96,35,308.0,4,1.94,0.07,0.29,1.13,0.0,2.66,2.4780035099258044,11,78,460
asc,American Southwest Conference (ASC),2025-26,wvball,Mary Hardin-Baylor,"Mobley, Baylee",0,,13,114,43,0.142,816,137,253,46,5,196,0,49,65,490,0,0,666,34,344,31,2,22,9,322.0,2,2.22,0.4,3.02,0.27,0.43,2.82,2.4167681172260314,12,77,573
asc,American Southwest Conference (ASC),2025-26,wvball,Mary Hardin-Baylor,"Hurd, Dravyn",0,,6,94,50,0.335,511,48,219,11,1,57,0,3,0,6,0,0,10,0,42,59,7,34,25,264.0,0,2.33,0.12,0.45,0.63,0.03,2.81,2.4030160541880052,13,76,561
asc,American Southwest Conference (ASC),2025-26,wvball,Hardin-Simmons,"Jones, Gabby",0,,13,53,12,0.387,168,20,85,4,1,37,0,20,20,162,0,0,2,0,27,41,3,40,1,126.0,1,1.6,0.08,0.51,0.77,0.38,2.38,2.38036274340475,14,75,552
asc,American Southwest Conference (ASC),2025-26,wvball,Hardin-Simmons,"Keidl, Liz",0,,11,74,22,0.213,541,76,191,6,1,44,0,6,6,72,0,0,193,12,81,22,4,17,5,210.5,0,2.58,0.08,1.09,0.3,0.08,2.84,2.1916550635826897,15,74,672
asc,American Southwest Conference (ASC),2025-26,wvball,Howard Payne,"Briese, Carli",0,,15,80,52,0.24,455,68,177,7,1,44,0,0,1,1,0,0,1,0,36,38,9,26,12,202.0,0,2.21,0.09,0.45,0.48,0.0,2.53,1.6256301517483558,16,73,915
asc,American Southwest Conference (ASC),2025-26,wvball,Hardin-Simmons,"Tumlinson, Avery",0,,23,75,28,0.308,237,38,111,3,1,25,0,8,29,114,0,0,2,0,24,74,9,59,15,163.5,0,1.48,0.04,0.32,0.99,0.11,2.18,1.6222292697384808,17,72,807
asc,American Southwest Conference (ASC),2025-26,wvball,East Texas Baptist,Katie Server,0,,22,6,5,0.5,18,1,10,0,0,0,0,0,0,8,0,0,0,0,1,7,0,4,3,15.0,0,1.67,0.0,0.17,1.17,0.0,2.5,1.4772726606598634,18,71,1075
asc,American Southwest Conference (ASC),2025-26,wvball,Hardin-Simmons,"Gholson, Grace",0,,18,6,0,0.667,3,0,2,19,1,55,0,6,1,19,0,0,0,0,12,0,0,0,0,8.0,0,0.33,3.17,2.0,0.0,1.0,1.33,1.3541470453566877,19,70,1298
asc,American Southwest Conference (ASC),2025-26,wvball,Howard Payne,"Jones, Ryann",0,,17,66,52,0.097,339,71,104,3,0,45,0,7,11,77,0,0,43,5,28,40,7,36,4,133.0,0,1.58,0.05,0.42,0.61,0.11,2.02,0.9555529048340837,20,70,1272
asc,American Southwest Conference (ASC),2025-26,wvball,Mary Hardin-Baylor,"Miller, Kaysen",0,,15,82,39,0.195,513,38,138,1,0,89,0,13,5,115,0,0,131,7,101,19,2,16,3,162.0,0,1.68,0.01,1.23,0.23,0.16,1.98,0.9361861902893077,21,69,1397
asc,American Southwest Conference (ASC),2025-26,wvball,Howard Payne,"Kelly, Ashlyn",0,,23,85,63,0.265,132,6,41,383,15,1246,0,26,20,277,0,0,4,0,128,8,1,5,3,72.5,0,0.48,4.51,1.51,0.09,0.31,0.85,0.7920628068365795,22,68,1628
asc,American Southwest Conference (ASC),2025-26,wvball,Mary Hardin-Baylor,"Thompson, Allie",0,,21,36,7,0.315,111,12,47,2,1,13,0,4,7,36,0,0,3,0,6,22,2,21,1,62.5,0,1.31,0.06,0.17,0.61,0.11,1.74,0.7672138025120601,23,67,1432
asc,American Southwest Conference (ASC),2025-26,wvball,East Texas Baptist,"Moody, Lexi",0,,15,115,106,0.387,119,3,49,594,13,1476,0,26,19,322,0,0,7,1,175,9,0,9,0,79.5,2,0.43,5.17,1.52,0.08,0.23,0.69,0.6817556056962485,24,67,1747
asc,American Southwest Conference (ASC),2025-26,wvball,Howard Payne,"Schievelbein, Bailey",0,,13,73,49,0.164,366,64,124,8,1,50,0,9,17,90,0,0,258,22,84,13,3,10,3,141.0,1,1.7,0.11,1.15,0.18,0.12,1.93,0.5374186726298877,25,66,1718
asc,American Southwest Conference (ASC),2025-26,wvball,East Texas Baptist,"Gooch, Lindsey",0,,25,110,0,0.292,414,52,173,6,2,55,0,0,0,4,0,0,2,2,34,51,4,46,5,201.0,1,1.57,0.05,0.31,0.46,0.0,1.83,0.46145822033245587,26,65,1706
