conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,rank,rating,global_rank
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Williams, Sydney",0,,9,86,29,0.301,784.0,95.0,331.0,14.0,3.0,70.0,0.0,46.0,21.0,315.0,0.0,0.0,295.0,29.0,194.0,31.0,1.0,24.0,7.0,396.0,0.0,3.85,0.16,2.26,0.36,0.53,4.6,8.48993804281815,1,99,15
nac,North Atlantic Conference (NAC),2025-26,wvball,VTSU Johnson,"Ludlow, Max",0,,8,81,34,0.123,737.0,154.0,245.0,21.0,20.0,241.0,0.0,71.0,62.0,322.0,0.0,0.0,233.0,16.0,235.0,5.0,0.0,3.0,2.0,319.5,0.0,3.02,0.26,2.9,0.06,0.88,3.94,6.080738968764232,2,94,87
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Zuber-Stephens, Hunnie",0,,1,95,32,0.21,214.0,16.0,61.0,778.0,32.0,1712.0,0.0,83.0,25.0,448.0,0.0,0.0,17.0,5.0,167.0,8.0,0.0,8.0,0.0,148.0,3.0,0.64,8.19,1.76,0.08,0.87,1.56,5.390195490592465,3,91,175
nac,North Atlantic Conference (NAC),2025-26,wvball,SUNY Cobleskill,"Hinze, Emma",0,,22,91,28,0.159,586.0,120.0,213.0,25.0,12.0,162.0,0.0,46.0,25.0,316.0,0.0,0.0,416.0,42.0,230.0,36.0,4.0,25.0,11.0,282.5,2.0,2.34,0.27,2.53,0.4,0.51,3.1,5.35469828020853,4,90,261
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Preskorn, Janna",0,,12,74,22,0.1,481.0,88.0,136.0,171.0,25.0,723.0,0.0,43.0,25.0,260.0,0.0,0.0,105.0,12.0,181.0,17.0,3.0,16.0,1.0,188.0,1.0,1.84,2.31,2.45,0.23,0.58,2.54,4.799841279225546,5,88,322
nac,North Atlantic Conference (NAC),2025-26,wvball,SUNY Delhi,"Nuss, Kayla",0,,17,103,31,0.178,895.0,146.0,305.0,15.0,13.0,142.0,0.0,28.0,46.0,263.0,0.0,0.0,259.0,26.0,257.0,15.0,0.0,10.0,5.0,343.0,0.0,2.96,0.15,2.5,0.15,0.27,3.33,4.498935362818604,6,87,427
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Hadley, Ally",0,,7,96,32,0.155,614.0,120.0,215.0,82.0,6.0,179.0,0.0,60.0,33.0,311.0,0.0,0.0,393.0,53.0,218.0,11.0,4.0,8.0,3.0,282.0,0.0,2.24,0.85,2.27,0.11,0.63,2.94,4.37060954911934,7,86,377
nac,North Atlantic Conference (NAC),2025-26,wvball,Maine Maritime,"Smith, Ila",0,,13,96,32,0.428,425.0,38.0,220.0,3.0,0.0,25.0,0.0,6.0,2.0,30.0,0.0,0.0,3.0,0.0,30.0,36.0,2.0,29.0,7.0,247.5,1.0,2.29,0.03,0.31,0.38,0.06,2.58,3.7459254989835107,8,85,809
nac,North Atlantic Conference (NAC),2025-26,wvball,Thomas,"Pool, Lindsay",0,,19,82,24,0.104,625.0,79.0,144.0,218.0,27.0,948.0,0.0,26.0,11.0,203.0,0.0,0.0,35.0,5.0,169.0,11.0,3.0,7.0,4.0,177.5,1.0,1.76,2.66,2.06,0.13,0.32,2.16,3.6218774995436775,9,84,686
nac,North Atlantic Conference (NAC),2025-26,wvball,VTSU Johnson,"Lepaga-Telona, Sepphyre",0,,25,9,3,0.139,36.0,7.0,12.0,0.0,1.0,6.0,0.0,5.0,6.0,19.0,0.0,0.0,3.0,0.0,9.0,4.0,1.0,0.0,4.0,21.0,2.0,1.33,0.0,1.0,0.44,0.56,2.33,3.570344962581793,10,83,749
nac,North Atlantic Conference (NAC),2025-26,wvball,Thomas,"Lebel, Addison",0,,4,90,26,0.19,520.0,63.0,162.0,9.0,13.0,97.0,0.0,29.0,36.0,248.0,0.0,0.0,7.0,1.0,83.0,37.0,3.0,18.0,19.0,219.0,2.0,1.8,0.1,0.92,0.41,0.32,2.43,3.5190420498582737,11,82,888
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Gray, Mikayla",0,,17,80,23,0.117,546.0,91.0,155.0,13.0,12.0,134.0,0.0,50.0,37.0,291.0,0.0,0.0,370.0,43.0,193.0,6.0,1.0,5.0,1.0,208.5,1.0,1.94,0.16,2.41,0.08,0.63,2.61,3.4313283675858703,12,81,635
nac,North Atlantic Conference (NAC),2025-26,wvball,SUNY Cobleskill,"Gasner, Hallie",0,,24,91,26,0.164,572.0,76.0,170.0,8.0,4.0,50.0,0.0,36.0,50.0,228.0,0.0,0.0,132.0,17.0,89.0,30.0,1.0,18.0,12.0,227.0,0.0,1.87,0.09,0.98,0.33,0.4,2.49,3.362962302342942,13,80,890
nac,North Atlantic Conference (NAC),2025-26,wvball,SUNY Cobleskill,"Smart , Kathleen",0,,10,66,22,0.009,457.0,118.0,122.0,15.0,6.0,124.0,0.0,31.0,31.0,233.0,0.0,0.0,377.0,35.0,222.0,12.0,1.0,12.0,0.0,159.0,0.0,1.85,0.23,3.36,0.18,0.47,2.41,3.3252590187655855,14,80,739
nac,North Atlantic Conference (NAC),2025-26,wvball,VTSU Lyndon,"Mack, Kiara",0,,20,79,25,0.051,804.0,104.0,145.0,12.0,19.0,187.0,0.0,19.0,26.0,179.0,0.0,0.0,323.0,81.0,134.0,28.0,8.0,1.0,27.0,191.5,9.0,1.84,0.15,1.7,0.35,0.24,2.42,3.2116100492569397,15,79,1018
nac,North Atlantic Conference (NAC),2025-26,wvball,UMaine-Presque Isle,"Gardner, Brooke",0,,10,82,42,0.1,319.0,23.0,55.0,415.0,38.0,1739.0,0.0,45.0,49.0,241.0,0.0,0.0,7.0,1.0,186.0,9.0,3.0,8.0,1.0,105.0,3.0,0.67,5.06,2.27,0.11,0.55,1.28,3.1008531467901577,16,78,831
nac,North Atlantic Conference (NAC),2025-26,wvball,SUNY Delhi,"Poston, Laurel",0,,9,104,31,0.098,205.0,20.0,40.0,662.0,51.0,2508.0,0.0,29.0,42.0,349.0,0.0,0.0,11.0,0.0,165.0,22.0,6.0,19.0,3.0,81.5,3.0,0.38,6.37,1.59,0.21,0.28,0.78,2.60590668441199,17,78,1290
nac,North Atlantic Conference (NAC),2025-26,wvball,VTSU Johnson,"Lepega-Telona, Sepphyre",0,,25,78,32,0.208,331.0,44.0,113.0,3.0,16.0,72.0,0.0,2.0,3.0,11.0,0.0,0.0,7.0,3.0,41.0,38.0,2.0,11.0,27.0,147.5,1.0,1.45,0.04,0.53,0.49,0.03,1.89,2.4956076204254742,18,77,1576
nac,North Atlantic Conference (NAC),2025-26,wvball,Lesley,Shae Thomas,0,,14,41,21,-0.022,312.0,78.0,71.0,15.0,6.0,110.0,0.0,17.0,7.0,99.0,0.0,0.0,213.0,20.0,110.0,1.0,1.0,1.0,0.0,88.0,0.0,1.73,0.37,2.68,0.02,0.41,2.15,2.469403913279278,19,76,1026
nac,North Atlantic Conference (NAC),2025-26,wvball,Husson ,"Leavitt, Julia",0,,16,51,12,0.136,339.0,62.0,108.0,2.0,2.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,18.0,66.0,7.0,1.0,5.0,2.0,112.5,0.0,2.12,0.04,1.29,0.14,0.0,2.21,2.25270203335896,20,76,1389
nac,North Atlantic Conference (NAC),2025-26,wvball,VTSU Johnson,"Hansen, Haylee",0,,10,87,35,0.173,562.0,46.0,143.0,15.0,15.0,227.0,0.0,32.0,25.0,269.0,0.0,0.0,393.0,33.0,252.0,3.0,1.0,1.0,2.0,177.5,2.0,1.64,0.17,2.9,0.03,0.37,2.04,2.227556602762774,21,75,1167
nac,North Atlantic Conference (NAC),2025-26,wvball,UMaine-Presque Isle,"Anspach, Jade",0,,3,57,20,0.078,321.0,57.0,82.0,4.0,6.0,71.0,0.0,16.0,24.0,94.0,0.0,0.0,11.0,2.0,45.0,16.0,3.0,7.0,9.0,110.5,2.0,1.44,0.07,0.79,0.28,0.28,1.94,2.107021999088371,22,74,1525
nac,North Atlantic Conference (NAC),2025-26,wvball,VTSU Johnson,"Gross, Delaney",0,,1,87,35,-0.004,277.0,22.0,21.0,489.0,58.0,1904.0,0.0,51.0,76.0,367.0,0.0,0.0,17.0,1.0,136.0,6.0,0.0,4.0,2.0,76.0,3.0,0.24,5.62,1.56,0.07,0.59,0.87,2.063302989057645,23,74,1364
nac,North Atlantic Conference (NAC),2025-26,wvball,UMaine-Presque Isle,"Gutierrez, Mia",0,,1,81,41,0.044,586.0,112.0,138.0,31.0,26.0,222.0,0.0,27.0,32.0,204.0,0.0,0.0,249.0,21.0,292.0,2.0,1.0,2.0,0.0,166.0,0.0,1.7,0.38,3.6,0.02,0.33,2.05,2.0448242766225952,24,73,1268
