conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,rank,rating,global_rank
nwc,Northwest Conference (NWC),2025-26,wvball,Puget Sound,"Badger, Maddie",0,,25,91,63,0.382,646.0,83.0,330.0,1.0,3.0,52.0,0.0,2.0,5.0,29.0,0.0,0.0,5.0,1.0,34.0,78.0,4.0,56.0,22.0,382.0,5.0,3.63,0.01,0.37,0.86,0.02,4.2,5.842144735248629,1,99,46
nwc,Northwest Conference (NWC),2025-26,wvball,Pacific,"Velcheck, Emma",0,,5,68,54,0.123,624.0,112.0,189.0,5.0,5.0,96.0,0.0,38.0,37.0,226.0,0.0,0.0,366.0,28.0,174.0,23.0,2.0,14.0,9.0,243.0,3.0,2.78,0.07,2.56,0.34,0.56,3.57,5.041568027726672,2,94,133
nwc,Northwest Conference (NWC),2025-26,wvball,Linfield,"Myre, Nora",0,,11,84,51,0.161,794.0,136.0,264.0,12.0,5.0,125.0,0.0,33.0,30.0,333.0,0.0,0.0,415.0,21.0,287.0,18.0,1.0,15.0,3.0,307.5,0.0,3.14,0.14,3.42,0.21,0.39,3.66,4.876117054950964,3,93,142
nwc,Northwest Conference (NWC),2025-26,wvball,Puget Sound,"Fagan, Erin",0,,4,91,59,0.202,748.0,103.0,254.0,16.0,7.0,103.0,0.0,42.0,45.0,391.0,0.0,0.0,436.0,31.0,242.0,25.0,0.0,21.0,4.0,310.5,4.0,2.79,0.18,2.66,0.27,0.46,3.41,4.539454364360467,4,91,210
nwc,Northwest Conference (NWC),2025-26,wvball,Puget Sound,"Raduziner, Nicolette",0,,17,11,4,0.186,102.0,9.0,28.0,2.0,1.0,9.0,0.0,4.0,4.0,31.0,0.0,0.0,63.0,3.0,35.0,2.0,0.0,2.0,0.0,33.0,0.0,2.55,0.18,3.18,0.18,0.36,3.0,4.450577542439134,5,90,234
nwc,Northwest Conference (NWC),2025-26,wvball,Whitworth,"Kremer, Lauren",0,,13,109,61,0.334,554.0,60.0,245.0,22.0,2.0,95.0,0.0,31.0,37.0,349.0,0.0,0.0,13.0,1.0,75.0,99.0,0.0,80.0,19.0,335.0,3.0,2.25,0.2,0.69,0.91,0.28,3.07,4.394166295401543,6,89,242
nwc,Northwest Conference (NWC),2025-26,wvball,Whitman,"Holmer, Sammy",0,,9,63,39,0.175,486.0,56.0,141.0,12.0,3.0,111.0,0.0,34.0,18.0,255.0,0.0,0.0,275.0,17.0,158.0,19.0,0.0,15.0,4.0,186.5,2.0,2.24,0.19,2.51,0.3,0.54,2.96,4.345931681074294,7,88,263
nwc,Northwest Conference (NWC),2025-26,wvball,George Fox ,"Bearden, Gracie",0,,19,82,52,0.112,606.0,112.0,180.0,17.0,4.0,131.0,0.0,48.0,38.0,327.0,0.0,0.0,428.0,27.0,264.0,18.0,3.0,16.0,2.0,238.0,0.0,2.2,0.21,3.22,0.22,0.59,2.9,3.9426271855697834,8,87,368
nwc,Northwest Conference (NWC),2025-26,wvball,Whitman,"Gushchina, Arina",0,,17,73,43,0.12,660.0,130.0,209.0,13.0,4.0,86.0,0.0,19.0,15.0,233.0,0.0,0.0,372.0,18.0,147.0,20.0,0.0,17.0,3.0,239.5,0.0,2.86,0.18,2.01,0.27,0.26,3.28,3.8720484923824485,9,86,348
nwc,Northwest Conference (NWC),2025-26,wvball,Willamette,"Cramer, Katey",0,,10,73,29,0.186,716.0,102.0,235.0,1.0,7.0,47.0,0.0,12.0,23.0,153.0,0.0,0.0,280.0,28.0,100.0,14.0,1.0,12.0,2.0,255.0,0.0,3.22,0.01,1.37,0.19,0.16,3.49,3.828252873910551,10,85,346
nwc,Northwest Conference (NWC),2025-26,wvball,Pacific Lutheran ,"Eggert, Alexis",0,,11,95,56,0.24,613.0,89.0,236.0,2.0,6.0,44.0,0.0,18.0,28.0,269.0,0.0,0.0,1.0,0.0,63.0,67.0,8.0,54.0,13.0,294.0,2.0,2.48,0.02,0.66,0.71,0.19,3.09,3.80632383017282,11,85,375
nwc,Northwest Conference (NWC),2025-26,wvball,Pacific Lutheran ,"Takamoto, Ayre",0,,6,94,56,0.22,214.0,14.0,61.0,812.0,21.0,2543.0,0.0,25.0,26.0,274.0,0.0,0.0,9.0,1.0,259.0,29.0,0.0,28.0,1.0,101.0,3.0,0.65,8.64,2.76,0.31,0.27,1.07,3.751413192787749,12,84,416
nwc,Northwest Conference (NWC),2025-26,wvball,Puget Sound,"Rush, Randi",0,,11,88,59,0.233,159.0,4.0,41.0,902.0,11.0,2561.0,0.0,23.0,29.0,295.0,0.0,0.0,11.0,0.0,177.0,22.0,0.0,22.0,0.0,75.0,2.0,0.47,10.25,2.01,0.25,0.26,0.85,3.6705484648032103,13,83,442
nwc,Northwest Conference (NWC),2025-26,wvball,Whitman,"Belt, Addie",0,,11,72,38,0.16,557.0,100.0,189.0,20.0,8.0,107.0,0.0,12.0,13.0,150.0,0.0,0.0,130.0,5.0,171.0,23.0,2.0,18.0,5.0,215.0,0.0,2.63,0.28,2.38,0.32,0.17,2.99,3.562791324855635,14,83,446
nwc,Northwest Conference (NWC),2025-26,wvball,Whitworth,"Okemgbo, Amblessed",0,,9,109,43,0.197,910.0,153.0,332.0,10.0,9.0,91.0,0.0,9.0,9.0,110.0,0.0,0.0,395.0,27.0,118.0,37.0,3.0,30.0,7.0,363.0,0.0,3.05,0.09,1.08,0.34,0.08,3.33,3.409221024644264,15,82,466
nwc,Northwest Conference (NWC),2025-26,wvball,Lewis & Clark,"Jensen, Kaitlyn",0,,16,77,73,0.097,680.0,120.0,186.0,14.0,3.0,90.0,0.0,28.0,36.0,195.0,0.0,0.0,460.0,44.0,155.0,21.0,5.0,20.0,1.0,225.0,0.0,2.42,0.18,2.01,0.27,0.36,2.92,3.3079954610784874,16,82,547
nwc,Northwest Conference (NWC),2025-26,wvball,Whitworth,"Baird, Alyssa",0,,11,103,50,0.21,789.0,102.0,268.0,14.0,3.0,133.0,0.0,15.0,15.0,272.0,0.0,0.0,435.0,24.0,209.0,29.0,1.0,24.0,5.0,300.0,0.0,2.6,0.14,2.03,0.28,0.15,2.91,3.1651993272595003,17,81,578
nwc,Northwest Conference (NWC),2025-26,wvball,Willamette,"Scott, Lexie",0,,7,76,18,0.197,699.0,115.0,253.0,1.0,1.0,37.0,0.0,0.0,0.0,3.0,0.0,0.0,84.0,15.0,46.0,7.0,1.0,5.0,2.0,257.5,0.0,3.33,0.01,0.61,0.09,0.0,3.39,3.1238493909512535,18,80,563
nwc,Northwest Conference (NWC),2025-26,wvball,Pacific Lutheran ,"Allen-Greggs, Shaela",0,,23,94,48,0.219,795.0,97.0,271.0,7.0,5.0,59.0,0.0,0.0,0.0,4.0,0.0,0.0,146.0,14.0,68.0,31.0,0.0,25.0,6.0,289.5,0.0,2.88,0.07,0.72,0.33,0.0,3.08,3.072620918804028,19,80,590
nwc,Northwest Conference (NWC),2025-26,wvball,George Fox ,"Gilder, Allaire",0,,4,82,52,0.195,343.0,36.0,103.0,4.0,1.0,47.0,0.0,23.0,14.0,290.0,0.0,0.0,5.0,0.0,69.0,77.0,2.0,63.0,14.0,171.5,0.0,1.26,0.05,0.84,0.94,0.28,2.09,2.9609711856413488,20,79,711
nwc,Northwest Conference (NWC),2025-26,wvball,Willamette,"Jameson, Caroline",0,,5,95,38,0.197,679.0,111.0,245.0,9.0,4.0,63.0,0.0,0.0,1.0,9.0,0.0,0.0,15.0,1.0,50.0,43.0,8.0,38.0,5.0,269.0,2.0,2.58,0.09,0.53,0.45,0.0,2.83,2.696040478392914,21,79,733
nwc,Northwest Conference (NWC),2025-26,wvball,Linfield,"Millard, Madison",0,,19,76,47,0.165,328.0,44.0,98.0,6.0,3.0,51.0,0.0,27.0,36.0,222.0,0.0,0.0,9.0,0.0,35.0,61.0,6.0,52.0,9.0,160.0,0.0,1.29,0.08,0.46,0.8,0.36,2.11,2.64061898442523,22,78,839
nwc,Northwest Conference (NWC),2025-26,wvball,Linfield,"Taliloa, Lani",0,,36,72,30,0.151,444.0,86.0,153.0,5.0,3.0,33.0,0.0,12.0,9.0,118.0,0.0,0.0,128.0,4.0,81.0,30.0,3.0,28.0,2.0,181.0,0.0,2.13,0.07,1.13,0.42,0.17,2.51,2.608070663431403,23,78,796
nwc,Northwest Conference (NWC),2025-26,wvball,Puget Sound,"Favor, Skya",0,,37,36,14,0.266,169.0,28.0,73.0,1.0,1.0,24.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,6.0,23.0,0.0,15.0,8.0,88.5,1.0,2.03,0.03,0.17,0.64,0.0,2.46,2.598933304237408,24,77,795
nwc,Northwest Conference (NWC),2025-26,wvball,Pacific Lutheran ,"Pernsteiner, Julissa",0,,15,95,37,0.189,677.0,101.0,229.0,5.0,7.0,56.0,0.0,0.0,1.0,3.0,0.0,0.0,14.0,0.0,37.0,47.0,5.0,38.0,9.0,257.0,2.0,2.41,0.05,0.39,0.49,0.0,2.71,2.522781984501374,25,77,803
nwc,Northwest Conference (NWC),2025-26,wvball,Whitworth,"Short, Lindsey",0,,5,109,43,0.228,657.0,104.0,254.0,6.0,9.0,61.0,0.0,0.0,1.0,3.0,0.0,0.0,4.0,1.0,60.0,59.0,2.0,54.0,5.0,286.0,0.0,2.33,0.06,0.55,0.54,0.0,2.62,2.4948047614434157,26,76,818
nwc,Northwest Conference (NWC),2025-26,wvball,George Fox ,"Baer, Alexis",0,,5,81,51,0.219,503.0,66.0,176.0,1.0,2.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,45.0,4.0,40.0,5.0,201.0,0.0,2.17,0.01,0.56,0.56,0.0,2.48,2.4635629366836844,27,76,855
nwc,Northwest Conference (NWC),2025-26,wvball,Puget Sound,"Harrington, Ursula",0,,20,13,4,0.203,59.0,11.0,23.0,0.0,1.0,7.0,0.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,4.0,8.0,1.0,6.0,2.0,29.0,0.0,1.77,0.0,0.31,0.62,0.08,2.23,2.428962317573225,28,76,926
nwc,Northwest Conference (NWC),2025-26,wvball,Willamette,"Chu, Leina",0,,9,95,38,0.188,112.0,5.0,26.0,844.0,30.0,2655.0,0.0,18.0,13.0,321.0,0.0,0.0,13.0,2.0,211.0,9.0,1.0,9.0,0.0,48.5,1.0,0.27,8.88,2.22,0.09,0.19,0.51,2.339541551230392,29,75,1005
nwc,Northwest Conference (NWC),2025-26,wvball,Puget Sound,"Leith, Mackenzie",0,,8,89,11,0.176,726.0,87.0,215.0,2.0,4.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,5.0,52.0,30.0,1.0,27.0,3.0,231.5,0.0,2.42,0.02,0.58,0.34,0.0,2.6,2.242183041694695,30,75,978
