conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,rank,rating,global_rank
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Transylvania,"Myers, Isabella",0,,8,107,45,0.25,1218.0,132.0,437.0,31.0,1.0,120.0,0.0,28.0,31.0,340.0,0.0,0.0,478.0,28.0,332.0,44.0,3.0,36.0,8.0,491.0,0.0,4.08,0.29,3.1,0.41,0.26,4.59,6.104868695202285,1,99,21
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Anderson,"Lanham, Jayda",0,,7,80,31,0.141,808.0,122.0,236.0,21.0,2.0,139.0,0.0,35.0,21.0,280.0,0.0,0.0,435.0,18.0,313.0,36.0,3.0,34.0,2.0,290.0,1.0,2.95,0.26,3.91,0.45,0.44,3.63,5.123004967972991,2,95,79
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Transylvania,"Lentz, Macy",0,,23,107,46,0.197,335.0,32.0,98.0,1101.0,37.0,3061.0,0.0,36.0,31.0,391.0,0.0,0.0,12.0,0.0,310.0,44.0,2.0,38.0,6.0,159.0,2.0,0.92,10.29,2.9,0.41,0.34,1.49,4.7494620763779025,3,93,111
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Manchester,"Ball, Avery",0,,3,104,43,0.222,874.0,147.0,341.0,12.0,8.0,168.0,0.0,36.0,29.0,367.0,0.0,0.0,557.0,20.0,259.0,27.0,6.0,20.0,7.0,394.0,1.0,3.28,0.12,2.49,0.26,0.35,3.79,4.439232747594731,4,92,148
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Franklin,"Moring, Hope",0,,1,100,41,0.195,718.0,110.0,250.0,322.0,17.0,972.0,0.0,35.0,44.0,299.0,0.0,0.0,34.0,4.0,170.0,38.0,3.0,36.0,2.0,305.0,2.0,2.5,3.22,1.7,0.38,0.35,3.05,4.328539481596841,5,91,168
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Rose-Hulman,"Blanton, Emma",0,,18,79,50,0.135,817.0,151.0,261.0,17.0,2.0,87.0,0.0,21.0,31.0,325.0,0.0,0.0,404.0,31.0,244.0,17.0,3.0,12.0,5.0,293.0,0.0,3.3,0.22,3.09,0.22,0.27,3.71,4.241854915796997,6,90,176
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Earlham,"Piatt, Addison",0,,8,122,49,0.228,1152.0,108.0,371.0,22.0,5.0,144.0,0.0,42.0,47.0,533.0,0.0,0.0,849.0,25.0,476.0,24.0,0.0,23.0,1.0,425.5,0.0,3.04,0.18,3.9,0.2,0.34,3.49,4.1769695558084265,7,89,185
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Mount St. Joseph,"Graves, Hannah",0,,5,103,48,0.153,1049.0,159.0,319.0,30.0,3.0,155.0,0.0,40.0,42.0,374.0,0.0,0.0,689.0,48.0,343.0,17.0,2.0,15.0,2.0,368.5,1.0,3.1,0.29,3.33,0.17,0.39,3.58,4.101083125724163,8,88,205
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Mount St. Joseph,"Sicking, Emma",0,,9,102,47,0.154,1079.0,172.0,338.0,13.0,7.0,108.0,0.0,31.0,61.0,268.0,0.0,0.0,562.0,56.0,238.0,32.0,0.0,30.0,2.0,386.0,0.0,3.31,0.13,2.33,0.31,0.3,3.78,4.073785940572174,9,87,216
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Earlham,"Harrington, Aniyah",0,,21,120,47,0.182,1191.0,134.0,351.0,22.0,4.0,167.0,0.0,29.0,15.0,403.0,0.0,0.0,782.0,60.0,423.0,39.0,1.0,30.0,9.0,404.0,0.0,2.93,0.18,3.53,0.33,0.24,3.37,4.06456798915267,10,86,219
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Bluffton,"Woods, Jenna",0,,5,122,41,0.163,1359.0,239.0,461.0,10.0,4.0,75.0,0.0,8.0,19.0,115.0,0.0,0.0,269.0,16.0,127.0,40.0,6.0,29.0,11.0,494.5,0.0,3.78,0.08,1.04,0.33,0.07,4.05,3.9419731171871724,11,86,250
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Hanover,"McCoy, Abbey",0,,13,126,68,0.186,1218.0,149.0,376.0,28.0,5.0,202.0,0.0,25.0,23.0,408.0,0.0,0.0,643.0,36.0,370.0,34.0,1.0,27.0,7.0,421.5,0.0,2.98,0.22,2.94,0.27,0.2,3.35,3.6465046634300564,12,85,306
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Berea,"Garcia, Nashaliz",0,,17,92,40,0.341,461.0,41.0,198.0,7.0,1.0,67.0,0.0,29.0,18.0,264.0,0.0,0.0,24.0,3.0,47.0,60.0,6.0,41.0,19.0,266.5,0.0,2.15,0.08,0.51,0.65,0.32,2.9,3.5938880632259553,13,85,371
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Rose-Hulman,"Carlson, Greta",0,,17,101,47,0.204,947.0,139.0,332.0,4.0,1.0,43.0,0.0,3.0,9.0,60.0,0.0,0.0,21.0,2.0,89.0,39.0,5.0,31.0,8.0,358.5,0.0,3.29,0.04,0.88,0.39,0.03,3.55,3.5906860226126924,14,84,336
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Anderson,"Bock, Taylor",0,,6,74,30,0.228,448.0,57.0,159.0,6.0,1.0,44.0,0.0,16.0,29.0,183.0,0.0,0.0,14.0,0.0,49.0,63.0,12.0,58.0,5.0,209.0,0.0,2.15,0.08,0.66,0.85,0.22,2.82,3.580009631012252,15,83,390
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Earlham,"Brandes, Caylee",0,,2,123,47,0.224,1060.0,150.0,387.0,7.0,7.0,73.0,0.0,0.0,0.0,7.0,0.0,0.0,30.0,2.0,81.0,62.0,4.0,57.0,5.0,420.5,0.0,3.15,0.06,0.66,0.5,0.0,3.42,3.4994191933803513,16,83,386
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wvball,Anderson,"Wilson, Ellie",0,,11,81,32,0.221,494.0,75.0,184.0,12.0,0.0,40.0,0.0,2.0,4.0,42.0,0.0,0.0,7.0,0.0,19.0,75.0,7.0,59.0,16.0,231.5,0.0,2.27,0.15,0.23,0.93,0.02,2.86,3.4548081591207027,17,82,437
