conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,rank,rating,global_rank
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvball,Wisconsin Lutheran,"Hilton, Adonis",0,,13,12,6,0.258,93.0,16.0,40.0,4.0,0.0,16.0,0.0,8.0,13.0,45.0,0.0,0.0,59.0,3.0,10.0,4.0,0.0,4.0,0.0,50.0,0.0,3.33,0.33,0.83,0.33,0.67,4.17,6.272863073211125,1,99,6
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvball,MSOE,"Harris, Callan",0,,2,87,39,0.221,813.0,154.0,334.0,15.0,3.0,86.0,0.0,23.0,66.0,295.0,0.0,0.0,7.0,0.0,205.0,52.0,2.0,44.0,8.0,387.0,0.0,3.84,0.17,2.36,0.6,0.26,4.45,5.561669348729997,2,95,12
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvball,Wisconsin Lutheran,"Pichler, Brady",0,,8,100,44,0.235,947.0,149.0,372.0,16.0,4.0,102.0,0.0,35.0,72.0,342.0,0.0,0.0,5.0,0.0,169.0,58.0,1.0,42.0,16.0,444.0,1.0,3.72,0.16,1.69,0.58,0.35,4.44,5.479143038813453,3,94,16
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvball,Concordia Chicago,"Holubek, Tyler",0,,9,79,34,0.198,803.0,164.0,323.0,15.0,3.0,70.0,0.0,14.0,38.0,290.0,0.0,0.0,259.0,10.0,173.0,39.0,1.0,30.0,9.0,361.0,0.0,4.09,0.19,2.19,0.49,0.18,4.57,5.462611993673672,4,92,13
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvball,Aurora,"McLellan, Josh",0,,7,101,43,0.308,930.0,127.0,413.0,6.0,4.0,59.0,0.0,18.0,49.0,323.0,0.0,0.0,368.0,23.0,139.0,42.0,1.0,38.0,4.0,454.0,0.0,4.09,0.06,1.38,0.42,0.18,4.5,5.124995351399062,5,91,21
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvball,Benedictine,"Armstrong, Cooper",0,,10,81,34,0.285,565.0,86.0,247.0,34.0,1.0,98.0,0.0,18.0,39.0,306.0,0.0,0.0,356.0,20.0,172.0,66.0,5.0,57.0,9.0,302.5,0.0,3.05,0.42,2.12,0.81,0.22,3.73,4.989628467545387,6,91,24
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvball,Dominican,"Geschke, Ty",0,,7,76,33,0.287,613.0,99.0,275.0,14.0,11.0,86.0,0.0,15.0,56.0,241.0,0.0,0.0,365.0,8.0,99.0,38.0,1.0,34.0,4.0,311.0,0.0,3.62,0.18,1.3,0.5,0.2,4.09,4.707012685090584,7,90,30
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvball,Benedictine,"Radomski, Chris",0,,9,98,39,0.248,820.0,143.0,346.0,25.0,0.0,113.0,0.0,20.0,60.0,381.0,0.0,0.0,450.0,25.0,183.0,46.0,4.0,43.0,3.0,390.5,0.0,3.53,0.26,1.87,0.47,0.2,3.98,4.453683981175657,8,89,35
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvball,Dominican,"Goss, Casey",0,,20,57,18,0.226,412.0,72.0,165.0,8.0,4.0,41.0,0.0,21.0,47.0,211.0,0.0,0.0,5.0,1.0,98.0,22.0,0.0,20.0,2.0,198.0,0.0,2.89,0.14,1.72,0.39,0.37,3.47,4.2505815164212075,9,88,44
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,mvball,Benedictine,"VanEngen, Spencer",0,,3,103,41,0.269,283.0,24.0,100.0,956.0,25.0,2372.0,0.0,17.0,83.0,372.0,0.0,0.0,5.0,2.0,197.0,94.0,3.0,80.0,14.0,171.0,2.0,0.97,9.28,1.91,0.91,0.17,1.66,4.2190020109306285,10,88,42
