conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,attack_stats_hitting_pct,attack_stats_attempts,attack_stats_errors,attack_stats_kills,set_stats_assists,set_stats_errors,set_stats_attempts,set_stats_set_pct,serve_stats_aces,serve_stats_errors,serve_stats_attempts,serve_stats_serve_pct,defense_stats_defense_pct,defense_stats_attempts,defense_stats_receptions,defense_stats_digs,block_stats_total,block_stats_errors,block_stats_assists,block_stats_solos,misc_stats_points,misc_stats_ball_handling_errors,per_set_stats_kills,per_set_stats_assists,per_set_stats_digs,per_set_stats_blocks,per_set_stats_aces,per_set_stats_points,composite_score,rank,rating,global_rank
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Thiel,"Oesterling, Ezra",0,,2,108,49,0.28,994.0,147.0,425.0,18.0,7.0,111.0,0.0,46.0,105.0,471.0,0.0,0.0,549.0,25.0,202.0,35.0,3.0,19.0,16.0,496.5,0.0,3.94,0.17,1.87,0.32,0.43,4.6,5.824238471175057,1,99,15
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Saint Vincent,Shawn McSwiggen,0,,18,83,78,0.236,815.0,140.0,332.0,6.0,1.0,53.0,0.0,23.0,38.0,287.0,0.0,0.0,4.0,2.0,164.0,23.0,4.0,17.0,6.0,369.5,1.0,4.0,0.07,1.98,0.28,0.28,4.45,5.48841663766513,2,94,19
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Saint Vincent,Zeb Wyant,0,,8,80,69,0.194,628.0,129.0,251.0,20.0,3.0,81.0,0.0,30.0,66.0,348.0,0.0,0.0,448.0,24.0,153.0,30.0,3.0,11.0,19.0,305.5,0.0,3.14,0.25,1.91,0.38,0.38,3.82,4.724962844867687,3,91,38
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Geneva,"Ubinger, Andrew",0,,13,89,51,0.168,728.0,124.0,246.0,135.0,8.0,473.0,0.0,31.0,45.0,376.0,0.0,0.0,349.0,22.0,192.0,42.0,4.0,38.0,4.0,300.0,1.0,2.76,1.52,2.16,0.47,0.35,3.37,4.643848295201306,4,90,39
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Hiram,Kyle Martini,0,,10,89,39,0.298,533.0,101.0,260.0,17.0,5.0,105.0,0.0,19.0,66.0,252.0,0.0,0.0,3.0,0.0,117.0,79.0,16.0,62.0,17.0,327.0,0.0,2.92,0.19,1.31,0.89,0.21,3.67,4.636272270051137,5,88,36
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Hiram,Derek Chiang,0,,20,93,35,0.284,638.0,116.0,297.0,18.0,3.0,80.0,0.0,25.0,26.0,293.0,0.0,0.0,287.0,8.0,163.0,38.0,11.0,27.0,11.0,346.5,1.0,3.19,0.19,1.75,0.41,0.27,3.73,4.522192205297269,6,87,40
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Chatham,Benjamin Shelestak,0,,8,82,39,0.114,807.0,196.0,288.0,12.0,4.0,75.0,0.0,19.0,47.0,259.0,0.0,0.0,272.0,20.0,162.0,26.0,8.0,21.0,5.0,322.5,2.0,3.51,0.15,1.98,0.32,0.23,3.93,4.276511455531575,7,86,46
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Geneva,"Kelley, Owen",0,,12,88,51,0.101,766.0,194.0,271.0,8.0,3.0,73.0,0.0,37.0,55.0,334.0,0.0,0.0,403.0,25.0,148.0,23.0,4.0,21.0,2.0,320.5,0.0,3.08,0.09,1.68,0.26,0.42,3.64,4.077594130570468,8,85,59
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Chatham,Logan Pack,0,,11,85,39,0.215,678.0,131.0,277.0,10.0,1.0,59.0,0.0,11.0,50.0,205.0,0.0,0.0,446.0,19.0,122.0,36.0,7.0,24.0,12.0,312.0,1.0,3.26,0.12,1.44,0.42,0.13,3.67,3.7690970830366184,9,84,67
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Geneva,"Puhl, Evan",0,,14,89,51,0.327,474.0,46.0,201.0,5.0,5.0,47.0,0.0,19.0,31.0,303.0,0.0,0.0,17.0,3.0,46.0,75.0,8.0,62.0,13.0,264.0,0.0,2.26,0.06,0.52,0.84,0.21,2.97,3.499961863602343,10,83,86
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Thiel,"Lowell, Ben",0,,21,81,36,0.236,123.0,13.0,42.0,762.0,11.0,1656.0,0.0,25.0,64.0,304.0,0.0,0.0,6.0,1.0,142.0,45.0,8.0,38.0,7.0,93.0,0.0,0.52,9.41,1.75,0.56,0.31,1.15,3.452419153443717,11,82,84
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Grove City,"Malcolm, Tieg",0,,9,96,65,0.28,322.0,67.0,157.0,2.0,2.0,41.0,0.0,42.0,98.0,321.0,0.0,0.0,9.0,1.0,33.0,97.0,6.0,73.0,24.0,259.5,0.0,1.64,0.02,0.34,1.01,0.44,2.7,3.397118561683368,12,81,98
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Hiram,"Tani, Kekoa",0,,3,14,4,0.217,69.0,11.0,26.0,33.0,3.0,113.0,0.0,3.0,6.0,54.0,0.0,0.0,37.0,3.0,30.0,4.0,0.0,3.0,1.0,31.5,1.0,1.86,2.36,2.14,0.29,0.21,2.25,3.061364973449979,13,80,107
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Grove City,"Kessler, Andrew",0,,19,93,61,0.249,362.0,73.0,163.0,7.0,2.0,29.0,0.0,21.0,59.0,268.0,0.0,0.0,0.0,0.0,50.0,96.0,15.0,70.0,26.0,245.0,0.0,1.75,0.08,0.54,1.03,0.23,2.63,2.9691015834020367,14,79,121
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Thiel,"Dies, Jake",0,,13,66,30,0.227,309.0,59.0,129.0,12.0,1.0,54.0,0.0,17.0,36.0,227.0,0.0,0.0,16.0,1.0,70.0,42.0,1.0,33.0,9.0,171.5,0.0,1.95,0.18,1.06,0.64,0.26,2.6,2.889591492237619,15,79,127
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Hiram,Matthew Albano,0,,17,96,41,0.232,155.0,14.0,50.0,904.0,26.0,2078.0,0.0,22.0,39.0,377.0,0.0,0.0,6.0,0.0,174.0,36.0,8.0,33.0,3.0,91.5,0.0,0.52,9.42,1.81,0.38,0.23,0.95,2.8158503673099515,16,78,123
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Saint Vincent,Jackson Genicola,0,,6,88,78,0.101,159.0,31.0,47.0,724.0,23.0,1874.0,0.0,30.0,64.0,375.0,0.0,0.0,10.0,2.0,223.0,24.0,4.0,22.0,2.0,90.0,2.0,0.53,8.23,2.53,0.27,0.34,1.02,2.7940257286568957,17,77,134
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Thiel,"Proudfoot, Kaleb",0,,51,107,48,0.413,484.0,42.0,242.0,3.0,0.0,28.0,0.0,2.0,7.0,35.0,0.0,0.0,3.0,0.0,35.0,89.0,15.0,58.0,31.0,304.0,0.0,2.26,0.03,0.33,0.83,0.02,2.84,2.7679249449747654,18,77,125
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Grove City,"Otto, Keith",0,,16,91,63,0.135,669.0,126.0,216.0,12.0,5.0,78.0,0.0,16.0,29.0,313.0,0.0,0.0,488.0,32.0,135.0,38.0,2.0,24.0,14.0,258.0,0.0,2.37,0.13,1.48,0.42,0.18,2.84,2.634843381320066,19,76,150
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Thiel,"Lizanich, Bryce",0,,35,86,43,0.279,297.0,63.0,146.0,11.0,0.0,54.0,0.0,12.0,53.0,302.0,0.0,0.0,13.0,2.0,71.0,83.0,12.0,58.0,25.0,212.0,0.0,1.7,0.13,0.83,0.97,0.14,2.47,2.56207501356916,20,75,151
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Chatham,Tim McCabe,0,,9,61,23,0.14,357.0,75.0,125.0,5.0,0.0,37.0,0.0,11.0,30.0,177.0,0.0,0.0,5.0,2.0,81.0,28.0,7.0,21.0,7.0,153.5,3.0,2.05,0.08,1.33,0.46,0.18,2.52,2.3295930797073314,21,75,176
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Thiel,"Zimmerman, Will",0,,20,103,49,0.185,622.0,122.0,237.0,20.0,2.0,86.0,0.0,23.0,47.0,391.0,0.0,0.0,431.0,9.0,178.0,24.0,1.0,19.0,5.0,274.5,0.0,2.3,0.19,1.73,0.23,0.22,2.67,2.277713516528913,22,74,186
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Chatham,RJ Nagg,0,,16,81,39,0.082,85.0,16.0,23.0,723.0,9.0,1870.0,0.0,23.0,60.0,300.0,0.0,0.0,7.0,1.0,136.0,27.0,3.0,24.0,3.0,61.0,2.0,0.28,8.93,1.68,0.33,0.28,0.75,2.249995683026297,23,74,179
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Bethany,Riley Burdett,0,,13,74,28,0.09,442.0,125.0,165.0,2.0,7.0,61.0,0.0,22.0,62.0,216.0,0.0,0.0,354.0,21.0,110.0,14.0,3.0,14.0,0.0,194.0,0.0,2.23,0.03,1.49,0.19,0.3,2.62,2.1753220617980817,24,73,208
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Hiram,Jackson Deubner,0,,3,95,38,0.155,656.0,129.0,231.0,9.0,3.0,62.0,0.0,3.0,36.0,150.0,0.0,0.0,294.0,12.0,113.0,48.0,10.0,36.0,12.0,264.0,0.0,2.43,0.09,1.19,0.51,0.03,2.78,2.1223699086318426,25,72,195
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Grove City,"Fair, Craig",0,,1,102,65,0.074,148.0,24.0,35.0,848.0,22.0,1958.0,0.0,19.0,49.0,383.0,0.0,0.0,4.0,0.0,135.0,45.0,5.0,36.0,9.0,81.0,3.0,0.34,8.31,1.32,0.44,0.19,0.79,1.930656486273783,26,72,220
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Hiram,"Dwyer, Liam",0,,15,14,4,0.353,51.0,7.0,25.0,2.0,0.0,10.0,0.0,0.0,2.0,51.0,0.0,0.0,1.0,0.0,10.0,10.0,0.0,8.0,2.0,31.0,0.0,1.79,0.14,0.71,0.71,0.0,2.21,1.9057449598074063,27,71,216
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Grove City,"Gianneski, Max",0,,10,92,43,0.182,537.0,113.0,211.0,12.0,2.0,76.0,0.0,6.0,33.0,199.0,0.0,0.0,186.0,21.0,132.0,30.0,3.0,22.0,8.0,236.0,1.0,2.29,0.13,1.43,0.33,0.07,2.57,1.8267733565131736,28,71,238
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Grove City,"Norris, Quintin",0,,15,89,55,0.198,465.0,68.0,160.0,16.0,2.0,82.0,0.0,5.0,7.0,137.0,0.0,0.0,366.0,18.0,136.0,50.0,7.0,47.0,3.0,191.5,2.0,1.8,0.18,1.53,0.56,0.06,2.15,1.8014233862201576,29,70,239
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Geneva,"Spear, Daniel",0,,18,85,50,0.174,241.0,50.0,92.0,2.0,1.0,24.0,0.0,22.0,49.0,160.0,0.0,0.0,4.0,1.0,23.0,69.0,6.0,57.0,12.0,154.5,0.0,1.08,0.02,0.27,0.81,0.26,1.82,1.4810237252684824,30,70,306
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Bethany,"Cole, Xavier",0,,23,30,4,0.069,130.0,30.0,39.0,4.0,1.0,21.0,0.0,8.0,17.0,84.0,0.0,0.0,5.0,1.0,11.0,14.0,3.0,9.0,5.0,56.5,0.0,1.3,0.13,0.37,0.47,0.27,1.88,1.4389464865949861,31,69,312
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Bethany,Rylan Trapp,0,,24,77,30,0.131,268.0,58.0,93.0,5.0,5.0,42.0,0.0,19.0,52.0,202.0,0.0,0.0,4.0,0.0,28.0,48.0,6.0,42.0,6.0,139.0,1.0,1.21,0.06,0.36,0.62,0.25,1.81,1.202241961109881,32,69,348
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Hiram,Darren Chiang,0,,19,21,4,0.407,27.0,3.0,14.0,129.0,10.0,322.0,0.0,3.0,4.0,60.0,0.0,0.0,1.0,0.0,21.0,2.0,2.0,2.0,0.0,18.0,0.0,0.67,6.14,1.0,0.1,0.14,0.86,1.0507241599012862,33,68,346
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Hiram,Garrett Scheidegger,0,,15,88,31,0.269,216.0,28.0,86.0,18.0,1.0,63.0,0.0,13.0,60.0,271.0,0.0,0.0,5.0,0.0,33.0,73.0,15.0,55.0,18.0,144.5,0.0,0.98,0.2,0.38,0.83,0.15,1.64,1.0445693484076406,34,68,359
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Thiel,"Olszowka, Eli",0,,23,47,13,0.152,33.0,5.0,10.0,361.0,13.0,877.0,0.0,5.0,8.0,169.0,0.0,0.0,2.0,0.0,76.0,10.0,0.0,8.0,2.0,21.0,1.0,0.21,7.68,1.62,0.21,0.11,0.45,1.040201721701182,35,67,339
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Hiram,"Stewart, Gavin",0,,6,8,1,0.07,57.0,13.0,17.0,0.0,0.0,2.0,0.0,0.0,6.0,9.0,0.0,0.0,11.0,3.0,5.0,2.0,1.0,2.0,0.0,18.0,0.0,2.13,0.0,0.63,0.25,0.0,2.25,1.0350350904952916,36,67,347
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Bethany,Logan Mills,0,,8,65,24,-0.075,53.0,10.0,6.0,365.0,23.0,1152.0,0.0,22.0,49.0,176.0,0.0,0.0,8.0,1.0,109.0,13.0,0.0,12.0,1.0,35.0,0.0,0.09,5.62,1.68,0.2,0.34,0.54,1.0284818804329308,37,66,371
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Saint Vincent,Tyler Nelson,0,,13,83,73,0.162,408.0,61.0,127.0,21.0,1.0,69.0,0.0,10.0,34.0,228.0,0.0,0.0,349.0,26.0,137.0,23.0,2.0,12.0,11.0,154.0,0.0,1.53,0.25,1.65,0.28,0.12,1.86,1.0226334252025604,38,66,361
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Chatham,Josh Roncallo,0,,7,13,10,0.0,49.0,15.0,15.0,1.0,0.0,5.0,0.0,1.0,7.0,28.0,0.0,0.0,0.0,0.0,18.0,6.0,0.0,4.0,2.0,20.0,0.0,1.15,0.08,1.38,0.46,0.08,1.54,0.8010778179118693,39,66,389
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Bethany,McKay Ginez,0,,12,62,25,0.132,265.0,54.0,89.0,10.0,0.0,40.0,0.0,8.0,39.0,177.0,0.0,0.0,84.0,11.0,42.0,21.0,6.0,17.0,4.0,109.5,0.0,1.44,0.16,0.68,0.34,0.13,1.77,0.6626139092789154,40,65,412
pac,Presidents Athletic Conference (PAC),2025-26,mvball,Grove City,"Good, Carson",0,,11,29,7,0.165,103.0,20.0,37.0,0.0,1.0,6.0,0.0,4.0,6.0,27.0,0.0,0.0,7.0,1.0,9.0,11.0,0.0,11.0,0.0,46.5,0.0,1.28,0.0,0.31,0.38,0.14,1.6,0.6127906402676963,41,65,417
