conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,rank,rating,global_rank
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Minnesota Morris,"Fish,Carvin",0,F,23,27,27,229,402,14,41,125,93,565,27,20,33,830,82,126,208,52,1,29,1,0,0.57,0.34,0.74,20.93,7.7,1.22,0.74,1.0,1.0740740740740742,10.579666782132096,1,99,6458
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Martin Luther,"Loberger,Adam",0,F,5,25,25,200,470,42,142,162,132,574,7,18,56,801,51,147,198,42,1,76,0,0,0.43,0.3,0.81,22.96,7.92,2.24,0.72,0.28,3.04,9.839879220507584,2,94,6495
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Crown,Tyler Smith,0,*,3,26,24,73,188,10,44,41,26,182,98,28,171,849,94,211,305,66,0,65,3,0,0.39,0.23,0.63,7.0,11.73,6.58,1.08,3.77,2.5,9.664597759064746,3,92,6532
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Northwestern,"Nyamari,Japheth",0,G,1,22,22,173,404,51,143,81,69,466,5,28,39,794,10,114,124,34,0,34,0,0,0.43,0.36,0.85,21.18,5.64,1.77,1.27,0.23,1.5454545454545454,9.476500883685611,4,91,6510
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,North Central,"McNeal,Carrington",0,G,3,25,25,165,297,40,92,114,88,458,14,52,69,771,28,113,141,71,1,67,3,0,0.56,0.43,0.77,18.32,5.64,2.76,2.08,0.56,2.68,8.961463110442862,5,90,6468
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Martin Luther,"Pearson,Benjamin",0,G,12,22,21,145,312,25,84,76,58,373,7,27,45,752,57,131,188,41,1,61,0,0,0.46,0.3,0.76,16.95,8.55,2.05,1.23,0.32,2.772727272727273,7.9285505092231725,6,89,6498
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Minnesota Morris,"Pieper,Kaden",0,G,5,27,27,168,356,47,119,138,94,477,5,33,59,842,27,150,177,60,2,65,0,0,0.47,0.39,0.68,17.67,6.56,2.19,1.22,0.19,2.4074074074074074,7.877543163267305,7,88,6449
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Bethany Lutheran,"Brockmann,Jack",0,G,23,27,27,133,219,4,15,107,65,335,37,44,88,861,58,144,202,62,0,68,0,0,0.61,0.27,0.61,12.41,7.48,3.26,1.63,1.37,2.5185185185185186,7.80651631674369,8,87,6435
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,North Central,"McNeal,Carmello",0,G,11,26,26,157,332,58,131,70,56,428,7,56,53,810,25,80,105,62,0,49,1,0,0.47,0.44,0.8,16.46,4.04,2.04,2.15,0.27,1.8846153846153846,7.4644897054604264,9,86,6474
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Bethany Lutheran,"Briggs,Max",0,G,3,27,27,146,321,65,142,146,125,482,1,44,64,821,14,87,101,61,0,58,1,0,0.45,0.46,0.86,17.85,3.74,2.37,1.63,0.04,2.1481481481481484,7.446059735070851,10,85,6425
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Crown,Anthony Knight,0,*,4,26,24,190,400,23,57,70,51,454,1,31,91,772,16,84,100,37,0,72,0,0,0.48,0.4,0.73,17.46,3.85,3.5,1.19,0.04,2.769230769230769,7.301963903755869,11,84,6533
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Minnesota Morris,"Thompson,Matt",0,F,34,25,24,114,255,54,140,93,76,358,14,18,42,695,33,159,192,59,2,70,1,0,0.45,0.39,0.82,14.32,7.68,1.68,0.72,0.56,2.8,6.110519950918671,12,84,6460
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Northwestern,"Frazell,Noah",0,G,4,19,16,90,224,47,133,50,44,271,10,22,21,593,12,63,75,28,0,24,0,0,0.4,0.35,0.88,14.26,3.95,1.11,1.16,0.53,1.263157894736842,5.840156156794867,13,83,6513
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Crown,"Behne,Parker",0,G,0,20,17,108,248,47,125,55,43,306,1,12,26,581,15,60,75,21,0,30,0,0,0.44,0.38,0.78,15.3,3.75,1.3,0.6,0.05,1.5,5.567808046163598,14,82,6545
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Northwestern,"Hoefs,Jacob",0,G,2,25,20,118,240,15,57,65,46,297,6,25,44,730,41,121,162,74,0,43,4,0,0.49,0.26,0.71,11.88,6.48,1.76,1.0,0.24,1.72,5.550570049328927,15,82,6511
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,UW-Superior,"Thomer,Landen",0,F,35,25,18,83,154,16,53,40,21,203,11,19,37,640,74,156,230,44,1,32,1,0,0.54,0.3,0.53,8.12,9.2,1.48,0.76,0.44,1.28,5.064914452220757,16,81,6580
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Northwestern,"Foster,Will",0,G,22,22,17,99,191,18,39,44,25,241,3,19,65,574,22,78,100,52,0,41,1,0,0.52,0.46,0.57,10.95,4.55,2.95,0.86,0.14,1.8636363636363635,5.018544474456911,17,80,6526
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Bethany Lutheran,"Walter,Will",0,G,1,26,14,125,256,59,146,42,30,339,3,10,18,616,14,78,92,40,0,16,2,0,0.49,0.4,0.71,13.04,3.54,0.69,0.38,0.12,0.6153846153846154,4.848920117388125,18,80,6423
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Northwestern,"Greene,AJ",0,G,35,25,15,101,267,8,23,56,45,255,6,20,65,734,21,72,93,39,0,21,0,0,0.38,0.35,0.8,10.2,3.72,2.6,0.8,0.24,0.84,4.726319012682539,19,79,6529
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Crown,"Washington,Donovan",0,F,32,14,1,47,92,10,32,35,26,130,3,24,16,325,20,39,59,25,0,12,0,0,0.51,0.31,0.74,9.29,4.21,1.14,1.71,0.21,0.8571428571428571,4.432663225285005,20,79,6561
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,North Central,"Wedgeworth-Brown,Remy",0,G,5,26,26,98,211,28,77,49,43,267,1,24,115,753,11,74,85,66,0,70,1,0,0.46,0.36,0.88,10.27,3.27,4.42,0.92,0.04,2.6923076923076925,4.3860280667162055,21,78,6470
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,UW-Superior,"Bennett,Evan",0,G,22,25,24,101,240,36,103,65,53,291,1,20,37,638,21,64,85,33,1,39,0,0,0.42,0.35,0.82,11.64,3.4,1.48,0.8,0.04,1.56,4.000677554699853,22,78,6575
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Martin Luther,"Fix,Luke",0,F,20,25,11,66,123,6,14,55,41,179,18,13,35,617,40,100,140,67,0,18,1,0,0.54,0.43,0.75,7.16,5.6,1.4,0.52,0.72,0.72,3.911411367780351,23,77,6501
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Martin Luther,"Vasold,Benjamin",0,G,15,25,25,73,171,22,80,34,21,189,4,40,59,810,20,92,112,42,0,40,1,0,0.43,0.28,0.62,7.56,4.48,2.36,1.6,0.16,1.6,3.6534266638859183,24,77,6500
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,UW-Superior,"Lecce,Caiden",0,G,21,25,25,72,200,15,49,62,36,195,2,25,97,747,22,66,88,34,0,49,0,0,0.36,0.31,0.58,7.8,3.52,3.88,1.0,0.08,1.96,3.495341447736411,25,76,6574
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Crown,Colby Deluce,0,*,10,26,24,93,219,29,78,25,17,232,2,14,23,695,28,61,89,43,0,16,1,0,0.42,0.37,0.68,8.92,3.42,0.88,0.54,0.08,0.6153846153846154,3.0564371828420045,26,76,6537
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Bethany Lutheran,"Smaller,Blue",0,F,55,12,11,33,48,0,0,29,14,80,9,9,10,247,23,19,42,29,0,12,0,0,0.69,0.0,0.48,6.67,3.5,0.83,0.75,0.75,1.0,2.9578534421905256,27,75,6445
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Martin Luther,"Balge,Thomas",0,G,21,18,14,58,132,9,26,74,51,176,6,6,31,499,20,40,60,36,0,37,0,0,0.44,0.35,0.69,9.78,3.33,1.72,0.33,0.33,2.0555555555555554,2.9016115523581645,28,75,6502
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Bethany Lutheran,"Jenniges,Hudsen",0,F,14,18,2,45,87,10,30,36,21,121,6,14,16,307,21,58,79,43,0,16,2,0,0.52,0.33,0.58,6.72,4.39,0.89,0.78,0.33,0.8888888888888888,2.7490858488415437,29,74,6431
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Martin Luther,"Kjenstad,Ethan",0,F,23,25,25,83,189,33,91,42,28,227,8,8,21,625,24,57,81,67,0,33,4,0,0.44,0.36,0.67,9.08,3.24,0.84,0.32,0.32,1.32,2.5944141193916064,30,74,6504
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Minnesota Morris,"Gunderson,Gustav",0,G,2,25,23,39,95,15,47,42,31,124,2,28,102,614,6,69,75,47,0,49,1,0,0.41,0.32,0.74,4.96,3.0,4.08,1.12,0.08,1.96,2.3916213295011204,31,74,6447
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,UW-Superior,"Paulson,Rocco",0,C,42,25,17,86,160,3,7,43,28,203,3,4,30,486,50,47,97,53,0,39,1,0,0.54,0.43,0.65,8.12,3.88,1.2,0.16,0.12,1.56,2.3884954516077057,32,73,6581
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,North Central,"Effertz,Jax",0,F,12,26,20,82,201,46,132,24,13,223,5,12,12,591,17,56,73,33,0,21,0,0,0.41,0.35,0.54,8.58,2.81,0.46,0.46,0.19,0.8076923076923077,2.3315913983924608,33,73,6475
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Bethany Lutheran,"Whitney,Elliot",0,G,5,27,18,78,197,24,80,17,12,192,2,18,75,571,18,58,76,60,0,50,2,0,0.4,0.3,0.71,7.11,2.81,2.78,0.67,0.07,1.8518518518518519,2.2854319427680325,34,72,6427
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Bethany Lutheran,"Ingersoll,Brady",0,G,2,27,10,78,163,21,62,48,32,209,0,17,32,504,17,43,60,39,0,24,1,0,0.48,0.34,0.67,7.74,2.22,1.19,0.63,0.0,0.8888888888888888,2.258975965340585,35,72,6424
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Crown,Tristan Youngblood,0,*,2,26,24,60,160,41,126,27,21,182,1,13,23,607,19,71,90,56,1,17,1,0,0.38,0.33,0.78,7.0,3.46,0.88,0.5,0.04,0.6538461538461539,2.071687990380919,36,71,6531
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,North Central,"Adams,Jaquan",0,G,4,25,2,65,140,12,53,52,42,184,3,16,22,515,30,60,90,75,1,34,2,0,0.46,0.23,0.81,7.36,3.6,0.88,0.64,0.12,1.36,2.0543801389362035,37,71,6469
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,North Central,"Young,Jamisen",0,G,13,13,0,32,84,9,34,37,27,100,1,18,23,271,8,19,27,21,1,28,0,0,0.38,0.26,0.73,7.69,2.08,1.77,1.38,0.08,2.1538461538461537,1.8828684817285706,38,71,6476
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,North Central,"Smith,Elijah",0,F,8,26,26,44,124,7,38,32,18,113,14,16,32,521,39,73,112,57,1,16,1,0,0.35,0.18,0.56,4.35,4.31,1.23,0.62,0.54,0.6153846153846154,1.790095566539836,39,70,6471
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Crown,Levi Royston,0,*,22,25,10,68,152,14,52,25,18,168,6,12,9,399,22,56,78,31,0,21,0,0,0.45,0.27,0.72,6.72,3.12,0.36,0.48,0.24,0.84,1.6747860592597996,40,70,6540
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Martin Luther,"Lauber,Trey",0,G,10,25,4,59,147,26,75,32,23,167,2,16,23,593,17,63,80,52,0,32,1,0,0.4,0.35,0.72,6.68,3.2,0.92,0.64,0.08,1.28,1.5590732486458567,41,70,6496
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Minnesota Morris,"Tiernan,Thomas",0,G,14,26,24,60,166,39,115,25,15,174,5,16,37,657,18,51,69,58,0,38,2,0,0.36,0.34,0.6,6.69,2.65,1.42,0.62,0.19,1.4615384615384615,1.5217908262819508,42,69,6453
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Bethany Lutheran,"Peterson,Amory",0,G,13,18,0,36,84,12,34,22,20,104,4,13,19,276,22,42,64,27,0,25,1,0,0.43,0.35,0.91,5.78,3.56,1.06,0.72,0.22,1.3888888888888888,1.495221507860206,43,69,6430
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Minnesota Morris,"LaRoche, Jr.,Brian",0,G,4,13,0,25,51,19,37,2,1,70,2,4,14,225,10,17,27,16,0,4,0,0,0.49,0.51,0.5,5.38,2.08,1.08,0.31,0.15,0.3076923076923077,1.4943039988033133,44,69,6464
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,UW-Superior,"Beers,Andrew",0,F,3,25,14,35,96,5,22,40,29,104,10,21,26,444,32,66,98,22,0,20,0,0,0.36,0.23,0.73,4.16,3.92,1.04,0.84,0.4,0.8,1.3895358267129525,45,68,6566
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Bethany Lutheran,"Johnson,Cole",0,F,12,26,6,33,66,0,2,36,19,85,5,18,47,431,39,67,106,55,1,31,1,0,0.5,0.0,0.53,3.27,4.08,1.81,0.69,0.19,1.1923076923076923,1.2673257137365492,46,68,6429
umac,Upper Midwest Athletic Conference (UMAC),2025-26,mbball,Northwestern,"Burnett,Jonah",0,F,8,25,15,51,141,12,51,33,26,140,7,12,16,505,35,41,76,49,0,18,1,0,0.36,0.24,0.79,5.6,3.04,0.64,0.48,0.28,0.72,1.2543860080556986,47,67,6517
