conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,rank,rating,global_rank
asc,American Southwest Conference (ASC),2025-26,mbball,Howard Payne,"Ramey,Armonie",0,G,3,22,21,153,315,15,57,155,121,442,6,69,69,563,57,82,139,58,0,50,2,0,0.49,0.26,0.78,20.09,6.32,3.14,3.14,0.27,2.272727272727273,10.656180430802456,1,99,463
asc,American Southwest Conference (ASC),2025-26,mbball,East Texas Baptist,"Roberts,Michael",0,F,1,22,22,142,279,11,44,124,92,387,14,28,32,734,56,138,194,55,2,65,0,0,0.51,0.25,0.74,17.59,8.82,1.45,1.27,0.64,2.9545454545454546,7.8316030514429364,2,92,516
asc,American Southwest Conference (ASC),2025-26,mbball,Hardin-Simmons,"Bryant,Chris",0,F,22,27,27,157,261,7,16,128,86,407,48,20,54,768,65,116,181,80,1,55,4,0,0.6,0.44,0.67,15.07,6.7,2.0,0.74,1.78,2.037037037037037,7.723179357460886,3,89,512
asc,American Southwest Conference (ASC),2025-26,mbball,Mary Hardin-Baylor,"Engels,Zachary",0,G,13,27,27,153,303,27,73,150,93,426,12,41,74,746,75,137,212,70,2,78,1,0,0.5,0.37,0.62,15.78,7.85,2.74,1.52,0.44,2.888888888888889,7.443540860905378,4,87,490
asc,American Southwest Conference (ASC),2025-26,mbball,Mary Hardin-Baylor,"Johnson,Hudson",0,G,2,26,26,169,393,69,178,130,108,515,1,28,78,819,12,81,93,43,0,80,0,0,0.43,0.39,0.83,19.81,3.58,3.0,1.08,0.04,3.076923076923077,7.33206490772837,5,85,483
asc,American Southwest Conference (ASC),2025-26,mbball,Howard Payne,"Phillip,Ben",0,G,22,26,26,129,315,61,167,78,67,386,25,20,50,713,11,138,149,57,1,51,2,0,0.41,0.37,0.86,14.85,5.73,1.92,0.77,0.96,1.9615384615384615,6.11219496618345,6,83,471
asc,American Southwest Conference (ASC),2025-26,mbball,Hardin-Simmons,"Alexander,Matthew",0,G,0,20,18,89,184,15,46,76,51,244,8,38,50,512,19,82,101,35,1,39,0,0,0.48,0.33,0.67,12.2,5.05,2.5,1.9,0.4,1.95,5.424410150147636,7,82,500
asc,American Southwest Conference (ASC),2025-26,mbball,East Texas Baptist,"Pease,Jack",0,G,4,26,26,127,352,38,133,64,44,336,1,38,113,950,29,67,96,43,0,63,0,0,0.36,0.29,0.69,12.92,3.69,4.35,1.46,0.04,2.423076923076923,5.24409802918913,8,80,519
asc,American Southwest Conference (ASC),2025-26,mbball,Hardin-Simmons,"Williams,Tyler",0,F,15,27,16,109,205,4,17,120,98,320,13,38,61,623,61,74,135,87,3,54,3,0,0.53,0.24,0.82,11.85,5.0,2.26,1.41,0.48,2.0,4.973499719777456,9,79,510
asc,American Southwest Conference (ASC),2025-26,mbball,Mary Hardin-Baylor,"Lawrence,Elijah",0,G,8,27,27,115,296,59,159,60,47,336,0,33,81,730,14,93,107,37,0,48,0,0,0.39,0.37,0.78,12.44,3.96,3.0,1.22,0.0,1.7777777777777777,4.663486444288857,10,78,487
