conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,rank,rating,global_rank
uaa,University Athletic Association (UAA),2025-26,mbball,Emory,"Pearce,Ben",0,G,10,24,24,186,409,62,186,163,143,577,4,30,174,889,17,79,96,40,1,65,0,0,0.45,0.33,0.88,24.04,4.0,7.25,1.25,0.17,2.7083333333333335,11.207250769711505,1,99,6250
uaa,University Athletic Association (UAA),2025-26,mbball,Rochester,Tomiwa Adetosoye,0,g,8,25,25,141,323,16,49,186,140,438,21,59,123,809,29,102,131,69,1,58,1,0,0.44,0.33,0.75,17.52,5.24,4.92,2.36,0.84,2.32,9.314458681966101,2,95,6271
uaa,University Athletic Association (UAA),2025-26,mbball,Brandeis,Elias Rodl,0,*,20,25,25,210,407,73,169,106,89,582,5,10,51,887,26,163,189,45,1,63,0,0,0.52,0.43,0.84,23.28,7.56,2.04,0.4,0.2,2.52,9.28051576818506,3,93,6399
uaa,University Athletic Association (UAA),2025-26,mbball,Emory,"Knight,Jair",0,G,2,25,25,184,372,26,89,126,80,474,21,40,57,838,60,99,159,54,1,37,1,0,0.49,0.29,0.63,18.96,6.36,2.28,1.6,0.84,1.48,9.19020805381714,4,91,6248
uaa,University Athletic Association (UAA),2025-26,mbball,Chicago,"Regan,Shane",0,G,15,25,25,173,329,28,82,141,115,489,3,20,128,810,29,87,116,58,0,44,0,0,0.53,0.34,0.82,19.56,4.64,5.12,0.8,0.12,1.76,9.01914681723914,5,90,6364
uaa,University Athletic Association (UAA),2025-26,mbball,Emory,"Fauss,Ethan",0,F,32,21,21,116,272,52,146,41,29,313,43,29,46,639,34,137,171,40,0,28,0,0,0.43,0.36,0.71,14.9,8.14,2.19,1.38,2.05,1.3333333333333333,8.503434071663905,6,89,6264
uaa,University Athletic Association (UAA),2025-26,mbball,Washington St. Louis,"May,Connor",0,F,21,25,25,148,318,56,149,92,78,430,23,35,50,815,34,142,176,57,0,42,0,0,0.47,0.38,0.85,17.2,7.04,2.0,1.4,0.92,1.68,8.241724734919567,7,88,6315
uaa,University Athletic Association (UAA),2025-26,mbball,Case Western Reserve,"Edwards,Ethan",0,G,31,21,19,137,333,67,176,105,81,422,8,36,28,559,17,59,76,50,4,35,1,0,0.41,0.38,0.77,20.1,3.62,1.33,1.71,0.38,1.6666666666666667,7.999405739453154,8,87,6302
uaa,University Athletic Association (UAA),2025-26,mbball,Carnegie Mellon,"Dimitrijevic,Nikola",0,F,15,23,23,152,282,7,30,134,83,394,34,17,64,680,53,121,174,56,2,65,3,0,0.54,0.23,0.62,17.13,7.57,2.78,0.74,1.48,2.8260869565217392,7.890609249253416,9,86,6414
uaa,University Athletic Association (UAA),2025-26,mbball,Brandeis,Alex Zakheim,0,*,1,25,25,168,344,30,89,108,89,455,4,32,96,867,23,96,119,44,0,58,0,0,0.49,0.34,0.82,18.2,4.76,3.84,1.28,0.16,2.32,7.8559840662343525,10,86,6392
uaa,University Athletic Association (UAA),2025-26,mbball,Rochester,Corvin Oprea,0,g,5,25,25,144,329,64,175,115,94,446,4,25,45,788,30,124,154,58,0,44,2,0,0.44,0.37,0.82,17.84,6.16,1.8,1.0,0.16,1.76,7.290864120612703,11,85,6268
uaa,University Athletic Association (UAA),2025-26,mbball,Chicago,"Roper,Nick",0,G,32,21,21,115,206,18,51,110,82,330,14,16,32,633,50,107,157,53,0,30,0,0,0.56,0.35,0.75,15.71,7.48,1.52,0.76,0.67,1.4285714285714286,7.241362899071424,12,84,6370
uaa,University Athletic Association (UAA),2025-26,mbball,New York,"Johnson,Carnegie",0,G,1,23,23,128,269,44,102,82,64,364,3,34,97,745,30,75,105,41,0,49,0,0,0.48,0.43,0.78,15.83,4.57,4.22,1.48,0.13,2.130434782608696,7.215003642539158,13,83,6327
uaa,University Athletic Association (UAA),2025-26,mbball,New York,"Kolaja,Luke",0,F,21,22,13,119,243,40,107,45,29,307,20,10,42,523,45,79,124,42,0,27,1,0,0.49,0.37,0.64,13.95,5.64,1.91,0.45,0.91,1.2272727272727273,6.059401509071518,14,83,6342
uaa,University Athletic Association (UAA),2025-26,mbball,Carnegie Mellon,"DeJardin,Buckley",0,G,5,25,25,125,269,53,135,53,42,345,18,35,46,838,24,62,86,59,0,37,0,0,0.46,0.39,0.79,13.8,3.44,1.84,1.4,0.72,1.48,5.719386256356611,15,82,6408
uaa,University Athletic Association (UAA),2025-26,mbball,Emory,"Harris,AJ",0,F,24,25,24,96,201,34,98,47,30,256,4,42,64,739,36,98,134,49,1,21,2,0,0.48,0.35,0.64,10.24,5.36,2.56,1.68,0.16,0.84,5.427771013751091,16,82,6259
uaa,University Athletic Association (UAA),2025-26,mbball,Chicago,"Cochran,Daniel",0,F,30,25,25,89,185,45,112,47,39,262,22,17,51,667,37,151,188,58,0,30,2,0,0.48,0.4,0.83,10.48,7.52,2.04,0.68,0.88,1.2,5.345801892826447,17,81,6369
uaa,University Athletic Association (UAA),2025-26,mbball,Emory,"Awasum,Mario",0,F,12,25,24,89,155,4,14,50,38,220,54,19,48,634,61,123,184,71,0,40,3,0,0.57,0.29,0.76,8.8,7.36,1.92,0.76,2.16,1.6,5.289845274857195,18,81,6252
uaa,University Athletic Association (UAA),2025-26,mbball,New York,"Rubin,Darren",0,G,4,25,23,134,303,58,157,39,36,362,0,14,91,670,6,67,73,27,0,48,0,0,0.44,0.37,0.92,14.48,2.92,3.64,0.56,0.0,1.92,5.2134497950238865,19,80,6330
uaa,University Athletic Association (UAA),2025-26,mbball,Carnegie Mellon,"Mirazimi,Evan",0,F,11,25,24,115,244,26,81,69,40,296,20,23,47,788,36,132,168,67,0,55,3,0,0.47,0.32,0.58,11.84,6.72,1.88,0.92,0.8,2.2,5.050336292109081,20,79,6410
uaa,University Athletic Association (UAA),2025-26,mbball,Washington St. Louis,"Oliff,Yogi",0,G,10,22,15,54,105,11,20,74,52,171,2,24,102,538,46,112,158,24,0,36,0,0,0.51,0.55,0.7,7.77,7.18,4.64,1.09,0.09,1.6363636363636365,4.824321221491625,21,79,6324
uaa,University Athletic Association (UAA),2025-26,mbball,Case Western Reserve,"Vincent,Alex",0,F,33,24,13,111,197,0,1,54,28,250,38,6,40,573,71,107,178,66,2,50,0,0,0.56,0.0,0.52,10.42,7.42,1.67,0.25,1.58,2.0833333333333335,4.7844111769697015,22,78,6303
uaa,University Athletic Association (UAA),2025-26,mbball,Carnegie Mellon,"Adusei,Sam",0,G,3,25,25,100,241,26,100,117,85,311,7,43,78,836,27,90,117,61,3,79,2,0,0.41,0.26,0.73,12.44,4.68,3.12,1.72,0.28,3.16,4.776591666607283,23,78,6406
uaa,University Athletic Association (UAA),2025-26,mbball,Rochester,Jordan Owusu,0,0,6,25,15,110,238,40,92,46,38,298,16,31,38,646,20,60,80,78,0,34,2,0,0.46,0.43,0.83,11.92,3.2,1.52,1.24,0.64,1.36,4.634263132438017,24,77,6269
uaa,University Athletic Association (UAA),2025-26,mbball,Chicago,"Kenah,Eamonn",0,G,13,21,21,83,176,52,119,25,21,239,12,14,33,654,24,63,87,28,0,18,0,0,0.47,0.44,0.84,11.38,4.14,1.57,0.67,0.57,0.8571428571428571,4.581903249403864,25,77,6362
uaa,University Athletic Association (UAA),2025-26,mbball,Brandeis,Aedan Using,0,0,33,18,16,43,91,18,50,18,12,116,22,25,53,497,19,107,126,44,0,24,1,0,0.47,0.36,0.67,6.44,7.0,2.94,1.39,1.22,1.3333333333333333,4.52842194255141,26,77,6405
uaa,University Athletic Association (UAA),2025-26,mbball,New York,"Waldman,Andrew",0,F,14,18,11,48,85,11,30,25,18,125,6,20,56,408,48,66,114,38,0,15,0,0,0.56,0.37,0.72,6.94,6.33,3.11,1.11,0.33,0.8333333333333334,4.384825077681724,27,76,6334
uaa,University Athletic Association (UAA),2025-26,mbball,Case Western Reserve,"Fox,Andrew",0,F,44,25,16,92,167,2,12,65,37,223,27,17,34,578,59,95,154,43,0,30,2,0,0.55,0.17,0.57,8.92,6.16,1.36,0.68,1.08,1.2,4.27160749102497,28,76,6304
uaa,University Athletic Association (UAA),2025-26,mbball,Rochester,Sam Henderson,0,0,3,9,1,29,58,9,22,23,17,84,6,10,15,212,9,42,51,11,0,8,0,0,0.5,0.41,0.74,9.33,5.67,1.67,1.11,0.67,0.8888888888888888,4.168114503711334,29,75,6266
uaa,University Athletic Association (UAA),2025-26,mbball,Chicago,"Berry,Joe",0,G,11,25,25,87,196,30,83,42,30,234,13,24,84,785,19,68,87,51,1,32,1,0,0.44,0.36,0.71,9.36,3.48,3.36,0.96,0.52,1.28,4.161476990839288,30,75,6361
uaa,University Athletic Association (UAA),2025-26,mbball,New York,"Moussako,Bryan",0,G,24,25,25,92,201,65,152,28,23,272,2,16,58,822,30,32,62,55,0,23,0,0,0.46,0.43,0.82,10.88,2.48,2.32,0.64,0.08,0.92,3.8405246526089187,31,74,6337
uaa,University Athletic Association (UAA),2025-26,mbball,Washington St. Louis,"Cohen,Ryan",0,G,11,25,25,81,208,67,161,58,47,276,3,11,34,774,10,63,73,37,0,19,0,0,0.39,0.42,0.81,11.04,2.92,1.36,0.44,0.12,0.76,3.4607315305177893,32,74,6312
uaa,University Athletic Association (UAA),2025-26,mbball,Carnegie Mellon,"Higgs,Isaac",0,G,10,25,25,87,209,38,112,64,37,249,7,27,37,802,19,93,112,62,1,45,1,0,0.42,0.34,0.58,9.96,4.48,1.48,1.08,0.28,1.8,3.4327246075072178,33,74,6409
uaa,University Athletic Association (UAA),2025-26,mbball,Washington St. Louis,"Pryzbilla,Anthony",0,F,23,2,2,28,19,1,-2,18,9,66,-5,1,22,90,12,19,31,-1,0,14,0,0,1.47,-0.5,0.5,33.0,15.5,11.0,0.5,-2.5,7.0,3.3429807107511857,34,73,6317
uaa,University Athletic Association (UAA),2025-26,mbball,Rochester,Justin Odibo,0,g,4,25,25,95,235,52,138,26,19,261,5,19,23,726,24,47,71,38,0,22,1,0,0.4,0.38,0.73,10.44,2.84,0.92,0.76,0.2,0.88,3.226281629847603,35,73,6267
uaa,University Athletic Association (UAA),2025-26,mbball,Case Western Reserve,"Ellis,Matthew",0,G,12,19,8,84,186,27,63,32,28,223,2,16,13,364,4,21,25,15,1,20,0,0,0.45,0.43,0.88,11.74,1.32,0.68,0.84,0.11,1.0526315789473684,3.2247493539663696,36,72,6293
uaa,University Athletic Association (UAA),2025-26,mbball,New York,"Gakwasi,Darius",0,G,13,8,1,32,75,9,33,16,10,83,0,13,11,155,7,25,32,6,0,13,0,0,0.43,0.27,0.63,10.38,4.0,1.38,1.63,0.0,1.625,3.0546451841785327,37,72,6341
uaa,University Athletic Association (UAA),2025-26,mbball,New York,"Clark,Quinn",0,F,22,25,25,66,115,3,16,43,28,163,3,21,44,647,51,118,169,58,0,38,3,0,0.57,0.19,0.65,6.52,6.76,1.76,0.84,0.12,1.52,2.9607722694344782,38,72,6336
uaa,University Athletic Association (UAA),2025-26,mbball,Rochester,John Mayhew,0,f,44,25,25,67,154,20,54,30,26,180,21,18,17,513,39,89,128,52,0,20,1,0,0.44,0.37,0.87,7.2,5.12,0.68,0.72,0.84,0.8,2.9012396091776855,39,71,6274
uaa,University Athletic Association (UAA),2025-26,mbball,Case Western Reserve,"Brown,Logan",0,F,11,21,20,46,80,6,23,17,10,108,13,13,24,454,59,88,147,42,0,21,0,0,0.58,0.26,0.59,5.14,7.0,1.14,0.62,0.62,1.0,2.695015437211893,40,71,6292
uaa,University Athletic Association (UAA),2025-26,mbball,Case Western Reserve,"Dharmarajan,Anand",0,G,23,25,24,83,206,63,169,33,30,259,0,15,25,569,12,29,41,58,1,25,3,0,0.4,0.37,0.91,10.36,1.64,1.0,0.6,0.0,1.0,2.5607240856924314,41,71,6300
uaa,University Athletic Association (UAA),2025-26,mbball,Brandeis,Dj Courtney,0,0,2,19,18,57,133,28,79,23,16,158,7,11,37,557,7,46,53,45,0,25,1,0,0.43,0.35,0.7,8.32,2.79,1.95,0.58,0.37,1.3157894736842106,2.4934304924546584,42,70,6393
uaa,University Athletic Association (UAA),2025-26,mbball,Case Western Reserve,"Patel,Shyam",0,G,24,24,8,60,171,40,132,34,26,186,4,19,19,580,35,66,101,42,0,22,0,0,0.35,0.3,0.76,7.75,4.21,0.79,0.79,0.17,0.9166666666666666,2.3082368670102156,43,70,6301
uaa,University Athletic Association (UAA),2025-26,mbball,Washington St. Louis,"Przybilla,Anthony",0,F,23,14,10,47,117,3,17,23,18,115,7,7,11,285,18,30,48,16,0,17,0,0,0.4,0.18,0.78,8.21,3.43,0.79,0.5,0.5,1.2142857142857142,2.1557935669326884,44,70,6326
uaa,University Athletic Association (UAA),2025-26,mbball,Case Western Reserve,"Scott,Julian",0,G,5,25,15,57,129,4,15,35,17,135,4,25,65,452,23,83,106,27,0,39,0,0,0.44,0.27,0.49,5.4,4.24,2.6,1.0,0.16,1.56,2.002214308433799,45,69,6288
uaa,University Athletic Association (UAA),2025-26,mbball,Washington St. Louis,"Kapral,Calvin",0,C,34,25,25,65,115,3,5,59,42,175,10,4,19,391,32,62,94,39,0,24,0,0,0.57,0.6,0.71,7.0,3.76,0.76,0.16,0.4,0.96,1.917047260729773,46,69,6323
uaa,University Athletic Association (UAA),2025-26,mbball,Carnegie Mellon,"Casey,Nolan",0,F,45,25,3,52,99,3,21,27,16,123,8,7,47,464,51,77,128,30,0,28,0,0,0.53,0.14,0.59,4.92,5.12,1.88,0.28,0.32,1.12,1.7661868918727575,47,69,6420
uaa,University Athletic Association (UAA),2025-26,mbball,Brandeis,Gur Dhillon,0,0,24,23,0,68,129,6,18,25,20,162,6,10,15,360,20,38,58,49,0,17,1,0,0.53,0.33,0.8,7.04,2.52,0.65,0.43,0.26,0.7391304347826086,1.7281224977609837,48,68,6403
uaa,University Athletic Association (UAA),2025-26,mbball,Washington St. Louis,"Kim,Josh",0,G,3,25,4,61,121,12,37,38,21,155,5,15,56,380,16,36,52,29,0,29,0,0,0.5,0.32,0.55,6.2,2.08,2.24,0.6,0.2,1.16,1.6830999107007236,49,68,6309
uaa,University Athletic Association (UAA),2025-26,mbball,Washington St. Louis,"Rocca,Theo",0,G,30,25,0,55,119,21,64,40,26,157,2,13,23,367,24,47,71,33,0,19,0,0,0.46,0.33,0.65,6.28,2.84,0.92,0.52,0.08,0.76,1.4221824868826778,50,68,6320
uaa,University Athletic Association (UAA),2025-26,mbball,Chicago,"Pit,Noah",0,F,45,25,8,60,155,25,91,24,11,156,4,12,22,470,27,48,75,29,0,19,0,0,0.39,0.27,0.46,6.24,3.0,0.88,0.48,0.16,0.76,1.3136293787621893,51,67,6373
uaa,University Athletic Association (UAA),2025-26,mbball,Washington St. Louis,"Davis,Jake",0,F,15,19,0,37,68,3,10,35,20,97,6,8,10,307,29,43,72,30,0,13,0,0,0.54,0.3,0.57,5.11,3.79,0.53,0.42,0.32,0.6842105263157895,1.311234590705205,52,67,6313
uaa,University Athletic Association (UAA),2025-26,mbball,Brandeis,Ryan Weiss,0,0,22,25,19,50,119,27,74,21,18,145,1,11,18,548,21,44,65,56,0,5,1,0,0.42,0.36,0.86,5.8,2.6,0.72,0.44,0.04,0.2,1.285616760912762,53,67,6401
uaa,University Athletic Association (UAA),2025-26,mbball,New York,"Daniels,Alex",0,G,8,25,3,57,126,26,68,16,10,150,3,6,26,410,15,49,64,29,0,14,0,0,0.45,0.38,0.63,6.0,2.56,1.04,0.24,0.12,0.56,1.2053103326127257,54,66,6332
uaa,University Athletic Association (UAA),2025-26,mbball,Rochester,Theo Murray,0,0,10,24,0,64,120,10,31,33,23,161,1,10,20,376,11,18,29,33,2,16,1,0,0.53,0.32,0.7,6.71,1.21,0.83,0.42,0.04,0.6666666666666666,1.2038156827908717,55,66,6272
uaa,University Athletic Association (UAA),2025-26,mbball,Brandeis,Jai Deshpande,0,*,11,15,4,30,58,9,27,31,27,96,0,6,4,245,4,25,29,21,0,8,0,0,0.52,0.33,0.87,6.4,1.93,0.27,0.4,0.0,0.5333333333333333,1.0672880496480515,56,66,6396
uaa,University Athletic Association (UAA),2025-26,mbball,Emory,"Hall,Spencer",0,F,11,25,0,36,71,0,0,49,30,102,7,18,27,338,25,45,70,38,0,18,0,0,0.51,0.0,0.61,4.08,2.8,1.08,0.72,0.28,0.72,0.95653735445941,57,65,6251
uaa,University Athletic Association (UAA),2025-26,mbball,Washington St. Louis,"Thomas-Johnson,Lleyton",0,G,0,9,0,19,31,5,12,7,6,49,2,4,3,101,7,15,22,9,0,9,0,0,0.61,0.42,0.86,5.44,2.44,0.33,0.44,0.22,1.0,0.7711884496996202,58,65,6308
uaa,University Athletic Association (UAA),2025-26,mbball,Chicago,"Lawrence,Phillip",0,G,24,25,0,61,137,20,62,5,4,146,1,9,24,385,5,21,26,16,0,13,0,0,0.45,0.32,0.8,5.84,1.04,0.96,0.36,0.04,0.52,0.7431531407833264,59,65,6368
uaa,University Athletic Association (UAA),2025-26,mbball,Brandeis,Matthew Cadogan,0,*,13,3,3,11,30,2,10,11,4,28,2,1,2,73,4,7,11,6,0,4,0,0,0.37,0.2,0.36,9.33,3.67,0.67,0.33,0.67,1.3333333333333333,0.7427850038394522,60,65,6397
uaa,University Athletic Association (UAA),2025-26,mbball,Brandeis,Jake Bender,0,0,4,4,1,8,28,3,17,11,7,26,1,4,5,94,3,14,17,8,0,6,0,0,0.29,0.18,0.64,6.5,4.25,1.25,1.0,0.25,1.5,0.673531603479931,61,64,6395
uaa,University Athletic Association (UAA),2025-26,mbball,Washington St. Louis,"Grudzinski,Will",0,G,32,24,12,41,111,27,82,25,16,125,4,8,27,400,3,56,59,18,0,20,0,0,0.37,0.33,0.64,5.21,2.46,1.13,0.33,0.17,0.8333333333333334,0.637814951184204,62,64,6321
uaa,University Athletic Association (UAA),2025-26,mbball,Emory,"Jackson,Harris",0,G,45,25,1,43,100,17,42,30,20,123,7,7,25,385,15,42,57,28,0,19,0,0,0.43,0.4,0.67,4.92,2.28,1.0,0.28,0.28,0.76,0.6066072948736512,63,64,6262
