conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,rank,rating,global_rank
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mbball,Wheaton,"Iafrate,Dimetri",0,G,1,28,28,195,353,47,122,152,108,545,7,81,127,1026,18,127,145,40,0,63,0,0,0.55,0.39,0.71,19.46,5.18,4.54,2.89,0.25,2.25,11.508865990097927,1,99,4125
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mbball,Coast Guard,"Farrell,Luke",0,F,25,25,24,141,277,21,56,185,136,439,36,16,44,688,49,163,212,82,1,57,4,0,0.51,0.38,0.74,17.56,8.48,1.76,0.64,1.44,2.28,9.301712761674537,2,94,4090
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mbball,Salve Regina,"Margoupis,Jack",0,F,24,15,15,100,226,37,106,82,66,303,6,11,27,481,24,71,95,27,0,32,0,0,0.44,0.35,0.8,20.2,6.33,1.8,0.73,0.4,2.1333333333333333,9.092273330409183,3,92,4123
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mbball,Clark,"Iscandari,Aliaun",0,G,1,26,23,172,362,47,141,126,93,484,4,64,78,767,26,72,98,78,2,74,2,0,0.48,0.33,0.74,18.62,3.77,3.0,2.46,0.15,2.8461538461538463,8.712368730564942,4,91,4063
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mbball,WPI,"Molen,Justin",0,G,0,26,23,137,290,38,97,115,81,393,14,31,106,815,47,132,179,68,1,59,0,0,0.47,0.39,0.7,15.12,6.88,4.08,1.19,0.54,2.269230769230769,8.400375857381709,5,89,4046
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mbball,Clark,"John,Boluwasefe",0,F,5,23,23,121,212,2,11,168,95,339,30,31,35,716,77,80,157,78,1,55,4,0,0.57,0.18,0.57,14.74,6.83,1.52,1.35,1.3,2.391304347826087,7.651976831565917,6,88,4066
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mbball,Babson,Timmy O'Toole,0,*,34,27,27,116,200,1,13,51,35,268,29,45,46,643,113,134,247,93,0,26,5,0,0.58,0.08,0.69,9.93,9.15,1.7,1.67,1.07,0.9629629629629629,7.2363539372304295,7,87,4043
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mbball,Salve Regina,"Seymour,Sean",0,G,3,27,27,171,373,31,110,102,68,441,16,24,55,959,23,101,124,44,0,51,0,0,0.46,0.28,0.67,16.33,4.59,2.04,0.89,0.59,1.8888888888888888,7.161836162143097,8,86,4114
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mbball,Babson,Thomas Ferdinando,0,*,24,27,27,157,347,86,199,69,60,460,2,29,73,872,9,103,112,55,0,73,0,0,0.45,0.43,0.87,17.04,4.15,2.7,1.07,0.07,2.7037037037037037,6.835277141960792,9,85,4040
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,mbball,WPI,"Bledsoe,Nathan",0,G,32,26,16,121,257,73,185,73,64,379,5,22,23,754,17,116,133,59,0,18,0,0,0.47,0.39,0.88,14.58,5.12,0.88,0.85,0.19,0.6923076923076923,6.37373308936446,10,84,4060
