conference_code,conference,season,team,player_name,first_name,last_name,games_played,mpg,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,rank,rating,global_rank
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Alfred St.,B Sneddon,B,Sneddon,25,18.1,6.2,4.5,0.8,0.6,0.2,0.6,0.1378343534821151,39,61,190
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Altoona,M Kargo,M,Kargo,25,25.9,4.0,2.6,4.5,1.7,0.1,2.0,-0.10782580898659427,40,61,208
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Carlow,A Batts,A,Batts,24,21.3,7.7,2.0,1.5,0.8,0.0,1.5,-0.39115971154242,41,60,186
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Bradford,X Boone,X,Boone,17,18.1,5.7,2.7,2.3,1.0,0.2,1.8,-0.63798067929354,42,60,192
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Alfred St.,E Kioko,E,Kioko,25,15.7,6.4,4.3,0.2,0.2,0.3,1.1,-0.7350372343191781,43,59,189
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Mt. Aloysius,I Nascimento-Zschaeck,I,Nascimento-Zschaeck,25,22.5,7.5,2.0,1.7,0.9,0.0,2.1,-0.8053600824629435,44,59,187
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Hilbert,R Lewis,R,Lewis,27,21.1,4.7,4.2,1.7,0.6,0.1,1.3,-0.8499962069929516,45,58,201
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Bradford,M Hill,M,Hill,21,11.3,6.5,1.5,0.6,1.3,0.0,1.0,-0.9031804840810798,46,58,188
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Bradford,K Pryor,K,Pryor,25,17.6,5.3,1.7,1.8,0.8,0.1,1.0,-0.9961123192247396,47,58,195
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Alfred St.,E Taft,E,Taft,26,21.5,5.5,1.7,1.9,0.3,0.0,0.8,-1.076541487707316,48,57,194
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Hilbert,D Robinson,D,Robinson,21,14.1,3.8,3.8,1.1,0.7,0.2,0.7,-1.1106283341805265,49,57,211
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Carlow,T Adamson,T,Adamson,20,22.6,5.2,2.5,1.3,0.5,0.2,1.0,-1.146455405789195,50,56,196
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Behrend,S Mason,S,Mason,26,24.4,4.8,2.0,1.5,0.6,0.0,0.6,-1.1744431764842407,51,56,200
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Alfred St.,J Howard,J,Howard,26,17.7,4.1,2.9,0.7,0.3,0.7,0.7,-1.339266601206847,52,55,205
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,La Roche,J Beatty,J,Beatty,26,20.0,4.9,2.0,1.9,0.9,0.0,1.5,-1.456179560282775,53,55,199
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Hilbert,I Bremer,I,Bremer,25,16.3,5.8,1.5,0.7,0.2,0.2,0.7,-1.4681337978037614,54,54,191
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Mt. Aloysius,J Nelson,J,Nelson,25,24.1,4.2,1.9,1.9,0.6,0.1,1.0,-1.526395205747221,55,54,204
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Hilbert,S Williams,S,Williams,26,15.8,5.1,1.5,1.8,0.7,0.1,1.5,-1.63030523525125,56,54,197
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Greensburg,T Martin,T,Martin,27,14.7,4.9,1.3,0.7,0.5,0.0,0.5,-1.7785999901091383,57,53,198
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Greensburg,J Collins,J,Collins,27,10.6,3.6,2.1,0.8,0.6,0.1,0.5,-1.9311014685712937,58,53,212
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Mt. Aloysius,F Hutchison,F,Hutchison,23,17.9,5.7,1.0,0.7,0.2,0.0,1.0,-2.0925110978134915,59,52,193
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Alfred St.,A Cunningham,A,Cunningham,26,23.5,2.0,3.6,2.1,0.6,0.1,1.3,-2.1353191697798293,60,52,226
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Behrend,J Jenisch,J,Jenisch,27,14.0,4.1,2.1,0.3,0.4,0.1,0.6,-2.167164916256776,61,52,206
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Altoona,D Escala,D,Escala,23,9.4,4.3,2.1,0.3,0.1,0.3,0.7,-2.179611393257326,62,51,202
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Greensburg,J Wyatt-Taylor,J,Wyatt-Taylor,23,7.4,4.2,1.5,0.6,0.1,0.1,0.7,-2.4323703584570615,63,51,203
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Greensburg,T Freas,T,Freas,27,8.6,4.0,0.6,0.1,0.6,0.0,0.2,-2.4667219926294415,64,50,209
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Carlow,S Byrd,S,Byrd,17,13.7,3.1,2.8,0.9,0.4,0.1,1.2,-2.572142447279951,65,50,216
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Behrend,D Hind,D,Hind,26,11.0,3.4,1.2,1.0,0.3,0.0,0.7,-2.6587161400910935,66,50,213
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Bradford,S Brown,S,Brown,20,10.3,1.2,2.2,1.1,0.7,0.6,0.8,-2.666388702511078,67,49,235
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Mt. Aloysius,D Carr,D,Carr,19,11.3,4.0,1.6,0.9,0.4,0.0,1.3,-2.7136590218484975,68,49,207
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Carlow,B Beard,B,Beard,24,14.1,3.9,1.9,0.5,0.5,0.2,1.4,-2.7324465990028353,69,49,210
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Bradford,T Walton,T,Walton,24,9.3,2.8,2.4,0.4,0.6,0.1,0.9,-2.7531810077632213,70,48,218
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Mt. Aloysius,J Becker,J,Becker,17,9.7,2.4,1.2,1.1,0.3,0.2,0.5,-2.7609590621380833,71,48,220
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Alfred St.,J Bauer,J,Bauer,25,9.5,2.2,2.4,0.4,0.2,0.2,0.6,-2.9665469400799105,72,47,225
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Mt. Aloysius,B Waters,B,Waters,18,9.1,3.4,0.4,0.4,0.3,0.1,0.5,-3.0130543513352586,73,47,214
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Hilbert,K Alvarado,K,Alvarado,21,6.8,2.2,1.7,0.3,0.2,0.3,0.4,-3.0172268935277406,74,47,224
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Altoona,Z Bruce,Z,Bruce,26,12.5,3.1,1.8,0.4,0.2,0.2,1.0,-3.066277761848062,75,46,215
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Altoona,A McCormack,A,McCormack,21,8.7,2.4,1.5,0.7,0.5,0.0,0.7,-3.0720471936077494,76,46,219
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Carlow,J McClure,J,McClure,17,8.4,2.8,0.9,0.2,0.3,0.0,0.3,-3.1546610178317844,77,46,217
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Altoona,E Johansson,E,Johansson,24,11.7,2.3,1.6,1.3,0.3,0.0,1.1,-3.2132887597833526,78,45,222
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,La Roche,K Miller,K,Miller,27,9.0,2.3,1.4,0.4,0.1,0.1,0.4,-3.241489610339287,79,45,223
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Carlow,G Moyer,G,Moyer,19,8.2,1.7,1.1,0.5,0.2,0.1,0.2,-3.3528718516740317,80,45,229
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Alfred St.,H Streb,H,Streb,17,7.1,2.0,1.3,0.1,0.1,0.2,0.3,-3.419524617302597,81,44,227
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Altoona,E Sterling,E,Sterling,21,7.4,1.5,1.1,0.3,0.4,0.1,0.3,-3.512883364332329,82,44,231
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,La Roche,J Fougerousse,J,Fougerousse,25,9.5,1.8,1.4,0.4,0.2,0.2,0.8,-3.664136461500146,83,44,228
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Altoona,J Triplin,J,Triplin,18,4.6,2.4,0.7,0.2,0.4,0.0,0.7,-3.6782620157501076,84,43,221
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Carlow,D Allen,D,Allen,18,12.7,1.1,1.7,0.6,0.6,0.1,0.9,-3.7008729708747787,85,43,237
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Bradford,D Ramos,D,Ramos,18,4.8,0.9,1.3,0.2,0.4,0.2,0.3,-3.705636701665033,86,43,238
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Bradford,L Joncas,L,Joncas,17,5.2,1.5,0.7,0.2,0.0,0.0,0.1,-3.8715927497081113,87,42,230
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Altoona,T Mangan,T,Mangan,20,6.8,0.6,0.4,1.1,0.5,0.1,0.6,-3.9353298733256716,88,42,241
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Greensburg,R Greggerson,R,Greggerson,22,3.6,1.1,0.9,0.0,0.1,0.3,0.3,-3.9618987395529985,89,42,236
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Altoona,S Capers,S,Capers,18,4.5,1.3,0.7,0.3,0.2,0.1,0.5,-4.033916509730441,90,41,232
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Penn St.-Behrend,J Ziegler,J,Ziegler,19,4.3,1.2,0.6,0.1,0.1,0.0,0.2,-4.122532308342491,91,41,234
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Greensburg,J Pierre-Paul,J,Pierre-Paul,18,3.9,0.6,0.7,0.2,0.1,0.0,0.2,-4.322171041470053,92,41,240
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Bradford,D Sanchez,D,Sanchez,17,6.5,1.2,0.5,0.4,0.3,0.0,0.9,-4.440090464515906,93,40,233
amcc,Allegheny Mountain Collegiate Conference (AMCC),2025-26,Pitt.-Bradford,N Starks,N,Starks,16,2.9,0.6,0.2,0.1,0.1,0.0,0.3,-4.6289068135519535,94,40,239
