conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,composite_score,global_rank,rating
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wlax,Elmhurst,Andrea Murtland,,,,13,13,0.0,6.0,0.0,0.0,0.0,1.0,13.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,34.0,11.0,768:00,102.0,0.0,1.0,25.0,35.0,11.0,17.0,3.0,14.0,0.714,,,,,,,,,,,,,,,0.2557035780679607,1465,69
saa,Southern Athletic Association (SAA),2025-26,wlax,Oglethorpe,Sarah Liang,,,,17,11,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,3.0,26.0,14.0,663:00,59.0,0.0,1.0,11.0,12.0,3.0,13.0,4.0,9.0,0.917,,,,,,,,,,,,,,,0.2544696416782048,1466,69
nac,North Atlantic Conference (NAC),2025-26,wlax,Maine Maritime,Abby Wong,,,,14,14,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,16.0,7.0,28.0,840:00,0.0,0.0,1.0,6.0,9.0,2.0,2.0,0.0,2.0,0.667,,,,,,,,,,,,,,,0.2501499764045315,1467,69
saa,Southern Athletic Association (SAA),2025-26,wlax,Oglethorpe,Camryn Fowler,,,,17,12,0.0,2.0,0.0,0.0,0.0,1.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,16.0,11.0,723:00,59.0,0.0,1.0,21.0,32.0,5.0,14.0,4.0,10.0,0.656,,,,,,,,,,,,,,,0.2494666099856201,1468,69
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wlax,North Central,Anna Williamson,,,,16,15,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,41.0,3.0,847:00,112.0,0.0,1.0,22.0,33.0,0.0,23.0,13.0,10.0,0.667,,,,,,,,,,,,,,,0.2479762248011494,1469,69
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Adrian,Kayla McCann,,,,17,6,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,12.0,12.0,13.0,333:00,57.0,0.0,1.0,11.0,13.0,3.0,8.0,4.0,4.0,0.846,,,,,,,,,,,,,,,0.2464124938940486,1470,69
e8,Empire 8 (E8),2025-26,wlax,Utica,Alexis Alteri,,,,15,15,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,24.0,35.0,31.0,10.0,860:00,25.0,0.0,1.0,25.0,33.0,5.0,16.0,6.0,10.0,0.758,,,,,,,,,,,,,,,0.2454885704276467,1471,69
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,University of New England,Emma Collingwood,,,,15,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,24.0,2.0,420:00,10.0,0.0,1.0,26.0,39.0,4.0,20.0,5.0,15.0,0.667,,,,,,,,,,,,,,,0.2435956959092401,1472,69
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wlax,UW-River Falls,Piper Perron,,,,9,0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,5.0,00:00,0.0,0.0,1.0,9.0,13.0,2.0,13.0,6.0,7.0,0.692,,,,,,,,,,,,,,,0.2419694354985139,1473,69
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Delaware Valley,Katie Martin,,,,16,15,0.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,18.0,14.0,917:00,28.0,0.0,1.0,18.0,19.0,3.0,12.0,0.0,12.0,0.947,,,,,,,,,,,,,,,0.239844516459897,1474,69
landmark_conference,Landmark Conference,2025-26,wlax,Susquehanna,Sloane Coddington,,,,18,16,0.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,31.0,19.0,15.0,960:00,99.0,0.0,1.0,17.0,20.0,7.0,10.0,2.0,8.0,0.85,,,,,,,,,,,,,,,0.239578953278445,1475,69
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,Aurora,Lorelei Babich,,,,18,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,10.0,26.0,1092:00,60.0,0.0,1.0,1.0,1.0,0.0,4.0,3.0,1.0,1.0,,,,,,,,,,,,,,,0.2394161015071693,1476,69
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Albion,Julia Ames,,,,15,15,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,52.0,19.0,18.0,900:00,0.0,0.0,1.0,7.0,7.0,1.0,7.0,4.0,3.0,1.0,,,,,,,,,,,,,,,0.2388542780558146,1477,69
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Middlebury,Caroline Messer,,,,22,21,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,5.0,13.0,21.0,1062:00,305.0,0.0,1.0,9.0,13.0,1.0,5.0,2.0,3.0,0.692,,,,,,,,,,,,,,,0.2352940843717155,1478,69
saa,Southern Athletic Association (SAA),2025-26,wlax,Rhodes,Anna Samuelson,,,,18,5,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,29.0,8.0,292:00,32.0,0.0,1.0,23.0,31.0,11.0,19.0,6.0,13.0,0.742,,,,,,,,,,,,,,,0.2351829179103971,1479,69
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Endicott College,Kaitlyn DiLoreto,,,,18,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,1.0,6.0,30.0,927:00,36.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.2349139870112884,1480,69
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wlax,Tufts,Grace Hammond,,,,22,0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,19.0,11.0,3.0,101:00,44.0,0.0,1.0,20.0,29.0,8.0,16.0,4.0,12.0,0.69,,,,,,,,,,,,,,,0.2347232280255179,1481,69
ll,Liberty League (LL),2025-26,wlax,RIT,Katherine Killian,,,,17,17,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,55.0,110.0,12.0,23.0,1064:00,193.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,0.25,,,,,,,,,,,,,,,0.2331774518273825,1482,69
e8,Empire 8 (E8),2025-26,wlax,Keuka,Maddie Fassinger,,,,14,13,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,6.0,12.0,8.0,825:00,0.0,0.0,1.0,22.0,32.0,6.0,14.0,3.0,11.0,0.688,,,,,,,,,,,,,,,0.2312131834673658,1483,69
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wlax,Colorado College,Grace Weber,,,,17,0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,10.0,0.0,47:00,45.0,0.0,1.0,13.0,17.0,2.0,16.0,8.0,8.0,0.765,,,,,,,,,,,,,,,0.2282310732679638,1484,69
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wlax,Wheaton,Sara Spielman,,,,17,17,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,18.0,5.0,1016:00,69.0,0.0,1.0,20.0,27.0,8.0,14.0,5.0,9.0,0.741,,,,,,,,,,,,,,,0.227541202841833,1485,69
nac,North Atlantic Conference (NAC),2025-26,wlax,Thomas,Emily Wallingford,,,,12,12,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,30.0,37.0,12.0,708:00,64.0,0.0,1.0,32.0,44.0,9.0,18.0,4.0,14.0,0.727,,,,,,,,,,,,,,,0.2252155233911905,1486,69
nwc,Northwest Conference (NWC),2025-26,wlax,Whitworth,Nikki Beers,,,,10,10,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,14.0,8.0,468:00,236.0,0.0,1.0,13.0,22.0,9.0,15.0,6.0,9.0,0.591,,,,,,,,,,,,,,,0.2200201965288248,1487,69
aec,Atlantic East Conference (AEC),2025-26,wlax,Neumann,Kenna Sanders,,,,18,0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,18.0,11.0,15.0,00:00,0.0,0.0,1.0,15.0,22.0,7.0,11.0,6.0,5.0,0.682,,,,,,,,,,,,,,,0.217744618919094,1488,69
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Ohio Wesleyan,Sammy Johnson,,,,17,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,8.0,8.0,30.0,1027:00,87.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,0.2171498390639979,1489,69
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,Beloit,Daisy Kleinhoffer,,,,13,13,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,21.0,9.0,780:00,0.0,0.0,1.0,27.0,37.0,0.0,15.0,4.0,11.0,0.73,,,,,,,,,,,,,,,0.2143974261322176,1490,69
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wlax,Coast Guard,Rowan Walsh,,,,16,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,7.0,30.0,955:00,98.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,0.2083114444159393,1491,69
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,Curry College,Sarah Joseph,,,,16,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2.0,15.0,30.0,856:00,61.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,0.2042195938102709,1492,69
njac,New Jersey Athletic Conference (NJAC),2025-26,wlax,Kean,Savannah Olsson,,,,5,5,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,10.0,14.0,18.0,300:00,47.0,0.0,1.0,15.0,17.0,3.0,11.0,3.0,8.0,0.882,,,,,,,,,,,,,,,0.1985955418502835,1493,69
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Denison,Emersen Thompson,,,,21,0,0.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,11.0,5.0,49:00,45.0,0.0,1.0,12.0,18.0,7.0,15.0,5.0,10.0,0.667,,,,,,,,,,,,,,,0.1928846960369253,1494,69
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wlax,Saint Mary's,Mary Grace Heekin,,,,13,9,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,14.0,19.0,12.0,569:00,180.0,0.0,1.0,14.0,20.0,6.0,11.0,2.0,9.0,0.7,,,,,,,,,,,,,,,0.1903983426384035,1495,69
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Washington and Lee,Payton Haley,,,,9,0,0.0,2.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,00:00,0.0,0.0,1.0,15.0,15.0,2.0,16.0,2.0,14.0,1.0,,,,,,,,,,,,,,,0.1885741983976576,1496,69
e8,Empire 8 (E8),2025-26,wlax,Keuka,Tori Nelson,,,,14,13,0.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,12.0,34.0,12.0,803:00,20.0,0.0,1.0,29.0,38.0,6.0,17.0,7.0,10.0,0.763,,,,,,,,,,,,,,,0.1842359908277503,1497,69
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wlax,Occidental,Ellie Mahoney,,,,18,14,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,25.0,24.0,10.0,767:00,35.0,0.0,1.0,19.0,21.0,0.0,15.0,6.0,9.0,0.905,,,,,,,,,,,,,,,0.1812783089186093,1498,69
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Eastern,Ava Weiman,,,,14,14,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,22.0,5.0,840:00,0.0,0.0,1.0,21.0,25.0,1.0,17.0,4.0,13.0,0.84,,,,,,,,,,,,,,,0.1795545633992242,1499,69
ccc,The Commonwealth Coast Conference (CCC),2025-26,wlax,University of New England,Paige DeVries,,,,17,13,0.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,3.0,19.0,13.0,797:00,85.0,0.0,1.0,12.0,25.0,9.0,12.0,4.0,8.0,0.48,,,,,,,,,,,,,,,0.176380744303298,1500,69
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Eastern Mennonite University,Shayleigh Sims,,,,17,16,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,6.0,21.0,6.0,960:00,0.0,0.0,1.0,24.0,34.0,3.0,15.0,4.0,11.0,0.706,,,,,,,,,,,,,,,0.1727615185346091,1501,69
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Oberlin,Sophie Ward,,,,17,12,0.0,6.0,0.0,0.0,0.0,1.0,8.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,31.0,12.0,3.0,692:00,43.0,0.0,1.0,13.0,17.0,7.0,14.0,2.0,12.0,0.765,,,,,,,,,,,,,,,0.1719957697172894,1502,69
njac,New Jersey Athletic Conference (NJAC),2025-26,wlax,Stockton,Brianna Robinson,,,,15,14,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,12.0,6.0,827:00,7.0,0.0,1.0,15.0,17.0,3.0,15.0,1.0,14.0,0.882,,,,,,,,,,,,,,,0.1716195790627403,1503,69
e8,Empire 8 (E8),2025-26,wlax,Poly,Abigail Rosaschi,,,,14,14,0.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,12.0,35.0,12.0,840:00,0.0,0.0,1.0,26.0,32.0,10.0,17.0,3.0,14.0,0.813,,,,,,,,,,,,,,,0.1714138183821936,1504,69
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,FDU - Florham,Kristen Mellon,,,,14,14,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,22.0,13.0,789:00,128.0,0.0,1.0,14.0,24.0,3.0,11.0,7.0,4.0,0.583,,,,,,,,,,,,,,,0.1713950894759778,1505,69
oac,Ohio Athletic Conference (OAC),2025-26,wlax,Capital,Amber Street,,,,13,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,8.0,5.0,658:00,19.0,0.0,1.0,19.0,22.0,2.0,15.0,1.0,14.0,0.864,,,,,,,,,,,,,,,0.1709476586969539,1506,69
landmark_conference,Landmark Conference,2025-26,wlax,Juniata,Devyn Mauger,,,,18,18,0.0,6.0,0.0,0.0,0.0,2.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,14.0,25.0,10.0,1079:00,48.0,0.0,1.0,20.0,25.0,7.0,15.0,2.0,13.0,0.8,,,,,,,,,,,,,,,0.1684561364730528,1507,69
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Delaware Valley,Samantha Charles,,,,15,12,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,29.0,25.0,18.0,726:00,0.0,0.0,1.0,15.0,22.0,2.0,11.0,3.0,8.0,0.682,,,,,,,,,,,,,,,0.1655587876234824,1508,69
north_eastern_athletic_c,North Eastern Athletic Conference,2025-26,wlax,St. Mary's (Md.),Carsyn Smith,,,,18,18,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,28.0,17.0,29.0,1082:00,5.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,0.5,,,,,,,,,,,,,,,0.1650321069546779,1509,69
skyline_conference,Skyline Conference,2025-26,wlax,St. Joseph's-Long Island,Megan Spina,,,,11,10,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,34.0,9.0,26.0,599:00,16.0,0.0,1.0,11.0,15.0,2.0,3.0,1.0,2.0,0.733,,,,,,,,,,,,,,,0.1645865077093006,1510,69
skyline_conference,Skyline Conference,2025-26,wlax,Farmingdale State,Kailee Coppola,,,,14,13,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,20.0,13.0,780:00,0.0,0.0,1.0,25.0,32.0,6.0,11.0,1.0,10.0,0.781,,,,,,,,,,,,,,,0.1609275093209032,1511,69
skyline_conference,Skyline Conference,2025-26,wlax,Manhattanville,Sydney Natale,,,,15,15,0.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,11.0,25.0,11.0,902:00,18.0,0.0,1.0,29.0,37.0,6.0,15.0,2.0,13.0,0.784,,,,,,,,,,,,,,,0.1600131919444244,1512,69
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wlax,Spalding,Nicole Hollowell,,,,15,15,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,11.0,20.0,22.0,894:00,52.0,0.0,1.0,10.0,13.0,1.0,6.0,2.0,4.0,0.769,,,,,,,,,,,,,,,0.1571319189851376,1513,69
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wlax,UW-Stout,Briana Brenteson,,,,14,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,33.0,26.0,839:00,71.0,0.0,1.0,3.0,3.0,0.0,4.0,2.0,2.0,1.0,,,,,,,,,,,,,,,0.1569120676650891,1514,69
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Randolph-Macon College,Jordyn Schwartz,,,,12,1,0.0,2.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,9.0,0.0,66:00,0.0,0.0,1.0,10.0,16.0,3.0,15.0,8.0,7.0,0.625,,,,,,,,,,,,,,,0.1553715287060508,1515,68
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Washington and Lee,Nora Hamilton,,,,9,0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,5.0,2.0,00:00,0.0,0.0,1.0,11.0,13.0,3.0,15.0,6.0,9.0,0.846,,,,,,,,,,,,,,,0.1548394976766774,1516,68
odac,Old Dominion Athletic Conference (ODAC),2025-26,wlax,Shenandoah,Sofia Albi,,,,20,10,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,15.0,0.0,606:00,0.0,0.0,1.0,18.0,25.0,11.0,17.0,8.0,9.0,0.72,,,,,,,,,,,,,,,0.1539544199628069,1517,68
ncac,North Coast Athletic Conference (NCAC),2025-26,wlax,Wittenberg,Jarya Hassell,,,,14,7,0.0,2.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,18.0,2.0,420:00,0.0,0.0,1.0,18.0,28.0,5.0,17.0,6.0,11.0,0.643,,,,,,,,,,,,,,,0.1530954205376545,1518,68
saa,Southern Athletic Association (SAA),2025-26,wlax,Rhodes,Isabella Sklena,,,,18,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1.0,14.0,27.0,949:00,76.0,0.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,0.1491441797918097,1519,68
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wlax,Aurora,Kielly Reeve,,,,18,17,0.0,5.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,24.0,28.0,19.0,975:00,101.0,0.0,1.0,18.0,24.0,9.0,10.0,2.0,8.0,0.75,,,,,,,,,,,,,,,0.1481900897956223,1520,68
landmark_conference,Landmark Conference,2025-26,wlax,Goucher,Amaya Locke,,,,10,6,0.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,1.0,358:00,46.0,0.0,1.0,20.0,23.0,5.0,17.0,6.0,11.0,0.87,,,,,,,,,,,,,,,0.1478660677246608,1521,68
