conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,field_goals_made,field_goals_attempted,three_points_made,three_points_attempted,free_throws_attempted,free_throws_made,points_scored,blocked_shots,steals,assists,minutes_played,offensive_rebounds,defensive_rebounds,total_rebounds,personal_fouls,technical_fouls,turnovers,disqualifications,deadballs,field_goals_pct,three_points_pct,free_throws_pct,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocked_shots_per_game,turnovers_per_game,composite_score,global_rank,rating
arc,American Rivers Conference (ARC),2025-26,wbb,Luther,"Northrop,Lyndee",0,F,15,15,0,16,35,1,2,16,10,43,5,5,5,123,11,24,35,11,0,12,0,0,0.46,0.5,0.63,2.87,2.33,0.33,0.33,0.33,0.8,-0.5582898851706994,2804,58
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbb,Randolph College,"Oge,Lexanna",0,F,25,25,15,29,88,1,5,28,16,75,9,8,21,369,36,49,85,51,0,36,0,0,0.33,0.2,0.57,3.0,3.4,0.84,0.32,0.36,1.44,-0.5591937988273982,2805,57
pac,Presidents Athletic Conference (PAC),2025-26,wbb,Hiram,"Gunn,Juliana",0,G,15,17,10,22,81,4,26,18,8,56,0,20,30,311,13,33,46,38,0,41,2,0,0.27,0.15,0.44,3.29,2.71,1.76,1.18,0.0,2.411764705882353,-0.5592228336844708,2806,57
lec,Little East Conference (LEC),2025-26,wbb,VTSU Castleton,"Cooper,Julie",0,G,13,2,0,1,4,0,2,0,0,2,0,0,0,16,0,2,2,0,0,0,0,0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.5604078290436781,2807,57
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbb,Caltech,"Ruan,Carolyn",0,G,15,22,18,37,135,22,89,22,17,113,0,16,25,694,9,33,42,33,0,61,0,0,0.27,0.25,0.77,5.14,1.91,1.14,0.73,0.0,2.772727272727273,-0.562855358137194,2808,57
nac,North Atlantic Conference (NAC),2025-26,wbb,SUNY Delhi,Jonnya Snelling,0,*,22,3,1,2,13,1,12,4,2,7,0,0,0,38,1,10,11,5,0,2,0,0,0.15,0.08,0.5,2.33,3.67,0.0,0.0,0.0,0.6666666666666666,-0.566613982437786,2809,57
skyline_conference,Skyline Conference,2025-26,wbb,Yeshiva,"Amkraut,Simone",0,G,13,23,22,42,163,11,47,16,13,108,3,33,45,679,17,74,91,27,0,117,0,0,0.26,0.23,0.81,4.7,3.96,1.96,1.43,0.13,5.086956521739131,-0.5679861072805442,2810,57
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbb,Macalester,"Corbett,Ellie",0,F,33,24,5,25,81,6,25,22,16,72,29,4,14,325,14,47,61,48,0,37,0,0,0.31,0.24,0.73,3.0,2.54,0.58,0.17,1.21,1.5416666666666667,-0.5721423101845309,2811,57
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbb,Averett University,"Perkins,Kiera",0,G,10,24,0,30,95,7,20,34,25,92,2,13,7,209,27,30,57,18,0,23,0,0,0.32,0.35,0.74,3.83,2.38,0.29,0.54,0.08,0.9583333333333334,-0.574605928047691,2812,57
cciw,College Conference of Illinois and Wisconsin (CCIW),2025-26,wbb,Millikin,"Riggs,Rilee",0,C,14,16,0,12,20,0,0,4,3,27,15,3,1,117,5,27,32,16,0,8,0,0,0.6,0.0,0.75,1.69,2.0,0.06,0.19,0.94,0.5,-0.5751610609683233,2813,57
centennial_conference,Centennial Conference,2025-26,wbb,Gettysburg,"Calandruccio,Lizzie",0,G,23,2,0,1,3,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,0.33,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5753382552348566,2814,57
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbb,Bluffton,"Moore,Jessica",0,G,12,26,15,20,77,15,53,16,10,65,4,22,51,600,19,57,76,56,0,47,1,0,0.26,0.28,0.63,2.5,2.92,1.96,0.85,0.15,1.8076923076923077,-0.5758707044176911,2815,57
saa,Southern Athletic Association (SAA),2025-26,wbb,Sewanee,"Gavin,Grace",0,G,5,25,0,28,96,12,46,15,9,77,7,10,13,352,29,51,80,36,0,22,0,0,0.29,0.26,0.6,3.08,3.2,0.52,0.4,0.28,0.88,-0.5858675906167139,2816,57
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbb,Spalding,"Raphael,Ne'Vaeh",0,G,33,3,2,5,15,1,3,2,0,11,0,1,1,36,2,5,7,3,0,9,0,0,0.33,0.33,0.0,3.67,2.33,0.33,0.33,0.0,3.0,-0.5866761067701922,2817,57
e8,Empire 8 (E8),2025-26,wbb,St. John Fisher,Tanleigh Bestine,0,0,20,5,0,4,7,2,2,8,2,12,0,0,1,19,1,4,5,0,0,2,0,0,0.57,1.0,0.25,2.4,1.0,0.2,0.0,0.0,0.4,-0.5893287070819728,2818,57
e8,Empire 8 (E8),2025-26,wbb,Utica,"Simmons,Emma",0,G,5,21,1,25,88,11,37,33,18,79,2,5,41,406,17,44,61,37,0,54,0,0,0.28,0.3,0.55,3.76,2.9,1.95,0.24,0.1,2.5714285714285716,-0.5910416683511736,2819,57
nac,North Atlantic Conference (NAC),2025-26,wbb,VTSU Johnson,"Meade,Faith",0,G,10,23,4,42,145,13,61,19,10,107,1,25,20,456,7,30,37,33,0,54,1,0,0.29,0.21,0.53,4.65,1.61,0.87,1.09,0.04,2.347826086956522,-0.5912247605685853,2820,57
njac,New Jersey Athletic Conference (NJAC),2025-26,wbb,Rowan,"Davis,Tuts",0,F,10,7,0,5,9,0,0,5,3,13,2,2,2,36,4,15,19,5,0,6,0,0,0.56,0.0,0.6,1.86,2.71,0.29,0.29,0.29,0.8571428571428571,-0.5917272630537592,2821,57
nac,North Atlantic Conference (NAC),2025-26,wbb,Lesley,Mirandah Buch,0,*,11,3,1,2,26,1,15,2,2,7,1,5,5,55,0,4,4,8,0,9,0,0,0.08,0.07,1.0,2.33,1.33,1.67,1.67,0.33,3.0,-0.5937498168114463,2822,57
skyline_conference,Skyline Conference,2025-26,wbb,Manhattanville,"Carlo,Madison",0,G,33,24,0,34,84,21,60,9,6,95,1,4,13,164,1,15,16,18,0,12,0,0,0.4,0.35,0.67,3.96,0.67,0.54,0.17,0.04,0.5,-0.5938039643841366,2823,57
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wbb,Amherst,"Nugent,Macie",0,0,34,3,0,4,10,0,0,0,0,8,0,1,1,25,0,1,1,3,0,4,0,0,0.4,0.0,0.0,2.67,0.33,0.33,0.33,0.0,1.3333333333333333,-0.5976343737115106,2824,57
nac,North Atlantic Conference (NAC),2025-26,wbb,UMaine-Presque Isle,"Sloan,Grace",0,F,24,2,0,1,6,0,0,0,0,2,0,0,0,17,1,5,6,2,0,2,0,0,0.17,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,-0.5983909920152389,2825,57
nwc,Northwest Conference (NWC),2025-26,wbb,Linfield,"Ray,Jayden",0,G,12,26,0,32,80,1,10,21,13,78,4,17,25,323,20,16,36,34,0,25,0,0,0.4,0.1,0.62,3.0,1.38,0.96,0.65,0.15,0.9615384615384616,-0.6032856232766067,2826,57
landmark_conference,Landmark Conference,2025-26,wbb,Wilkes,"Place,Addison",0,G,10,25,14,26,66,1,7,28,15,68,10,25,15,439,41,41,82,45,0,47,1,0,0.39,0.14,0.54,2.72,3.28,0.6,1.0,0.4,1.88,-0.603625182933522,2827,57
sciac,Southern California Intercollegiate Athletic Conference (SCIAC),2025-26,wbb,Whittier,"RosalesBe,Helen",0,0,4,-3,0,-4,-4,-4,-4,0,0,-12,0,0,-4,-48,0,-4,-4,1,0,0,0,0,1.0,1.0,0.0,4.0,1.33,1.33,0.0,0.0,-0.0,-0.6040350783635088,2828,57
saa,Southern Athletic Association (SAA),2025-26,wbb,Millsaps,"Maw,Maddy",0,G,5,28,2,38,133,20,86,30,16,112,6,19,25,456,4,30,34,31,0,38,0,0,0.29,0.23,0.53,4.0,1.21,0.89,0.68,0.21,1.3571428571428572,-0.6041842664981711,2829,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbb,Dominican,"Bouaphanh,Emily",0,G,1,25,7,33,112,0,3,65,33,99,1,22,19,434,14,30,44,38,0,36,0,0,0.29,0.0,0.51,3.96,1.76,0.76,0.88,0.04,1.44,-0.6054607762872959,2830,57
oac,Ohio Athletic Conference (OAC),2025-26,wbb,Baldwin Wallace,"Stumpf,Maddy",0,F,40,26,0,21,42,0,3,9,6,48,8,6,7,255,26,52,78,22,0,6,0,0,0.5,0.0,0.67,1.85,3.0,0.27,0.23,0.31,0.2307692307692307,-0.6082825396667852,2831,57
skyline_conference,Skyline Conference,2025-26,wbb,Manhattanville,"Ford,Ryan",0,G,1,11,0,8,16,0,0,14,13,29,0,4,7,65,11,9,20,3,0,6,0,0,0.5,0.0,0.93,2.64,1.82,0.64,0.36,0.0,0.5454545454545454,-0.6115672403505626,2832,57
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbb,Blackburn,"Jent,Gracie",0,G,4,13,8,14,43,7,31,14,8,43,0,15,10,264,3,15,18,14,0,13,0,0,0.33,0.23,0.57,3.31,1.38,0.77,1.15,0.0,1.0,-0.6128420694382175,2833,57
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,Messiah,"Parypinski,Kirsten",0,F,30,8,0,5,6,0,0,4,2,12,0,1,2,32,2,6,8,3,0,2,0,0,0.83,0.0,0.5,1.5,1.0,0.25,0.13,0.0,0.25,-0.6142510764599958,2834,57
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbb,Concordia,"Evans,Paige",0,G,0,5,0,1,1,0,0,0,0,2,0,0,1,13,0,1,1,0,0,1,0,0,1.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0,0.2,-0.6142627443059835,2835,57
saa,Southern Athletic Association (SAA),2025-26,wbb,Oglethorpe,"Elder,Briley",0,G,22,26,3,33,136,24,102,23,15,105,0,13,21,490,11,28,39,19,0,21,0,0,0.24,0.24,0.65,4.04,1.5,0.81,0.5,0.0,0.8076923076923077,-0.6169398454489187,2836,57
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbb,Franklin,"Wright,Lydia",0,G,32,23,0,28,61,4,15,10,8,68,1,10,15,205,7,34,41,24,0,18,0,0,0.46,0.27,0.8,2.96,1.78,0.65,0.43,0.04,0.782608695652174,-0.6176271388132669,2837,57
oac,Ohio Athletic Conference (OAC),2025-26,wbb,Heidelberg,"Tier,Abby",0,G,4,16,11,17,57,13,35,16,8,55,0,10,34,370,7,26,33,21,0,38,0,0,0.3,0.37,0.5,3.44,2.06,2.13,0.63,0.0,2.375,-0.6176558932395418,2838,57
landmark_conference,Landmark Conference,2025-26,wbb,Susquehanna,"Wells,Renee",0,G,2,26,0,32,90,8,32,26,20,92,0,8,33,411,5,41,46,18,0,36,0,0,0.36,0.25,0.77,3.54,1.77,1.27,0.31,0.0,1.3846153846153846,-0.6178286251991012,2839,57
skyline_conference,Skyline Conference,2025-26,wbb,St. Joseph's-Brooklyn,"Dominguez,Lindsay",0,G,10,6,0,6,14,1,5,2,0,13,0,4,3,46,4,6,10,4,0,3,0,0,0.43,0.2,0.0,2.17,1.67,0.5,0.67,0.0,0.5,-0.6178654644406163,2840,57
pac,Presidents Athletic Conference (PAC),2025-26,wbb,Geneva,"Bonanno,Kira",0,F,11,26,0,25,64,0,0,13,8,58,1,15,7,381,40,76,116,31,0,22,0,0,0.39,0.0,0.62,2.23,4.46,0.27,0.58,0.04,0.8461538461538461,-0.6206121598753308,2841,57
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbb,St. Scholastica,"Speer,Ryaan",0,G,22,25,1,27,89,5,39,34,25,84,8,16,14,458,15,41,56,65,0,27,2,0,0.3,0.13,0.74,3.36,2.24,0.56,0.64,0.32,1.08,-0.6230694168309981,2842,57
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,FDU - Florham,"Walker,Gabrielle",0,G,5,25,17,32,124,5,24,39,23,92,2,24,49,447,12,28,40,56,0,60,4,0,0.26,0.21,0.59,3.68,1.6,1.96,0.96,0.08,2.4,-0.6260452162850639,2843,57
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,Arcadia,"Foley,Elaina",0,F,10,10,0,11,26,0,0,10,3,25,5,6,7,123,9,16,25,15,0,13,0,0,0.42,0.0,0.3,2.5,2.5,0.7,0.6,0.5,1.3,-0.6260823532783667,2844,57
nwc,Northwest Conference (NWC),2025-26,wbb,Lewis & Clark,"Morlan,Lillian",0,F,45,4,0,5,11,0,0,2,1,11,0,0,0,22,2,3,5,3,0,3,0,0,0.45,0.0,0.5,2.75,1.25,0.0,0.0,0.0,0.75,-0.6276998937402966,2845,57
ll,Liberty League (LL),2025-26,wbb,Skidmore,Jenny Shine,0,0,32,23,0,25,58,2,8,11,7,59,19,5,9,278,5,31,36,32,0,15,0,0,0.43,0.25,0.64,2.57,1.57,0.39,0.22,0.83,0.6521739130434783,-0.6284404746498178,2846,57
uaa,University Athletic Association (UAA),2025-26,wbb,New York,"Batch,Olive",0,F,3,9,0,7,19,3,9,6,5,22,4,2,6,45,3,14,17,3,0,3,0,0,0.37,0.33,0.83,2.44,1.89,0.67,0.22,0.44,0.3333333333333333,-0.6290594282597123,2847,57
hcac,Heartland Collegiate Athletic Conference (HCAC),2025-26,wbb,Franklin,"Kelley,Avery",0,G,8,28,1,36,94,0,7,35,21,93,0,24,34,397,11,49,60,44,0,54,0,0,0.38,0.0,0.6,3.32,2.14,1.21,0.86,0.0,1.9285714285714288,-0.6357943431731775,2848,57
odac,Old Dominion Athletic Conference (ODAC),2025-26,wbb,Guilford College,"Mitchell,Kaley",0,G,14,2,0,1,7,0,3,0,0,2,0,0,1,14,1,4,5,0,0,3,0,0,0.14,0.0,0.0,1.0,2.5,0.5,0.0,0.0,1.5,-0.6402559296132261,2849,57
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wbb,Williams,Gracie Augustine,0,0,10,21,1,26,75,10,35,2,1,63,1,5,21,253,14,23,37,18,0,11,0,0,0.35,0.29,0.5,3.0,1.76,1.0,0.24,0.05,0.5238095238095238,-0.6414677735337657,2850,57
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wbb,UW-La Crosse,"Schiszik,Ellie",0,G,5,19,0,20,48,9,21,7,5,54,2,8,17,237,11,19,30,14,0,14,0,0,0.42,0.43,0.71,2.84,1.58,0.89,0.42,0.11,0.7368421052631579,-0.6414892364362386,2851,57
lec,Little East Conference (LEC),2025-26,wbb,UMass Boston,"Aulds,Jaylee",0,G,3,7,0,8,34,4,25,3,2,22,2,3,2,75,4,12,16,4,0,4,0,0,0.24,0.16,0.67,3.14,2.29,0.29,0.43,0.29,0.5714285714285714,-0.6421119644237955,2852,57
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,Wooster,"Stroebe,Hannah",0,F,44,25,0,19,63,0,1,20,11,49,24,18,5,357,39,48,87,48,0,21,1,0,0.3,0.0,0.55,1.96,3.48,0.2,0.72,0.96,0.84,-0.6457204751000171,2853,57
miac,Minnesota Intercollegiate Athletic Conference (MIAC),2025-26,wbb,Hamline,"Wiltrout,Evelyn",0,F,22,24,3,31,69,1,2,15,12,75,1,5,9,279,26,26,52,30,0,16,0,0,0.45,0.5,0.8,3.13,2.17,0.38,0.21,0.04,0.6666666666666666,-0.6471851268162215,2854,57
oac,Ohio Athletic Conference (OAC),2025-26,wbb,Mount Union,"Muckleroy,Abby",0,G,30,27,0,30,98,16,62,13,9,85,6,16,16,301,16,44,60,33,0,22,0,0,0.31,0.26,0.69,3.15,2.22,0.59,0.59,0.22,0.8148148148148148,-0.6491441001538624,2855,57
saa,Southern Athletic Association (SAA),2025-26,wbb,Trinity,"Almeida,Sophia",0,G,0,5,0,1,1,1,1,0,0,3,0,0,0,2,0,0,0,0,0,1,0,0,1.0,1.0,0.0,0.6,0.0,0.0,0.0,0.0,0.2,-0.6496183355921562,2856,57
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wbb,Dominican,"Deiri,Aya",0,G,5,24,11,31,117,10,49,20,10,82,0,26,32,490,25,36,61,37,0,48,1,0,0.26,0.2,0.5,3.42,2.54,1.33,1.08,0.0,2.0,-0.6517527944007566,2857,57
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,King's,"Majiros,Caitlyn",0,F,40,4,0,2,4,0,0,2,1,5,1,1,0,22,0,4,4,4,0,0,0,0,0.5,0.0,0.5,1.25,1.0,0.0,0.25,0.25,0.0,-0.6531374194256707,2858,57
mwc,Midwest Conference (MWC),2025-26,wbb,Grinnell,"Walters,Megan",0,,42,22,0,21,51,0,1,34,21,63,7,12,5,266,13,34,47,25,0,15,0,0,0.41,0.0,0.62,2.86,2.14,0.23,0.55,0.32,0.6818181818181818,-0.6534170859758829,2859,57
skyline_conference,Skyline Conference,2025-26,wbb,Purchase,"Nieves,Chloe",0,F,25,25,0,30,74,0,0,27,15,75,9,11,4,244,28,34,62,38,0,22,1,0,0.41,0.0,0.56,3.0,2.48,0.16,0.44,0.36,0.88,-0.6545358450399795,2860,57
landmark_conference,Landmark Conference,2025-26,wbb,Juniata,"Harrison,Grace",0,G,5,3,0,1,2,1,1,2,1,4,0,0,0,9,1,1,2,0,0,1,0,0,0.5,1.0,0.5,1.33,0.67,0.0,0.0,0.0,0.3333333333333333,-0.6553354423552926,2861,57
nac,North Atlantic Conference (NAC),2025-26,wbb,Thomas,"Calder,Brooklyn",0,G,5,26,1,19,48,1,8,24,16,55,5,19,33,344,16,40,56,27,0,27,0,0,0.4,0.13,0.67,2.12,2.15,1.27,0.73,0.19,1.0384615384615383,-0.6563060773732025,2862,57
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbb,MIT,"Zacks,Rachael",0,G,22,25,0,23,85,16,57,19,12,74,7,20,18,382,15,44,59,39,0,23,0,0,0.27,0.28,0.63,2.96,2.36,0.72,0.8,0.28,0.92,-0.6574452534556959,2863,57
skyline_conference,Skyline Conference,2025-26,wbb,Manhattanville,"Russom,Molly",0,F,23,25,11,25,68,2,8,17,13,65,15,10,26,290,23,30,53,38,0,33,0,0,0.37,0.25,0.76,2.6,2.12,1.04,0.4,0.6,1.32,-0.6586815010970474,2864,57
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,Stevens,"Love,Grace",0,G,24,7,0,8,15,7,12,0,0,23,0,2,1,25,0,1,1,3,0,3,0,0,0.53,0.58,0.0,3.29,0.14,0.14,0.29,0.0,0.4285714285714285,-0.661193725286682,2865,57
lec,Little East Conference (LEC),2025-26,wbb,Plymouth State,"White,Alex",0,F,24,25,2,34,118,6,33,27,16,90,9,16,7,351,15,54,69,71,0,34,3,0,0.29,0.18,0.59,3.6,2.76,0.28,0.64,0.36,1.36,-0.6612999178875036,2866,57
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wbb,UW-Oshkosh,"Wieman,Mahra",0,F,30,22,0,19,36,5,15,17,13,56,1,8,5,149,13,20,33,14,0,3,0,0,0.53,0.33,0.76,2.55,1.5,0.23,0.36,0.05,0.1363636363636363,-0.6633229757859664,2867,57
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wbb,UW-Oshkosh,"Hoitink,Mallory",0,F,33,25,0,34,100,16,47,15,12,96,4,3,7,245,3,41,44,15,0,15,0,0,0.34,0.34,0.8,3.84,1.76,0.28,0.12,0.16,0.6,-0.6639844623130887,2868,57
nac,North Atlantic Conference (NAC),2025-26,wbb,SUNY Delhi,"Reuss,Alexandra",0,F,11,24,7,40,128,8,34,19,12,100,0,6,9,397,8,61,69,31,0,34,1,0,0.31,0.24,0.63,4.17,2.88,0.38,0.25,0.0,1.4166666666666667,-0.667062692117385,2869,57
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wbb,Tufts,"Ryan,Annie",0,G,22,24,0,24,72,13,41,15,12,73,5,20,12,324,10,23,33,37,0,12,1,0,0.33,0.32,0.8,3.04,1.38,0.5,0.83,0.21,0.5,-0.6703612208436822,2870,57
uaa,University Athletic Association (UAA),2025-26,wbb,Emory,"Walsh,Lauren",0,G,3,23,0,25,59,10,28,19,11,71,0,25,8,194,4,15,19,22,0,12,0,0,0.42,0.36,0.58,3.09,0.83,0.35,1.09,0.0,0.5217391304347826,-0.6711211381448801,2871,57
newmac,New England Women's and Men's Athletic Conference (NEWMAC),2025-26,wbb,Coast Guard,"Gallinger,Julia",0,F,11,6,0,1,1,0,0,0,0,2,1,0,0,8,1,1,2,1,0,0,0,0,1.0,0.0,0.0,0.33,0.33,0.0,0.0,0.17,0.0,-0.671978243132667,2872,57
nac,North Atlantic Conference (NAC),2025-26,wbb,Lesley,Mariana Richwine,0,0,24,6,6,4,42,2,13,11,3,13,0,9,5,144,12,21,33,13,0,13,0,0,0.1,0.15,0.27,2.17,5.5,0.83,1.5,0.0,2.1666666666666665,-0.6726908973887821,2873,57
skyline_conference,Skyline Conference,2025-26,wbb,Mount Saint Mary,"Walker,Jaelynn",0,F,0,15,0,13,29,0,0,15,10,36,4,10,5,129,13,17,30,13,0,8,0,0,0.45,0.0,0.67,2.4,2.0,0.33,0.67,0.27,0.5333333333333333,-0.6727209549977491,2874,57
uaa,University Athletic Association (UAA),2025-26,wbb,Rochester,Macy Bacon,0,0,10,24,0,33,74,13,34,13,9,88,4,2,5,231,8,24,32,21,0,16,0,0,0.45,0.38,0.69,3.67,1.33,0.21,0.08,0.17,0.6666666666666666,-0.6727325708046479,2875,57
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wbb,Crown,"Lee,Olivia",0,,1,2,0,1,4,0,0,0,0,2,0,0,0,12,1,1,2,0,0,2,0,0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,-0.6741492598366915,2876,57
uaa,University Athletic Association (UAA),2025-26,wbb,Emory,"Starr,Emma",0,G,12,25,0,19,57,7,27,19,16,61,2,9,63,321,4,28,32,21,0,37,0,0,0.33,0.26,0.84,2.44,1.28,2.52,0.36,0.08,1.48,-0.6759501438679204,2877,57
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,Stevenson,"Foreman,Allahna",0,G,6,5,0,4,9,0,2,4,2,10,0,0,3,32,2,4,6,1,0,1,0,0,0.44,0.0,0.5,2.0,1.2,0.6,0.0,0.0,0.2,-0.6786189801495806,2878,57
nac,North Atlantic Conference (NAC),2025-26,wbb,UMaine-Presque Isle,"Marshall,Karen",0,F,23,15,11,23,83,0,20,19,7,53,2,12,19,430,6,61,67,17,0,47,0,0,0.28,0.0,0.37,3.53,4.47,1.27,0.8,0.13,3.1333333333333333,-0.6791625153365775,2879,57
nac,North Atlantic Conference (NAC),2025-26,wbb,Thomas,"Davis,Sarah",0,F,21,7,0,7,19,3,11,2,1,18,0,1,6,60,2,8,10,12,0,2,0,0,0.37,0.27,0.5,2.57,1.43,0.86,0.14,0.0,0.2857142857142857,-0.6806570829157897,2880,57
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,Stevenson,"Thorne,Sanaa",0,F,44,24,0,30,81,0,9,19,10,70,4,13,15,325,22,46,68,18,1,29,0,0,0.37,0.0,0.53,2.92,2.83,0.63,0.54,0.17,1.2083333333333333,-0.6844990823845861,2881,57
wiac,Wisconsin Intercollegiate Athletic Conference (WIAC),2025-26,wbb,UW-Oshkosh,"Hoerl,Adahlyn",0,F,11,3,0,2,6,0,0,1,0,4,0,0,0,9,1,3,4,0,0,0,0,0,0.33,0.0,0.0,1.33,1.33,0.0,0.0,0.0,0.0,-0.6845431754569308,2882,57
mac,Middle Atlantic Conferences (MAC),2025-26,wbb,Stevenson,"Caulden,Lauren",0,G,12,6,0,3,5,1,1,1,1,8,0,1,4,26,1,6,7,1,0,1,0,0,0.6,1.0,1.0,1.33,1.17,0.67,0.17,0.0,0.1666666666666666,-0.6856295502294018,2883,57
umac,Upper Midwest Athletic Conference (UMAC),2025-26,wbb,Bethany Lutheran,"Craig,Ma'yell",0,G,10,5,0,3,4,0,1,2,1,7,0,0,0,13,0,3,3,1,0,1,0,0,0.75,0.0,0.5,1.4,0.6,0.0,0.0,0.0,0.2,-0.6861918955355524,2884,57
ncac,North Coast Athletic Conference (NCAC),2025-26,wbb,DePauw,"Byerly,Vivian",0,G,11,6,0,1,1,0,0,2,2,4,0,0,0,9,0,0,0,0,0,0,0,0,1.0,0.0,1.0,0.67,0.0,0.0,0.0,0.0,0.0,-0.6870675294832215,2885,57
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbb,Saint Mary's,"Langworthy,Caroline",0,G,3,23,0,30,95,15,59,18,11,86,1,15,4,248,5,41,46,15,0,18,0,0,0.32,0.25,0.61,3.74,2.0,0.17,0.65,0.04,0.782608695652174,-0.6885788529184208,2886,57
nescac,New England Small College Athletic Conference (NESCAC),2025-26,wbb,Williams,Skylar Chui,0,0,25,17,10,16,41,1,10,16,8,41,8,15,5,226,10,29,39,35,0,14,2,0,0.39,0.1,0.5,2.41,2.29,0.29,0.88,0.47,0.8235294117647058,-0.6894967393005236,2887,57
ll,Liberty League (LL),2025-26,wbb,Union,"Gill,Aiden",0,G,33,5,0,6,12,1,2,0,0,13,0,1,1,28,2,5,7,3,0,5,0,0,0.5,0.5,0.0,2.6,1.4,0.2,0.2,0.0,1.0,-0.6898279641375232,2888,57
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,wbb,Principia,"White,Elyssa",0,G,1,27,0,33,106,3,16,30,18,87,5,14,20,345,23,58,81,45,0,39,0,0,0.31,0.19,0.6,3.22,3.0,0.74,0.52,0.19,1.4444444444444444,-0.6933982410652599,2889,57
asc,American Southwest Conference (ASC),2025-26,wbb,Mary Hardin-Baylor,"Sheppler,Pierce",0,C,26,18,5,18,47,0,0,8,6,42,5,10,11,209,23,23,46,17,0,12,0,0,0.38,0.0,0.75,2.33,2.56,0.61,0.56,0.28,0.6666666666666666,-0.6941293789208246,2890,57
nac,North Atlantic Conference (NAC),2025-26,wbb,UMaine-Farmington,"Tripp,Halle",0,G,10,8,0,8,33,4,21,4,3,23,0,5,6,75,3,9,12,7,0,1,0,0,0.24,0.19,0.75,2.88,1.5,0.75,0.63,0.0,0.125,-0.6942964456528534,2891,57
miaa,Michigan Intercollegiate Athletic Association (MIAA),2025-26,wbb,Olivet,Peyton Tennant,0,0,35,19,0,17,40,2,5,27,19,55,0,4,13,262,15,43,58,13,0,22,0,0,0.43,0.4,0.7,2.89,3.05,0.68,0.21,0.0,1.1578947368421053,-0.6952940632628839,2892,57
njac,New Jersey Athletic Conference (NJAC),2025-26,wbb,Montclair State,"Green,Raniyah",0,F,2,7,0,5,7,0,1,3,2,12,0,4,4,73,4,14,18,7,0,13,0,0,0.71,0.0,0.67,1.71,2.57,0.57,0.57,0.0,1.8571428571428572,-0.6987321345953459,2893,57
njac,New Jersey Athletic Conference (NJAC),2025-26,wbb,Montclair State,"Sullivan,Malvina",0,G,23,15,0,10,26,4,13,32,18,42,3,9,8,141,12,15,27,31,0,9,1,0,0.38,0.31,0.56,2.8,1.8,0.53,0.6,0.2,0.6,-0.7024339881671852,2894,57
njac,New Jersey Athletic Conference (NJAC),2025-26,wbb,Montclair State,"Orlando,Isabella",0,G,21,23,2,20,85,16,65,18,14,70,1,19,14,368,16,32,48,39,0,9,2,0,0.24,0.25,0.78,3.04,2.09,0.61,0.83,0.04,0.391304347826087,-0.7028123698253298,2895,57
