conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,rank,rating,global_rank
asc,American Southwest Conference (ASC),2025-26,softball,East Texas Baptist,Tristen Maddox,,,,48,48,160,57,62,55,19,3,16,23,0,8,16,3,23,3,0,0,0,0,0,0,0,1,0,0.487,135,191,26,0.885,0.388,0.844,71,99,5,0,0,0,0,7,0,175,0.971,0,0.0,4.0,4.0,20.0,57.0,"13,37",0.35,13.0,37.0,"29,82",0.35,29.0,82.0,"21,64",0.33,21.0,64.0,"3,24",0.13,3.0,24.0,0.0,0.0,0.0,0.0,"37,71","9,18","50,92",157,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,4.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.632098532583273,1,99,5
asc,American Southwest Conference (ASC),2025-26,softball,East Texas Baptist,Tauryn Cummings,,,,48,48,134,27,42,41,7,1,12,24,0,6,12,3,5,0,0,0,0,0,0,0,0,1,0,0.439,87,164,5,1.0,0.313,0.649,28,84,4,0,0,0,0,4,0,116,0.966,0,0.0,3.0,7.0,39.0,37.0,"16,44",0.36,16.0,44.0,"27,81",0.33,27.0,81.0,"19,64",0.3,19.0,64.0,"4,14",0.29,4.0,14.0,0.0,0.0,0.0,0.0,"13,33","9,23","54,92",8,0.0,0.0,0.0,1,0.0,0.0,0.0,13.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.337530011307034,2,93,44
asc,American Southwest Conference (ASC),2025-26,softball,East Texas Baptist,Izabella Morales,,,,46,46,152,37,63,45,9,4,1,13,0,1,7,1,21,4,7,2,0,0,0,1,0,2,0,0.458,83,175,25,0.84,0.414,0.546,64,3,0,0,0,0,0,0,0,67,1.0,0,0.0,5.0,3.0,55.0,31.0,"22,47",0.47,22.0,47.0,"38,82",0.46,38.0,82.0,"33,71",0.46,33.0,71.0,"11,24",0.46,11.0,24.0,0.0,0.0,0.0,0.0,"9,19","10,16","57,93",182,0.0,0.0,0.0,0,0.0,0.0,0.0,21.0,27.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.16252245888651,3,91,101
asc,American Southwest Conference (ASC),2025-26,softball,Hardin-Simmons,Haley Henson,,,,42,42,141,56,68,21,7,7,2,22,0,1,12,3,20,1,4,1,0,0,0,0,0,2,0,0.552,95,169,21,0.952,0.482,0.674,48,2,0,0,0,0,0,1,0,50,1.0,0,0.0,4.0,0.0,23.0,39.0,"16,35",0.46,16.0,35.0,"29,55",0.53,29.0,55.0,"21,44",0.48,21.0,44.0,"8,18",0.44,8.0,18.0,0.0,0.0,0.0,0.0,"34,64","9,12","41,63",18,0.0,0.0,0.0,0,0.0,0.0,0.0,9.0,21.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.822418009166451,4,89,118
asc,American Southwest Conference (ASC),2025-26,softball,East Texas Baptist,Madalyn Melton,,,,45,40,109,29,37,37,9,1,5,15,0,3,4,2,7,1,2,3,0,0,0,0,0,1,0,0.423,63,132,8,0.875,0.339,0.578,31,18,0,0,0,5,1,0,0,49,1.0,6,0.833,3.0,6.0,22.0,47.0,"16,37",0.43,16.0,37.0,"23,62",0.37,23.0,62.0,"21,45",0.47,21.0,45.0,"6,15",0.4,6.0,15.0,0.0,0.0,0.0,0.0,"10,21","10,14","41,71",93,0.0,0.0,0.0,3,0.0,0.0,0.0,12.0,25.0,0.0,49.0,1.0,6.0,7.0,2.0,1.0,5.0,0.0,0.0,0.0,48.0,19.0,11.0,15.0,20.0,7.0,0.0,3.0,1.6,192.0,218.0,1.0,7.0,0.0,1.0,3.0,0.0,0.0,7.0,0.255,48.0,73.0,0.0,"2,6","4,16","4,11",0.0,"2,8",4.282363549400762,5,87,155
asc,American Southwest Conference (ASC),2025-26,softball,Hardin-Simmons,Emily Jacobs,,,,32,32,94,26,47,39,12,0,3,15,0,6,5,4,4,1,4,2,0,0,0,2,1,3,0,0.581,68,121,5,0.8,0.5,0.723,67,2,0,0,0,0,0,0,0,69,1.0,0,0.0,2.0,5.0,18.0,29.0,"14,29",0.48,14.0,29.0,"35,67",0.52,35.0,67.0,"27,46",0.59,27.0,46.0,"9,19",0.47,9.0,19.0,0.0,0.0,0.0,0.0,"6,11","13,19","49,75",201,0.0,0.0,0.0,0,0.0,0.0,0.0,9.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.843025713570752,6,86,239
asc,American Southwest Conference (ASC),2025-26,softball,Mary Hardin-Baylor,Bailey Frenzel,,,,39,39,108,12,38,30,6,0,7,17,0,0,7,3,1,0,2,0,0,0,0,0,0,0,0,0.44,65,127,1,1.0,0.352,0.602,153,10,2,0,0,0,0,12,0,165,0.988,0,0.0,4.0,4.0,21.0,39.0,"12,41",0.29,12.0,41.0,"26,67",0.39,26.0,67.0,"18,49",0.37,18.0,49.0,"3,6",0.5,3.0,6.0,0.0,0.0,0.0,0.0,"13,26","7,12","44,73",17,0.0,0.0,0.0,12,0.0,0.0,0.0,9.0,28.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,14.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,"1,1","0,3","0,1",0.0,"0,1",3.6115973140777657,7,85,225
asc,American Southwest Conference (ASC),2025-26,softball,Mary Hardin-Baylor,Tori Skinner,,,,38,38,115,22,44,31,7,2,3,3,0,6,5,0,11,1,1,4,0,0,0,0,1,1,0,0.414,64,129,12,0.917,0.383,0.557,124,29,5,3,0,25,12,1,0,158,0.968,37,0.676,3.0,3.0,22.0,46.0,"15,43",0.35,15.0,43.0,"23,65",0.35,23.0,65.0,"19,50",0.38,19.0,50.0,"4,7",0.57,4.0,7.0,0.0,0.0,0.0,0.0,"7,17","11,16","34,70",96,0.0,0.0,0.0,0,0.0,0.0,0.0,11.0,23.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5178928162101557,8,83,276
asc,American Southwest Conference (ASC),2025-26,softball,Mary Hardin-Baylor,Lindsey Polleschultz,,,,38,38,120,29,46,13,5,3,1,19,0,1,4,1,30,4,2,0,0,0,0,0,0,0,0,0.471,60,142,34,0.882,0.383,0.5,67,70,3,0,0,0,0,8,0,140,0.979,0,0.0,4.0,2.0,50.0,18.0,"9,28",0.32,9.0,28.0,"19,51",0.37,19.0,51.0,"14,39",0.36,14.0,39.0,"1,6",0.17,1.0,6.0,0.0,0.0,0.0,0.0,"33,57","3,7","33,57",12,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19672158093504,9,82,369
asc,American Southwest Conference (ASC),2025-26,softball,East Texas Baptist,Emma Bell,,,,44,44,131,37,51,20,10,2,1,16,0,7,4,2,11,1,4,0,0,0,0,0,0,3,0,0.481,68,158,12,0.917,0.389,0.519,49,21,2,0,0,0,0,3,0,72,0.972,0,0.0,7.0,7.0,41.0,31.0,"17,47",0.36,17.0,47.0,"28,78",0.36,28.0,78.0,"21,60",0.35,21.0,60.0,"7,19",0.37,7.0,19.0,0.0,0.0,0.0,0.0,"14,27","2,9","49,86",20,0.0,0.0,0.0,0,0.0,0.0,0.0,19.0,34.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1227572856425265,10,81,406
asc,American Southwest Conference (ASC),2025-26,softball,Hardin-Simmons,Lindsey Ratcliffe,,,,42,42,131,19,48,28,15,3,4,6,0,2,14,7,4,0,2,5,0,0,0,0,0,0,0,0.389,81,146,4,1.0,0.366,0.618,98,4,0,0,0,0,0,0,0,102,1.0,0,0.0,4.0,4.0,22.0,49.0,"15,42",0.36,15.0,42.0,"25,71",0.35,25.0,71.0,"13,43",0.3,13.0,43.0,"13,22",0.59,13.0,22.0,0.0,0.0,0.0,0.0,"19,38","10,14","44,82",19,0.0,0.0,0.0,0,0.0,0.0,0.0,15.0,29.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.068854622456258,11,80,348
