conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,rank,rating,global_rank
nac,North Atlantic Conference (NAC),2025-26,softball,VTSU Lyndon,A. Watkins,,,,31,31,106.0,24.0,34.0,13.0,3.0,2.0,2.0,8.0,0.0,2.0,16.0,3.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.379,47.0,117.0,11.0,1.0,0.321,0.443,67.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.962,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,21.0,29.0,"7,26",0.27,7.0,26.0,"9,34",0.26,9.0,34.0,"8,22",0.36,8.0,22.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"24,47","3,4","15,38",47,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,27.0,0.0,,,,,,,,,3.887381625295854,11,84,815
nac,North Atlantic Conference (NAC),2025-26,softball,SUNY Cobleskill,Prievo Avery,,,,37,36,118.0,26.0,39.0,30.0,11.0,2.0,1.0,7.0,0.0,1.0,13.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,57.0,128.0,1.0,0.0,0.331,0.483,69.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,80.0,0.913,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,19.0,40.0,"17,39",0.44,17.0,39.0,"23,66",0.35,23.0,66.0,"22,54",0.41,22.0,54.0,"1,4",0.25,1.0,4.0,0.0,0.0,0.0,0.0,"10,28","9,20","40,71",251,0.0,0.0,0.0,0,0.0,0.0,0.0,12.0,37.0,0.0,,,,,,,,,3.6227113922587035,12,84,701
nac,North Atlantic Conference (NAC),2025-26,softball,UMaine-Farmington,Jessica Dow,,,,29,28,84.0,28.0,32.0,17.0,5.0,0.0,1.0,5.0,0.0,1.0,9.0,1.0,7.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.413,40.0,92.0,8.0,0.875,0.381,0.476,46.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.98,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,3.0,20.0,20.0,"6,21",0.29,6.0,21.0,"18,41",0.44,18.0,41.0,"11,23",0.48,11.0,23.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5,14","6,9","28,45",121,0.0,0.0,0.0,0,0.0,0.0,0.0,5.0,5.0,0.0,,,,,,,,,3.2609645959896696,13,83,865
nac,North Atlantic Conference (NAC),2025-26,softball,SUNY Cobleskill,Wendelken Mackenzie,,,,35,34,99.0,28.0,40.0,33.0,13.0,0.0,0.0,22.0,0.0,5.0,7.0,2.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.532,53.0,127.0,-1.0,1.0,0.404,0.535,93.0,6.0,0.0,4.0,0.0,44.0,9.0,0.0,0.0,99.0,1.0,53.0,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,15.0,30.0,"13,30",0.43,13.0,30.0,"27,56",0.48,27.0,56.0,"21,36",0.58,21.0,36.0,"0,3",0.0,0.0,3.0,0.0,0.0,0.0,0.0,"9,20","9,16","47,69",29,0.0,0.0,0.0,5,0.0,0.0,0.0,4.0,18.0,0.0,,,,,,,,,3.2203612362852767,14,82,709
nac,North Atlantic Conference (NAC),2025-26,softball,SUNY Cobleskill,Wendelken Gabriella,,,,33,31,92.0,34.0,34.0,21.0,13.0,1.0,1.0,20.0,0.0,3.0,17.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.491,52.0,116.0,0.0,0.0,0.37,0.565,120.0,21.0,1.0,0.0,0.0,31.0,2.0,5.0,0.0,142.0,0.993,33.0,0.939,157.0,1.0,14.0,8.0,5.0,0.0,12.0,1.0,0.0,0.0,98.1,98.0,65.0,45.0,80.0,31.0,1.0,5.0,4.63,452.0,516.0,11.0,3.0,0.0,10.0,6.0,0.0,0.0,15.0,0.347,4.0,3.0,4.0,33.0,"13,32",0.41,13.0,32.0,"27,67",0.4,27.0,67.0,"21,46",0.46,21.0,46.0,"2,2",1.0,2.0,2.0,0.0,0.0,0.0,0.0,"10,16","7,10","47,81",87,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,27.0,0.0,146.0,56.0,0.0,"2,4","2,8","0,2",0.0,"2,8",3.003021486887608,15,82,909
nac,North Atlantic Conference (NAC),2025-26,softball,SUNY Delhi,Hannah Caughey,,,,31,31,88.0,23.0,27.0,17.0,5.0,2.0,1.0,8.0,0.0,3.0,7.0,3.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,39.0,101.0,9.0,0.889,0.307,0.443,34.0,42.0,17.0,0.0,0.0,0.0,0.0,1.0,0.0,93.0,0.817,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,28.0,23.0,"7,26",0.27,7.0,26.0,"13,43",0.3,13.0,43.0,"10,30",0.33,10.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"13,26","6,10","30,48",11,0.0,0.0,0.0,0,0.0,0.0,0.0,12.0,16.0,0.0,,,,,,,,,2.9628611154604543,16,81,986
nac,North Atlantic Conference (NAC),2025-26,softball,Lesley,L. John,,,,32,32,92.0,16.0,29.0,15.0,11.0,0.0,2.0,12.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.398,46.0,108.0,0.0,0.0,0.315,0.5,91.0,35.0,6.0,3.0,0.0,22.0,8.0,3.0,0.0,132.0,0.955,30.0,0.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,2.0,13.0,43.0,"9,21",0.43,9.0,21.0,"13,39",0.33,13.0,39.0,"6,18",0.33,6.0,18.0,"2,6",0.33,2.0,6.0,0.0,0.0,0.0,0.0,"14,34","3,4","25,48",1,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,10.0,0.0,,,,,,,,,2.7983694924259677,17,81,1106
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Mcleod Kiara,,,,37,37,100.0,16.0,37.0,21.0,2.0,3.0,1.0,9.0,0.0,1.0,12.0,4.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,48.0,115.0,5.0,0.6,0.37,0.48,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.971,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,6.0,32.0,22.0,"9,24",0.38,9.0,24.0,"23,56",0.41,23.0,56.0,"17,38",0.45,17.0,38.0,"1,1",1.0,1.0,1.0,0.0,0.0,0.0,0.0,"9,26","7,13","35,63",45,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,16.0,0.0,,,,,,,,,2.7672455860157776,18,80,1024
nac,North Atlantic Conference (NAC),2025-26,softball,SUNY Delhi,Sidney Cooper,,,,31,31,94.0,23.0,33.0,16.0,6.0,0.0,1.0,12.0,0.0,1.0,6.0,2.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422,42.0,112.0,2.0,1.0,0.351,0.447,183.0,5.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,193.0,0.974,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,6.0,17.0,37.0,"12,31",0.39,12.0,31.0,"13,43",0.3,13.0,43.0,"7,24",0.29,7.0,24.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"11,29","6,8","31,53",25,0.0,0.0,0.0,44,0.0,0.0,0.0,12.0,22.0,0.0,,,,,,,,,2.6457377362960415,19,79,1051
nac,North Atlantic Conference (NAC),2025-26,softball,UMaine-Farmington,Christa Alle,,,,31,29,92.0,21.0,35.0,21.0,8.0,0.0,1.0,5.0,0.0,0.0,14.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.408,46.0,98.0,0.0,0.0,0.38,0.5,56.0,5.0,5.0,2.0,0.0,32.0,2.0,0.0,0.0,66.0,0.924,34.0,0.941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,23.0,17.0,"11,33",0.33,11.0,33.0,"22,52",0.42,22.0,52.0,"13,33",0.39,13.0,33.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"13,24","6,10","31,54",8,0.0,0.0,0.0,2,0.0,0.0,0.0,4.0,19.0,0.0,,,,,,,,,2.560323564296128,20,79,1088
nac,North Atlantic Conference (NAC),2025-26,softball,SUNY Cobleskill,Rattigan Kylie,,,,36,34,113.0,34.0,35.0,21.0,10.0,0.0,0.0,18.0,0.0,4.0,10.0,6.0,1.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.413,45.0,143.0,2.0,0.5,0.31,0.398,73.0,41.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,119.0,0.958,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,30.0,37.0,"8,31",0.26,8.0,31.0,"16,52",0.31,16.0,52.0,"14,41",0.34,14.0,41.0,"1,3",0.33,1.0,3.0,0.0,0.0,0.0,0.0,"14,25","5,13","38,66",146,0.0,0.0,0.0,0,0.0,0.0,0.0,14.0,26.0,0.0,,,,,,,,,2.5188190601937106,21,78,972
