conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,rank,rating,global_rank
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,King Camryn,,,,38,37,110.0,39.0,40.0,15.0,8.0,0.0,3.0,16.0,0.0,5.0,13.0,4.0,29.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459,57.0,135.0,35.0,0.829,0.364,0.518,27.0,24.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,57.0,0.895,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,17.0,42.0,"5,34",0.15,5.0,34.0,"15,43",0.35,15.0,43.0,"8,26",0.31,8.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"32,52","3,4","26,50",22,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,27.0,0.0,,,,,,,,,7.567717829576839,1,99,236
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Mccabe Bulla,,,,39,39,134.0,25.0,47.0,39.0,14.0,2.0,4.0,3.0,0.0,0.0,11.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.362,77.0,138.0,2.0,1.0,0.351,0.575,173.0,16.0,6.0,4.0,2.0,28.0,4.0,0.0,0.0,195.0,0.969,32.0,0.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,11.0,29.0,42.0,"16,40",0.4,16.0,40.0,"32,79",0.41,32.0,79.0,"26,52",0.5,26.0,52.0,"0,1",0.0,0.0,1.0,0.0,0.0,0.0,0.0,"5,18","11,17","48,82",45,0.0,0.0,0.0,4,0.0,0.0,0.0,11.0,16.0,0.0,,,,,,,,,7.337400111000271,2,94,223
nac,North Atlantic Conference (NAC),2025-26,softball,SUNY Cobleskill,Neeser Aliyah,,,,34,33,111.0,30.0,38.0,37.0,7.0,0.0,3.0,6.0,0.0,10.0,6.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422,54.0,130.0,3.0,1.0,0.342,0.486,52.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,57.0,0.93,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,10.0,29.0,32.0,"13,43",0.3,13.0,43.0,"29,83",0.35,29.0,83.0,"23,59",0.39,23.0,59.0,"0,4",0.0,0.0,4.0,0.0,0.0,0.0,0.0,"5,12","12,19","53,87",337,0.0,0.0,0.0,0,0.0,0.0,0.0,15.0,35.0,0.0,,,,,,,,,6.418149620708016,3,92,286
nac,North Atlantic Conference (NAC),2025-26,softball,VTSU Lyndon,C. Knap,,,,31,31,92.0,14.0,23.0,24.0,8.0,0.0,5.0,10.0,0.0,1.0,18.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.318,46.0,107.0,0.0,0.0,0.25,0.5,115.0,3.0,5.0,7.0,0.0,21.0,0.0,1.0,0.0,123.0,0.959,21.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,9.0,41.0,"10,36",0.28,10.0,36.0,"14,51",0.27,14.0,51.0,"8,31",0.26,8.0,31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"5,12","8,14","27,59",16,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,18.0,0.0,,,,,,,,,5.143517159575396,4,91,654
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Gregoire Julia,,,,38,37,111.0,13.0,51.0,29.0,11.0,4.0,2.0,9.0,0.0,3.0,7.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.512,76.0,123.0,5.0,0.8,0.459,0.685,13.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.854,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,26.0,22.0,"19,43",0.44,19.0,43.0,"33,67",0.49,33.0,67.0,"18,41",0.44,18.0,41.0,"1,1",1.0,1.0,1.0,0.0,0.0,0.0,0.0,"10,23","9,10","40,68",2,0.0,0.0,0.0,57,0.0,0.0,0.0,6.0,26.0,0.0,,,,,,,,,4.917671050767702,5,90,503
nac,North Atlantic Conference (NAC),2025-26,softball,Husson ,Exel Tori,,,,39,39,116.0,26.0,42.0,14.0,8.0,0.0,3.0,6.0,0.0,6.0,8.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.422,59.0,130.0,4.0,1.0,0.362,0.509,261.0,5.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,268.0,0.993,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,6.0,30.0,32.0,"11,36",0.31,11.0,36.0,"21,61",0.34,21.0,61.0,"11,39",0.28,11.0,39.0,"1,1",1.0,1.0,1.0,0.0,0.0,0.0,0.0,"9,25","2,5","40,69",4,0.0,0.0,0.0,0,0.0,0.0,0.0,9.0,29.0,0.0,,,,,,,,,4.856923538475239,6,89,591
nac,North Atlantic Conference (NAC),2025-26,softball,SUNY Delhi,Stephanie Huckabee,,,,30,30,87.0,31.0,40.0,24.0,14.0,2.0,1.0,8.0,0.0,8.0,6.0,0.0,9.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.538,61.0,106.0,9.0,1.0,0.46,0.701,70.0,65.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.918,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,20.0,20.0,"9,25",0.36,9.0,25.0,"22,51",0.43,22.0,51.0,"16,36",0.44,16.0,36.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"12,20","11,13","39,58",49,0.0,0.0,0.0,0,0.0,0.0,0.0,9.0,22.0,0.0,,,,,,,,,4.525183465862856,7,88,540
nac,North Atlantic Conference (NAC),2025-26,softball,VTSU Johnson,K. Zator,,,,25,24,79.0,24.0,29.0,12.0,6.0,3.0,3.0,11.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.446,50.0,92.0,3.0,1.0,0.367,0.633,29.0,19.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,56.0,0.857,9.0,0.889,65.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,60.0,40.0,26.0,21.0,11.0,2.0,2.0,10.77,152.0,187.0,10.0,7.0,0.0,0.0,2.0,0.0,0.0,6.0,0.428,2.0,2.0,8.0,33.0,"7,19",0.37,7.0,19.0,"9,29",0.31,9.0,29.0,"5,15",0.33,5.0,15.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"17,30","1,4","15,32",78,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,12.0,0.0,20.0,34.0,0.0,"3,3","6,14","0,1",0.0,"1,3",4.034840560987417,8,87,798
nac,North Atlantic Conference (NAC),2025-26,softball,Thomas,Kayla Duhaim,,,,32,32,87.0,21.0,23.0,20.0,4.0,2.0,3.0,14.0,0.0,3.0,14.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.381,40.0,106.0,4.0,1.0,0.264,0.46,139.0,15.0,2.0,6.0,1.0,29.0,10.0,0.0,0.0,156.0,0.987,39.0,0.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,6.0,14.0,32.0,"8,30",0.27,8.0,30.0,"14,52",0.27,14.0,52.0,"11,29",0.38,11.0,29.0,"2,7",0.29,2.0,7.0,0.0,0.0,0.0,0.0,"8,14","6,9","29,61",5,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,16.0,0.0,,,,,,,,,3.9920840315264807,9,86,827
nac,North Atlantic Conference (NAC),2025-26,softball,UMaine-Farmington,Abby Wrinn,,,,34,34,119.0,30.0,36.0,27.0,7.0,1.0,1.0,8.0,0.0,0.0,11.0,3.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.346,48.0,128.0,6.0,0.667,0.303,0.403,50.0,88.0,12.0,0.0,0.0,0.0,0.0,2.0,0.0,150.0,0.92,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,21.0,43.0,"8,34",0.24,8.0,34.0,"18,52",0.35,18.0,52.0,"14,43",0.33,14.0,43.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"23,49","8,10","29,53",215,0.0,0.0,0.0,0,0.0,0.0,0.0,6.0,22.0,0.0,,,,,,,,,3.8879314324519414,10,85,657
