conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,rank,rating,global_rank
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Blackburn,Kenadee Frey,,,,39,39,116.0,33.0,53.0,32.0,8.0,2.0,10.0,12.0,0.0,2.0,9.0,3.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.511,95.0,131.0,10.0,0.9,0.457,0.819,72.0,61.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,140.0,0.95,0.0,0.0,6.0,3.0,13.0,36.0,"20,43",0.47,20.0,43.0,"29,65",0.45,29.0,65.0,"12,30",0.4,12.0,30.0,"4,9",0.44,4.0,9.0,0.0,0.0,0.0,0.0,"10,19","4,6","42,72",67,0.0,0.0,0.0,0,0.0,0.0,0.0,4.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.276375797820739,1,99,50
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Spalding,G. Marcum,,,,40,40,127.0,37.0,55.0,41.0,11.0,5.0,4.0,8.0,0.0,2.0,13.0,4.0,19.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.471,88.0,138.0,19.0,1.0,0.433,0.693,61.0,-1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.952,0.0,0.0,5.0,4.0,21.0,34.0,"19,45",0.42,19.0,45.0,"43,84",0.51,43.0,84.0,"25,53",0.47,25.0,53.0,"4,10",0.4,4.0,10.0,0.0,0.0,0.0,0.0,"6,13","9,23","56,88",99,0.0,0.0,0.0,0,0.0,0.0,0.0,9.0,8.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,4.0,4.0,2.0,3.0,1.0,0.0,0.0,4.42,24.0,27.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.208,7.0,9.0,0.0,"1,7","1,6","2,8",0.0,"2,8",8.44573990127897,2,95,78
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Josie Grunlo,,,,41,41,132.0,45.0,48.0,22.0,5.0,5.0,2.0,17.0,0.0,5.0,10.0,3.0,30.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.455,69.0,158.0,32.0,0.938,0.364,0.523,58.0,74.0,10.0,0.0,0.0,0.0,0.0,2.0,0.0,142.0,0.93,0.0,0.0,8.0,9.0,39.0,27.0,"9,34",0.26,9.0,34.0,"18,59",0.31,18.0,59.0,"13,44",0.3,13.0,44.0,"6,14",0.43,6.0,14.0,0.0,0.0,0.0,0.0,"42,67","9,17","35,65",15,0.0,0.0,0.0,0,0.0,0.0,0.0,10.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.992799076721954,3,93,156
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Lyon,M. Duffield,,,,38,38,121.0,20.0,48.0,36.0,16.0,1.0,5.0,10.0,0.0,6.0,7.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.46,81.0,139.0,3.0,1.0,0.397,0.669,217.0,19.0,4.0,0.0,0.0,0.0,0.0,8.0,0.0,240.0,0.983,0.0,0.0,6.0,2.0,29.0,34.0,"12,39",0.31,12.0,39.0,"29,69",0.42,29.0,69.0,"22,47",0.47,22.0,47.0,"1,3",0.33,1.0,3.0,0.0,0.0,0.0,0.0,"7,17","10,18","45,75",145,0.0,0.0,0.0,0,0.0,0.0,0.0,16.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5632023966934865,4,92,195
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Eureka,Alayla Thornton,,,,30,28,80.0,19.0,30.0,23.0,8.0,1.0,7.0,6.0,0.0,1.0,22.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.425,61.0,87.0,4.0,0.75,0.375,0.763,37.0,30.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,75.0,0.893,0.0,0.0,2.0,2.0,7.0,17.0,"10,30",0.33,10.0,30.0,"16,43",0.37,16.0,43.0,"11,30",0.37,11.0,30.0,"2,3",0.67,2.0,3.0,0.0,0.0,0.0,0.0,"7,17","1,5","20,43",11,0.0,0.0,0.0,22,0.0,0.0,0.0,1.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.431918264709082,5,91,343
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Natalee Moor,,,,39,38,121.0,18.0,48.0,43.0,9.0,2.0,3.0,15.0,0.0,1.0,15.0,5.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,70.0,139.0,2.0,0.5,0.397,0.579,198.0,13.0,7.0,15.0,0.0,26.0,6.0,1.0,0.0,218.0,0.968,32.0,0.813,1.0,3.0,24.0,35.0,"11,35",0.31,11.0,35.0,"36,80",0.45,36.0,80.0,"27,60",0.45,27.0,60.0,"2,12",0.17,2.0,12.0,0.0,0.0,0.0,0.0,"10,22","16,18","53,87",59,0.0,0.0,0.0,0,0.0,0.0,0.0,15.0,24.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.423096914468892,6,90,304
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Greenville,Madi Case,,,,42,42,131.0,49.0,53.0,27.0,10.0,2.0,0.0,10.0,0.0,2.0,5.0,4.0,8.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.445,67.0,157.0,9.0,0.889,0.405,0.511,53.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,56.0,0.982,0.0,0.0,9.0,8.0,45.0,32.0,"9,31",0.29,9.0,31.0,"29,72",0.4,29.0,72.0,"23,56",0.41,23.0,56.0,"4,10",0.4,4.0,10.0,0.0,0.0,0.0,0.0,"15,26","13,19","64,92",35,0.0,0.0,0.0,11,0.0,0.0,0.0,24.0,17.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.141254505733691,7,89,334
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,Lyon,S. Varela,,,,37,36,117.0,34.0,41.0,16.0,8.0,3.0,1.0,14.0,0.0,1.0,9.0,4.0,15.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.421,58.0,134.0,17.0,0.882,0.35,0.496,66.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,78.0,0.923,0.0,0.0,6.0,1.0,20.0,41.0,"9,26",0.35,9.0,26.0,"15,40",0.38,15.0,40.0,"11,21",0.52,11.0,21.0,"0,4",0.0,0.0,4.0,0.0,0.0,0.0,0.0,"24,51","6,6","25,47",12,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,14.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.106526082742592,8,88,558
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,MUW,Brooklyn Rhodes,,,,32,31,95.0,15.0,36.0,23.0,10.0,0.0,4.0,7.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.417,58.0,103.0,0.0,0.0,0.379,0.611,-8.0,15.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,7.0,1.0,14.0,0.786,6.0,0.0,17.0,29.0,"8,38",0.21,8.0,38.0,"22,59",0.37,22.0,59.0,"12,36",0.33,12.0,36.0,"4,9",0.44,4.0,9.0,0.0,0.0,0.0,0.0,"14,21","9,9","32,64",78,0.0,0.0,0.0,35,0.0,0.0,0.0,6.0,31.0,0.0,88.0,1.0,11.0,10.0,4.0,0.0,5.0,1.0,0.0,0.0,90.2,31.0,27.0,18.0,61.0,12.0,2.0,2.0,2.08,354.0,385.0,1.0,5.0,0.0,2.0,6.0,0.0,0.0,12.0,0.249,125.0,82.0,0.0,"0,3","1,2","3,13",0.0,"1,4",4.081659563196904,9,87,570
sliac,St. Louis Intercollegiate Athletic Conference (SLIAC),2025-26,softball,MUW,Anna Sandlin,,,,44,44,132.0,25.0,38.0,21.0,4.0,0.0,2.0,13.0,0.0,5.0,9.0,3.0,4.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.368,48.0,157.0,4.0,1.0,0.288,0.364,75.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.963,0.0,0.0,10.0,7.0,38.0,46.0,"14,45",0.31,14.0,45.0,"18,66",0.27,18.0,66.0,"13,43",0.3,13.0,43.0,"3,13",0.23,3.0,13.0,0.0,0.0,0.0,0.0,"9,20","6,8","42,81",24,0.0,0.0,0.0,0,0.0,0.0,0.0,12.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.640771334119812,10,87,653
