conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,rank,rating,global_rank
pac,Presidents Athletic Conference (PAC),2025-26,softball,Bethany,Destiny Goodnight,,,,40,40,144,44,61,16,3,2,0,6,0,2,9,2,35,2,1,1,0,0,0,0,0,2,0,0.451,68,154,37,0.946,0.424,0.472,71,1,4,0,0,0,0,0,0,76,0.947,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,44,26,"9,28",0.32,9,28,"25,59",0.42,25,59,"16,40",0.4,16,40,"10,23",0.43,10,23,0,0,0,0,"33,65","8,12","36,62",1,0.0,0,0,0,0,0,0,11,17,0,,,,,,,,,4.587519489834571,11,87,210
pac,Presidents Athletic Conference (PAC),2025-26,softball,Bethany,Olivia Kidd,,,,40,40,142,35,55,41,13,2,0,3,0,2,8,0,17,3,3,1,0,0,0,0,0,1,0,0.405,72,151,20,0.85,0.387,0.507,140,31,10,0,0,0,0,4,0,181,0.945,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,31,41,"18,46",0.39,18,46,"31,83",0.37,31,83,"21,66",0.32,21,66,"11,21",0.52,11,21,0,0,0,0,"10,21","20,29","55,87",13,0.0,0,0,0,0,0,0,18,16,0,,,,,,,,,4.579436535017795,12,86,221
pac,Presidents Athletic Conference (PAC),2025-26,softball,Bethany,Morgan Huey,,,,40,40,134,40,47,29,17,3,1,11,0,2,15,2,24,0,0,5,0,0,0,1,0,2,0,0.395,73,152,24,1.0,0.351,0.545,221,18,6,3,0,39,6,0,0,245,0.976,45,0.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,7,23,47,"9,31",0.29,9,31,"28,76",0.37,28,76,"16,41",0.39,16,41,"4,19",0.21,4,19,0,0,0,0,"7,19","10,12","45,84",22,0.0,0,0,0,0,0,0,11,20,0,,,,,,,,,4.399743825709116,13,85,248
pac,Presidents Athletic Conference (PAC),2025-26,softball,Thiel,Kylie Heid,,,,36,36,114,28,36,27,11,7,5,10,0,1,25,10,8,0,0,1,0,0,0,0,0,1,0,0.373,76,126,8,1.0,0.316,0.667,44,59,16,0,0,0,0,1,0,119,0.866,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,9,41,"13,34",0.38,13,34,"20,63",0.32,20,63,"14,39",0.36,14,39,"3,7",0.43,3,7,0,0,0,0,"5,18","7,15","28,67",12,0.0,0,0,0,0,0,0,5,8,0,,,,,,,,,4.147249679685714,14,85,316
pac,Presidents Athletic Conference (PAC),2025-26,softball,Bethany,Brooke Markland,,,,40,40,117,33,41,36,11,2,0,15,0,2,16,6,25,0,1,4,0,0,0,0,0,1,0,0.42,56,139,25,1.0,0.35,0.479,71,75,15,0,0,0,0,6,0,161,0.907,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,12,47,"10,42",0.24,10,42,"31,80",0.39,31,80,"20,54",0.37,20,54,"9,17",0.53,9,17,0,0,0,0,"7,17","15,21","50,90",11,0.0,0,0,0,0,0,0,11,28,0,,,,,,,,,3.912477848909477,15,84,314
pac,Presidents Athletic Conference (PAC),2025-26,softball,W&J,H. Allen,,,,31,31,109,20,50,28,18,1,3,7,0,0,12,3,4,0,0,1,0,0,0,0,0,1,0,0.487,79,117,4,1.0,0.459,0.725,56,86,11,0,0,0,0,6,0,153,0.928,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,26,22,"17,35",0.49,17,35,"28,65",0.43,28,65,"18,40",0.45,18,40,"8,13",0.62,8,13,0,0,0,0,"17,31","7,11","38,68",63,0.0,0,0,0,0,0,0,13,20,0,,,,,,,,,3.675833483244767,16,84,404
pac,Presidents Athletic Conference (PAC),2025-26,softball,Saint Vincent,Josey Michal,,,,38,38,108,30,45,36,13,0,2,17,0,2,12,10,0,0,1,4,0,0,0,0,0,3,0,0.489,64,132,0,0.0,0.417,0.593,30,65,11,0,0,0,0,1,0,106,0.896,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,17,36,"8,37",0.22,8,37,"28,66",0.42,28,66,"24,52",0.46,24,52,"9,14",0.64,9,14,0,0,0,0,"10,17","13,15","50,77",317,0.0,0,0,0,0,0,0,11,30,0,,,,,,,,,3.6559574026330255,17,83,400
pac,Presidents Athletic Conference (PAC),2025-26,softball,Westminster,O'brien Morgan,,,,32,32,91,19,28,23,6,1,5,8,0,0,6,0,2,0,0,2,0,0,0,1,0,1,0,0.356,51,101,2,1.0,0.308,0.56,77,24,3,0,0,0,0,4,0,104,0.971,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,25,29,"11,36",0.31,11,36,"18,57",0.32,18,57,"9,38",0.24,9,38,"1,10",0.1,1,10,0,0,0,0,"9,15","3,9","33,61",8,0.0,0,0,0,0,0,0,8,23,0,,,,,,,,,3.5211761990507515,18,83,446
pac,Presidents Athletic Conference (PAC),2025-26,softball,Westminster,Meholick Mia,,,,40,40,128,38,43,15,10,0,3,14,0,1,16,8,8,2,1,3,0,0,0,0,0,0,0,0.397,62,147,10,0.8,0.336,0.484,50,22,4,0,0,10,1,0,0,76,0.947,11,0.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,23,43,"13,45",0.29,13,45,"20,60",0.33,20,60,"14,42",0.33,14,42,"2,10",0.2,2,10,0,0,0,0,"21,48","5,13","31,66",19,0.0,0,0,0,0,0,0,7,25,0,,,,,,,,,3.4162038040084233,19,82,445
pac,Presidents Athletic Conference (PAC),2025-26,softball,Waynesburg,Grace Higgins,,,,35,33,103,33,49,13,8,1,1,9,0,2,13,5,25,1,3,3,0,0,0,0,0,0,0,0.513,62,120,26,0.962,0.476,0.602,57,41,1,0,0,0,0,2,0,99,0.99,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,11,32,"11,29",0.38,11,29,"21,51",0.41,21,51,"14,39",0.36,14,39,"2,3",0.67,2,3,0,0,0,0,"11,22","8,14","32,60",80,0.0,0,0,3,0,0,0,8,26,0,,,,,,,,,3.408651562600514,20,82,416
pac,Presidents Athletic Conference (PAC),2025-26,softball,Chatham,Isabelle Gri,,,,41,41,108,24,32,20,9,1,4,27,1,1,23,14,14,0,0,1,0,0,0,1,0,1,0,0.438,55,137,14,1.0,0.296,0.509,133,5,4,0,0,0,0,0,0,142,0.972,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,29,23,"11,43",0.26,11,43,"17,60",0.28,17,60,"14,46",0.3,14,46,"4,8",0.5,4,8,0,0,0,0,"9,21","3,3","31,66",13,0.0,0,0,0,0,0,0,9,31,0,,,,,,,,,3.3767200629891603,21,81,464
pac,Presidents Athletic Conference (PAC),2025-26,softball,Grove City,Noel Anthony,,,,39,39,105,29,40,27,12,2,1,11,0,1,6,0,12,1,0,3,0,0,0,0,0,0,0,0.433,59,120,13,0.923,0.381,0.562,62,1,3,0,0,0,0,0,0,66,0.955,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4,27,28,"13,33",0.39,13,33,"23,58",0.4,23,58,"18,42",0.43,18,42,"6,8",0.75,6,8,0,0,0,0,"12,31","9,15","41,66",89,0.0,0,0,0,0,0,0,7,25,0,,,,,,,,,3.2644561383139328,22,81,462
pac,Presidents Athletic Conference (PAC),2025-26,softball,Thiel,Mackenzie Herman,,,,35,35,112,22,34,20,8,4,5,8,0,0,22,7,2,0,0,0,0,0,0,0,0,2,0,0.35,65,120,2,1.0,0.304,0.58,111,23,6,5,0,44,3,2,0,140,0.957,47,0.936,64.0,1.0,7.0,3.0,4.0,0.0,5.0,1.0,0.0,0.0,41.0,53.0,34.0,30.0,15.0,10.0,1.0,2.0,5.8,180.0,220.0,12.0,0.0,0.0,5.0,5.0,0.0,0.0,5.0,0.356,1,3,20,35,"13,43",0.3,13,43,"14,59",0.24,14,59,"12,38",0.32,12,38,"1,9",0.11,1,9,0,0,0,0,"12,31","5,9","20,61",57,0.0,0,0,0,0,0,0,2,32,0,44.0,55.0,1.0,"3,4","9,19","1,3",0.0,"3,8",3.229008826309367,23,80,529
pac,Presidents Athletic Conference (PAC),2025-26,softball,Grove City,Maci Linhart,,,,37,37,126,35,47,30,8,4,0,15,0,1,13,3,11,0,1,1,0,0,0,0,1,2,0,0.441,63,144,11,1.0,0.373,0.5,68,46,10,0,0,0,0,4,0,124,0.919,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,7,29,35,"14,34",0.41,14,34,"29,78",0.37,29,78,"23,55",0.42,23,55,"4,11",0.36,4,11,0,0,0,0,"10,21","9,15","46,83",138,0.0,0,0,0,0,0,0,14,33,0,,,,,,,,,3.2082832492543747,24,80,472
pac,Presidents Athletic Conference (PAC),2025-26,softball,Westminster,Jones Faith,,,,38,38,118,26,48,36,9,2,0,10,0,1,5,2,1,0,3,4,0,0,0,0,0,1,0,0.444,61,136,1,1.0,0.407,0.517,220,15,2,2,0,16,9,2,0,237,0.992,25,0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3,24,43,"10,32",0.31,10,32,"29,66",0.44,29,66,"22,49",0.45,22,49,"3,11",0.27,3,11,0,0,0,0,"16,24","16,18","51,78",76,0.0,0,0,0,0,0,0,22,25,0,,,,,,,,,2.968756035002302,25,80,549
pac,Presidents Athletic Conference (PAC),2025-26,softball,Bethany,Emma Jackson,,,,14,14,37,8,18,15,4,0,6,9,1,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0.583,40,48,0,0.0,0.486,1.081,10,18,3,0,0,0,0,0,0,31,0.903,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,7,"4,12",0.33,4,12,"9,20",0.45,9,20,"5,12",0.42,5,12,0,0.0,0,0,0,0,0,0,"9,12","2,4","13,23",0,0.0,0,0,0,0,0,0,2,6,0,,,,,,,,,2.764254479952291,26,79,666
pac,Presidents Athletic Conference (PAC),2025-26,softball,Allegheny,Samantha Phillips,,,,39,39,127,32,49,21,2,0,1,17,0,2,11,4,3,0,1,0,0,0,0,0,0,0,0,0.466,54,147,3,1.0,0.386,0.425,42,0,1,0,0,0,0,0,0,43,0.977,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,34,29,"12,36",0.33,12,36,"21,42",0.5,21,42,"17,34",0.5,17,34,"2,6",0.33,2,6,0,0,0,0,"33,62","8,9","27,43",38,0.0,0,0,0,0,0,0,6,20,0,,,,,,,,,2.7429930159190277,27,79,611
pac,Presidents Athletic Conference (PAC),2025-26,softball,Bethany,Haley Eyler,,,,37,34,90,15,27,28,8,1,3,17,0,1,17,8,4,0,0,0,0,0,0,1,0,2,0,0.417,46,108,4,1.0,0.3,0.511,27,2,0,0,0,0,0,1,0,29,1.0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,14,27,"9,26",0.35,9,26,"18,55",0.33,18,55,"14,41",0.34,14,41,"6,12",0.5,6,12,0,0,0,0,"13,27","7,17","33,61",3,0.0,0,0,24,0,0,0,8,19,0,,,,,,,,,2.532312866531523,28,78,707
pac,Presidents Athletic Conference (PAC),2025-26,softball,Grove City,Brooke Brodie,,,,34,34,110,33,45,27,15,1,0,8,0,2,11,5,2,0,0,1,0,0,0,2,0,2,0,0.455,62,121,2,1.0,0.409,0.564,164,9,2,0,0,8,2,5,0,175,0.989,10,0.8,39.0,1.0,5.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,25.1,33.0,21.0,14.0,15.0,8.0,0.0,3.0,5.8,115.0,138.0,5.0,5.0,0.0,1.0,3.0,0.0,0.0,4.0,0.339,3,5,22,30,"17,42",0.4,17,42,"27,69",0.39,27,69,"19,47",0.4,19,47,"6,13",0.46,6,13,0,0,0,0,"9,18","8,15","37,72",63,0.0,0,0,0,0,0,0,7,22,0,27.0,32.0,0.0,"1,2","2,8","2,2",0.0,"0,2",2.4790614041282137,29,78,681
pac,Presidents Athletic Conference (PAC),2025-26,softball,Geneva,Kyra Wilcox,,,,45,42,125,28,44,24,7,1,0,13,1,1,14,3,9,2,9,4,0,0,0,0,0,0,0,0.406,53,152,11,0.818,0.352,0.424,62,58,8,0,0,0,0,5,0,128,0.938,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,39,36,"10,38",0.26,10,38,"29,70",0.41,29,70,"21,54",0.39,21,54,"0,6",0.0,0,6,0,0,0,0,"11,26","17,22","56,84",53,0.0,0,0,22,0,0,0,31,32,0,,,,,,,,,2.3736469609648014,30,78,715
