conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,rank,rating,global_rank
e8,Empire 8 (E8),2025-26,softball,Alfred,Jessica Remm,,,,43,43,140,60,67,67,17,5,12,16,0,5,4,1,20,0,1,4,0,0,0,1,0,1,0,0.533,130,166,20,1.0,0.479,0.929,68,1,0,0,0,0,0,0,0,69,1.0,0,0.0,7,1,22,45,"16,34",0.47,16,34,"44,78",0.56,44,78,"35,63",0.56,35,63,"5,13",0.38,5,13,0,0,0,0,"15,24","17,19","57,85",132,0.0,0,0,0,0.0,0,0,15,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.651512489729534,1,99,7
e8,Empire 8 (E8),2025-26,softball,Nazareth,Kaijah Alexander,,,,36,36,110,40,59,56,10,0,16,18,0,3,10,3,5,1,0,2,0,0,0,0,0,0,0,0.602,117,133,6,0.833,0.536,1.064,49,65,10,0,0,1,0,9,0,124,0.919,1,1.0,6,1,17,20,"17,37",0.46,17,37,"36,64",0.56,36,64,"24,43",0.56,24,43,"3,5",0.6,3,5,0,0,0,0,"7,14","13,18","54,75",77,0.0,0,0,0,0.0,0,0,5,13,0,39.0,1.0,4.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,25.1,27.0,15.0,13.0,11.0,6.0,0.0,3.0,4.14,122.0,139.0,5.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.32,34.0,28.0,0.0,"1,5","3,9","0,2",0.0,"2,8",10.09218678210939,2,95,11
e8,Empire 8 (E8),2025-26,softball,St. John Fisher,Mcmanus Emily,,,,43,43,117,44,52,41,10,0,14,24,0,1,15,5,0,0,0,2,0,0,0,3,0,3,0,0.535,104,144,0,0.0,0.444,0.889,25,3,1,0,0,0,0,0,0,29,0.966,0,0.0,4,7,21,26,"12,28",0.43,12,28,"28,63",0.44,28,63,"25,42",0.6,25,42,"2,4",0.5,2,4,0,0,0,0,"19,35","7,10","45,75",3,0.0,0,0,11,0.0,0,0,7,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.06805935789055,3,94,21
e8,Empire 8 (E8),2025-26,softball,St. John Fisher,Spitz Mari,,,,43,43,120,31,44,50,12,0,13,13,0,3,9,4,0,0,2,0,0,0,0,2,0,3,0,0.441,95,138,0,0.0,0.367,0.792,256,20,3,5,0,26,11,2,0,279,0.989,37,0.703,3,7,27,39,"11,35",0.31,11,35,"29,74",0.39,29,74,"20,50",0.4,20,50,"2,4",0.5,2,4,0,0,0,0,"8,18","8,14","49,83",119,0.0,0,0,0,0.0,0,0,6,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.645135797902555,4,92,27
e8,Empire 8 (E8),2025-26,softball,Alfred,Molly Whitmy,,,,43,43,135,33,60,52,14,1,9,13,0,0,11,3,3,0,0,3,0,0,0,0,0,1,0,0.483,103,151,3,1.0,0.444,0.763,222,9,1,0,0,0,0,8,0,232,0.996,0,0.0,4,7,26,38,"17,51",0.33,17,51,"37,80",0.46,37,80,"26,58",0.45,26,58,"6,14",0.43,6,14,0,0,0,0,"7,16","18,24","53,86",52,0.0,0,0,0,0.0,0,0,9,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.339073004018796,5,91,40
e8,Empire 8 (E8),2025-26,softball,Nazareth,Morgan Russo,,,,36,35,119,46,56,34,16,1,10,10,0,2,9,1,7,1,0,3,0,0,0,0,0,1,0,0.507,104,134,8,0.875,0.471,0.874,209,6,5,0,0,0,0,13,0,220,0.977,0,0.0,9,2,23,25,"9,26",0.35,9,26,"20,39",0.51,20,39,"15,25",0.6,15,25,"2,4",0.5,2,4,0,0,0,0,"29,51","9,10","30,44",121,0.0,0,0,0,0.0,0,0,7,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.311491799527302,6,91,41
e8,Empire 8 (E8),2025-26,softball,Alfred,Samantha Vid,,,,43,43,147,55,52,18,3,1,1,19,0,0,18,4,44,3,3,0,0,0,0,0,0,1,0,0.428,60,169,47,0.936,0.354,0.408,75,5,2,3,0,6,1,0,0,82,0.976,7,0.857,8,7,49,24,"12,40",0.3,12,40,"24,74",0.32,24,74,"19,52",0.37,19,52,"4,16",0.25,4,16,0,0,0,0,"34,65","8,19","43,79",27,0.0,0,0,"0,1",0.0,0,1,19,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2249900693182205,7,90,121
e8,Empire 8 (E8),2025-26,softball,Alfred,Abigail Gatz,,,,43,43,139,29,59,42,8,0,7,8,0,5,8,3,1,0,2,3,0,0,0,2,0,2,0,0.465,88,157,1,1.0,0.424,0.633,38,72,7,0,0,0,0,4,0,117,0.94,0,0.0,9,10,33,33,"19,44",0.43,19,44,"35,86",0.41,35,86,"22,57",0.39,22,57,"4,14",0.29,4,14,0,0,0,0,"13,32","15,17","64,93",5,0.0,0,0,"0,1",0.0,0,1,12,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.935117418522698,8,89,71
e8,Empire 8 (E8),2025-26,softball,Utica,Rachel Little,,,,32,32,109,31,53,34,13,0,3,9,0,0,1,1,11,0,0,2,0,0,0,0,1,0,0,0.517,75,120,11,1.0,0.486,0.688,101,23,5,2,0,17,2,2,0,129,0.961,19,0.895,5,8,16,33,"18,35",0.51,18,35,"32,63",0.51,32,63,"22,46",0.48,22,46,"2,5",0.4,2,5,0,0,0,0,"10,20","6,9","44,65",111,0.0,0,0,0,0.0,0,0,5,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.992863904703233,9,88,163
e8,Empire 8 (E8),2025-26,softball,Utica,Brooke Beleza,,,,35,35,122,41,60,30,9,0,2,12,0,1,6,4,3,1,0,0,0,0,0,0,1,1,0,0.541,75,135,4,0.75,0.492,0.615,60,70,6,0,0,0,0,2,0,136,0.956,0,0.0,7,1,18,32,"12,25",0.48,12,25,"31,63",0.49,31,63,"20,39",0.51,20,39,"6,10",0.6,6,10,0,0,0,0,"26,44","12,16","44,66",237,0.0,0,0,0,0.0,0,0,5,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.386229598178167,10,88,238
