conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,rank,rating,global_rank
e8,Empire 8 (E8),2025-26,baseball,Brockport,Zach Eldred,,,,43,43,170,60,70,71,16,1,18,21,5,6,32,5,8,1,0,4,0,0,0,0,1,0,0,0.483,142,201,9,0.889,0.412,0.835,118,22,2,0,0,7,2,9,0,142,0.986,9,0.778,1,3,20,51,"24,58",0.41,24,58,"46,102",0.45,46,102,"31,67",0.46,31,67,"17,55",0.31,17,55,0,0,0,0,"12,30","17,20","69,116",40,0.0,0,0,0,0.0,0,0,17,32,0,45.0,1.0,12.0,8,0,0.0,1.0,1.0,1.0,0.0,62.0,19.0,13.0,15.0,73.0,10.0,2.0,1.0,1.89,228.0,255.0,5.0,6.0,0.0,3.0,3.0,0.0,0.0,21.0,0.197,43.0,65.0,1.0,"18,62","20,99","15,54",0.0,"14,79",15.107488001416694,1,99,7
e8,Empire 8 (E8),2025-26,baseball,Brockport,Jason Story,,,,43,42,143,49,45,54,12,0,11,22,2,20,26,8,6,1,1,2,0,0,0,1,1,3,0,0.465,90,188,7,0.857,0.315,0.629,54,0,2,0,0,0,0,0,0,56,0.964,0,0.0,8,4,32,33,"15,43",0.35,15,43,"32,88",0.36,32,88,"20,57",0.35,20,57,"10,48",0.21,10,48,0,0,0,0,"15,32","18,22","65,103",77,0.0,0,0,0,0.0,0,0,16,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.763273109794413,2,96,75
e8,Empire 8 (E8),2025-26,baseball,St. John Fisher,"Cubello, Mario",,,,36,36,110,48,42,30,3,0,8,41,0,11,17,8,22,1,3,4,0,0,0,0,1,1,0,0.566,69,169,23,0.957,0.382,0.627,64,23,4,0,0,0,0,5,0,91,0.956,0,0.0,3,3,24,31,"10,33",0.3,10,33,"25,63",0.4,25,63,"14,39",0.36,14,39,"4,20",0.2,4,20,0,0,0,0,"11,24","12,22","55,89",2,0.0,0,0,0,0.0,0,0,11,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.403583899609469,3,95,144
e8,Empire 8 (E8),2025-26,baseball,St. John Fisher,"Griffin, Jack",,,,35,35,124,42,48,46,8,0,6,19,0,11,21,10,2,0,0,2,0,0,0,2,0,2,0,0.5,74,156,2,1.0,0.387,0.597,71,21,6,0,0,0,0,4,0,98,0.939,0,0.0,6,3,18,34,"12,40",0.3,12,40,"32,80",0.4,32,80,"22,53",0.42,22,53,"5,16",0.31,5,16,0,0,0,0,"19,29","14,18","57,94",36,0.0,0,0,0,0.0,0,0,9,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.8329621731646935,4,94,312
e8,Empire 8 (E8),2025-26,baseball,Houghton,Kanta Ueno,,,,45,45,150,44,67,45,10,3,1,20,4,7,27,4,22,3,4,3,0,0,0,0,0,2,0,0.522,86,184,25,0.88,0.447,0.573,99,89,10,0,0,0,0,35,0,198,0.949,0,0.0,7,11,34,23,"31,62",0.5,31,62,"45,95",0.47,45,95,"34,69",0.49,34,69,"8,29",0.28,8,29,0,0,0,0,"16,31","13,18","70,108",12,0.0,0,0,0,0.0,0,0,15,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.751454074766248,5,93,293
e8,Empire 8 (E8),2025-26,baseball,Russell Sage,Evan Grimes,,,,42,41,153,43,51,31,13,1,5,24,0,8,32,8,16,1,3,2,0,0,0,2,1,4,0,0.444,81,190,17,0.941,0.333,0.529,56,18,1,0,0,10,1,1,0,75,0.987,11,0.909,5,5,31,36,"12,39",0.31,12,39,"34,90",0.38,34,90,"21,54",0.39,21,54,"7,22",0.32,7,22,0,0,0,0,"20,38","6,21","57,104",7,0.0,0,0,0,0.0,0,0,18,32,0,42.0,1.0,9.0,6,1,2.0,3.0,0.0,0.0,0.0,54.1,32.0,25.0,18.0,62.0,4.0,2.0,4.0,4.14,202.0,235.0,5.0,12.0,0.0,1.0,2.0,0.0,0.0,17.0,0.208,34.0,62.0,0.0,"20,56","20,83","2,29",0.0,"13,66",6.5684394542403615,6,92,355
e8,Empire 8 (E8),2025-26,baseball,Houghton,Qingyang Feng,,,,45,45,169,47,61,37,16,5,3,26,0,7,38,14,17,2,1,5,0,0,0,0,0,0,0,0.454,96,208,19,0.895,0.361,0.568,27,80,25,0,0,0,0,9,0,132,0.811,0,0.0,6,1,28,42,"16,49",0.33,16,49,"32,82",0.39,32,82,"22,56",0.39,22,56,"6,32",0.19,6,32,0,0,0,0,"35,63","9,16","56,97",58,0.0,0,0,0,0.0,0,0,13,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.471494412016946,7,91,357
e8,Empire 8 (E8),2025-26,baseball,Russell Sage,Jeff Stearns,,,,31,30,121,34,42,38,8,0,6,15,0,4,28,9,5,0,0,2,0,0,0,0,0,0,0,0.43,68,142,5,1.0,0.347,0.562,181,11,4,0,0,0,0,11,0,196,0.98,0,0.0,3,11,22,28,"8,33",0.24,8,33,"27,82",0.33,27,82,"24,56",0.43,24,56,"3,18",0.17,3,18,0,0,0,0,"14,27","10,14","41,89",47,0.0,0,0,"0,1",0.0,0,1,11,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.002207903210261,8,91,472
e8,Empire 8 (E8),2025-26,baseball,St. John Fisher,"Perry, Jordan",,,,37,36,151,33,48,46,10,2,4,14,0,1,21,4,6,1,0,4,0,0,0,1,0,1,0,0.371,74,170,7,0.857,0.318,0.49,69,4,0,0,0,0,0,0,0,73,1.0,0,0.0,3,5,31,53,"14,47",0.3,14,47,"34,93",0.37,34,93,"23,63",0.37,23,63,"12,35",0.34,12,35,0,0,0,0,"15,39","18,24","57,103",85,0.0,0,0,0,0.0,0,0,19,44,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.963912801493097,9,90,458
e8,Empire 8 (E8),2025-26,baseball,Poly,Luke Landis,,,,35,34,119,35,42,38,14,0,6,16,0,8,20,4,1,0,0,3,0,0,0,3,1,5,0,0.452,74,146,1,1.0,0.353,0.622,158,13,5,0,0,2,0,7,0,176,0.972,2,1.0,8,1,21,31,"14,35",0.4,14,35,"26,80",0.33,26,80,"20,48",0.42,20,48,"6,16",0.38,6,16,0,0,0,0,"9,20","9,21","52,95",35,0.0,0,0,"1,1",1.0,1,1,8,27,0,3.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,2.0,5.0,1.0,0.0,2.0,0.0,18.0,8.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.375,1.0,1.0,0.0,"1,1","3,8","0,1",0.0,"0,1",5.8998835586640705,10,90,493
