conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,composite_score,rank,rating,global_rank
lec,Little East Conference (LEC),2025-26,baseball,Eastern Connecticut,Ray Leonzi,,,,43,43,177,61,67,44,11,2,12,33,0,3,17,6,20,3,0,3,0,0,0,1,0,3,0,0.477,118,216,23,0.87,0.379,0.667,95,2,0,0,0,0,0,0,0,97,1.0,0,0.0,3,1,39,56,"19,47",0.4,19,47,"28,74",0.38,28,74,"23,53",0.43,23,53,"9,18",0.5,9,18,0,0,0,0,"40,85","10,13","51,89",57,0.0,0,0,0,0.0,0,0,12,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.672546985945724,1,99,30
lec,Little East Conference (LEC),2025-26,baseball,Keene State,Tommy Ahlers,,,,42,42,169,44,72,48,13,4,7,12,6,4,21,3,17,2,0,1,0,0,0,1,0,1,0,0.473,114,186,19,0.895,0.426,0.675,99,1,0,0,0,0,0,0,0,100,1.0,0,0.0,5,6,32,40,"23,60",0.38,23,60,"43,95",0.45,43,95,"33,65",0.51,33,65,"9,26",0.35,9,26,0,0,0,0,"14,28","9,13","54,97",313,0.0,0,0,33,0.0,0,0,14,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.992221415443225,2,96,81
lec,Little East Conference (LEC),2025-26,baseball,Eastern Connecticut,Preston Cosme-Cruz,,,,43,43,162,32,49,50,12,0,6,14,0,11,23,5,18,1,1,7,0,0,0,2,4,4,0,0.381,79,195,19,0.947,0.302,0.488,70,89,14,0,0,0,0,17,0,173,0.919,0,0.0,6,8,40,54,"16,53",0.3,16,53,"33,100",0.33,33,100,"22,58",0.38,22,58,"4,13",0.31,4,13,0,0,0,0,"10,26","20,26","64,120",144,0.0,0,0,0,0.0,0,0,19,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.400083891725576,3,95,179
lec,Little East Conference (LEC),2025-26,baseball,Keene State,Jonathan Chatfield,,,,42,42,159,42,50,38,11,2,9,23,2,1,32,8,3,1,0,2,0,0,0,0,1,0,0,0.4,92,185,4,0.75,0.314,0.579,267,14,5,0,0,0,0,27,0,286,0.983,0,0.0,6,2,20,54,"13,49",0.27,13,49,"26,89",0.29,26,89,"15,59",0.25,15,59,"7,23",0.3,7,23,0,0,0,0,"16,38","9,15","45,98",373,0.0,0,0,3,0.0,0,0,9,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.953333567274687,4,94,218
lec,Little East Conference (LEC),2025-26,baseball,Rhode Island College,Lucas Pierce,,,,37,37,145,35,41,39,8,0,11,17,0,5,38,12,0,0,0,0,0,0,0,1,0,2,0,0.377,82,167,0,0.0,0.283,0.566,115,7,1,8,0,15,3,1,0,123,0.992,18,0.833,8,4,34,26,"9,52",0.17,9,52,"25,86",0.29,25,86,"18,63",0.29,18,63,"9,35",0.26,9,35,0,0,0,0,"15,32","8,10","43,95",37,0.0,0,0,0,0.0,0,0,5,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.911737508110739,5,93,226
lec,Little East Conference (LEC),2025-26,baseball,VTSU Castleton,Jackson Cardozo,,,,37,37,138,36,53,40,10,2,8,29,3,2,31,19,5,0,0,4,0,0,0,3,1,6,0,0.486,91,173,5,1.0,0.384,0.659,66,7,1,0,0,0,0,0,0,74,0.986,0,0.0,11,3,20,26,"18,48",0.38,18,48,"34,84",0.4,34,84,"21,57",0.37,21,57,"6,19",0.32,6,19,0,0,0,0,"6,18","8,13","59,98",6,0.0,0,0,0,0.0,0,0,7,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.728617305544838,6,92,242
lec,Little East Conference (LEC),2025-26,baseball,Southern Maine,Kyle Douin,,,,38,38,145,42,54,40,11,2,7,26,3,10,20,6,4,0,0,2,0,0,0,1,0,2,0,0.492,90,183,4,1.0,0.372,0.621,267,25,3,0,0,1,0,15,0,295,0.99,1,1.0,5,3,30,38,"12,32",0.38,12,32,"26,70",0.37,26,70,"16,40",0.4,16,40,"8,27",0.3,8,27,0,0,0,0,"11,27","12,20","51,86",46,0.0,0,0,0,0.0,0,0,12,18,0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,6.0,3.0,6.0,1.0,0.0,2.0,5.4,45.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.289,20.0,5.0,0.0,"6,11","6,23","4,8",0.0,"3,15",7.6792671289925245,7,91,244
lec,Little East Conference (LEC),2025-26,baseball,Southern Maine,Peter Keblinsky,,,,39,39,154,34,49,49,9,1,6,15,0,9,24,9,6,0,0,7,0,0,0,5,1,7,0,0.395,78,185,6,1.0,0.318,0.506,56,86,14,0,0,0,0,9,0,156,0.91,0,0.0,7,5,40,42,"15,57",0.26,15,57,"33,102",0.32,33,102,"21,60",0.35,21,60,"9,25",0.36,9,25,0,0,0,0,"6,18","19,22","66,123",23,0.0,0,0,0,0.0,0,0,13,37,0,15.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,20.0,5.0,3.0,2.0,16.0,3.0,1.0,0.0,1.35,74.0,80.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,5.0,0.203,28.0,16.0,0.0,"1,1","0,5","1,3",0.0,"0,2",7.379805202597554,8,91,289
lec,Little East Conference (LEC),2025-26,baseball,Eastern Connecticut,Hank Penders,,,,43,42,164,46,58,37,17,1,5,25,0,11,14,5,6,1,0,6,0,0,0,2,1,3,0,0.456,92,206,7,0.857,0.354,0.561,361,15,2,2,0,36,8,0,0,378,0.995,44,0.818,4,5,44,50,"13,43",0.3,13,43,"30,84",0.36,30,84,"17,43",0.4,17,43,"7,18",0.39,7,18,0,0,0,0,"16,31","14,15","59,101",88,0.0,0,0,2,0.0,0,0,15,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.219961068610738,9,90,302
lec,Little East Conference (LEC),2025-26,baseball,UMass Boston,Elliot Miles,,,,40,40,154,35,48,44,13,2,4,14,1,4,33,8,13,4,0,4,0,0,0,1,2,2,0,0.375,77,176,17,0.765,0.312,0.5,75,89,10,0,0,0,0,24,0,174,0.943,0,0.0,6,4,30,42,"13,57",0.23,13,57,"34,91",0.37,34,91,"25,58",0.43,25,58,"8,22",0.36,8,22,0,0,0,0,"12,38","9,12","47,100",256,0.0,0,0,0,0.0,0,0,5,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.626173876475936,10,90,421
