conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,composite_score,rank,rating,global_rank
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Adamic, Madelyn",,0,32,0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,00:00,0.0,0.0,"0,0,0",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,1,99,1
lec,Little East Conference (LEC),2025-26,whockey,UMass Boston,Jamie Case,,0,16,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.1766149437247883,2,95,4
lec,Little East Conference (LEC),2025-26,whockey,VTSU Castleton,"Ward, Megan",,0,9,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,3.0,8.0,11.0,0.273,27.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.1766149437247883,3,93,5
lec,Little East Conference (LEC),2025-26,whockey,VTSU Castleton,Chevy Irizarry,,0,5,1,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,-0.1766149437247883,4,92,6
lec,Little East Conference (LEC),2025-26,whockey,VTSU Castleton,Eryn O'Connor,,0,30,1,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,59:50,3.0,18.0,"6,5,7",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.857,1.0,0.0,0.0,3.01,-0.1766149437247883,5,91,7
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Demeo, Caroline",,0,2,26,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,30:00,0,0,0,0,0,0,15,0.0,3.0,3.0,0.0,0.0,12.0,14.0,-2.0,26.0,0.0,21.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,6,90,262
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Goode, Kenzley",,0,3,26,12,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,10:00,0,0,0,0,0,0,5,0.0,0.0,0.0,,0.0,16.0,15.0,1.0,24.0,0.0,20.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7,89,263
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"DeSouza, Maddie",,0,6,24,9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27,62:00,0,0,1,0,0,0,26,11.0,29.0,40.0,0.275,2.64,10.0,19.0,-9.0,37.0,0.0,36.0,4.0,3.0,1.0,0.03,0.0,0.0,,,,,,,,,,,,,,,,,,,8,88,264
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Edmunds, Emily",,0,7,26,10,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,9,18:00,0,0,0,0,0,0,9,13.0,14.0,27.0,0.481,1.08,20.0,19.0,1.0,17.0,0.0,55.0,6.0,3.0,3.0,0.05,0.0,0.0,,,,,,,,,,,,,,,,,,,9,87,265
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Jones, Tabby",,0,9,26,6,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,3,06:00,0,0,0,0,0,0,3,7.0,5.0,12.0,0.583,0.71,12.0,23.0,-11.0,9.0,0.0,38.0,9.0,6.0,3.0,0.08,0.0,0.0,,,,,,,,,,,,,,,,,,,10,86,266
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Norman, Loreli",,0,10,26,5,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8,19:00,0,0,0,0,0,1,7,129.0,182.0,311.0,0.415,1.41,9.0,16.0,-7.0,23.0,0.0,35.0,8.0,6.0,2.0,0.06,0.0,0.0,,,,,,,,,,,,,,,,,,,11,86,267
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Price, Molly",,0,11,7,3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,02:00,0,0,0,0,0,0,1,3.0,3.0,6.0,0.5,1.0,5.0,6.0,-1.0,2.0,0.0,6.0,3.0,1.0,2.0,0.33,0.0,0.0,,,,,,,,,,,,,,,,,,,12,85,268
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Iantosca, Ava",,0,12,26,13,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,20,54:00,0,0,1,0,0,2,17,292.0,248.0,540.0,0.541,0.85,16.0,24.0,-8.0,33.0,0.0,64.0,15.0,8.0,7.0,0.11,0.0,0.0,,,,,,,,,,,,,,,,,,,13,84,269
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Pollard, Olivia",,0,13,15,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,14,84,270
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Stuart, Mallory",,0,14,24,4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,08:00,0,0,0,0,0,0,4,0.0,0.0,0.0,,0.0,8.0,18.0,-10.0,22.0,0.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,15,83,271
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Patrick, Ellie",,0,16,26,13,0.0,,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,4,08:00,0,0,0,0,0,0,4,149.0,254.0,403.0,0.37,1.7,17.0,21.0,-4.0,79.0,0.0,78.0,17.0,10.0,7.0,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,,16,83,272
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Bazin, Grace",,0,17,20,14,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,0.0,0.0,,0.0,6.0,14.0,-8.0,17.0,0.0,33.0,2.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,17,82,273
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Finke, Brianna",,0,18,26,10,0.0,,0.0,0.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,16,35:00,0,0,0,0,0,1,15,3.0,9.0,12.0,0.25,3.0,14.0,20.0,-6.0,13.0,0.0,113.0,17.0,5.0,12.0,0.11,1.0,1.0,,,,,,,,,,,,,,,,,,,18,82,274
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Spinale, Emerson",,0,19,25,9,0.0,,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,2,04:00,0,0,0,0,0,0,2,1.0,2.0,3.0,0.333,2.0,9.0,21.0,-12.0,5.0,0.0,30.0,8.0,3.0,5.0,0.17,0.0,0.0,,,,,,,,,,,,,,,,,,,19,81,275
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Underhill, Emily",,0,20,6,1,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,00:00,0,0,0,0,0,0,0,3.0,2.0,5.0,0.6,0.67,1.0,2.0,-1.0,2.0,0.0,7.0,1.0,0.0,1.0,0.14,0.0,0.0,,,,,,,,,,,,,,,,,,,20,81,276
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"Bystrom, Tilde",,0,21,14,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,04:00,0,0,0,0,0,0,2,0.0,0.0,0.0,,0.0,2.0,9.0,-7.0,12.0,0.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,21,80,277
lec,Little East Conference (LEC),2025-26,whockey,Keene State,"McNeil, Emma",,0,23,25,10,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,8,24:00,0,0,0,0,0,0,7,6.0,6.0,12.0,0.5,1.0,12.0,12.0,0.0,25.0,0.0,32.0,5.0,2.0,3.0,0.09,0.0,0.0,,,,,,,,,,,,,,,,,,,22,80,278
