conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,composite_score,rank,rating,global_rank
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Colby,Lizzy Hamel,,0,20,18,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,11,4,7,6,,,,,,,,,,,,,,,,,,0,24,4,2,2,0.08,0,0,,66,68,982
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Colby,Addie Paskowski,,0,21,21,9,0,,0,0,0,0,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,,0.0,15,9,6,15,,,,,,,,,,,,,,,,,,0,52,5,3,2,0.04,0,0,,67,67,983
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Colby,Breanna Studley,,d,22,9,4,0,,0,0,0,1,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,14,4,10,5,,,,,,,,,,,,,,,,,,0,36,10,9,1,0.03,0,0,,68,67,984
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Colby,Kate Pura,,0,23,23,4,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,16,8,8,20,,,,,,,,,,,,,,,,,,0,24,3,3,0,0.0,0,0,,69,67,985
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Colby,Lulu Gray,,0,25,24,1,0,,0,0,0,2,0,0,0,1,0,2,04:00,0,0,0,0,0,0,2,121,108,229,0.528,0.89,16,6,10,16,,,,,,,,,,,,,,,,,,0,21,11,8,3,0.14,0,0,,70,67,986
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Colby,Julie Jasaitis,,0,26,13,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,4,3,1,1,,,,,,,,,,,,,,,,,,0,15,4,3,1,0.07,0,0,,71,67,987
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Colby,Lyla Casey,,0,27,5,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,,72,66,988
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Colby,Megan Martodam,,0,29,23,10,0,,0,0,0,3,1,0,0,2,0,5,10:00,0,0,0,0,0,0,5,0,0,0,,0.0,19,3,16,5,,,,,,,,,,,,,,,,,,0,72,16,6,10,0.14,0,0,,73,66,989
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Colby,Serafina Applegate,,0,30,3,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,3.0,70:03,3.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.842,0.0,0.0,0.0,2.57,0,0,0,0,0,0.0,0,0,,74,66,990
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Colby,Ally Martiniello,,0,33,19,18,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,19.0,1060:24,22.0,362.0,4413.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.943,18.0,0.0,0.0,1.24,0,0,0,0,0,0.0,0,0,,75,66,991
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Colby,Courtney Schumacher,,lw,36,23,11,0,,0,1,0,1,0,0,5,4,0,2,04:00,0,0,0,0,0,0,2,0,1,1,0.0,0.0,14,6,8,5,,,,,,,,,,,,,,,,,,0,81,16,3,13,0.16,0,0,,76,65,992
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Colby,Jo Tattersall,,0,44,24,14,0,,0,0,0,0,0,0,0,1,0,3,06:00,0,0,0,0,0,0,3,0,2,2,0.0,0.0,21,9,12,12,,,,,,,,,,,,,,,,,,0,49,10,8,2,0.04,0,0,,77,65,993
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Stern, Lily",,0,2,21,15,0,,0,0,0,0,0,0,1,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,10,9,1,18,,,,,,,,,,,,,,,,,,0,35,6,5,1,0.03,0,0,,78,65,994
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Fagan, Olivia",,0,3,21,0,0,,0,0,0,1,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,,0.0,7,9,-2,2,,,,,,,,,,,,,,,,,,0,24,3,2,1,0.04,0,0,,79,65,995
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Burm, Alana",,0,4,24,16,0,,0,1,0,1,0,0,4,2,0,6,12:00,0,0,0,0,0,0,6,0,0,0,,0.0,11,10,1,10,,,,,,,,,,,,,,,,,,0,41,11,5,6,0.15,0,0,,80,64,996
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Oar, Christine",,0,5,24,1,0,,0,0,0,0,1,0,0,0,0,5,10:00,0,0,0,0,0,0,5,134,136,270,0.496,1.01,9,3,6,13,,,,,,,,,,,,,,,,,,0,28,10,9,1,0.04,0,0,,81,64,997
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"McGann, Bridget",,0,6,24,6,0,,0,0,0,0,1,0,0,1,0,0,00:00,0,0,0,0,0,0,0,13,22,35,0.371,1.69,12,6,6,13,,,,,,,,,,,,,,,,,,0,36,7,2,5,0.14,0,0,,82,64,998
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Rode, Ava",,0,7,22,1,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,7,9,-2,10,,,,,,,,,,,,,,,,,,0,14,0,0,0,0.0,0,0,,83,64,999
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Frank, Syndey",,0,8,14,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,33,44,77,0.429,1.33,4,6,-2,4,,,,,,,,,,,,,,,,,,0,21,2,0,2,0.1,0,0,,84,64,1000
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Pistorino, Jess",,0,9,24,1,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,1,0,1,1.0,0.0,8,2,6,12,,,,,,,,,,,,,,,,,,0,51,2,1,1,0.02,0,0,,85,63,1001
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Loeber, Meghan",,0,10,3,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,1,-1,0,,,,,,,,,,,,,,,,,,0,2,0,0,0,0.0,0,0,,86,63,1002
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"O'Donnell, Caitlyn",,0,11,17,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,1,1,0.0,0.0,7,2,5,4,,,,,,,,,,,,,,,,,,0,10,3,3,0,0.0,0,0,,87,63,1003
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Harris, Charlotte",,0,12,24,9,0,,0,0,0,0,0,0,1,0,0,2,04:00,0,0,0,0,0,0,2,29,26,55,0.527,0.9,10,16,-6,11,,,,,,,,,,,,,,,,,,0,14,5,3,2,0.14,0,0,,88,63,1004
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Montembeault, Olivia",,0,13,24,1,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,1,1,0.0,0.0,6,5,1,10,,,,,,,,,,,,,,,,,,0,21,4,2,2,0.1,0,0,,89,63,1005
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Donnelly, Sofia",,0,14,24,5,0,,0,0,0,0,0,0,1,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,10,13,-3,15,,,,,,,,,,,,,,,,,,0,27,4,2,2,0.07,0,0,,90,62,1006
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Chesner, Casey",,0,15,24,18,0,,0,0,0,1,1,0,1,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,13,13,0,15,,,,,,,,,,,,,,,,,,0,90,13,6,7,0.08,0,0,,91,62,1007
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Lileika, Maya",,0,16,24,0,0,,0,0,0,1,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,,0.0,5,10,-5,6,,,,,,,,,,,,,,,,,,0,29,5,3,2,0.07,0,0,,92,62,1008
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Engle, Ashley",,0,17,23,5,0,,0,1,0,3,1,0,0,0,0,4,08:00,0,0,0,0,0,0,4,139,120,259,0.537,0.86,12,13,-1,24,,,,,,,,,,,,,,,,,,0,42,7,2,5,0.12,0,0,,93,62,1009
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Peterson, Emma",,0,18,24,5,0,,0,0,0,1,0,0,1,2,0,6,12:00,0,0,0,0,0,0,6,0,0,0,,0.0,14,14,0,22,,,,,,,,,,,,,,,,,,0,38,10,7,3,0.08,0,0,,94,62,1010
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Polizzi, Sofia",,0,19,24,1,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,7,6,13,0.538,0.86,10,11,-1,16,,,,,,,,,,,,,,,,,,0,39,4,4,0,0.0,0,0,,95,61,1011
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Seiple, Serena",,0,20,24,17,0,,0,0,0,1,2,0,1,3,0,1,02:00,0,0,0,0,0,0,1,253,176,429,0.59,0.7,9,10,-1,15,,,,,,,,,,,,,,,,,,0,41,12,7,5,0.12,0,0,,96,61,1012
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Bonner, Elizabeth",,0,22,23,18,0,,0,0,0,1,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,1,0,1,1.0,100.0,12,11,1,39,,,,,,,,,,,,,,,,,,0,45,6,5,1,0.02,0,0,,97,61,1013
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Barcza, Katelyn",,0,24,9,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,1,0,1,1.0,100.0,3,3,0,3,,,,,,,,,,,,,,,,,,0,2,1,1,0,0.0,0,0,,98,61,1014
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Leahy, Emma",,0,25,1,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,1,0,1,0,,,,,,,,,,,,,,,,,,0,1,0,0,0,0.0,0,0,,99,61,1015
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Goldberg, Sasha",,0,26,9,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,9,12,21,0.429,1.33,3,2,1,3,,,,,,,,,,,,,,,,,,0,5,1,1,0,0.0,0,0,,100,60,1016
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Kilfeather, Galen",,0,28,2,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,1,0,1,1,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,,101,60,1017
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Galizio, Devon",,0,1,17,16,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,17.0,926:20,35.0,401.0,64111000006.0,2.0,1.0,1.0,1.0,10.0,2.0,0.0,0.92,16.0,0.0,0.0,2.27,0,0,0,0,0,0.0,0,0,,102,60,1018
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Erdman, Alex",,0,29,5,2,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,1,0,1,1.0,0.0,0,0,0,0,4.0,137:24,4.0,65.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.942,2.0,0.0,0.0,1.75,0,0,0,0,0,0.0,0,0,,103,60,1019
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Wexler, Jillian",,0,30,6,5,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,6.0,321:39,9.0,116.0,3121231212307840.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.928,5.0,0.0,0.0,1.68,0,0,0,0,0,0.0,0,0,,104,60,1020
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,"Olson, Avery",,0,35,2,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,2.0,60:00,0.0,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,,105,59,1021
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Conn. College,Sydney Frank,,0,8,-8,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,-9,-27,-36,0.25,3.0,-1,-2,1,-4,,,,,,,,,,,,,,,,,,0,-7,1,0,1,-0.14,0,0,,106,59,1022
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"McMahon, Brighton",,0,2,0,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,,107,59,1023
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Rodham, Sophia",,0,4,25,8,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,14,19,-5,31,,,,,,,,,,,,,,,,,,0,39,4,4,0,0.0,0,0,,108,59,1024
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Heck, Brooke",,0,5,13,1,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,8,3,5,11,,,,,,,,,,,,,,,,,,0,13,0,0,0,0.0,0,0,,109,59,1025
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Martiniello, Gabby",,0,7,19,1,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,13,7,6,16,,,,,,,,,,,,,,,,,,0,31,3,2,1,0.03,0,0,,110,58,1026
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Ji, Molly",,0,8,7,3,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,1,1,0.0,0.0,1,3,-2,0,,,,,,,,,,,,,,,,,,0,12,1,0,1,0.08,0,0,,111,58,1027
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Lial, Parker",,0,9,11,0,0,,0,0,0,1,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,,0.0,1,1,0,1,,,,,,,,,,,,,,,,,,0,9,1,0,1,0.11,0,0,,112,58,1028
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Long, Grace",,0,10,21,1,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,55,67,122,0.451,1.22,9,5,4,5,,,,,,,,,,,,,,,,,,0,23,7,5,2,0.09,0,0,,113,58,1029
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"McMahon, Carly",,0,11,24,6,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,34,72,106,0.321,2.12,10,14,-4,8,,,,,,,,,,,,,,,,,,0,27,7,6,1,0.04,0,0,,114,58,1030
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Rockwood, Bri",,0,14,25,3,0,,0,0,0,2,0,0,1,2,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,10,13,-3,4,,,,,,,,,,,,,,,,,,0,40,8,2,6,0.15,0,0,,115,58,1031
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Klein, Sadie",,0,15,25,2,0,,0,0,0,1,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,142,148,290,0.49,1.04,12,8,4,10,,,,,,,,,,,,,,,,,,0,22,8,7,1,0.05,0,0,,116,57,1032
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Bullock, Lydia",,0,16,24,23,0,,0,0,0,3,1,1,0,1,0,8,16:00,0,0,0,0,0,0,8,11,7,18,0.611,0.64,16,12,4,15,,,,,,,,,,,,,,,,,,0,65,12,6,6,0.09,0,0,,117,57,1033
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Koo, Maisie",,0,17,2,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,1,0,1,3,,,,,,,,,,,,,,,,,,0,4,0,0,0,0.0,0,0,,118,57,1034
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Snow, Lila",,0,18,22,0,0,,0,0,0,0,0,0,0,1,0,2,04:00,0,0,0,0,0,0,2,2,0,2,1.0,200.0,7,9,-2,1,,,,,,,,,,,,,,,,,,0,41,6,3,3,0.07,0,0,,119,57,1035
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Romano, Ava",,0,19,21,1,0,,0,0,0,1,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,1,0,1,1.0,100.0,11,4,7,1,,,,,,,,,,,,,,,,,,0,11,5,3,2,0.18,0,0,,120,57,1036
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Truchon, Lilly",,0,20,22,10,0,,0,1,0,1,0,0,1,0,0,1,02:00,0,0,0,0,0,0,1,13,19,32,0.406,1.46,15,6,9,10,,,,,,,,,,,,,,,,,,0,34,10,6,4,0.12,0,0,,121,56,1037
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Careri, Victoria",,0,21,1,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0.0,0,0,,122,56,1038
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Porter, Jamie",,0,22,23,5,0,,0,1,0,1,0,0,0,1,0,3,06:00,0,0,0,0,0,0,3,1,3,4,0.25,3.0,10,9,1,3,,,,,,,,,,,,,,,,,,0,40,6,2,4,0.1,0,0,,123,56,1039
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Crowley, Grace",,0,23,24,20,0,,0,0,0,1,0,0,0,1,1,4,08:00,0,0,0,0,0,0,4,239,211,450,0.531,0.88,17,8,9,16,,,,,,,,,,,,,,,,,,0,50,12,8,4,0.08,0,0,,124,56,1040
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Puskar, Grace",,0,24,25,1,0,,1,0,0,0,0,0,1,1,0,2,04:00,0,0,0,0,0,0,2,192,168,360,0.533,0.88,13,9,4,20,,,,,,,,,,,,,,,,,,0,39,10,5,5,0.13,0,0,,125,56,1041
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Myziuk, Sarah",,0,25,23,0,0,,1,0,0,0,1,0,2,3,1,7,17:00,0,0,0,0,0,1,6,0,1,1,0.0,0.0,17,4,13,7,,,,,,,,,,,,,,,,,,0,50,18,9,9,0.18,0,0,,126,56,1042
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Hughes, Hazel",,0,26,6,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,1,-1,5,,,,,,,,,,,,,,,,,,0,8,0,0,0,0.0,0,0,,127,55,1043
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Wagner, Sarah",,0,27,23,4,0,,0,0,1,0,0,0,0,1,0,4,08:00,0,0,0,0,0,0,4,0,1,1,0.0,0.0,16,7,9,13,,,,,,,,,,,,,,,,,,0,24,6,5,1,0.04,0,0,,128,55,1044
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Berghammer, Sophie",,0,28,25,17,0,,0,0,0,1,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,,0.0,15,10,5,21,,,,,,,,,,,,,,,,,,0,48,7,5,2,0.04,0,0,,129,55,1045
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Testa, Sophia",,0,29,21,1,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,15,7,8,36,,,,,,,,,,,,,,,,,,0,46,6,5,1,0.02,0,0,,130,55,1046
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Allen, Katie",,0,33,25,4,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,0,0,,0.0,9,5,4,2,,,,,,,,,,,,,,,,,,0,28,6,4,2,0.07,0,0,,131,55,1047
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Sullivan, Cuora",,0,34,17,13,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,14,7,7,18,,,,,,,,,,,,,,,,,,0,35,6,6,0,0.0,0,0,,132,55,1048
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Gallagher, Cate",,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,0.0,00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,,133,54,1049
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Brown, Teagan",,0,30,17,16,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,17.0,1007:38,28.0,474.0,161112.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.944,16.0,0.0,0.0,1.67,0,0,0,0,0,0.0,0,0,,134,54,1050
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Donovan, Mac",,0,31,1,1,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,1.0,59:58,2.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,1.0,0.0,0.0,2.0,0,0,0,0,0,0.0,0,0,,135,54,1051
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Hamilton,"Sheridan, Evie",,0,35,9,8,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,9.0,450:03,12.0,173.0,2002.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.935,8.0,0.0,0.0,1.6,0,0,0,0,0,0.0,0,0,,136,54,1052
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Frazier, Alyssa",,0,3,25,13,0,,0,0,0,0,0,0,2,0,0,5,10:00,0,0,0,0,0,0,5,1,1,2,0.5,1.0,29,13,16,20,,,,,,,,,,,,,,,,,,0,65,11,9,2,0.03,0,0,,137,54,1053
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Neyman, Rachel",,0,4,25,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,58,71,129,0.45,1.22,8,4,4,11,,,,,,,,,,,,,,,,,,0,15,4,2,2,0.13,0,0,,138,54,1054
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Means, Jocelyn",,0,5,24,12,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,,0.0,19,10,9,12,,,,,,,,,,,,,,,,,,0,33,6,5,1,0.03,0,0,,139,53,1055
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Flynn, Kate",,0,6,25,8,0,,0,0,0,1,0,0,1,3,0,3,06:00,0,0,0,0,0,0,3,4,2,6,0.667,0.5,15,15,0,4,,,,,,,,,,,,,,,,,,0,68,17,10,7,0.1,0,0,,140,53,1056
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Fernandez, Liv",,0,7,25,1,0,,0,0,0,0,0,0,0,1,0,4,08:00,0,0,0,0,0,0,4,50,57,107,0.467,1.14,8,5,3,4,,,,,,,,,,,,,,,,,,0,28,6,4,2,0.07,0,0,,141,53,1057
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Kennedy, Peyton",,0,8,21,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,1,3,4,0.25,3.0,6,2,4,3,,,,,,,,,,,,,,,,,,0,22,5,3,2,0.09,0,0,,142,53,1058
nescac,New England Small College Athletic Conference (NESCAC),2025-26,whockey,Middlebury,"Pincelli, Zoe",,0,9,22,1,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,133,130,263,0.506,0.98,14,7,7,15,,,,,,,,,,,,,,,,,,0,25,9,6,3,0.12,0,0,,143,53,1059
