conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,composite_score,rank,rating,global_rank
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,King's,"Wallin, Brighton",,0,11,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0,0,0,0,0,0,0,0,0,0.0,0,0,,,,,,,,,,,,,,,,,,-0.0,1,99,2
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Gularte, Addy",,0,2,21,5,0,,0,0,0,0,0,0,1,0,0,5,10:00,0,0,0,0,0,0,5,86,92,178,0.483,1.07,16,17,-1,10,0,41,9,6,3,0.07,0,0,,,,,,,,,,,,,,,,,,,2,95,452
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Tosi, Laila",,0,4,23,18,0,,0,0,0,2,0,0,0,2,0,6,12:00,0,0,0,0,0,0,6,0,3,3,0.0,0.0,20,15,5,17,0,23,5,2,3,0.13,0,0,,,,,,,,,,,,,,,,,,,3,93,453
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Moriarty, Kayla",,0,5,24,1,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,,0.0,17,18,-1,15,0,21,1,1,0,0.0,0,0,,,,,,,,,,,,,,,,,,,4,92,454
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Caswell, Marissa",,0,6,23,8,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,1,1,0.0,0.0,19,11,8,13,0,42,7,4,3,0.07,0,0,,,,,,,,,,,,,,,,,,,5,91,455
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Tobin, Carla",,0,7,19,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,34,31,65,0.523,0.91,4,12,-8,5,0,13,1,1,0,0.0,0,0,,,,,,,,,,,,,,,,,,,6,90,456
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"De Magistris, Noelle",,0,8,24,2,0,,0,1,0,2,0,0,3,4,0,4,08:00,0,0,0,0,0,0,4,43,62,105,0.41,1.44,11,18,-7,14,0,42,11,3,8,0.19,0,0,,,,,,,,,,,,,,,,,,,7,89,457
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Hart, Emma",,0,9,24,10,0,,0,0,1,1,3,1,1,1,1,4,08:00,0,0,0,0,0,0,4,166,114,280,0.593,0.69,18,13,5,14,0,68,19,10,9,0.13,0,0,,,,,,,,,,,,,,,,,,,8,88,458
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Oliveira, Alexis",,0,10,23,10,0,,0,0,0,4,1,0,2,2,1,4,08:00,0,0,0,0,0,0,4,82,116,198,0.414,1.41,15,14,1,6,0,70,14,2,12,0.17,0,0,,,,,,,,,,,,,,,,,,,9,87,459
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Artrip, Josalyn",,0,11,23,1,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,20,31,51,0.392,1.55,3,14,-11,10,0,11,2,2,0,0.0,0,0,,,,,,,,,,,,,,,,,,,10,87,460
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Schutt, Erin",,0,12,22,10,0,,0,0,0,2,2,0,3,0,0,4,08:00,0,0,0,0,0,0,4,3,2,5,0.6,0.67,24,17,7,14,0,56,15,7,8,0.14,0,0,,,,,,,,,,,,,,,,,,,11,86,461
mac,Middle Atlantic Conferences (MAC),2025-26,whockey,Alvernia,"Hill, Riley",,0,13,23,13,0,,0,0,0,1,0,0,0,1,0,4,08:00,0,0,0,0,0,0,4,1,1,2,0.5,1.0,20,13,7,12,0,46,8,5,3,0.07,0,0,,,,,,,,,,,,,,,,,,,12,85,462
