conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,composite_score,rank,rating,global_rank
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Wilmington,"Wilson, Alex",0,,25,20,20,0.0,0.0,43.0,86.0,28.0,4.0,12.0,0.0,0.0,4.3,2.15,1.4,0.6,0.2,31.0,1.0,1.0,0.0,3.0,4.0,6.0,0.3,39.0,0.0,2.0,0.0,1.95,0.1,0.0,0.0,0.0,,1614:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,15.732473672988059,1,99,97
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Wilmington,"Snyder, Jordan",0,,5,21,21,0.0,0.0,28.0,54.0,25.0,5.0,10.0,1.0,1.0,2.57,1.33,1.19,0.476,0.238,18.0,2.0,0.0,0.0,3.0,5.0,3.0,0.143,33.0,0.0,1.0,0.0,1.57,0.05,0.0,0.0,0.0,,1535:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,14.454540143609416,2,96,123
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Heidelberg,"Hewer, Syd",0,,39,16,16,0.0,0.0,20.0,40.0,20.0,4.0,8.0,2.0,2.0,2.5,1.25,1.25,0.5,0.25,12.0,2.0,0.0,0.0,3.0,4.0,2.0,0.125,3.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,,1288:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,11.50020660025697,3,94,240
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Heidelberg,"Braatz, Brianna",0,,9,17,17,0.0,0.0,35.0,64.0,21.0,1.0,10.0,0.0,0.0,3.76,2.06,1.24,0.588,0.059,25.0,1.0,0.0,0.0,5.0,2.0,3.0,0.176,18.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,,1508:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,11.135955229412987,4,93,233
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Otterbein,Rae Ehrbar,0,,8,18,18,0.0,0.0,23.0,36.0,19.0,1.0,9.0,3.0,3.0,2.0,1.28,1.06,0.5,0.056,14.0,1.0,0.0,0.0,4.0,2.0,3.0,0.167,8.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,,1474:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,9.73268391818631,5,92,313
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Mount Union,"Chenos, Rachel",0,,1,15,14,0.0,0.0,11.0,25.0,15.0,5.0,5.0,1.0,0.0,1.67,0.73,1.0,0.333,0.333,6.0,1.0,0.0,0.0,2.0,1.0,3.0,0.2,3.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,,1123:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,9.1549473482442,6,91,409
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Wilmington,"Little, MJ",0,,4,22,20,0.0,0.0,30.0,61.0,16.0,4.0,6.0,0.0,0.0,2.77,1.36,0.73,0.273,0.182,24.0,1.0,0.0,0.0,2.0,2.0,1.0,0.045,24.0,0.0,3.0,0.0,1.09,0.14,0.0,0.0,0.0,,1483:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,9.02848128477447,7,91,422
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Capital,"Leonetti, Bella",0,,24,12,12,0.0,0.0,12.0,18.0,13.0,5.0,4.0,0.0,0.0,1.5,1.0,1.08,0.333,0.417,8.0,0.0,0.0,0.0,1.0,0.0,2.0,0.167,5.0,0.0,1.0,0.0,0.42,0.08,0.0,0.0,0.0,,973:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.919366760908374,8,90,531
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Mount Union,"Dinwiddie, Ella",0,,10,17,17,0.0,0.0,20.0,37.0,14.0,2.0,6.0,0.0,0.0,2.18,1.18,0.82,0.353,0.118,14.0,1.0,0.0,0.0,3.0,1.0,2.0,0.118,18.0,0.0,0.0,0.0,1.06,0.0,0.0,0.0,0.0,,1275:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.58933050381558,9,89,514
oac,Ohio Athletic Conference (OAC),2025-26,wsoc,Ohio Northern,"Moore, Ayva",0,,35,19,13,0.0,0.0,18.0,40.0,12.0,4.0,4.0,0.0,0.0,2.11,0.95,0.63,0.211,0.211,14.0,0.0,0.0,0.0,1.0,2.0,1.0,0.053,9.0,0.0,1.0,0.0,0.47,0.05,0.0,0.0,0.0,,1249:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.165294186272319,10,89,606
