conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,composite_score,rank,rating,global_rank
lec,Little East Conference (LEC),2025-26,wsoc,Southern Maine,Meghan Przybilla,0,,10,24,23,0,0,52,100,37,11,13,3,3,4.17,2.17,1.54,0.542,0.458,39,2,0,0,3,3,3,0.125,3,0,0,0,0.13,0.0,0.0,0.0,0,,1719:00,0,0.0,0.0,,,,,,,,,,,,,,,,,14.72154050987941,1,99,25
lec,Little East Conference (LEC),2025-26,wsoc,UMass Boston,"Schallmo, Sofia",0,,12,18,17,0,0,60,122,33,7,13,2,1,6.78,3.33,1.83,0.722,0.389,47,2,2,0,4,5,3,0.167,8,0,0,0,0.44,0.0,0.0,0.0,0,,1510:00,0,0.0,0.0,,,,,,,,,,,,,,,,,12.713973901645996,2,95,41
lec,Little East Conference (LEC),2025-26,wsoc,Keene State,"Giordano, Keeley",0,,7,-14,-8,0,0,-14,-27,-14,-6,-4,0,0,1.93,1.0,1.0,0.286,0.429,-10,0,0,0,-2,-2,0,0.0,-10,0,-1,0,0.71,0.07,0.0,0.0,0,,-829:00,0,0.0,0.0,,,,,,,,,,,,,,,,,10.077314075088724,3,94,84
lec,Little East Conference (LEC),2025-26,wsoc,Southern Maine,Riley Reitchel,0,,3,24,22,0,0,41,84,27,7,10,0,0,3.5,1.71,1.13,0.417,0.292,31,0,0,0,3,0,3,0.125,10,0,1,0,0.42,0.04,0.0,0.0,0,,1614:00,0,0.0,0.0,,,,,,,,,,,,,,,,,10.020091065441644,4,93,82
lec,Little East Conference (LEC),2025-26,wsoc,Western Connecticut,Shannon Anderson,0,,22,21,21,0,0,45,78,27,5,11,1,1,3.71,2.14,1.29,0.524,0.238,34,0,0,0,5,6,2,0.095,5,0,0,0,0.24,0.0,0.0,0.0,0,,1578:00,0,0.0,0.0,,,,,,,,,,,,,,,,,9.94349876692425,5,92,85
lec,Little East Conference (LEC),2025-26,wsoc,Eastern Connecticut,"Gasparri, Michaela",0,,4,17,17,0,0,25,48,25,5,10,0,0,2.82,1.47,1.47,0.588,0.294,15,0,0,0,4,1,2,0.118,20,0,0,0,1.18,0.0,0.0,0.0,0,,1194:00,0,0.0,0.0,,,,,,,,,,,,,,,,,8.825666916285112,6,91,116
lec,Little East Conference (LEC),2025-26,wsoc,Western Connecticut,Hannah Blacher,0,,21,22,22,0,0,16,31,23,9,7,3,3,1.41,0.73,1.05,0.318,0.409,9,0,0,0,2,3,3,0.136,5,0,1,0,0.23,0.05,0.0,0.0,0,,1771:00,0,0.0,0.0,,,,,,,,,,,,,,,,,8.54132657746267,7,90,128
lec,Little East Conference (LEC),2025-26,wsoc,Keene State,"Tschudin, Elizabeth",0,,14,22,22,0,0,47,115,23,5,9,0,0,5.23,2.14,1.05,0.409,0.227,38,2,0,0,4,0,3,0.136,40,0,2,0,1.82,0.09,0.0,0.0,0,,1746:00,0,0.0,0.0,,,,,,,,,,,,,,,,,8.133780743408787,8,89,139
lec,Little East Conference (LEC),2025-26,wsoc,UMass Dartmouth,"Frazier, Natalie",0,,30,17,16,0,0,35,76,25,1,12,0,0,4.47,2.06,1.47,0.706,0.059,23,2,0,0,4,5,3,0.176,12,0,1,0,0.71,0.06,0.0,0.0,0,,1284:00,0,0.0,0.0,,,,,,,,,,,,,,,,,7.949149211557984,9,89,153
lec,Little East Conference (LEC),2025-26,wsoc,Southern Maine,Makyla Magid,0,,20,24,19,0,0,30,66,20,8,6,0,0,2.75,1.25,0.83,0.25,0.333,24,1,0,1,1,2,2,0.083,15,0,1,0,0.63,0.04,0.0,0.0,0,,1465:00,0,0.0,0.0,,,,,,,,,,,,,,,,,7.636226877695831,10,88,169
lec,Little East Conference (LEC),2025-26,wsoc,VTSU Castleton,"McKearin, Maggie",0,,12,19,18,0,0,24,45,22,4,9,0,0,2.37,1.26,1.16,0.474,0.211,15,0,0,0,5,3,5,0.263,10,0,0,0,0.53,0.0,0.0,0.0,0,,1310:00,0,0.0,0.0,,,,,,,,,,,,,,,,,7.585587308894527,11,88,175
