conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,composite_score,rank,rating,global_rank
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Illinois Tech,"Smith, Kayla",0,,4,22,22,0,0,44,80,41,13,14,1,1,3.64,2.0,1.86,0.636,0.591,30,0,1,0,1,9,3,0.136,14,0,0,0,0.64,0.0,0.0,0.0,0,,1559:00,0,0.0,0.0,,,,,,,,,,,,,,,,,19.30430021012463,1,99,18
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,MSOE,"Kuhn, Elizabeth",0,,7,22,22,0,0,56,87,32,10,11,0,0,3.95,2.55,1.45,0.5,0.455,45,0,0,0,4,7,5,0.227,31,0,1,0,1.41,0.05,0.0,0.0,0,,1649:00,0,0.0,0.0,,,,,,,,,,,,,,,,,15.083417382849092,2,96,42
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Illinois Tech,"Hitchcock, Kelly",0,,10,19,19,0,0,31,57,33,5,14,2,1,3.0,1.63,1.74,0.737,0.263,17,0,0,0,4,2,3,0.158,13,0,1,0,0.68,0.05,0.0,0.0,0,,1204:00,0,0.0,0.0,,,,,,,,,,,,,,,,,13.447181081794886,3,95,53
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Illinois Tech,"Hernandez, Taylor",0,,11,22,8,0,0,36,77,28,8,10,0,0,3.5,1.64,1.27,0.455,0.364,26,0,1,0,3,6,2,0.091,20,0,1,0,0.91,0.05,0.0,0.0,0,,978:00,0,0.0,0.0,,,,,,,,,,,,,,,,,12.468572552724043,4,94,71
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Marian,"Gordillo, Emily",0,,10,20,20,0,0,26,50,20,8,6,0,0,2.5,1.3,1.0,0.3,0.4,20,1,0,0,3,3,3,0.15,12,0,0,0,0.6,0.0,0.0,0.0,0,,1411:00,0,0.0,0.0,,,,,,,,,,,,,,,,,9.424466889249619,5,93,163
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Concordia Wisconsin,"Chappel, Koffy'e",0,,3,19,10,0,0,34,52,22,4,9,0,0,2.74,1.79,1.16,0.474,0.211,25,0,1,0,3,3,3,0.158,13,0,0,0,0.68,0.0,0.0,0.0,0,,1392:00,0,0.0,0.0,,,,,,,,,,,,,,,,,9.340975235865224,6,93,161
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,MSOE,"Etcheverria Abuin, Rosario",0,,28,21,20,0,0,30,55,23,3,10,1,1,2.62,1.43,1.1,0.476,0.143,20,0,1,0,2,3,1,0.048,17,0,1,0,0.81,0.05,0.0,0.0,0,,1132:00,0,0.0,0.0,,,,,,,,,,,,,,,,,9.051280368106035,7,92,174
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Marian,"Guelig, Brianna",0,,3,18,16,0,0,23,41,22,2,10,0,0,2.28,1.28,1.22,0.556,0.111,13,2,0,0,2,2,3,0.167,10,0,0,0,0.56,0.0,0.0,0.0,0,,1086:00,0,0.0,0.0,,,,,,,,,,,,,,,,,8.505781955982956,8,92,208
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Illinois Tech,"Vathulya, Tvesa",0,,25,21,18,0,0,31,58,18,6,6,1,0,2.76,1.48,0.86,0.286,0.286,25,0,0,0,1,5,1,0.048,15,0,0,0,0.71,0.0,0.0,0.0,0,,1233:00,0,0.0,0.0,,,,,,,,,,,,,,,,,8.259836743689268,9,91,235
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Concordia Wisconsin,"Read, Jacey",0,,7,20,20,0,0,22,44,19,7,6,1,0,2.2,1.1,0.95,0.3,0.35,16,0,0,0,3,4,3,0.15,18,0,3,0,0.9,0.15,0.0,0.0,0,,1761:00,0,0.0,0.0,,,,,,,,,,,,,,,,,7.774940281790061,10,91,266
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Wisconsin Lutheran,"Shade, Ginny",0,,9,17,16,0,0,16,30,19,5,7,1,1,1.76,0.94,1.12,0.412,0.294,9,0,0,0,2,3,1,0.059,10,0,1,0,0.59,0.06,0.0,0.0,0,,1061:00,0,0.0,0.0,,,,,,,,,,,,,,,,,7.669445387936104,11,90,277
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Dominican,"Dosen, Mia",0,,10,18,13,0,0,22,40,19,1,9,1,1,2.22,1.22,1.06,0.5,0.056,13,0,1,0,3,6,4,0.222,12,0,0,0,0.67,0.0,0.0,0.0,0,,897:00,0,0.0,0.0,,,,,,,,,,,,,,,,,7.0609771524444795,12,90,316
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Wisconsin Lutheran,"Zarling, Ava",0,,21,16,13,0,0,21,33,18,4,7,0,0,2.06,1.31,1.13,0.438,0.25,14,1,0,0,0,2,0,0.0,9,0,2,0,0.56,0.13,0.0,0.0,0,,817:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.858961343957216,13,89,336
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,MSOE,"Papazoglou, Faith",0,,10,21,21,0,0,21,38,16,4,6,1,1,1.81,1.0,0.76,0.286,0.19,15,0,0,0,3,2,2,0.095,16,0,0,0,0.76,0.0,0.0,0.0,0,,1380:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.685165932682594,14,89,359
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Edgewood,"Blau, Greta",0,,10,15,15,0,0,32,65,18,0,9,0,0,4.33,2.13,1.2,0.6,0.0,23,0,1,0,4,5,3,0.2,15,0,0,0,1.0,0.0,0.0,0.0,0,,974:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.6836824123874665,15,89,349
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Dominican,"Rioux, Sierra",0,,7,19,19,0,0,19,42,14,6,4,0,0,2.21,1.0,0.74,0.211,0.316,15,0,0,0,1,2,1,0.053,21,0,0,0,1.11,0.0,0.0,0.0,0,,1289:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.39817706035722,16,88,400
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Edgewood,"Luecke, Kamy",0,,14,20,19,0,0,21,52,16,4,6,0,0,2.6,1.05,0.8,0.3,0.2,15,0,0,0,4,0,3,0.15,16,0,1,0,0.8,0.05,0.0,0.0,0,,1000:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.388656850576157,17,88,394
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Illinois Tech,"Yager, Grace",0,,18,21,21,0,0,18,42,16,4,6,0,0,2.0,0.86,0.76,0.286,0.19,12,0,0,0,2,4,2,0.095,14,0,1,0,0.67,0.05,0.0,0.0,0,,1574:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.306648717486892,18,88,401
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Lakeland,"Sperber, Malaya",0,,10,16,16,0,0,29,44,17,1,8,0,0,2.75,1.81,1.06,0.5,0.063,21,0,1,0,4,4,2,0.125,5,0,1,0,0.31,0.06,0.0,0.0,0,,1251:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.189006805392166,19,87,405
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Dominican,"Wilhite, Meghan",0,,28,18,6,0,0,16,36,16,2,7,1,1,2.0,0.89,0.89,0.389,0.111,9,0,1,0,2,5,2,0.111,2,0,0,0,0.11,0.0,0.0,0.0,0,,674:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.013988918978855,20,87,433
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Concordia Wisconsin,"Rozmiarek, Brei",0,,37,20,20,0,0,23,35,14,4,5,0,0,1.75,1.15,0.7,0.25,0.2,18,1,0,0,1,1,1,0.05,6,0,0,0,0.3,0.0,0.0,0.0,0,,1768:00,0,0.0,0.0,,,,,,,,,,,,,,,,,5.973024445921277,21,87,441
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Benedictine,"Knudson, Kailyn",0,,4,18,18,0,0,39,58,14,2,6,2,2,3.22,2.17,0.78,0.333,0.111,33,1,1,0,1,4,1,0.056,14,0,1,0,0.78,0.06,0.0,0.0,0,,1577:00,0,0.0,0.0,,,,,,,,,,,,,,,,,5.579395281735957,22,86,473
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Illinois Tech,"Thomas, Kayla",0,,20,20,13,0,0,15,29,15,1,7,0,0,1.45,0.75,0.75,0.35,0.05,8,0,0,0,3,2,3,0.15,11,0,0,0,0.55,0.0,0.0,0.0,0,,970:00,0,0.0,0.0,,,,,,,,,,,,,,,,,5.335997690927871,23,86,517
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Edgewood,"Brotz, Rylee",0,,13,21,21,0,0,26,42,11,5,3,0,0,2.0,1.24,0.52,0.143,0.238,23,0,0,0,2,0,2,0.095,12,0,0,0,0.57,0.0,0.0,0.0,0,,1351:00,0,0.0,0.0,,,,,,,,,,,,,,,,,5.172060611723449,24,86,546
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Illinois Tech,"Porter, Joanne",0,,33,21,2,0,0,14,18,13,3,5,1,1,0.86,0.67,0.62,0.238,0.143,9,0,1,0,0,1,0,0.0,5,0,0,0,0.24,0.0,0.0,0.0,0,,619:00,0,0.0,0.0,,,,,,,,,,,,,,,,,5.076344862965587,25,85,557
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Aurora,"Johnson, Chelsey",0,,8,18,17,0,0,22,37,12,4,4,0,0,2.06,1.22,0.67,0.222,0.222,18,0,0,0,1,0,0,0.0,7,0,1,0,0.39,0.06,0.0,0.0,0,,1402:00,0,0.0,0.0,,,,,,,,,,,,,,,,,4.882365743964258,26,85,581
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Illinois Tech,"Walsh, Kaitlyn",0,,12,23,3,0,0,18,33,14,0,7,0,0,1.43,0.78,0.61,0.304,0.0,11,0,1,0,0,2,0,0.0,13,0,0,0,0.57,0.0,0.0,0.0,0,,663:00,0,0.0,0.0,,,,,,,,,,,,,,,,,4.767350640329242,27,85,598
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Concordia Wisconsin,"Whittow, Hailey",0,,9,20,17,0,0,17,28,12,2,5,0,0,1.4,0.85,0.6,0.25,0.1,12,1,0,0,1,3,0,0.0,4,0,0,0,0.2,0.0,0.0,0.0,0,,1409:00,0,0.0,0.0,,,,,,,,,,,,,,,,,4.507697812366956,28,85,640
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Wisconsin Lutheran,"Zastrow, Alaena",0,,11,16,15,0,0,15,24,12,2,5,2,2,1.5,0.94,0.75,0.313,0.125,10,0,0,0,2,3,3,0.188,12,0,0,0,0.75,0.0,0.0,0.0,0,,1163:00,0,0.0,0.0,,,,,,,,,,,,,,,,,4.4530257236407795,29,84,653
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Dominican,"Matuszek, Sarah",0,,8,19,19,0,0,17,37,9,3,3,0,0,1.95,0.89,0.47,0.158,0.158,14,0,0,0,1,1,0,0.0,12,0,0,0,0.63,0.0,0.0,0.0,0,,1631:00,0,0.0,0.0,,,,,,,,,,,,,,,,,3.624725845079863,30,84,835
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Marian,"Romo, Sophia",0,,22,15,10,0,0,11,24,10,2,4,0,0,1.6,0.73,0.67,0.267,0.133,7,2,0,0,0,3,0,0.0,7,0,0,0,0.47,0.0,0.0,0.0,0,,808:00,0,0.0,0.0,,,,,,,,,,,,,,,,,3.576867970700932,31,84,849
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Wisconsin Lutheran,"Adema, Emma",0,,10,17,15,0,0,11,20,10,2,4,0,0,1.18,0.65,0.59,0.235,0.118,7,0,0,0,2,1,1,0.059,7,0,0,0,0.41,0.0,0.0,0.0,0,,990:00,0,0.0,0.0,,,,,,,,,,,,,,,,,3.576867970700932,32,83,848
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,MSOE,"Ostrenga, Hadleigh",0,,16,20,2,0,0,11,20,9,3,3,0,0,1.0,0.55,0.45,0.15,0.15,8,0,0,0,2,2,2,0.1,14,0,0,0,0.7,0.0,0.0,0.0,0,,675:00,0,0.0,0.0,,,,,,,,,,,,,,,,,3.460709578901333,33,83,882
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Concordia Wisconsin,"Snow, Autumn",0,,22,20,20,0,0,19,26,9,1,4,0,0,1.3,0.95,0.45,0.2,0.05,15,1,0,0,1,1,2,0.1,11,0,0,0,0.55,0.0,0.0,0.0,0,,1331:00,0,0.0,0.0,,,,,,,,,,,,,,,,,3.1449011419177433,34,83,977
nacc,Northern Athletics Collegiate Conference (NACC),2025-26,wsoc,Illinois Tech,"Baltes, Gabriella",0,,16,23,23,0,0,17,33,12,0,6,1,1,1.43,0.74,0.52,0.261,0.0,11,0,0,0,2,2,2,0.087,7,0,3,0,0.3,0.13,0.0,0.0,0,,1977:00,0,0.0,0.0,,,,,,,,,,,,,,,,,3.08367377415935,35,83,970
