conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,composite_score,rank,rating,global_rank
odac,Old Dominion Athletic Conference (ODAC),2025-26,wsoc,Bridgewater College,"Birkley, Lyric",0,,13,21,20,0.0,0.0,40.0,73.0,39.0,15.0,12.0,3.0,3.0,3.48,1.9,1.86,0.571,0.714,28.0,0.0,1.0,0.0,2.0,5.0,2.0,0.095,14.0,0.0,2.0,0.0,0.67,0.1,0.0,0.0,0.0,,1304:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,13.303363545598794,1,99,20
odac,Old Dominion Athletic Conference (ODAC),2025-26,wsoc,Shenandoah,"Newcome, McKenna",0,,18,21,19,0.0,0.0,60.0,100.0,36.0,8.0,14.0,2.0,1.0,4.76,2.86,1.71,0.667,0.381,46.0,1.0,0.0,0.0,8.0,7.0,3.0,0.143,13.0,0.0,1.0,0.0,0.62,0.05,0.0,0.0,0.0,,1455:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,11.96821823567848,2,96,33
odac,Old Dominion Athletic Conference (ODAC),2025-26,wsoc,Washington and Lee,"Zimmerman, Sarah",0,,8,23,23,0.0,0.0,47.0,107.0,38.0,4.0,17.0,0.0,0.0,4.65,2.04,1.65,0.739,0.174,30.0,2.0,1.0,1.0,7.0,1.0,8.0,0.348,11.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,,1668:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,11.86290948027462,3,95,34
odac,Old Dominion Athletic Conference (ODAC),2025-26,wsoc,Randolph-Macon College,"Spangler, Ally",0,,18,18,18,0.0,0.0,31.0,63.0,35.0,11.0,12.0,1.0,1.0,3.5,1.72,1.94,0.667,0.611,19.0,1.0,1.0,0.0,1.0,2.0,2.0,0.111,17.0,0.0,1.0,0.0,0.94,0.06,0.0,0.0,0.0,,1341:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,11.461555037247164,4,94,36
odac,Old Dominion Athletic Conference (ODAC),2025-26,wsoc,Bridgewater College,"Narby, Laura",0,,14,20,20,0.0,0.0,28.0,58.0,31.0,3.0,14.0,1.0,1.0,2.9,1.4,1.55,0.7,0.15,14.0,2.0,0.0,0.0,6.0,6.0,7.0,0.35,11.0,0.0,1.0,0.0,0.55,0.05,0.0,0.0,0.0,,1151:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,8.887663684524137,5,93,75
odac,Old Dominion Athletic Conference (ODAC),2025-26,wsoc,Lynchburg,"Oliver, Morgan",0,,7,19,19,0.0,0.0,27.0,53.0,26.0,8.0,9.0,0.0,0.0,2.79,1.42,1.37,0.474,0.421,18.0,0.0,0.0,0.0,3.0,5.0,1.0,0.053,14.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,,1281:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,8.372249319730592,6,92,89
odac,Old Dominion Athletic Conference (ODAC),2025-26,wsoc,Washington and Lee,"Zimmerman, Elizabeth",0,,20,23,23,0.0,0.0,25.0,64.0,22.0,10.0,6.0,0.0,0.0,2.78,1.09,0.96,0.261,0.435,19.0,0.0,0.0,0.0,2.0,2.0,2.0,0.087,5.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,,1508:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.4254459633143295,7,91,115
odac,Old Dominion Athletic Conference (ODAC),2025-26,wsoc,Bridgewater College,"Garza, Kendall",0,,3,21,21,0.0,0.0,20.0,36.0,26.0,4.0,11.0,0.0,0.0,1.71,0.95,1.24,0.524,0.19,9.0,1.0,0.0,0.0,1.0,1.0,2.0,0.095,13.0,0.0,1.0,0.0,0.62,0.05,0.0,0.0,0.0,,1529:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,7.334164852428715,8,91,127
odac,Old Dominion Athletic Conference (ODAC),2025-26,wsoc,Randolph-Macon College,"Stohr, Alexa",0,,11,19,18,0.0,0.0,27.0,52.0,22.0,6.0,8.0,3.0,3.0,2.74,1.42,1.16,0.421,0.316,19.0,1.0,0.0,0.0,2.0,5.0,1.0,0.053,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,1324:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,6.8311033721018655,9,90,142
odac,Old Dominion Athletic Conference (ODAC),2025-26,wsoc,Bridgewater College,"Curro, Brianna",0,,10,21,3,0.0,0.0,6.0,13.0,18.0,10.0,4.0,0.0,0.0,0.62,0.29,0.86,0.19,0.476,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,,835:00,0.0,0.0,0.0,,,,,,,,,,,,,,,,,5.757776756465021,10,90,213
