conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,shot_stats_penalty_kick_attempts,shot_stats_penalty_kick_goals,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_penalty_shot_attempts,shot_stats_penalty_shot_goals,shot_stats_avg_shots_per_game,shot_stats_avg_sog_per_game,shot_stats_avg_points_per_game,shot_stats_avg_goals_per_game,shot_stats_avg_assists_per_game,shot_stats_shots_saved_by_goalie,goal_stats_game_tying,goal_stats_hattricks,goal_stats_overtime,goal_stats_first,goal_stats_unassisted,goal_stats_game_winning,goal_stats_avg_gw_per_game,caution_stats_fouls,caution_stats_red_cards,caution_stats_yellow_cards,caution_stats_green_cards,caution_stats_avg_fouls_per_game,caution_stats_avg_yc_per_game,caution_stats_avg_rc_per_game,caution_stats_avg_gc_per_game,misc_stats_offsides,misc_stats_corner_kicks,misc_stats_minutes_played,misc_stats_defensive_saves,misc_stats_avg_corners_per_game,misc_stats_avg_offsides_per_game,goalie_stats_shots_faced,goalie_stats_ties,goalie_stats_losses,goalie_stats_wins,goalie_stats_shutouts,goalie_stats_save_percentage,goalie_stats_goals_against_avg,goalie_stats_saves,goalie_stats_goals_allowed,goalie_stats_minutes,goalie_stats_games_started,goalie_stats_games_played,goalie_stats_avg_ga_per_game,goalie_stats_save_percentage_calc,goalie_stats_avg_sho_per_game,goalie_stats_avg_saves_per_game,composite_score,rank,rating,global_rank
arc,American Rivers Conference (ARC),2025-26,wsoc,Univ. of Dubuque,"Tranchita, Alyssa",0,,22,19,19,0,0,83,129,34,8,13,5,4,6.79,4.37,1.79,0.684,0.421,70,2,0,0,3,6,3,0.158,16,0,0,0,0.84,0.0,0.0,0.0,0,,1622:00,0,0.0,0.0,,,,,,,,,,,,,,,,,14.888996236604092,1,99,30
arc,American Rivers Conference (ARC),2025-26,wsoc,Simpson,"Hoffa, Ally",0,,13,18,18,0,0,60,116,31,5,13,0,0,6.44,3.33,1.72,0.722,0.278,47,1,0,1,5,3,6,0.333,25,0,3,0,1.39,0.17,0.0,0.0,0,,1302:00,0,0.0,0.0,,,,,,,,,,,,,,,,,11.807715578092564,2,95,61
arc,American Rivers Conference (ARC),2025-26,wsoc,Wartburg,"Webster, Sami",0,,10,19,19,0,0,41,72,31,3,14,0,0,3.79,2.16,1.63,0.737,0.158,27,0,1,0,4,8,4,0.211,15,0,0,0,0.79,0.0,0.0,0.0,0,,1535:00,0,0.0,0.0,,,,,,,,,,,,,,,,,11.778829929763104,3,94,66
arc,American Rivers Conference (ARC),2025-26,wsoc,Loras,"Gasmann, Emerson",0,,26,18,18,0,0,34,66,26,8,9,1,1,3.67,1.89,1.44,0.5,0.444,25,2,0,0,1,3,2,0.111,14,0,1,0,0.78,0.06,0.0,0.0,0,,1160:00,0,0.0,0.0,,,,,,,,,,,,,,,,,10.574516961813307,4,93,91
arc,American Rivers Conference (ARC),2025-26,wsoc,Nebraska Wesleyan,"Hike, Averie",0,,23,15,15,0,0,26,49,21,5,8,0,0,3.27,1.73,1.4,0.533,0.333,18,0,0,0,4,6,2,0.133,5,0,0,0,0.33,0.0,0.0,0.0,0,,1062:00,0,0.0,0.0,,,,,,,,,,,,,,,,,8.186881996292641,5,92,180
arc,American Rivers Conference (ARC),2025-26,wsoc,Central,"Rustad, Rylee",0,,30,18,18,0,0,20,40,19,9,5,0,0,2.22,1.11,1.06,0.278,0.5,15,1,0,0,0,2,1,0.056,13,0,1,0,0.72,0.06,0.0,0.0,0,,1110:00,0,0.0,0.0,,,,,,,,,,,,,,,,,7.896651520171147,6,91,196
arc,American Rivers Conference (ARC),2025-26,wsoc,Univ. of Dubuque,"Speltz, Virginia",0,,10,19,19,0,0,28,53,19,5,7,0,0,2.79,1.47,1.0,0.368,0.263,21,1,0,0,2,0,0,0.0,23,0,0,0,1.21,0.0,0.0,0.0,0,,1619:00,0,0.0,0.0,,,,,,,,,,,,,,,,,7.494536462214276,7,90,229
arc,American Rivers Conference (ARC),2025-26,wsoc,Simpson,"Bell, Abby",0,,3,17,15,0,0,18,44,19,7,6,1,1,2.59,1.06,1.12,0.353,0.412,12,0,0,0,0,1,3,0.176,7,0,1,0,0.41,0.06,0.0,0.0,0,,1111:00,0,0.0,0.0,,,,,,,,,,,,,,,,,7.424784677088476,8,90,237
arc,American Rivers Conference (ARC),2025-26,wsoc,Loras,"Johnson, Belle",0,,2,18,18,0,0,26,50,18,4,7,0,0,2.78,1.44,1.0,0.389,0.222,19,0,0,0,3,2,2,0.111,20,0,1,0,1.11,0.06,0.0,0.0,0,,1378:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.593806869929476,9,89,297
arc,American Rivers Conference (ARC),2025-26,wsoc,Coe,"Preuss, Maggie",0,,7,18,18,0,0,33,54,14,8,3,1,0,3.0,1.83,0.78,0.167,0.444,30,0,0,0,0,2,1,0.056,14,0,0,0,0.78,0.0,0.0,0.0,0,,1452:00,0,0.0,0.0,,,,,,,,,,,,,,,,,6.404574324291116,10,88,301
