conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,composite_score,rank,rating,global_rank
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,DeSales,C. DiGuglielmo,,,,18,18,0.0,3.0,0.0,0.0,0.0,2.0,22.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,33.0,41.0,4.0,1073:00,142.0,0.0,1.0,,,,,,,,,,,,,,,64.0,83.0,16.0,104.0,66.0,38.0,0.771,9.692721081463214,1,99,17
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Lebanon Valley,Emily Beard,,,,19,19,0.0,9.0,0.0,0.0,0.0,4.0,27.0,2.0,6.0,4.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.0,36.0,19.0,1147:00,62.0,0.0,1.0,,,,,,,,,,,,,,,104.0,122.0,15.0,97.0,22.0,75.0,0.852,8.709668044265847,2,96,35
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Stevenson,Kara Yarusso,,,,19,19,0.0,23.0,0.0,0.0,0.0,4.0,38.0,0.0,9.0,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,87.0,27.0,27.0,1137:00,86.0,0.0,1.0,,,,,,,,,,,,,,,96.0,118.0,29.0,85.0,22.0,63.0,0.814,8.583382956695921,3,95,39
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Stevens,Emily Leiby,,,,22,21,0.0,17.0,0.0,0.0,0.0,3.0,27.0,1.0,8.0,4.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,23.0,46.0,25.0,1264:00,50.0,0.0,1.0,,,,,,,,,,,,,,,98.0,135.0,34.0,92.0,34.0,58.0,0.726,8.48851066059686,4,94,37
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,DeSales,Hailey Linebaugh,,,,18,18,0.0,2.0,0.0,0.0,0.0,1.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3.0,34.0,16.0,1073:00,142.0,0.0,1.0,,,,,,,,,,,,,,,42.0,49.0,6.0,82.0,49.0,33.0,0.857,7.7921025137218765,5,93,51
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Stevens,Stefanie Sellitto,,,,22,22,0.0,3.0,0.0,0.0,0.0,3.0,15.0,0.0,7.0,5.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,165.0,12.0,23.0,1305:00,102.0,0.0,1.0,,,,,,,,,,,,,,,94.0,102.0,10.0,75.0,12.0,63.0,0.922,7.787120549957403,6,92,59
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Messiah,Grace Pettitt,,,,19,19,0.0,5.0,0.0,0.0,0.0,5.0,32.0,0.0,5.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,3.0,40.0,4.0,1145:00,0.0,0.0,1.0,,,,,,,,,,,,,,,55.0,76.0,10.0,87.0,47.0,40.0,0.724,7.784085925871651,7,92,53
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,Delaware Valley,Ashley Birmingham,,,,17,17,0.0,6.0,0.0,0.0,0.0,3.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,67.0,37.0,42.0,1037:00,28.0,0.0,1.0,,,,,,,,,,,,,,,125.0,172.0,12.0,67.0,9.0,58.0,0.727,7.336332502603911,8,91,77
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,DeSales,Jess Brey,,,,16,16,0.0,5.0,0.0,0.0,0.0,5.0,15.0,1.0,3.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,62.0,14.0,8.0,964:00,114.0,0.0,1.0,,,,,,,,,,,,,,,78.0,116.0,10.0,78.0,21.0,57.0,0.672,6.881562704482711,9,91,111
mac,Middle Atlantic Conferences (MAC),2025-26,wlax,York,Zoe Kluegel,,,,22,22,0.0,3.0,0.0,0.0,0.0,3.0,29.0,2.0,5.0,6.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2.0,25.0,3.0,1285:00,32.0,0.0,1.0,,,,,,,,,,,,,,,84.0,115.0,9.0,81.0,22.0,59.0,0.73,6.7875852008505,10,90,118
