conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_green_cards,penalty_stats_yellow_cards,penalty_stats_red_cards,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_powerplay_opps,misc_stats_powerplay_goals,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_ground_balls,misc_stats_draw_controls,misc_stats_turnovers,misc_stats_caused_turnovers,misc_stats_minutes_played,misc_stats_seconds,misc_stats_faceoffs_taken,misc_stats_penalty_killing_pct,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_shots_faced,goalie_stats_goals_against_avg,goalie_stats_save_pct,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_free_position_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_on_goal_pct,composite_score,rank,rating,global_rank
saa,Southern Athletic Association (SAA),2025-26,wlax,Sewanee,Marlin Price,,,,16,15,0.0,8.0,0.0,0.0,0.0,8.0,41.0,2.0,10.0,4.0,0.0,0.0,0.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,34.0,7.0,863:00,48.0,0.0,1.0,,,,,,,,,,,,,,,80.0,109.0,13.0,86.0,24.0,62.0,0.734,8.427414837687891,1,99,85
saa,Southern Athletic Association (SAA),2025-26,wlax,Oglethorpe,Makenna Bowens,,,,17,17,0.0,14.0,0.0,0.0,0.0,8.0,53.0,3.0,12.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,21.0,45.0,41.0,8.0,963:00,59.0,0.0,1.0,,,,,,,,,,,,,,,115.0,142.0,29.0,91.0,10.0,81.0,0.81,8.04341675127799,2,94,95
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Dani Taraska,,,,19,19,0.0,10.0,0.0,0.0,1.0,3.0,36.0,2.0,1.0,2.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,99.0,53.0,52.0,1155:00,170.0,0.0,1.0,,,,,,,,,,,,,,,63.0,90.0,18.0,64.0,19.0,45.0,0.7,7.471380949645064,3,92,124
saa,Southern Athletic Association (SAA),2025-26,wlax,Sewanee,Sally Herrington,,,,16,15,0.0,8.0,0.0,0.0,0.0,1.0,14.0,2.0,5.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,33.0,18.0,785:00,79.0,0.0,1.0,,,,,,,,,,,,,,,68.0,88.0,13.0,68.0,19.0,49.0,0.773,6.634132710421555,4,91,202
saa,Southern Athletic Association (SAA),2025-26,wlax,Sewanee,Brooke Sigmon,,,,17,17,0.0,2.0,0.0,0.0,0.0,0.0,11.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,36.0,26.0,10.0,992:00,33.0,0.0,1.0,,,,,,,,,,,,,,,55.0,66.0,4.0,64.0,26.0,38.0,0.833,6.626593393383545,5,89,216
saa,Southern Athletic Association (SAA),2025-26,wlax,Centre,Haley Rice,,,,17,17,0.0,9.0,0.0,0.0,0.0,2.0,30.0,4.0,8.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,51.0,20.0,13.0,1008:00,68.0,0.0,1.0,,,,,,,,,,,,,,,100.0,134.0,20.0,64.0,10.0,54.0,0.746,6.567416983221833,6,88,190
saa,Southern Athletic Association (SAA),2025-26,wlax,Hendrix,Peyton Refling,,,,15,15,0.0,13.0,0.0,0.0,0.0,3.0,29.0,0.0,6.0,2.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,71.0,29.0,22.0,888:00,48.0,0.0,1.0,,,,,,,,,,,,,,,77.0,102.0,20.0,62.0,9.0,53.0,0.755,6.078445379947869,7,87,225
saa,Southern Athletic Association (SAA),2025-26,wlax,Rhodes,Delaney O'Mailey,,,,18,17,0.0,5.0,0.0,0.0,0.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,23.0,2.0,20.0,10.0,1012:00,32.0,0.0,1.0,,,,,,,,,,,,,,,22.0,30.0,10.0,46.0,30.0,16.0,0.733,5.096759394040373,8,86,363
saa,Southern Athletic Association (SAA),2025-26,wlax,Berry,Molley Cross,,,,18,18,0.0,2.0,0.0,0.0,0.0,0.0,13.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,48.0,15.0,1095:00,170.0,0.0,1.0,,,,,,,,,,,,,,,44.0,64.0,8.0,53.0,26.0,27.0,0.688,4.661471388691811,9,85,407
saa,Southern Athletic Association (SAA),2025-26,wlax,Rhodes,Anna Erskine,,,,18,15,0.0,7.0,0.0,0.0,0.0,0.0,22.0,1.0,10.0,2.0,0.0,0.0,0.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,38.0,13.0,889:00,76.0,0.0,1.0,,,,,,,,,,,,,,,74.0,86.0,9.0,54.0,7.0,47.0,0.86,4.09946491131109,10,84,424
