season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,is_goalie,game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,goal_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Sulonen, Severi",Severi,Sulonen,0,548,"Sulonen, Severi","Sulonen,Severi",SulonenSeveriPSU,27,14,4,,Plymouth State,PSU,1069-7021,0,,0,0,0,0,0,0,1,0,0,13,26:00,0,0,0,0,0,0,13,0,0,0,NaN,0,28,25,3,20,,0,45,18,17,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,,,,,3.343309292095997,51,89
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Cardillo, Chris",Chris,Cardillo,0,656,"Cardillo, Chris","Cardillo,Chris",CardilloChrisUMD,25,14,5,,UMass Dartmouth,UMD,1072-4348,0,,0,1,0,1,1,0,0,2,0,1,02:00,0,0,0,0,0,0,1,10,15,25,.400,1.50,15,22,-7,12,,0,56,16,8,8,0.14,0,0,False,,,,,,,,,,,,,,,,,,,,,,3.3423701288995566,52,89
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Edwards, Jackson",Jackson,Edwards,0,123,"Edwards, Jackson","Edwards,Jackson",EdwardsJacksonCAS,26,5,27,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,1,0,0,2,04:00,0,0,0,0,0,0,2,3,6,9,.333,2.00,20,26,-6,6,,0,50,17,13,4,0.08,0,0,False,,,,,,,,,,,,,,,,,,,,,,3.2962768658032857,53,89
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Rose, Francis",Francis,Rose,0,770,"Rose, Francis","Rose,Francis",RoseFrancisWES,24,9,13,,Western Connecticut,WES,1074-3025,0,,0,0,0,0,0,0,0,0,0,15,41:00,0,0,1,0,0,1,13,2,4,6,.333,2.00,12,25,-13,7,,0,74,17,15,2,0.03,0,0,False,,,,,,,,,,,,,,,,,,,,,,3.1100254870253234,54,89
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"McCallum, Rider",Rider,McCallum,0,548,"McCallum, Rider","McCallum,Rider",McCallumRiderPSU,25,13,16,,Plymouth State,PSU,1069-6810,0,,0,0,0,0,1,0,0,1,0,6,23:00,0,0,1,0,0,1,4,0,0,0,NaN,0,19,22,-3,26,,0,47,17,16,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,,,,,3.0168997976363423,55,89
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Burke, Tyler",Tyler,Burke,0,123,"Burke, Tyler","Burke,Tyler",BurkeTylerCAS,25,3,10,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,1,0,3,06:00,0,0,0,0,0,0,3,7,4,11,.636,0.57,18,10,8,9,,0,45,15,7,8,0.18,0,0,False,,,,,,,,,,,,,,,,,,,,,,3.0159606344399026,56,88
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Gobel, Tyler",Tyler,Gobel,0,770,"Gobel, Tyler","Gobel,Tyler",GobelTylerWES,25,10,24,,Western Connecticut,WES,1074-3035,0,,0,0,0,0,0,0,3,1,0,6,12:00,0,0,0,0,0,0,6,299,246,545,.549,0.82,14,28,-14,34,,0,47,15,9,6,0.13,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.8297092556619403,57,88
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Holland, Will",Will,Holland,0,45,"Holland, Will","Holland,Will",HollandWillBC,27,24,3,,Babson,BC,1133-1828,0,,0,0,0,0,0,0,1,0,0,9,18:00,0,0,0,0,0,0,9,0,0,0,NaN,0,35,6,29,24,,0,82,16,14,2,0.02,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.7836159925656694,58,88
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Teply, Jakob",Jakob,Teply,0,401,"Teply, Jakob","Teply,Jakob",TeplyJakobUMB,26,4,19,,UMass Boston,UMB,1071-4737,0,,0,0,0,0,1,0,1,3,0,15,49:00,0,0,2,0,0,1,12,4,5,9,.444,1.25,17,22,-5,10,,0,82,14,6,8,0.10,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.6895511399802485,59,88
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Vyvial, Josef",Josef,Vyvial,0,123,"Vyvial, Josef","Vyvial,Josef",VyvialJosefCAS,25,3,15,,VTSU Castleton,CAS,0,0,,0,0,0,2,0,0,2,1,0,9,26:00,0,1,0,0,0,0,8,191,157,348,.549,0.82,16,21,-5,10,,0,51,14,6,8,0.16,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.6895511399802485,60,88
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Chouinard, Zackary",Zackary,Chouinard,0,330,"Chouinard, Zackary","Chouinard,Zackary",ChouinardZackaryKSC,25,6,28,,Keene State,KSC,1068-4433,0,,0,0,1,1,0,0,2,1,0,2,04:00,0,0,0,0,0,0,2,37,36,73,.507,0.97,19,20,-1,10,,0,61,14,7,7,0.11,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.5964254505912674,61,88
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Matousek, David",David,Matousek,0,548,"Matousek, David","Matousek,David",MatousekDavidPSU,22,8,7,,Plymouth State,PSU,1069-7023,0,,0,0,0,2,0,1,1,0,0,13,50:00,0,3,0,0,0,0,10,127,116,243,.523,0.91,22,10,12,14,,0,60,14,8,6,0.10,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.5032997612022863,62,88
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"O'Connell, Patrick",Patrick,O'Connell,0,548,"O'Connell, Patrick","O'Connell,Patrick",O'ConnellPatrickPSU,25,10,28,,Plymouth State,PSU,1069-7030,0,,0,0,0,1,0,0,1,0,0,3,17:00,0,0,1,0,0,1,1,70,68,138,.507,0.97,20,9,11,6,,0,68,14,8,6,0.09,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.5032997612022863,63,87
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Thibodeau, Devon",Devon,Thibodeau,0,511,"Thibodeau, Devon","Thibodeau,Devon",ThibodeauDevonNOR,29,3,4,,Norwich,NOR,0,0,,1,0,0,0,0,0,2,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,17,4,13,23,,0,39,15,13,2,0.05,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.4572064981060153,64,87
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Cavanagh, Danny",Danny,Cavanagh,0,45,"Cavanagh, Danny","Cavanagh,Danny",CavanaghDannyBC,27,1,11,,Babson,BC,1133-1824,0,,0,0,0,0,0,1,1,0,0,1,02:00,0,0,0,0,0,0,1,197,184,381,.517,0.93,18,7,11,8,,0,52,14,11,3,0.06,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.2239226930353424,65,87
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Arend, Owen",Owen,Arend,0,662,"Arend, Owen","Arend,Owen",ArendOwenUSM,24,3,9,,Southern Maine,USM,1073-5106,0,,0,0,0,0,1,0,1,0,0,8,16:00,0,0,0,0,0,0,8,3,1,4,.750,0.33,13,10,3,1,,0,40,13,7,6,0.15,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.1768902667426318,66,87
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Brennan, Cole",Cole,Brennan,0,662,"Brennan, Cole","Brennan,Cole",BrennanColeUSM,26,10,6,,Southern Maine,USM,1073-4754,0,,0,0,0,0,0,0,0,1,0,7,14:00,0,0,0,0,0,0,7,0,0,0,NaN,0,29,30,-1,32,,0,53,14,12,2,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.130797003646361,67,87
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Fancy, Ocean",Ocean,Fancy,0,511,"Fancy, Ocean","Fancy,Ocean",FancyOceanNOR,29,10,18,,Norwich,NOR,0,0,,0,0,0,0,0,0,2,1,0,17,37:00,0,0,0,0,0,1,16,1,0,1,1.000,100,25,21,4,14,,0,81,13,8,5,0.06,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.0837645773536506,68,87
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Bowditch, Cole",Cole,Bowditch,0,123,"Bowditch, Cole","Bowditch,Cole",BowditchColeCAS,26,10,39,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,0,0,9,18:00,0,0,0,0,0,0,9,0,0,0,NaN,0,23,23,0,23,,0,64,14,13,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,,,,,2.0376713142573797,69,86
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Merryman, Chris",Chris,Merryman,0,401,"Merryman, Chris","Merryman,Chris",MerrymanChrisUMB,27,12,24,,UMass Boston,UMB,1071-4742,0,,1,0,0,1,0,0,0,0,0,8,16:00,0,0,0,0,0,0,8,1,0,1,1.000,100,35,11,24,25,,0,44,13,9,4,0.09,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.9906388879646697,70,86
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Matteo Viglino,Matteo,Viglino,lw,467,Matteo Viglino,"VIGLINO,MATTEO",VIGLINOMATTEONEW ENGL,25,13,13,,New England College,NEW ENGL,0,0,,0,0,0,1,0,1,0,0,0,10,20:00,0,0,0,0,0,0,10,5,6,11,.455,1.20,16,20,-4,18,,0,68,13,10,3,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.8975131985756883,71,86
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Gonzalez, Kyle",Kyle,Gonzalez,0,330,"Gonzalez, Kyle","Gonzalez,Kyle",GonzalezKyleKSC,24,8,15,,Keene State,KSC,1068-4240,0,,0,0,0,0,0,0,1,1,0,1,02:00,0,0,0,0,0,0,1,4,4,8,.500,1.00,14,22,-8,5,,0,42,12,6,6,0.14,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.8504807722829781,72,86
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Stevens, Mike",Mike,Stevens,0,45,"Stevens, Mike","Stevens,Mike",StevensMikeBC,27,1,25,,Babson,BC,1133-1836,0,,0,2,0,0,0,0,0,1,0,0,00:00,0,0,0,0,0,0,0,3,2,5,.600,0.67,19,9,10,6,,0,46,12,6,6,0.13,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.8504807722829781,73,86
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Brazo, Jed",Jed,Brazo,0,511,"Brazo, Jed","Brazo,Jed",BrazoJedNOR,29,3,29,,Norwich,NOR,0,0,,0,0,0,0,0,0,0,2,0,2,04:00,0,0,0,0,0,0,2,3,8,11,.273,2.67,18,9,9,24,,0,47,11,6,5,0.11,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.4309455884343425,74,86
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Graham Hassan,Graham,Hassan,0,467,Graham Hassan,"HASSAN,GRAHAM",HASSANGRAHAMNEW ENGL,24,2,9,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,2,2,4,.500,1.00,14,17,-3,14,,0,34,11,6,5,0.15,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.4309455884343425,75,86
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Lynch, Michael",Michael,Lynch,0,401,"Lynch, Michael","Lynch,Michael",LynchMichaelUMB,27,1,21,,UMass Boston,UMB,1071-4943,0,,0,0,0,2,1,0,0,0,0,5,10:00,0,0,0,0,0,0,5,140,162,302,.464,1.16,23,12,11,13,,0,52,11,6,5,0.10,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.4309455884343425,76,85
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Drummond, Tyler",Tyler,Drummond,0,401,"Drummond, Tyler","Drummond,Tyler",DrummondTylerUMB,25,13,25,,UMass Boston,UMB,1071-4975,0,,0,0,0,1,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,19,13,6,15,,0,42,12,11,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.384852325338072,77,85
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Pecararo, Brennen",Brennen,Pecararo,0,656,"Pecararo, Brennen","Pecararo,Brennen",PecararoBrennenUMD,25,1,25,,UMass Dartmouth,UMD,1072-4133,0,,0,0,0,0,1,0,0,1,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,19,26,-7,28,,0,50,12,11,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.384852325338072,78,85
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Joslin, Cam",Cam,Joslin,0,45,"Joslin, Cam","Joslin,Cam",JoslinCamBC,27,0,20,,Babson,BC,1133-1829,0,,1,0,0,1,0,0,0,1,0,7,14:00,0,0,0,0,0,0,7,123,135,258,.477,1.10,19,13,6,15,,0,35,11,8,3,0.09,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.2446942096563802,79,85
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Jack Brennan,Jack,Brennan,d,467,Jack Brennan,"BRENNAN,JACK",BRENNANJACKNEW ENGL,25,11,7,,New England College,NEW ENGL,0,0,,0,0,0,1,0,0,1,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,20,24,-4,46,,0,49,11,9,2,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.1515685202673989,80,85
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Kodsi, Rhett",Rhett,Kodsi,0,401,"Kodsi, Rhett","Kodsi,Rhett",KodsiRhettUMB,27,5,2,,UMass Boston,UMB,1071-5082,0,,0,0,0,0,0,0,0,1,0,7,14:00,0,0,0,0,0,0,7,0,1,1,.000,0,24,19,5,34,,0,51,11,9,2,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.1515685202673989,81,85
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Parker, Phil",Phil,Parker,0,770,"Parker, Phil","Parker,Phil",ParkerPhilWES,24,7,37,,Western Connecticut,WES,1074-3041,0,,0,0,0,1,0,1,1,1,0,4,08:00,0,0,0,0,0,0,4,11,8,19,.579,0.73,10,20,-10,8,,0,57,10,5,5,0.09,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.1045360939746884,82,85
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"House, Declan",Declan,House,0,330,"House, Declan","House,Declan",HouseDeclanKSC,24,11,19,,Keene State,KSC,1068-4244,0,,0,0,0,0,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,1,1,2,.500,1.00,17,21,-4,20,,0,34,11,10,1,0.03,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.0584428308784177,83,84
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Sullivan, Matt",Matt,Sullivan,0,401,"Sullivan, Matt","Sullivan,Matt",SullivanMattUMB,20,2,9,,UMass Boston,UMB,1071-5085,0,,0,0,0,1,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,8,1,9,.889,0.13,18,8,10,3,,0,43,11,10,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,,,,,1.0584428308784177,84,84
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Dylan Duckson,Dylan,Duckson,0,467,Dylan Duckson,"DUCKSON,DYLAN",DUCKSONDYLANNEW ENGL,21,7,27,,New England College,NEW ENGL,0,0,,0,0,0,1,2,2,1,2,0,5,10:00,0,0,0,0,0,0,5,158,186,344,.459,1.18,11,9,2,6,,0,70,9,2,7,0.10,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.9643779782929968,85,84
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Senier, Sean",Sean,Senier,0,45,"Senier, Sean","Senier,Sean",SenierSeanBC,24,1,23,,Babson,BC,1133-2487,0,,0,0,0,1,0,0,0,2,0,2,04:00,0,0,0,0,0,0,2,9,5,14,.643,0.56,11,7,4,3,,0,43,9,2,7,0.16,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.9643779782929968,86,84
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Hoffman, Sean",Sean,Hoffman,0,330,"Hoffman, Sean","Hoffman,Sean",HoffmanSeanKSC,25,5,9,,Keene State,KSC,1068-4235,0,,0,0,0,1,0,0,0,1,0,6,12:00,0,0,0,0,0,0,6,1,0,1,1.000,0,14,26,-12,22,,0,17,10,7,3,0.18,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.9182847151967259,87,84
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Ilott, Kadin",Kadin,Ilott,0,662,"Ilott, Kadin","Ilott,Kadin",IlottKadinUSM,25,16,24,,Southern Maine,USM,1073-4761,0,,0,0,0,0,0,0,1,1,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,28,17,11,37,,0,56,10,7,3,0.05,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.9182847151967259,88,84
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Jack Ohlund,Jack,Ohlund,0,467,Jack Ohlund,"OHLUND,JACK",OHLUNDJACKNEW ENGL,24,2,16,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,65,67,132,.492,1.03,10,15,-5,6,,0,32,10,7,3,0.09,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.9182847151967259,89,83
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Foster, Nick",Nick,Foster,0,511,"Foster, Nick","Foster,Nick",FosterNickNOR,19,0,2,,Norwich,NOR,0,0,,0,0,0,1,1,0,2,2,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,20,2,18,12,,0,48,9,4,5,0.10,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.7781265995150345,90,83
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Jack Herron,Jack,Herron,c,467,Jack Herron,"HERRON,JACK",HERRONJACKNEW ENGL,17,7,44,,New England College,NEW ENGL,0,0,,0,1,0,0,0,0,2,1,0,2,04:00,0,0,0,0,0,0,2,145,139,284,.511,0.96,11,17,-6,7,,0,46,9,4,5,0.11,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.7781265995150345,91,83
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Gwatkin, Cam",Cam,Gwatkin,0,662,"Gwatkin, Cam","Gwatkin,Cam",GwatkinCamUSM,21,10,22,,Southern Maine,USM,1073-5332,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,22,17,5,6,,0,15,10,9,1,0.07,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.7320333364187636,92,83
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Marcoux, Raphael",Raphael,Marcoux,0,45,"Marcoux, Raphael","Marcoux,Raphael",MarcouxRaphaelBC,27,2,2,,Babson,BC,1133-2671,0,,0,0,0,0,0,0,1,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,17,13,4,24,,0,34,10,9,1,0.03,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.7320333364187636,93,83
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Bezio, Jordan",Jordan,Bezio,0,662,"Bezio, Jordan","Bezio,Jordan",BezioJordanUSM,21,0,3,,Southern Maine,USM,1073-5330,0,,0,0,0,1,0,0,1,0,0,1,02:00,0,0,0,0,0,0,1,36,56,92,.391,1.56,9,13,-4,3,,0,23,9,5,4,0.17,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.6850009101260532,94,83
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Johnston, Kevin",Kevin,Johnston,0,656,"Johnston, Kevin","Johnston,Kevin",JohnstonKevinUMD,25,1,24,,UMass Dartmouth,UMD,1072-3719,0,,0,0,0,0,0,1,1,0,0,4,16:00,0,1,0,0,0,0,3,8,28,36,.222,3.50,11,18,-7,16,,0,42,9,6,3,0.07,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.5918752207370719,95,83
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Sclisizzi, Owen",Owen,Sclisizzi,0,511,"Sclisizzi, Owen","Sclisizzi,Owen",SclisizziOwenNOR,29,0,27,,Norwich,NOR,0,0,,0,0,0,0,1,2,0,0,0,5,10:00,0,0,0,0,0,0,5,208,194,402,.517,0.93,14,8,6,12,,0,34,9,6,3,0.09,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.5918752207370719,96,82
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Pray, Will",Will,Pray,0,548,"Pray, Will","Pray,Will",PrayWillPSU,17,2,17,,Plymouth State,PSU,1069-7026,0,,0,0,0,2,1,0,0,2,0,3,09:00,0,0,0,0,0,1,2,0,1,1,.000,0,12,8,4,2,,0,28,8,2,6,0.21,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.5448427944443616,97,82
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Rea, Luca",Luca,Rea,0,548,"Rea, Luca","Rea,Luca",ReaLucaPSU,25,8,18,,Plymouth State,PSU,1069-7233,0,,0,0,0,0,1,1,0,1,0,11,33:00,0,0,1,0,0,1,9,56,68,124,.452,1.21,15,19,-4,8,,0,47,8,3,5,0.11,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.4517171050553803,98,82
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Nicosia, Vincent",Vincent,Nicosia,0,656,"Nicosia, Vincent","Nicosia,Vincent",NicosiaVincentUMD,23,1,16,,UMass Dartmouth,UMD,1072-3717,0,,0,0,0,0,0,0,2,1,0,12,24:00,0,0,0,0,0,0,12,7,1,8,.875,0.14,4,13,-9,6,,0,35,8,4,4,0.11,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.35859141566639907,99,82
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Robbins, Dylan",Dylan,Robbins,0,401,"Robbins, Dylan","Robbins,Dylan",RobbinsDylanUMB,27,4,23,,UMass Boston,UMB,1071-4944,0,,0,0,0,0,0,0,0,1,0,10,23:00,0,0,0,0,0,1,9,225,209,434,.518,0.93,13,23,-10,23,,0,48,8,4,4,0.08,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.35859141566639907,100,82
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Hoover, Ethan",Ethan,Hoover,0,662,"Hoover, Ethan","Hoover,Ethan",HooverEthanUSM,24,4,10,,Southern Maine,USM,1073-5334,0,,0,0,0,0,0,0,1,0,0,10,20:00,0,0,0,0,0,0,10,135,142,277,.487,1.05,12,19,-7,14,,0,41,8,5,3,0.07,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.2654657262774178,101,82
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Spetz, Steven",Steven,Spetz,0,401,"Spetz, Steven","Spetz,Steven",SpetzStevenUMB,27,11,12,,UMass Boston,UMB,1071-4939,0,,0,0,0,1,0,0,2,0,0,3,06:00,0,0,0,0,0,0,3,1,1,2,.500,1.00,22,26,-4,28,,0,28,8,5,3,0.11,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.2654657262774178,102,81
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Lizotte, Zander",Zander,Lizotte,0,401,"Lizotte, Zander","Lizotte,Zander",LizotteZanderUMB,23,1,8,,UMass Boston,UMB,1071-4745,0,,0,0,0,0,0,0,1,1,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,21,13,8,16,,0,35,8,6,2,0.06,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.17234003688843663,103,81
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Woudenberg, Nolan",Nolan,Woudenberg,0,45,"Woudenberg, Nolan","Woudenberg,Nolan",WoudenbergNolanBC,27,1,8,,Babson,BC,1133-1837,0,,0,0,0,0,0,1,1,0,0,8,16:00,0,0,0,0,0,0,8,0,0,0,NaN,0,16,11,5,14,,0,35,8,6,2,0.06,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.17234003688843663,104,81
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Fortier, Victor-Antoine",Victor-Antoine,Fortier,0,770,"Fortier, Victor-Antoine","Fortier,Victor-Antoine",FortierVictor-AntoineWES,24,6,4,,Western Connecticut,WES,1074-3015,0,,0,0,0,0,0,0,1,0,0,7,14:00,0,0,0,0,0,0,7,0,1,1,.000,0,9,22,-13,15,,0,45,8,7,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.07921434749945534,105,81
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Vinson, Nick",Nick,Vinson,0,662,"Vinson, Nick","Vinson,Nick",VinsonNickUSM,24,4,19,,Southern Maine,USM,1073-5339,0,,0,1,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,4,4,8,.500,1.00,9,11,-2,5,,0,32,7,3,4,0.13,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.032181921206745,106,81
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Wyatt Gibson,Wyatt,Gibson,0,467,Wyatt Gibson,"GIBSON,WYATT",GIBSONWYATTNEW ENGL,24,3,23,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,2,2,0,0,00:00,0,0,0,0,0,0,0,25,15,40,.625,0.60,9,12,-3,8,,0,22,7,3,4,0.18,0,0,False,,,,,,,,,,,,,,,,,,,,,,0.032181921206745,107,81
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Chris Porcincula,Chris,Porcincula,0,467,Chris Porcincula,"PORCINCULA,CHRIS",PORCINCULACHRISNEW ENGL,0,0,28,,New England College,NEW ENGL,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,0.0,108,81
