season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,team_name,team_id,sdrm_id,goal_stats_shootout_goals,goal_stats_free_positiong_goals,goal_stats_game_tying_goals,goal_stats_empty_net_goals,goal_stats_overtime_goals,goal_stats_first_goals,goal_stats_unassisted_goals,goal_stats_short_handed_goals,goal_stats_power_play_goals,goal_stats_game_winning_goals,goal_stats_hat_tricks,penalty_stats_number,penalty_stats_minutes,penalty_stats_fouls,penalty_stats_misc10,penalty_stats_miscgame,penalty_stats_miscgross,penalty_stats_match,penalty_stats_major,penalty_stats_minor,misc_stats_faceoffs_won,misc_stats_faceoffs_lost,misc_stats_total_faceoffs,misc_stats_faceoff_win_pct,misc_stats_faceoffs_won_pct,misc_stats_plus,misc_stats_minus,misc_stats_plusminus,misc_stats_blocks,goalie_stats,shot_stats_shots_on_goal,shot_stats_shots,shot_stats_points,shot_stats_assists,shot_stats_goals,shot_stats_shots_pct,shot_stats_penalty_shot_goals,shot_stats_penalty_shots_attempted,is_goalie,game,goalie_stats_games_played,goalie_stats_minutes,goalie_stats_goals_allowed,goalie_stats_saves,goalie_stats_saves_by_prd,goalie_stats_shutouts,goalie_stats_win,goalie_stats_loss,goalie_stats_tie,goalie_stats_powerplay_goals_allowed,goalie_stats_shorthanded_goals_allowed,goalie_stats_emptynet_goals_allowed,goalie_stats_save_pct,goalie_stats_games_started,goalie_stats_penalty_shot_goals_allowed,goalie_stats_shootout_goals_allowed,goalie_stats_goals_against_avg,goal_stats,misc_stats,shot_stats,composite_score,global_rank,rating
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Christophe Petit,Christophe,Petit,d,467,Christophe Petit,"PETIT,CHRISTOPHE",PETITCHRISTOPHENEW ENGL,25,7,8,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,16,25,-9,52,,0,26,8,8,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.013911341889525905,109,80
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Roberson, Jacob",Jacob,Roberson,0,401,"Roberson, Jacob","Roberson,Jacob",RobersonJacobUMB,17,2,14,,UMass Boston,UMB,1071-4942,0,,0,0,0,0,0,0,0,1,0,2,04:00,0,0,0,0,0,0,2,13,18,31,.419,1.38,11,9,2,2,,0,29,7,4,3,0.10,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.06094376818223626,110,80
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Drummey, Owen",Owen,Drummey,0,662,"Drummey, Owen","Drummey,Owen",DrummeyOwenUSM,26,2,12,,Southern Maine,USM,1073-4933,0,,0,0,0,0,0,0,0,1,0,2,04:00,0,0,0,0,0,0,2,168,225,393,.427,1.34,17,22,-5,12,,0,25,7,5,2,0.08,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.15406945757121748,111,80
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Gray, Sean",Sean,Gray,0,330,"Gray, Sean","Gray,Sean",GraySeanKSC,21,2,26,,Keene State,KSC,1068-4256,0,,0,0,0,0,0,0,1,1,0,1,02:00,0,0,0,0,0,0,1,0,3,3,.000,0,8,14,-6,7,,0,24,7,5,2,0.08,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.15406945757121748,112,80
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Theodore, Cedrick",Cedrick,Theodore,0,123,"Theodore, Cedrick","Theodore,Cedrick",TheodoreCedrickCAS,21,4,24,,VTSU Castleton,CAS,0,0,,0,0,0,1,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,0,0,0,NaN,0,19,19,0,27,,0,16,7,5,2,0.13,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.15406945757121748,113,80
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Dion, Nolan",Nolan,Dion,0,45,"Dion, Nolan","Dion,Nolan",DionNolanBC,27,1,6,,Babson,BC,1133-1826,0,,0,0,0,0,0,0,1,1,0,7,14:00,0,0,0,0,0,0,7,0,0,0,NaN,0,19,20,-1,29,,0,44,7,6,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.24719514696019873,114,80
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Graham Padgitt,Graham,Padgitt,0,467,Graham Padgitt,"PADGITT,GRAHAM",PADGITTGRAHAMNEW ENGL,25,7,3,,New England College,NEW ENGL,0,0,,0,0,0,0,0,1,0,0,0,6,12:00,0,0,0,0,0,0,6,0,0,0,NaN,0,22,17,5,22,,0,26,7,6,1,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.24719514696019873,115,79
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Jones, Lucas",Lucas,Jones,0,548,"Jones, Lucas","Jones,Lucas",JonesLucasPSU,24,10,24,,Plymouth State,PSU,1069-7235,0,,0,0,0,0,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,1,0,1,1.000,100,24,18,6,32,,0,26,7,6,1,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.24719514696019873,116,79
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"McBride, Sean",Sean,McBride,0,330,"McBride, Sean","McBride,Sean",McBrideSeanKSC,24,10,2,,Keene State,KSC,1068-4228,0,,1,0,0,0,0,0,0,0,0,10,23:00,0,0,0,0,0,1,9,0,0,0,NaN,0,20,22,-2,16,,0,28,7,6,1,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.24719514696019873,117,79
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Ruffner, Lane",Lane,Ruffner,0,656,"Ruffner, Lane","Ruffner,Lane",RuffnerLaneUMD,25,24,3,,UMass Dartmouth,UMD,1072-3711,0,,0,0,0,0,0,0,1,0,0,19,38:00,0,0,0,0,0,0,19,0,1,1,.000,0,18,24,-6,70,,0,47,7,6,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.24719514696019873,118,79
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Getzlaf, Holdin",Holdin,Getzlaf,0,123,"Getzlaf, Holdin","Getzlaf,Holdin",GetzlafHoldinCAS,23,10,44,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,19,11,8,34,,0,35,7,7,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.34032083634918,119,79
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Festa, Luke",Luke,Festa,0,330,"Festa, Luke","Festa,Luke",FestaLukeKSC,18,3,13,,Keene State,KSC,1068-4239,0,,0,0,0,0,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,22,39,61,.361,1.77,7,13,-6,2,,0,24,6,3,3,0.13,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.3873532626418904,120,79
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Hartley, Byron",Byron,Hartley,0,548,"Hartley, Byron","Hartley,Byron",HartleyByronPSU,16,1,49,,Plymouth State,PSU,1069-7553,0,,0,0,0,0,1,1,0,2,0,2,04:00,0,0,0,0,0,0,2,18,12,30,.600,0.67,8,14,-6,5,,0,25,6,3,3,0.12,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.3873532626418904,121,79
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Kaufield, Thomas",Thomas,Kaufield,0,548,"Kaufield, Thomas","Kaufield,Thomas",KaufieldThomasPSU,23,0,25,,Plymouth State,PSU,1069-7236,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,94,73,167,.563,0.78,7,10,-3,5,,0,18,6,3,3,0.17,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.3873532626418904,122,78
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Lindstrom, Jake",Jake,Lindstrom,0,401,"Lindstrom, Jake","Lindstrom,Jake",LindstromJakeUMB,20,0,11,,UMass Boston,UMB,1071-5086,0,,0,0,0,0,1,0,0,2,0,2,04:00,0,0,0,0,0,0,2,2,5,7,.286,2.50,9,9,0,6,,0,25,6,3,3,0.12,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.3873532626418904,123,78
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Graham, Jack",Jack,Graham,0,770,"Graham, Jack","Graham,Jack",GrahamJackWES,21,4,23,,Western Connecticut,WES,1074-3034,0,,0,0,0,1,0,0,0,0,0,7,17:00,0,0,0,0,0,1,6,81,97,178,.455,1.20,5,14,-9,15,,0,33,6,4,2,0.06,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.48047895203087154,124,78
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Isenberg, Kyle",Kyle,Isenberg,0,401,"Isenberg, Kyle","Isenberg,Kyle",IsenbergKyleUMB,26,8,4,,UMass Boston,UMB,1071-5084,0,,0,0,0,0,0,0,1,0,0,10,20:00,0,0,0,0,0,0,10,0,0,0,NaN,0,27,21,6,27,,0,40,6,4,2,0.05,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.48047895203087154,125,78
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Heinrich, Hayden",Hayden,Heinrich,0,511,"Heinrich, Hayden","Heinrich,Hayden",HeinrichHaydenNOR,28,14,11,,Norwich,NOR,0,0,,0,0,0,0,0,0,0,0,0,5,10:00,0,0,0,0,0,0,5,0,2,2,.000,0,26,13,13,26,,0,35,6,5,1,0.03,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.5736046414198528,126,78
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Jaeseok Lee,Jaeseok,Lee,0,467,Jaeseok Lee,"LEE,JAESEOK",LEEJAESEOKNEW ENGL,22,1,29,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,28,39,67,.418,1.39,8,13,-5,6,,0,26,6,5,1,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.5736046414198528,127,78
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Svicki, Hunter",Hunter,Svicki,0,662,"Svicki, Hunter","Svicki,Hunter",SvickiHunterUSM,25,9,28,,Southern Maine,USM,1073-5338,0,,0,0,0,0,0,0,0,1,0,8,16:00,0,0,0,0,0,0,8,0,0,0,NaN,0,18,21,-3,20,,0,28,6,5,1,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.5736046414198528,128,78
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Kashark, Blake",Blake,Kashark,0,656,"Kashark, Blake","Kashark,Blake",KasharkBlakeUMD,21,1,19,,UMass Dartmouth,UMD,1072-4125,0,,0,1,0,0,1,0,0,0,0,3,06:00,0,0,0,0,0,0,3,1,4,5,.200,4.00,6,17,-11,14,,0,30,5,2,3,0.10,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.7137627571015446,129,77
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Pehrkon, Reid",Reid,Pehrkon,0,45,"Pehrkon, Reid","Pehrkon,Reid",PehrkonReidBC,21,0,14,,Babson,BC,1133-2868,0,,0,1,0,0,0,0,0,1,0,3,06:00,0,0,0,0,0,0,3,27,26,53,.509,0.96,11,10,1,6,,0,33,5,2,3,0.09,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.7137627571015446,130,77
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Serafin Hoerl,Serafin,Hoerl,0,467,Serafin Hoerl,"HOERL,SERAFIN",HOERLSERAFINNEW ENGL,23,4,19,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,61,68,129,.473,1.11,7,15,-8,5,,0,39,5,2,3,0.08,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.7137627571015446,131,77
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Curri, Marshall",Marshall,Curri,0,770,"Curri, Marshall","Curri,Marshall",CurriMarshallWES,22,10,18,,Western Connecticut,WES,1074-3029,0,,0,0,0,0,0,0,2,0,0,4,08:00,0,0,0,0,0,0,4,190,187,377,.504,0.98,3,17,-14,13,,0,25,5,3,2,0.08,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.8068884464905257,132,77
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Emil Elias,Emil,Elias,0,467,Emil Elias,"ELIAS,EMIL",ELIASEMILNEW ENGL,10,4,88,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,1,0,0,6,15:00,0,0,0,0,0,1,5,2,1,3,.667,0.50,5,8,-3,9,,0,21,5,3,2,0.10,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.8068884464905257,133,77
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Grant, Brian",Brian,Grant,0,45,"Grant, Brian","Grant,Brian",GrantBrianBC,26,1,22,,Babson,BC,1133-2870,0,,0,0,0,0,0,0,1,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,19,18,1,22,,0,44,5,3,2,0.05,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.8068884464905257,134,77
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Harvey, Matt",Matt,Harvey,0,511,"Harvey, Matt","Harvey,Matt",HarveyMattNOR,28,11,6,,Norwich,NOR,0,0,,0,0,0,0,0,0,0,0,0,9,18:00,0,0,0,0,0,0,9,0,0,0,NaN,0,28,19,9,34,,0,46,5,3,2,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.8068884464905257,135,76
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Kramer, Joseph",Joseph,Kramer,0,45,"Kramer, Joseph","Kramer,Joseph",KramerJosephBC,13,2,7,,Babson,BC,1133-2483,0,,0,0,0,1,0,0,1,0,0,3,06:00,0,0,0,0,0,0,3,2,0,2,1.000,200,5,3,2,6,,0,24,5,3,2,0.08,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.8068884464905257,136,76
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Richard, Colin",Colin,Richard,0,401,"Richard, Colin","Richard,Colin",RichardColinUMB,14,1,22,,UMass Boston,UMB,1071-5092,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,87,84,171,.509,0.97,9,5,4,2,,0,16,5,3,2,0.13,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.8068884464905257,137,76
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Schubert, Joe",Joe,Schubert,0,511,"Schubert, Joe","Schubert,Joe",SchubertJoeNOR,26,0,28,,Norwich,NOR,0,0,,0,1,0,0,1,0,0,0,0,8,16:00,0,0,0,0,0,0,8,97,127,224,.433,1.31,6,9,-3,12,,0,45,5,3,2,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.8068884464905257,138,76
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Shea, Brogan",Brogan,Shea,0,656,"Shea, Brogan","Shea,Brogan",SheaBroganUMD,13,3,29,,UMass Dartmouth,UMD,1072-4352,0,,0,0,0,1,1,0,0,0,0,2,04:00,0,0,0,0,0,0,2,10,6,16,.625,0.60,9,8,1,3,,0,15,5,3,2,0.13,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.8068884464905257,139,76
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Ashikhmin, Tikhon",Tikhon,Ashikhmin,0,548,"Ashikhmin, Tikhon","Ashikhmin,Tikhon",AshikhminTikhonPSU,13,0,13,,Plymouth State,PSU,1069-7231,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,3,3,.000,0,10,4,6,3,,0,6,5,4,1,0.17,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.9000141358795071,140,76
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Ford, Jack",Jack,Ford,0,401,"Ford, Jack","Ford,Jack",FordJackUMB,26,2,10,,UMass Boston,UMB,1071-4743,0,,0,0,0,0,0,0,0,0,0,8,16:00,0,0,0,0,0,0,8,85,101,186,.457,1.19,10,7,3,9,,0,55,5,4,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.9000141358795071,141,76
2025-26,mhockey,Little East Conference (LEC),lec,Keene State,"Patterson, Collin",Collin,Patterson,0,330,"Patterson, Collin","Patterson,Collin",PattersonCollinKSC,12,5,20,,Keene State,KSC,1068-4467,0,,0,0,0,0,0,0,1,0,0,0,00:00,0,0,0,0,0,0,0,22,29,51,.431,1.32,4,9,-5,3,,0,29,5,4,1,0.03,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.9000141358795071,142,75
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Sibold, Sam",Sam,Sibold,0,45,"Sibold, Sam","Sibold,Sam",SiboldSamBC,21,0,18,,Babson,BC,1133-1835,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,13,12,25,.520,0.92,8,8,0,10,,0,33,5,4,1,0.03,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.9000141358795071,143,75
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Wutzke, Nolan",Nolan,Wutzke,0,656,"Wutzke, Nolan","Wutzke,Nolan",WutzkeNolanUMD,21,2,20,,UMass Dartmouth,UMD,1072-3949,0,,0,0,0,0,0,0,0,0,0,5,21:00,0,0,1,0,0,1,3,174,140,314,.554,0.80,8,19,-11,11,,0,24,5,4,1,0.04,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.9000141358795071,144,75
2025-26,mhockey,Little East Conference (LEC),lec,Babson,"Beals, CJ",CJ,Beals,0,45,"Beals, CJ","Beals,CJ",BealsCJBC,23,1,9,,Babson,BC,1133-2484,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,12,9,3,11,,0,30,5,5,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-0.9931398252684882,145,75
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Alexander, Blake",Blake,Alexander,0,770,"Alexander, Blake","Alexander,Blake",AlexanderBlakeWES,14,4,10,,Western Connecticut,WES,1074-3022,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,4,4,8,.500,1.00,7,9,-2,5,,0,14,4,1,3,0.21,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.0401722515611986,146,75
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Atkinson, Jason",Jason,Atkinson,0,123,"Atkinson, Jason","Atkinson,Jason",AtkinsonJasonCAS,24,1,11,,VTSU Castleton,CAS,0,0,,0,1,0,1,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,3,4,7,.429,1.33,8,9,-1,3,,0,26,4,1,3,0.12,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.0401722515611986,147,75
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Coady, Drew",Drew,Coady,0,770,"Coady, Drew","Coady,Drew",CoadyDrewWES,18,8,14,,Western Connecticut,WES,1074-3026,0,,0,0,0,1,0,0,1,0,0,9,18:00,0,0,0,0,0,0,9,2,0,2,1.000,200,7,14,-7,21,,0,30,4,1,3,0.10,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.0401722515611986,148,74
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Maiuri, Luca",Luca,Maiuri,0,770,"Maiuri, Luca","Maiuri,Luca",MaiuriLucaWES,24,3,17,,Western Connecticut,WES,1074-3028,0,,0,0,0,1,0,1,1,0,0,3,14:00,0,0,0,0,0,0,2,1,8,9,.111,8.00,3,17,-14,5,,0,45,4,1,3,0.07,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.0401722515611986,149,74
2025-26,mhockey,Little East Conference (LEC),lec,Plymouth State,"Alvarado, Anthony",Anthony,Alvarado,0,548,"Alvarado, Anthony","Alvarado,Anthony",AlvaradoAnthonyPSU,23,0,15,,Plymouth State,PSU,1069-7473,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,9,3,12,.750,0.33,7,5,2,5,,0,19,4,2,2,0.11,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.1332979409501798,150,74
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Casey Sturm,Casey,Sturm,0,467,Casey Sturm,"STURM,CASEY",STURMCASEYNEW ENGL,10,1,20,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,7,6,1,10,,0,6,4,2,2,0.33,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.1332979409501798,151,74
2025-26,mhockey,Little East Conference (LEC),lec,VTSU Castleton,"Roebuck, Dylan",Dylan,Roebuck,0,123,"Roebuck, Dylan","Roebuck,Dylan",RoebuckDylanCAS,20,1,5,,VTSU Castleton,CAS,0,0,,0,0,0,0,0,0,0,0,0,3,06:00,0,0,0,0,0,0,3,0,0,0,NaN,0,5,4,1,5,,0,18,4,2,2,0.11,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.1332979409501798,152,74
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Blais, Jordan",Jordan,Blais,0,770,"Blais, Jordan","Blais,Jordan",BlaisJordanWES,18,1,38,,Western Connecticut,WES,1074-3042,0,,0,0,0,1,0,0,0,0,0,4,08:00,0,0,0,0,0,0,4,11,19,30,.367,1.73,4,13,-9,11,,0,18,4,3,1,0.06,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.226423630339161,153,74
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Loerzel, Connor",Connor,Loerzel,0,770,"Loerzel, Connor","Loerzel,Connor",LoerzelConnorWES,16,4,19,,Western Connecticut,WES,1074-3030,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,0,0,0,NaN,0,4,12,-8,12,,0,11,4,3,1,0.09,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.226423630339161,154,74
2025-26,mhockey,Little East Conference (LEC),lec,New England College,Vesse-Wincent Lampen,Vesse-Wincent,Lampen,0,467,Vesse-Wincent Lampen,"LAMPEN,VESSE-WINCENT",LAMPENVESSE-WINCENTNEW ENGL,20,2,22,,New England College,NEW ENGL,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,3,3,6,.500,1.00,4,9,-5,3,,0,44,4,3,1,0.02,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.226423630339161,155,73
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Blassingame, Tyler",Tyler,Blassingame,0,770,"Blassingame, Tyler","Blassingame,Tyler",BlassingameTylerWES,24,4,21,,Western Connecticut,WES,0,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,96,117,213,.451,1.22,5,22,-17,20,,0,20,4,4,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.3195493197281423,156,73
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Grondin, Isaac",Isaac,Grondin,0,662,"Grondin, Isaac","Grondin,Isaac",GrondinIsaacUSM,22,1,7,,Southern Maine,USM,1073-5111,0,,0,0,0,0,0,0,0,0,0,11,22:00,0,0,0,0,0,0,11,11,24,35,.314,2.18,11,16,-5,9,,0,20,4,4,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.3195493197281423,157,73
2025-26,mhockey,Little East Conference (LEC),lec,Southern Maine,"Jubran, Adrian",Adrian,Jubran,0,662,"Jubran, Adrian","Jubran,Adrian",JubranAdrianUSM,21,1,18,,Southern Maine,USM,1073-4936,0,,0,0,0,0,0,0,0,0,0,6,12:00,0,0,0,0,0,0,6,1,0,1,1.000,0,12,17,-5,19,,0,20,4,4,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.3195493197281423,158,73
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Larsson, Samuel",Samuel,Larsson,0,511,"Larsson, Samuel","Larsson,Samuel",LarssonSamuelNOR,20,0,15,,Norwich,NOR,0,0,,0,0,0,0,0,0,0,0,0,2,04:00,0,0,0,0,0,0,2,0,0,0,NaN,0,6,8,-2,3,,0,20,4,4,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.3195493197281423,159,73
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"McDonough, Hank",Hank,McDonough,0,656,"McDonough, Hank","McDonough,Hank",McDonoughHankUMD,23,1,15,,UMass Dartmouth,UMD,1072-3716,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,2,1,3,.667,0.50,12,20,-8,37,,0,17,4,4,0,0.00,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.3195493197281423,160,73
2025-26,mhockey,Little East Conference (LEC),lec,UMass Dartmouth,"Fecteau, Liam",Liam,Fecteau,0,656,"Fecteau, Liam","Fecteau,Liam",FecteauLiamUMD,15,4,18,,UMass Dartmouth,UMD,1072-4351,0,,0,0,0,0,0,0,2,0,0,7,17:00,0,0,0,0,0,1,6,53,64,117,.453,1.21,2,4,-2,5,,0,14,3,1,2,0.14,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.4597074354098338,161,72
2025-26,mhockey,Little East Conference (LEC),lec,Norwich,"Kudrna, Kyle",Kyle,Kudrna,0,511,"Kudrna, Kyle","Kudrna,Kyle",KudrnaKyleNOR,24,0,9,,Norwich,NOR,0,0,,0,0,0,0,0,0,0,0,0,8,24:00,0,1,0,0,0,0,7,11,19,30,.367,1.73,6,9,-3,10,,0,34,3,1,2,0.06,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.4597074354098338,162,72
2025-26,mhockey,Little East Conference (LEC),lec,UMass Boston,"Koenig, Alex",Alex,Koenig,0,401,"Koenig, Alex","Koenig,Alex",KoenigAlexUMB,14,13,1,,UMass Boston,UMB,1071-5081,0,,0,0,0,0,0,0,0,0,0,0,00:00,0,0,0,0,0,0,0,0,0,0,NaN,0,0,0,0,0,,0,0,1,1,0,0.00,0,0,True,,14,773:07,32,385,00213,1,1,1,1,10,0,0,.923,13,0,0,2.48,,,,-1.4980346461913487,163,72
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Carver, Camden",Camden,Carver,0,770,"Carver, Camden","Carver,Camden",CarverCamdenWES,23,1,11,,Western Connecticut,WES,1074-3023,0,,0,0,0,0,0,0,0,0,0,7,14:00,0,0,0,0,0,0,7,71,126,197,.360,1.77,6,16,-10,10,,0,30,3,2,1,0.03,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.5528331247988152,164,72
2025-26,mhockey,Little East Conference (LEC),lec,Western Connecticut,"Danilchev, Erik",Erik,Danilchev,0,770,"Danilchev, Erik","Danilchev,Erik",DanilchevErikWES,7,4,39,,Western Connecticut,WES,0,0,,0,0,0,0,0,0,0,0,0,1,02:00,0,0,0,0,0,0,1,0,0,0,NaN,0,2,5,-3,1,,0,15,3,2,1,0.07,0,0,False,,,,,,,,,,,,,,,,,,,,,,-1.5528331247988152,165,72
