season,sport,conference,conference_code,team,player_name,first_name,last_name,position,team_code,name,checkname,linkup_name,games_played,games_started,uniform,year,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,pitching_stats,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_summary_stats,team_name,team_id,sdrm_id,this_is_softball,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs,hitting_stats,fielding_stats,hitting_summary_stats,global_rank,rating,composite_score,ranking_segment,pitching_stats_k_per_9,pitching_stats_whip
2026-27,baseball,Old Dominion Athletic Conference (ODAC),odac,Lynchburg,Benton Jones,Benton,Jones,,374,Benton Jones,0,0LYNCHBUR,21,21,,,76.0,36.0,32.0,35.0,8.0,2.0,5.0,23.0,0.0,7.0,12.0,3.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.579,59.0,108.0,9.0,0.889,0.421,0.776,35.0,49.0,2.0,0.0,0.0,0.0,0.0,11.0,0.0,86.0,0.977,0.0,0.0,,0.0,0.0,10.0,24.0,"10,21",0.48,10.0,21.0,"22,50",0.44,22.0,50.0,"12,31",0.39,12.0,31.0,"5,11",0.45,5.0,11.0,0,0.0,0.0,0.0,"7,11","6,10","44,66",154,0.0,0.0,0.0,0,0.0,0.0,0.0,11.0,15.0,0.0,,Lynchburg,LYNCHBUR,1293-2348,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,99,137.0,batting,,
2026-27,baseball,Old Dominion Athletic Conference (ODAC),odac,Bridgewater College,Bryce Suters,Bryce,Suters,,75,Bryce Suters,0,0BCE,22,22,,,78.0,33.0,35.0,32.0,7.0,1.0,5.0,17.0,0.0,2.0,14.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.557,59.0,98.0,2.0,1.0,0.449,0.756,25.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.867,0.0,0.0,,5.0,2.0,14.0,11.0,"14,30",0.47,14.0,30.0,"25,47",0.53,25.0,47.0,"14,28",0.5,14.0,28.0,"6,14",0.43,6.0,14.0,0,0.0,0.0,0.0,"7,14","6,10","38,55",1,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,12.0,0.0,,Bridgewater College,BCE,1287-3805,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,99,136.0,batting,,
2026-27,baseball,Old Dominion Athletic Conference (ODAC),odac,Shenandoah,Jp Williams,Jp,Williams,,637,Jp Williams,0,0SHENANDO,24,22,,,79.0,25.0,34.0,27.0,8.0,3.0,3.0,16.0,0.0,5.0,7.0,4.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.55,57.0,102.0,7.0,0.857,0.43,0.722,152.0,18.0,3.0,3.0,1.0,18.0,11.0,0.0,0.0,173.0,0.983,29.0,0.621,,7.0,4.0,15.0,17.0,"12,32",0.38,12.0,32.0,"21,50",0.42,21.0,50.0,"15,34",0.44,15.0,34.0,"5,11",0.45,5.0,11.0,0,0.0,0.0,0.0,"7,12","8,10","37,60",45,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,25.0,0.0,,Shenandoah,SHENANDO,1184-4342,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,99,135.0,batting,,
2026-27,baseball,Old Dominion Athletic Conference (ODAC),odac,Roanoke College,Noah Donaho,Noah,Donaho,,578,Noah Donaho,0,0ROANOKE,19,19,,,66.0,18.0,27.0,24.0,4.0,1.0,3.0,8.0,0.0,2.0,10.0,0.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.481,42.0,78.0,7.0,0.857,0.409,0.636,14.0,40.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,59.0,0.915,0.0,0.0,,1.0,3.0,13.0,17.0,"9,22",0.41,9.0,22.0,"20,43",0.47,20.0,43.0,"14,31",0.45,14.0,31.0,"2,7",0.29,2.0,7.0,0,0.0,0.0,0.0,"7,13","9,10","29,48",213,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,20.0,0.0,,Roanoke College,ROANOKE,1296-4041,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,98,134.0,batting,,
2026-27,baseball,Old Dominion Athletic Conference (ODAC),odac,Washington and Lee,Alex Caywood,Alex,Caywood,,752,Alex Caywood,0,0WASHINGT,18,18,,,67.0,21.0,32.0,22.0,8.0,1.0,1.0,11.0,0.0,6.0,7.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.583,45.0,87.0,5.0,1.0,0.478,0.672,37.0,41.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,81.0,0.963,0.0,0.0,,2.0,1.0,21.0,8.0,"11,19",0.58,11.0,19.0,"20,42",0.48,20.0,42.0,"15,26",0.58,15.0,26.0,"6,9",0.67,6.0,9.0,0,0.0,0.0,0.0,"9,15","4,7","36,53",6,0.0,0.0,0.0,"0,1",0.0,0.0,1.0,11.0,11.0,0.0,,Washington and Lee,WASHINGT,1299-9423,False,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,6.75,16.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.188,4.0,5.0,0.0,"0,4","2,4",0,0,"0,5",,,,5,98,133.0,batting,,
2026-27,baseball,Old Dominion Athletic Conference (ODAC),odac,Shenandoah,Carl Keenan,Carl,Keenan,,637,Carl Keenan,0,0SHENANDO,24,24,,,90.0,30.0,40.0,21.0,6.0,2.0,3.0,24.0,1.0,3.0,17.0,8.0,12.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.558,59.0,120.0,14.0,0.857,0.444,0.656,43.0,69.0,5.0,0.0,0.0,0.0,0.0,17.0,0.0,117.0,0.957,0.0,0.0,,2.0,2.0,15.0,20.0,"5,14",0.36,5.0,14.0,"17,41",0.41,17.0,41.0,"11,30",0.37,11.0,30.0,"8,12",0.67,8.0,12.0,0,0.0,0.0,0.0,"26,40","6,12","31,51",38,0.0,0.0,0.0,0,0.0,0.0,0.0,7.0,8.0,0.0,,Shenandoah,SHENANDO,1184-3502,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,98,132.0,batting,,
2026-27,baseball,Old Dominion Athletic Conference (ODAC),odac,Virginia Wesleyan,Gino Meienschein,Gino,Meienschein,,745,Gino Meienschein,0,0VWU,20,20,,,67.0,22.0,29.0,19.0,3.0,0.0,4.0,10.0,1.0,12.0,6.0,4.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.573,44.0,89.0,8.0,0.75,0.433,0.657,127.0,6.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,134.0,0.993,0.0,0.0,,1.0,1.0,10.0,20.0,"10,22",0.45,10.0,22.0,"18,37",0.49,18.0,37.0,"11,25",0.44,11.0,25.0,"1,3",0.33,1.0,3.0,0,0.0,0.0,0.0,"12,15","4,6","26,42",72,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,13.0,0.0,,Virginia Wesleyan,VWU,1298-5879,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,97,131.0,batting,,
2026-27,baseball,Old Dominion Athletic Conference (ODAC),odac,Lynchburg,Sean Pokorak,Sean,Pokorak,,374,Sean Pokorak,0,0LYNCHBUR,19,16,,,62.0,18.0,25.0,19.0,6.0,2.0,1.0,12.0,0.0,1.0,9.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.494,38.0,77.0,1.0,1.0,0.403,0.613,157.0,11.0,0.0,2.0,0.0,20.0,5.0,0.0,0.0,168.0,1.0,25.0,0.8,,0.0,5.0,13.0,18.0,"9,25",0.36,9.0,25.0,"14,29",0.48,14.0,29.0,"9,19",0.47,9.0,19.0,"2,5",0.4,2.0,5.0,0,0.0,0.0,0.0,"6,15","4,7","21,35",4,0.0,0.0,0.0,1,0.0,0.0,0.0,4.0,19.0,0.0,,Lynchburg,LYNCHBUR,1293-2352,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,97,130.0,batting,,
2026-27,baseball,Old Dominion Athletic Conference (ODAC),odac,Guilford College,Skyler Dark,Skyler,Dark,,1112,Skyler Dark,0,0GUILFORD,21,21,,,78.0,20.0,32.0,15.0,12.0,3.0,1.0,12.0,1.0,1.0,10.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.484,53.0,95.0,3.0,1.0,0.41,0.679,58.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,66.0,0.939,0.0,0.0,,2.0,3.0,17.0,21.0,"9,25",0.36,9.0,25.0,"16,42",0.38,16.0,42.0,"8,22",0.36,8.0,22.0,"3,8",0.38,3.0,8.0,"1,4",0.25,1.0,4.0,"5,14","6,6","34,52",2,0.0,0.0,0.0,"0,0",0.0,0.0,0.0,12.0,14.0,0.0,,Guilford College,GUILFORD,1290-3977,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,97,129.0,batting,,
2026-27,baseball,Old Dominion Athletic Conference (ODAC),odac,Eastern Mennonite University,Aidan Miller,Aidan,Miller,,203,Aidan Miller,0,0EMU,18,18,,,66.0,21.0,29.0,14.0,8.0,1.0,1.0,3.0,0.0,4.0,7.0,3.0,13.0,1.0,3.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.468,42.0,80.0,14.0,0.929,0.439,0.636,29.0,41.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,71.0,0.986,0.0,0.0,,3.0,1.0,15.0,19.0,"7,22",0.32,7.0,22.0,"12,30",0.4,12.0,30.0,"7,22",0.32,7.0,22.0,"6,9",0.67,6.0,9.0,0,0.0,0.0,0.0,"6,13","9,10","24,41",68,0.0,0.0,0.0,0,0.0,0.0,0.0,8.0,13.0,0.0,,Eastern Mennonite University,EMU,1237-1281,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,128.0,batting,,
