conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
oac,Ohio Athletic Conference (OAC),2025-26,softball,Baldwin Wallace,Sam Peterkoski,,,,31,31,107,37,59,20,3,2,1,10,0,2,8,1,16,2,0,1,0,0,0,0,0,0,0,0.592,69,120,18,.889,.551,.645,56,2,1,0,0,0,0,0,0,59,.983,0,.000,2,11,27,10,"11,25",0.44,11,25,"24,47",0.51,24,47,"16,34",0.47,16,34,"4,8",0.50,4,8,0,0,0,0,"32,50","9,12","41,51",36,0,0,0,0,0,0,0,6,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,softball,Baldwin Wallace,Lucia Wolford,,,,31,31,103,34,42,30,12,1,1,6,0,9,3,1,10,0,1,0,0,0,0,1,0,2,0,0.483,59,119,10,1.000,.408,.573,52,57,4,0,0,0,0,5,0,113,.965,0,.000,6,5,18,32,"9,24",0.38,9,24,"26,76",0.34,26,76,"20,45",0.44,20,45,"2,6",0.33,2,6,0,0,0,0,"9,12","10,15","47,84",46,0,0,0,0,0,0,0,8,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,softball,Baldwin Wallace,Maddie Lester,,,,30,30,97,21,39,40,10,2,4,11,0,0,10,6,1,0,0,1,0,0,0,2,0,2,0,0.459,65,109,1,1.000,.402,.670,5,4,1,0,0,9,1,1,0,10,.900,10,.900,1,3,19,29,"10,28",0.36,10,28,"30,75",0.40,30,75,"25,57",0.44,25,57,"3,7",0.43,3,7,0,0,0,0,"6,10","6,14","44,82",36,0,0,0,0,0,0,0,10,20,0,26,1,3,3,1,0,1,0,0,0,26.0,24,18,21,19,3,0,2,4.85,103,130,4,2,0,2,2,0,2,9,.252,25,32,0,"9,26","13,54","1,7",0,"9,36"
oac,Ohio Athletic Conference (OAC),2025-26,softball,Baldwin Wallace,Gillian Ryser,,,,31,31,95,22,34,19,6,1,0,3,0,5,5,3,12,1,1,1,0,0,0,1,0,3,0,0.404,42,105,13,.923,.358,.442,154,4,0,0,0,0,0,7,0,158,1.000,0,.000,1,9,27,28,"13,31",0.42,13,31,"24,69",0.35,24,69,"18,52",0.35,18,52,"3,7",0.43,3,7,0,0,0,0,"5,14","10,16","42,72",14,0,0,0,0,0,0,0,13,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,softball,Baldwin Wallace,Mia Maddamma,,,,28,27,63,15,14,2,2,0,0,5,0,9,6,1,2,0,2,0,0,0,0,0,0,0,0,0.364,16,79,2,1.000,.222,.254,16,30,4,0,0,0,0,0,0,50,.920,0,.000,3,3,21,19,"4,17",0.24,4,17,"5,36",0.14,5,36,"3,27",0.11,3,27,"0,3",0,0,3,0,0,0,0,"4,14","0,8","15,43","0,1",0,0,1,0,0,0,0,4,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,softball,Baldwin Wallace,Sam Smearman,,,,17,7,34,2,9,5,2,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0.265,11,35,0,.000,.265,.324,1,4,0,0,0,0,0,0,0,5,1.000,0,.000,0,1,7,13,"4,15",0.27,4,15,"4,22",0.18,4,22,"4,17",0.24,4,17,"0,2",0,0,2,0,0,0,0,"4,6","2,6","6,23",2,0,0,0,59,0,0,0,5,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,softball,Baldwin Wallace,Katie Barnhart,,,,15,8,9,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.333,3,9,0,.000,.333,.333,0,9,0,0,0,4,2,0,0,9,1.000,6,.667,0,0,3,2,"1,4",0.25,1,4,"2,5",0.40,2,5,"2,5",0.40,2,5,0,0,0,0,0,0,0,0,"0,2","1,1","2,5",0,0,0,0,"0,1",0,0,1,0,5,0,53,1,8,8,0,0,3,1,0,0,53.0,20,20,13,25,12,1,5,2.64,203,219,1,1,0,1,1,0,0,8,.261,77,50,2,"9,31","8,44","4,20",0,"12,44"
oac,Ohio Athletic Conference (OAC),2025-26,softball,Baldwin Wallace,Bridie Bricker,,,,31,31,83,17,30,30,11,1,6,14,0,1,11,5,0,0,0,2,0,0,0,0,0,1,0,0.450,61,100,0,.000,.361,.735,120,13,2,1,0,23,7,0,0,135,.985,30,.767,4,2,12,28,"9,29",0.31,9,29,"18,53",0.34,18,53,"15,43",0.35,15,43,"3,8",0.38,3,8,0,0,0,0,"11,18","8,12","27,58",12,0,0,0,0,0,0,0,8,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,softball,Baldwin Wallace,Lexi Gray,,,,17,8,33,7,11,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0.353,11,35,1,1.000,.333,.333,18,2,0,2,0,0,0,0,0,20,1.000,0,.000,3,0,13,6,"3,14",0.21,3,14,"9,25",0.36,9,25,"8,21",0.38,8,21,"4,7",0.57,4,7,0,0,0,0,"2,4","1,3","14,26",13,0,0,0,25,0,0,0,5,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oac,Ohio Athletic Conference (OAC),2025-26,softball,Baldwin Wallace,Lexy Coggins,,,,31,31,93,22,35,25,5,2,0,8,0,1,6,4,3,1,0,1,0,0,0,1,0,2,0,0.427,44,103,4,.750,.376,.473,70,4,0,0,0,0,0,1,0,74,1.000,0,.000,5,4,25,23,"8,32",0.25,8,32,"20,52",0.38,20,52,"15,36",0.42,15,36,"4,6",0.67,4,6,0,0,0,0,"6,21","6,10","31,57",16,0,0,0,0,0,0,0,3,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
