conference_code,conference,season,sport,team,player_name,class_year,position,uniform,games_played,games_started,hitting_stats_at_bats,hitting_stats_runs,hitting_stats_hits,hitting_stats_runs_batted_in,hitting_stats_doubles,hitting_stats_triples,hitting_stats_home_runs,hitting_stats_walks,hitting_stats_intentional_walks,hitting_stats_hit_by_pitch,hitting_stats_strikeouts,hitting_stats_strikeouts_looking,hitting_stats_stolen_bases,hitting_stats_caught_stealing,hitting_stats_sacrifice_hits,hitting_stats_sacrifice_flies,hitting_stats_reached_on_catchers_interference,hitting_stats_reached_on_error,hitting_stats_reached_on_fielders_choice,hitting_stats_grounded_into_doubleplay,hitting_stats_picked_off,hitting_stats_total_double_plays,hitting_stats_total_triple_plays,hitting_stats_onbase_percentage,hitting_stats_total_bases,hitting_stats_total_plate_appearances,hitting_stats_stolen_base_attempts,hitting_stats_stolen_base_percentage,hitting_stats_batting_average,hitting_stats_slugging_percentage,fielding_stats_putouts,fielding_stats_assists,fielding_stats_errors,fielding_stats_passed_balls,fielding_stats_catchers_interference,fielding_stats_stolen_bases_against,fielding_stats_caught_stealing_by,fielding_stats_involved_in_double_plays,fielding_stats_involved_in_triple_plays,fielding_stats_total_chances,fielding_stats_fielding_percentage,fielding_stats_stolen_bases_against_attempts,fielding_stats_stolen_bases_against_percentage,hitting_summary_stats_times_reached_base_on_error,hitting_summary_stats_times_reached_base_on_fielders_choice,hitting_summary_stats_times_grouded_out,hitting_summary_stats_times_flied_out,hitting_summary_stats_hits_ab_with_2_outs,hitting_summary_stats_batting_avg_with_2_outs,hitting_summary_stats_hits_with_2_outs,hitting_summary_stats_ab_with_2_outs,hitting_summary_stats_hits_ab_with_runners_on_base,hitting_summary_stats_batting_avg_with_runners_on_base,hitting_summary_stats_hits_with_runners_on_base,hitting_summary_stats_ab_with_runners_on_base,hitting_summary_stats_hits_ab_with_runners_in_scoring_position,hitting_summary_stats_batting_avg_with_runners_in_scoring_position,hitting_summary_stats_hits_with_runners_in_scoring_position,hitting_summary_stats_ab_with_runners_in_scoring_position,hitting_summary_stats_hits_ab_vs_left_handed_pitchers,hitting_summary_stats_batting_avg_vs_left_handed_pitchers,hitting_summary_stats_hits_vs_left_handed_pitchers,hitting_summary_stats_ab_vs_left_handed_pitchers,hitting_summary_stats_hits_ab_vs_right_handed_pitchers,hitting_summary_stats_batting_avg_vs_right_handed_pitchers,hitting_summary_stats_hits_vs_right_handed_pitchers,hitting_summary_stats_ab_vs_right_handed_pitchers,hitting_summary_stats_success_opps_as_leadoff_batter_in_inning,hitting_summary_stats_success_opps_to_drive_in_runner_from_3rd_with_less_than_2_outs,hitting_summary_stats_number_of_runners_advanced_ab,hitting_summary_stats_hits_ab_with_bases_loaded,hitting_summary_stats_batting_avg_with_bases_loaded,hitting_summary_stats_hits_with_bases_loaded,hitting_summary_stats_ab_with_bases_loaded,hitting_summary_stats_hits_ab_as_pinch_hitter,hitting_summary_stats_batting_avg_as_pinch_hitter,hitting_summary_stats_hits_as_pinch_hitter,hitting_summary_stats_ab_as_pinch_hitter,hitting_summary_stats_times_advanced_at_least_1_runner_with_an_out,hitting_summary_stats_runners_left_on_base,hitting_summary_stats_two_out_rbis,pitching_stats_hits_allowed,pitching_stats_appearances,pitching_stats_games_started,pitching_stats_wins,pitching_stats_losses,pitching_stats_saves,pitching_stats_complete_games,pitching_stats_shutouts,pitching_stats_credit_for_combined_shutout,pitching_stats_games_finished,pitching_stats_innings_pitched,pitching_stats_runs_allowed,pitching_stats_earned_runs_allowed,pitching_stats_walks_allowed,pitching_stats_strikeouts,pitching_stats_doubles_allowed,pitching_stats_triples_allowed,pitching_stats_home_runs_allowed,pitching_stats_earned_run_average,pitching_stats_opponents_at_bats,pitching_stats_batters_faced,pitching_stats_wild_pitches,pitching_stats_hit_batters,pitching_stats_balks,pitching_stats_sacrifice_flies_allowed,pitching_stats_sacrifice_hits_allowed,pitching_stats_catchers_interference_allowed,pitching_stats_intentional_walks,pitching_stats_strikeouts_looking,pitching_stats_opponent_batting_average,pitching_summary_stats_fly_outs_allowed,pitching_summary_stats_ground_outs_allowed,pitching_summary_stats_runners_picked_off,pitching_summary_stats_success_opps_vs_leadoff_batters,pitching_summary_stats_hits_ab_with_runners_on_base,pitching_summary_stats_hits_ab_vs_left_handed_batters,pitching_summary_stats_hits_ab_vs_right_handed_batters,pitching_summary_stats_hits_ab_with_2_outs
ncac,North Coast Athletic Conference (NCAC),2025-26,softball,DePauw,Libby Minobe,,,,40,39,119,30,38,11,4,0,0,9,0,1,10,5,18,0,6,0,1,0,0,1,0,3,0,0.372,42,136,18,1.000,.319,.353,55,2,0,0,0,0,0,0,0,57,1.000,0,.000,7,2,36,33,"10,33",0.30,10,33,"23,60",0.38,23,60,"14,38",0.37,14,38,"1,2",0.50,1,2,0,0,0,0,"14,36","3,7","39,68",0,0,0,0,"0,1",0,0,1,12,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,softball,DePauw,Macey Cox,,,,37,32,110,18,36,14,0,1,1,9,0,0,23,6,10,3,4,1,0,0,0,0,0,1,0,0.375,41,124,13,.769,.327,.373,31,3,2,0,0,0,0,1,0,36,.944,0,.000,3,2,38,16,"8,30",0.27,8,30,"19,51",0.37,19,51,"13,37",0.35,13,37,"2,4",0.50,2,4,0,0,0,0,"12,34","7,12","30,56",47,0,0,0,0,0,0,0,9,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,softball,DePauw,Alex Romero-Salas,,,,36,32,95,9,37,20,6,0,2,1,0,0,11,5,4,1,2,0,0,0,0,2,0,2,0,0.396,49,98,5,.800,.389,.516,1,22,1,0,0,15,5,0,0,24,.958,20,.750,4,0,23,22,"14,36",0.39,14,36,"21,57",0.37,21,57,"16,43",0.37,16,43,0,0,0,0,0,0,0,0,"8,19","8,10","31,59",60,0,0,0,37,0,0,0,8,28,0,103,1,14,9,4,1,9,2,0,0,98.0,46,33,16,70,23,1,8,2.36,378,413,4,2,0,4,13,0,0,21,.272,119,94,0,0,0,0,0,0
ncac,North Coast Athletic Conference (NCAC),2025-26,softball,DePauw,Katie Mathies,,,,38,37,113,22,45,43,14,2,4,15,0,3,4,1,5,0,0,5,0,0,0,0,0,1,0,0.463,75,136,5,1.000,.398,.664,233,13,2,0,0,0,0,10,0,248,.992,0,.000,3,5,27,39,"18,43",0.42,18,43,"32,72",0.44,32,72,"24,50",0.48,24,50,"1,3",0.33,1,3,0,0,0,0,"7,15","13,16","55,83",69,0,0,0,0,0,0,0,16,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,softball,DePauw,Ella Kuenster,,,,41,39,127,32,43,21,7,2,4,10,0,1,13,4,4,1,4,1,0,0,0,0,0,3,0,0.388,66,143,5,.800,.339,.520,75,4,5,0,0,0,0,2,0,84,.940,0,.000,4,2,33,39,"17,47",0.36,17,47,"26,72",0.36,26,72,"14,45",0.31,14,45,"0,3",0,0,3,0,0,0,0,"10,25","5,15","40,79",95,0,0,0,1,0,0,0,14,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,softball,DePauw,Madi Lockridge,,,,35,34,94,19,32,11,6,1,0,7,0,2,4,1,7,3,1,1,0,0,0,0,1,0,0,0.394,40,105,10,.700,.340,.426,84,50,4,0,0,0,0,5,0,138,.971,0,.000,4,4,27,29,"7,25",0.28,7,25,"14,43",0.33,14,43,"10,31",0.32,10,31,"0,3",0,0,3,0,0,0,0,"14,27","8,12","23,46",3,0,0,0,"0,1",0,0,1,7,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,softball,DePauw,Riley Heim,,,,41,39,119,28,40,28,8,0,2,11,0,0,7,3,11,1,5,2,0,0,0,1,0,1,0,0.386,54,137,12,.917,.336,.454,65,87,11,0,0,0,0,6,0,163,.933,0,.000,2,5,39,37,"18,49",0.37,18,49,"31,70",0.44,31,70,"23,48",0.48,23,48,"0,2",0,0,2,0,0,0,0,"7,22","9,15","46,80",13,0,0,0,"1,1",1.00,1,1,14,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,softball,DePauw,Paige Brady,,,,36,33,105,20,35,22,8,0,1,6,0,0,9,3,4,2,3,2,0,0,0,1,0,1,0,0.363,46,116,6,.667,.333,.438,109,14,5,9,0,27,3,2,0,128,.961,30,.900,3,7,35,27,"12,40",0.30,12,40,"23,64",0.36,23,64,"19,47",0.40,19,47,"2,3",0.67,2,3,0,0,0,0,"12,24","10,14","40,70",61,0,0,0,"1,1",1.00,1,1,16,32,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,softball,DePauw,Callie Rheinheimer,,,,24,15,43,5,16,15,3,2,3,3,0,3,6,2,1,0,1,1,0,0,0,0,0,1,0,0.440,32,51,1,1.000,.372,.744,42,2,2,0,0,0,0,1,0,46,.957,0,.000,4,4,13,5,"7,13",0.54,7,13,"10,25",0.40,10,25,"7,17",0.41,7,17,"1,3",0.33,1,3,0,0,0,0,"5,9","6,8","19,28",136,0,0,0,142,0,0,0,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ncac,North Coast Athletic Conference (NCAC),2025-26,softball,DePauw,Kendall Hynes,,,,21,10,43,4,15,14,4,0,0,2,0,0,4,2,2,1,1,2,0,0,0,0,0,0,0,0.362,19,48,3,.667,.349,.442,8,15,4,0,0,0,0,0,0,27,.852,0,.000,3,2,9,15,"7,22",0.32,7,22,"10,23",0.43,10,23,"9,21",0.43,9,21,"0,1",0,0,1,0,0,0,0,"2,9","4,5","17,27",4,0,0,0,35,0,0,0,5,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
